12年11月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,嵯峨野特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄドンマネｰ, 52,ムｰア,, 57,  -1,* -6, 3,  8.9, ⑧⑨, 1,16, ブレイクラッシュ,---,ルメｰ,, 66,  -1,*  4, 2,  5.6,⑥⑦⑦, 1,14,Ａジョヴァンニ, 87,四位洋,, 83,* 10,* 12, 1,  1.6,③③③, 1, 7,Ｂアンコイルド, 78,ルメｰ,, 80,   8,* 13, 2,  3.6,⑥⑥⑦
 2, 7,Ｂサンライズトｰク, 56,池添謙, 0.3, 57,*  5, -14, 1,  1.6, ①①, 2, 9, キクノソル,---,和田竜, 0.6, 63,*  1,  -3,11, 35.3,④③③, 2, 3,Ｃマｰベラスバロン, 79,渡辺薫, 1.1, 76,   8,   6, 2,  7.4,⑧⑦⑥, 2, 1,Ｉロｰドランパｰト, 71,スミヨ, 0.0, 81,  10,* 12, 4,  7.6,③④③
 3,12,Ｌクニサキゼブライカ, 39,酒井学, 0.5, 54,*  3, -15,15,350.9, ③③, 3, 5, マッシヴプリンス,---,藤田伸, 0.7, 62,*  1,  -5, 7, 12.1,①①①, 3,11,Ｋネオリアライズ, 69,ムｰア, 1.2, 73,* 10,   2, 8, 30.8,②②②, 3, 8,Ａクランモンタナ, 83,デムｰ, 0.1, 78,  10,  11, 1,  1.9,⑦⑤⑤
 4, 9,Ｈフェブアクティヴ, 46,渡辺薫, 0.7, 52,   0, -13,10, 45.9, ⑦⑤, 4, 3, クレアトｰレ,---,福永祐, 0.9, 60,   0,  -4, 6, 10.6,③⑤④, 4, 8,Ｈキクタロウ, 71,福永祐, 1.4, 73,   9,   2,10, 40.7,④④④, 4, 3,Ｅサイドアタック, 74,福永祐, 0.1, 78,  10,   8, 6, 25.5,②②②
 5, 2,Ａハギノグラミｰ, 57,スミヨ, 0.7, 50,  -2,*-10, 2,  5.0, ⑩⑧, 5,14, ボディｰガｰド,---,武豊  , 1.1, 59,  -4,*  0, 5,  9.8,⑭⑧⑨, 5, 4,Ｅダヴィンチバロｰズ, 74,岩田康, 1.6, 71,   6,   5, 4, 10.7,⑩⑪⑨, 5, 2,Ｄスｰパｰオｰビット, 77,吉田豊, 0.6, 75,   7,  10, 7, 33.2,⑨⑨⑨
 6, 1,Ｍキリノトップラン, 38,野元昭, 0.8, 48,  -7,* -8,13,246.8, ⑫⑫, 6, 6, ヒュウマ,---,内田博, 1.2, 57,*  1, -10, 1,  3.7,②②②, 6, 1,Ｇサトノサウザｰ, 72,熊沢重, 1.8, 73,   5,   6, 9, 31.2,⑫⑭⑭, 6, 6,Ｆコモノドラゴン, 74,岩田康, 0.9, 72,   6,   7, 5, 22.4,⑩⑪⑪
 7,14,Ｉシゲルオウシザ, 46,内田博, 1.2, 47,   3, -21, 4, 15.7, ④⑥, 7,10, アルカサｰバ,---,浜中俊, 1.4, 58,  -4,  -1,10, 34.2,⑫⑨⑧, 7,16,Ｊスズカチャンプ, 70,武豊  , 2.0, 68,   7,   1, 6, 20.1,⑪⑩⑧, 7, 9,Ｊケンブリッジシｰザ, 66,国分恭, 1.0, 70,   5,   5,11,255.6,⑪⑩⑧
 8,11,Ｋメイショウラムダ, 41,和田竜, 1.2, 49,*  4, -21,11, 57.0, ②②, 8, 1, アスカノトゥｰレ,---,石橋脩, 2.2, 53,  -5,  -5,13, 58.1,⑨⑪⑩, 8,10,Ｄコルｰジャ, 76,国分優, 2.1, 68,   4,   5, 7, 26.9,⑮⑮⑫, 8, 4,Ｇヴィｰヴァギブソン, 73,和田竜, 1.2, 68,   7,  -1, 9, 67.9,⑤⑦⑥
 9, 4,Ｅジェネロシティｰ, 51,秋山真, 1.3, 45,   2, -21, 6, 19.8, ⑥④, 9, 2, チェイスザゴｰルド,---,川田将, 2.2, 53,  -7,  -2, 9, 15.5,⑪⑭⑪, 9, 2,Ｌラインレグルス, 69,和田竜, 2.2, 67,* 10,  -9,12, 70.9,①①①, 9,10,Ｃカネトシマｰシャル, 78,内田博, 1.9, 60,   7, -11, 3,  7.3,⑧⑧⑩
