12年12月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美浦ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａゴｰルドメイン, 59,蛯名正,, 61,   1,* -4, 1,  1.3,⑤④③, 1, 8, スマｰトステｰジ,,横山義,,,,, 3,  6.5,⑤④③, 1,10,Ｄホワイトフリｰト, 64,横山典,, 67,   6,*  3, 3,  4.6,⑥⑦⑤, 1, 6,Ａドリｰムセｰリング, 84,吉田豊,, 80,* 17, -10, 9, 36.1,①①①
 2, 4,Ｃカッシｰニ, 53,松岡正, 0.0, 60,   1,* -3, 3, 10.8,⑦⑥④, 2,12, ヒカルアカツキ,,浜野谷,193.5,,,, 1,  1.8,③②②, 2, 2,Ｆディｰエスタイド, 62,勝浦正, 0.1, 69,   5,*  5, 2,  4.4,⑬⑫⑧, 2, 9,Ｋマイネルグｰト, 78,松岡正, 0.4, 83,*  8,   1, 8, 29.8,②②②
 3,10,Ｂレオアクシス, 58,江田照, 0.1, 60,   0,* -3, 2,  7.8,⑨⑧⑥, 3,10, テルバイク,,山本康,194.0,,,, 6, 29.0,⑧⑥⑥, 3,13,Ａマイネルクロップ, 70,柴田大, 0.2, 67,   4,*  3, 1,  2.7,⑨⑩⑨, 3,13,Ｈチェリｰメドゥｰサ, 80,田辺裕, 0.6, 84,   3,  11, 1,  2.9,⑥④③
 4,16,Ｇサイレンスバｰド, 47,木幡初, 0.5, 57,*  2,  -9, 7, 34.5,②②②, 4, 3, ティンバｰウルフ,,江田勇,194.4,,,, 4,  8.2,⑥⑤④, 4,15,Ｂポルスタｰシャイン, 65,柴田善, 0.4, 65,*  7,  -3, 6, 16.2,③③③, 4,11,Ｉミヤビファルネｰゼ, 79,蛯名正, 0.6, 88,  -1,  20, 6,  9.4,⑨⑦⑦
 5,14,Ｆプラサスティ, 47,嶋田純, 0.6, 56,*  3, -12, 4, 17.8,①①①, 5, 2, クリノスレンダｰ,,草野太,194.5,,,, 9, 46.0,①①①, 5, 9,Ｃウェｰブオｰキッド, 65,松岡正, 0.6, 64,*  7,  -4, 8, 22.7,⑤⑤④, 5, 1,Ｊアロマカフェ, 78,村田一, 0.8, 86,  -2,  18,11, 50.3,⑦⑧⑧
 6, 6,Ｍセイウンコダシ, 40,村田一, 1.0, 56,  -1,  -6,16,325.0,⑬⑩⑩, 6, 4, トｰセンタイガｰ,,五十嵐,195.3,,,, 2,  4.9,⑩⑦⑦, 6, 3,Ｇヤンキｰソヴリン, 62,石橋脩, 0.6, 66,   6,  -2, 5, 13.5,⑦⑥⑦, 6, 3,Ｆケニアブラック, 82,石橋脩, 0.9, 88,  -5,* 23, 2,  5.1,⑩⑪⑪
 7, 2,Ｋヒカルハピネス, 41,勝浦正, 1.4, 52,  -1, -10, 5, 25.0,⑩⑪⑪, 7, 1, マサデパン,,高嶋活,196.5,,,, 7, 35.0,⑦⑧⑤, 7, 1,Ｅロｰドクラヴィウス, 63,吉田豊, 0.6, 65,*  7,  -4, 7, 16.8,④④⑥, 7, 4,Ｃトｰセンジャガｰ, 83,江田照, 1.0, 79,   2,   8, 3,  6.6,④⑤⑤
 8,11,Ｌミヤビワンド, 40,吉田豊, 2.1, 47,   0, -20, 6, 25.6,⑧⑦⑧, 8,14, リアルクラシック,,鈴木慶,198.3,,,,12, 93.5,⑪⑫⑪, 8, 5,Ｊアポロソニック, 54,蛯名正, 0.6, 66,   3,*  4, 4, 10.1,⑭⑮⑬, 8, 7,Ｄザバトルユｰジロｰ, 83,木幡初, 1.0, 81,   2,   8,12, 58.2,⑤⑥⑥
