12年 3月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝3110m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,但馬ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｆピサノベッテル, 56,四位洋,, 65,  -4,*  4, 3,  5.4, ④③, 1,12, デンコウオクトパス,,西谷誠,,,,, 3,  5.5,①①①, 1, 4,Ｉキングブレイク, 67,藤岡佑,, 79,*  8,*  9, 2,  4.2,①①①, 1, 2,Ｉレジェンドブルｰ, 76,藤岡佑,, 93,*  2,* 16, 5, 15.9,①①①
 2,15,Ｂエｰシンルミナス, 63,和田竜, 0.2, 62,* -2,   0, 2,  3.2, ②②, 2, 6, マｰベラスカイザｰ,,小坂忠,207.6,,,, 2,  3.7,④③②, 2,10,Ａウイニングサルｰト, 79,安藤勝, 0.5, 73,*  7,   7, 1,  2.5,②②②, 2, 3,Ｇメイショウジンム, 77,小牧太, 0.4, 89,   0,* 18, 6, 16.4,⑤⑦⑥
 3, 8,Ａタガノプラｰジュ, 69,秋山真, 0.4, 60,  -5,   1, 1,  2.4, ⑥⑤, 3, 7, シゲルジュウヤク,,中村将,209.2,,,, 4, 11.3,②②③, 3,12,Ｅアメリカンダイナｰ, 74,福永祐, 0.6, 76,   7,*  8, 4,  5.5,⑥⑥③, 3, 1,Ａザサンデｰフサイチ, 90,幸英明, 1.1, 78,*  1,   5, 9, 27.6,③②③
 4,12,Ｃエｰシンルクシオン, 57,池添謙, 0.6, 59,  -5,   0, 6, 16.9, ⑦④, 4, 2, ルｰルプロスパｰ,,白浜雄,209.2,,,, 1,  2.2,③⑤⑤, 4, 8,Ｈサイモンガｰランド, 68,小牧太, 1.0, 73,   6,   5, 9, 75.4,⑬⑦⑥, 4, 5,Ｂアグネスワルツ, 86,ピンナ, 1.1, 76,*  1,   4, 2,  3.6,②③②
 5, 6,Ｇメイショウヒナゲシ, 54,木幡初, 0.7, 57,  -8,   1,12,218.1, ⑤⑧, 5, 4, ビヨンドマックス,,横山義,209.6,,,, 9, 74.4,⑤④④, 5, 3,Ｍミレニアムゴｰルド, 61,ピンナ, 1.2, 77,   7,   2, 7, 25.2,③③④, 5, 8,Ｆアヴェンティｰノ, 77,秋山真, 1.5, 74,  -1,   1, 7, 23.0,⑨⑤⑤
 6,13,Ｈツバキ, 53,幸英明, 0.7, 57,  -7,   0,10, 71.0, ⑨⑥, 6, 8, タイカｰリアン,,北沢伸,209.7,,,, 7, 17.9,⑨⑧⑧, 6, 6,Ｃコウエイチャンス, 75,浜中俊, 1.2, 72,   5,   6, 5, 14.3,⑭⑩⑩, 6, 9,Ｅメルヴェイユドｰル, 80,池添謙, 2.0, 69,  -2,  -3, 3,  5.0,⑥⑧⑦
 7,11,Ｅトウケイマネキネコ, 57,花田大, 0.9, 54, -12,*  3, 7, 27.8, ⑪⑩, 7,14, スズマｰシャル,,鈴木慶,210.7,,,,14,176.7,⑥⑥⑦, 7,13,Ｂダイヴァｰダウン, 76,幸英明, 1.3, 72,   4,*  8, 3,  5.2,⑮⑮⑨, 7, 7,Ｃエスカナｰル, 83,福永祐, 2.1, 66,*  1,  -9, 1,  2.6,④④④
 8, 7,Ｄシゲルライム, 57,川島信, 1.2, 53,  -8,  -2, 8, 28.4, ⑧⑨, 8, 5, カワキタトップ,,林満明,210.8,,,, 8, 36.4,⑦⑦⑥, 8,11,Ｆタガノナパヴァレｰ, 70,秋山真, 1.4, 70,   5,   3,11,116.6,⑧⑨⑦, 8, 6,Ｈブルｰスタｰキング, 76,川島信, 2.2, 69,  -2,  -5, 8, 24.3,⑧⑨⑨
