12年12月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大須特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈシャンパンルｰジュ, 39,中舘英,, 67,*  8,  -3, 2,  5.9, ②②, 1,10,Ｂオメガファイタｰ, 52,北村友,, 59,  -7,*  7, 2,  3.7, ④④, 1, 5,Ｍタイセイマスタング, 60,鮫島良,, 70,  -1,* 10,10, 41.5, ⑬⑪, 1,11,Ａコウセイコタロウ, 85,松田大,, 80,   3,* 19, 3,  5.2, ⑤⑤
 2,15,Ｂヒュウガミズキ, 54,横山和, 0.6, 64,*  8,  -9, 1,  1.6, ①①, 2,17,Ｅメイショウソウイン, 45,川須栄, 0.3, 57, -12,*  9, 1,  2.0, ⑩⑨, 2,12,Ｉウエスタンムサシ, 64,高倉稜, 0.0, 68,*  5,   2, 3,  8.7, ①①, 2, 4,Ｇバルｰン, 79,丸田恭, 0.3, 78,   4,  15,12, 52.5, ④③
 3, 6,Ｄミエナイツバサ, 45,西田雄, 0.7, 59,   0,* -1, 7, 32.6, ⑤④, 3, 9,Ａエムエフフラワｰ, 55,西村太, 0.3, 54,  -7,   3, 3,  5.3, ③③, 3, 3,Ａペガサスヒルズ, 75,吉田隼, 0.2, 66,   3,   3, 1,  1.7, ⑤④, 3,16,Ｅトキノエクセレント, 80,平野優, 0.7, 78,  -3,* 21, 4,  5.3, ⑫⑮
 4, 8,Ａポｰラｰシェｰン, 56,菱田裕, 1.1, 53,  -4,* -1, 4, 10.4, ⑦⑦, 4, 6,Ｆミラクルチャンス, 43,西田雄, 0.6, 51, -11,   3,11,116.0, ⑧⑦, 4,10,Ｅコｰリンギデオン, 69,横山和, 0.2, 69,  -5,* 13, 4,  9.4, ⑯⑮, 4, 3,Ｈプリュム, 79,上村洋, 0.7, 76,*  6,   9, 5, 10.1, ②②
 5, 4,Ｃジャパンイモン, 49,黛弘人, 1.6, 51,   1, -10, 3,  9.0, ④⑤, 5,13,Ｃサマｰフェアリｰ, 49,中舘英, 0.7, 51,* -3,  -6, 4, 14.9, ②②, 5,14,Ｇニイハオジュウクン, 68,上村洋, 0.3, 67,   2,   4, 6, 20.3, ⑦⑩, 5, 1,Ｉパｰルブロッサム, 79,鮫島良, 0.7, 76,*  7,   9, 1,  3.8, ①①
 6, 7,Ｅランドブリｰズ, 45,吉田隼, 1.6, 45, -14,*  3, 5, 13.6, ⑬⑬, 6,14,Ｒワイドキング, 18,藤懸貴, 0.8, 48,  -8,  -2, 8, 36.2, ⑥⑤, 6,13,Ｎシゲルアボカド, 60,丸田恭, 0.4, 65,  -1,   7, 5, 19.8, ⑫⑬, 6,13,Ｌダノンプリマドンナ, 76,荻野琢, 0.8, 74,   1,  14,15, 87.6, ⑥⑥
 7, 3,Ｏキョウワイリス, 22,松田大, 2.3, 43,  -1, -15,16,285.0, ⑥⑥, 7, 2,Ｈフェアリｰシチｰ, 41,上村洋, 1.0, 46,  -9,  -3,12,146.5, ⑦⑥, 7, 9,Ｄハナノシンノスケ, 70,荻野琢, 0.4, 65,   1,   4, 7, 24.5, ⑩⑨, 7,14,Ｃリｰプオブフェイス, 81,吉田隼, 0.8, 74,   2,  15, 7, 17.5, ⑦⑦
 8, 5,Ｌコスモバレンタイン, 31,丹内祐, 2.3, 44,  -6,  -8,12,138.3, ⑨⑨, 8,11,Ｏクリノロｰツェ, 35,伊藤工, 1.0, 48, -23,* 10,13,147.2, ⑰⑰, 8, 6,Ｃスノウプリンス, 70,杉原誠, 0.6, 65,  -5,*  9,14,188.1, ⑮⑯, 8,10,Ｍバンドゥロンシャン, 76,菱田裕, 0.9, 74,*  5,   9,11, 50.6, ③④
 9,13,Ｇクｰルナミ, 41,梶晃啓, 2.5, 45,*  4, -20, 8, 40.4, ③③, 9, 7,Ｑタッテハンジョウ, 27,横山和, 1.0, 47, -17,   4, 9, 58.3, ⑬⑬, 9, 7,Ｏベルモントフェスタ, 59,伊藤工, 0.6, 63,*  4,  -3,12, 52.6, ②②, 9, 7,Ｂケイアイアポロン, 82,中舘英, 1.1, 72,  -4,* 18, 6, 10.8, ⑬⑭
10, 9,Ｋケンブリッジアトナ, 32,伊藤工, 2.7, 39,  -9, -10,11, 86.7, ⑩⑩,10,16,Ｌエヴリシｰズン, 37,杉原誠, 1.1, 47, -20,*  6, 7, 28.8, ⑯⑯,10, 1,Ｆグランプリブルｰ, 68,川須栄, 0.7, 64,   1,   2, 2,  6.8, ⑧⑦,10, 9,Ｄマジックアロｰ, 80,古川吉, 1.1, 73,  -1,  15,10, 49.3, ⑩⑪
11,14,Ｎカンタベリｰサクラ, 29,菅原隆, 3.0, 35, -16,  -7,15,270.4, ⑮⑭,11,18,Ｍプリマチュチュ, 35,荻野琢, 1.1, 44, -15,   1,15,201.6, ⑭⑪,11, 8,Ｈゴｰルデンウィナｰ, 67,菱田裕, 0.7, 63,*  4,  -3, 8, 31.3, ③⑤,11, 8,Ｋラッシュザワｰク, 76,田中博, 1.3, 72,  -4,  17,14, 74.0, ⑮⑬
