12年 1月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,くすのき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａキングヒｰロｰ, 60,北村友,, 59,* -4,*  5, 1,  2.6, ②②, 1, 8,Ａビップヴィットリオ, 58,高倉稜,, 62, -11,   6, 2,  5.2, ⑥②, 1, 6,Ｈスズカロジック, 69,上村洋,, 67,  -2,   5, 2,  3.0, ⑤④, 1, 7,Ｂフリｰトストリｰト, 69,中舘英,, 73,* 10,   0, 2,  4.5,⑥③③
 2, 7,Ｂシゲルライム, 56,川須栄, 0.5, 57,* -4,*  2, 2,  4.4, ③③, 2,11,Ｇカルメンズサン, 47,横山和, 0.1, 62, -17,* 10,11, 60.6, ⑫⑩, 2, 9,Ｄフレイヤ, 71,大野拓, 0.3, 62, -11,*  7, 9, 28.0, ⑪⑪, 2, 6,Ｄスタンドバイミｰ, 67,鮫島良, 0.7, 72,   4,*  5, 1,  2.4,⑫⑩⑦
 3,12,Ｄエゾムサシ, 53,中舘英, 0.5, 56,* -2,   0, 4,  6.9, ①①, 3,10,Ｂキョウワエレガント, 52,国分優, 0.2, 62, -20,* 13, 6,  9.6, ⑮⑪, 3, 7,Ａミシックトウショウ, 78,岩部純, 0.4, 64,*  2,  -1, 1,  2.5, ②②, 3,12,Ｆシゲルスタｰキング, 64,高倉稜, 0.8, 69,   5,   1, 5, 13.6,⑧⑥⑤
 4, 9,Ｃフロｰリア, 56,大野拓, 0.7, 53,  -7,   1, 3,  6.8, ④④, 4, 4,Ｈコスモラヴバニｰ, 47,大野拓, 0.4, 58, -16,   6, 1,  4.2, ⑪④, 4,12,Ｂパｰプルセンリョ, 73,藤懸貴, 0.5, 59,  -2,  -1, 4, 12.5, ④⑥, 4, 8,Ｋコウエイチャンス, 59,松山弘, 1.2, 66,   2,*  4, 8, 28.5,⑬⑪⑩
 5, 3,Ｇプルｰフポジティブ, 45,森一馬, 1.5, 44, -10,  -5, 5,  8.8, ⑦⑦, 5, 6,Ｆハｰトオブミニｰ, 48,太宰啓, 0.4, 56, -14,   3, 9, 23.9, ⑨⑤, 5,11,Ｉナスザン, 66,横山和, 0.6, 60,  -5,   1,11, 93.8, ⑧⑦, 5,10,Ｇジョｰラプタｰ, 63,宮崎北, 1.2, 66,   4,   0, 6, 14.3,⑪⑨⑥
 6, 1,Ｈカシノレインボｰ, 43,西村太, 1.7, 42, -10,  -7, 9, 48.8, ⑥⑥, 6,17,Ｊゼロレイテンシ, 47,丸田恭, 0.5, 55, -11,   0, 4,  6.0, ⑧⑨, 6,10,Ｃニシノショｰタイム, 73,江田照, 0.8, 59,*  1,  -5, 5, 12.5, ③③, 6, 2,Ｏダイリンウィｰク, 54,山口勲, 1.5, 62,   8, -10,12, 94.0,⑦④④
 7, 2,Ｌクラウンモンロｰ, 37,藤懸貴, 1.9, 37, -13,  -7,11, 80.2, ⑧⑧, 7, 9,Ｅパシフィックブルｰ, 49,宮崎北, 0.6, 55, -15,   3,10, 47.7, ⑩⑬, 7, 4,Ｌチェリｰソウマ, 58,松田大, 0.8, 57, -16,*  6,10, 89.5, ⑫⑫, 7, 1,Ｎゴｰイングストｰン, 54,北村友, 1.8, 62,   1,   0,11, 91.9,⑩⑫⑫
 8, 5,Ｊアｰルユウボシ, 42,山口勲, 2.0, 39, -13,  -7, 7, 16.4, ⑪⑪, 8, 1,Ｍシゲルブルｰベリｰ, 39,菅原隆, 0.8, 51,* -6, -10,14,120.7, ①①, 8, 8,Ｊシゲルカイチョウ, 63,国分優, 1.0, 56,  -4,  -3, 6, 15.5, ⑥⑤, 8, 3,Ｍデルマイザナミ, 55,上村洋, 2.0, 61,   1,   0, 7, 26.7,⑭⑬⑭
 9, 4,Ｅワラビラ, 47,杉原誠, 2.3, 36, -11, -12, 6, 10.4, ⑨⑨, 9, 5,Ｏニロティカス, 34,北村友, 0.8, 52,  -7,  -8, 8, 22.5, ④③, 9, 5,Ｇフェブムｰビング, 70,川須栄, 1.1, 57,*  1,  -7, 3,  8.2, ①①, 9, 5,Ｌシンハヤブサ, 56,太宰啓, 2.2, 59,   0,  -1,10, 80.3,⑮⑮⑮
10, 6,Ｉフレンドブライト, 43,横山和, 2.3, 36, -13, -10,13,162.1, ⑫⑫,10,16,Ｄハイウインド, 49,杉原誠, 1.3, 46, -16,  -5, 7, 13.5, ⑬⑭,10, 3,Ｅゴｰルドオリｰブ, 71,杉原誠, 1.1, 54, -10,  -1, 7, 18.5, ⑩⑨,10, 9,Ｊセフティｰフライト, 59,丸田恭, 2.3, 59,   1,  -2,15,252.6,⑯⑭⑬
11,11,Ｆダイキチパワｰ, 45,西田雄, 2.3, 37,  -7, -14, 8, 46.3, ⑤⑤,11, 2,Ｃアンエイディッド, 51,松山弘, 1.4, 44,* -4, -18, 3,  5.8, ②⑥,11, 2,Ｎバルデュソワｰル, 50,太宰啓, 1.3, 51, -21,   5,13,148.4, ⑬⑬,11,14, コパノモｰニング,---,国分優, 2.6, 55,   4, -13,14,181.5,⑤⑧⑨
12,10,Ｋカシノベイブレｰド, 42,二本柳, 2.4, 34, -13, -12,10, 55.7, ⑩⑩,12,12,Ｉカツラライデン, 47,水口優, 1.4, 44,  -8, -15, 5,  7.0, ⑤⑧,12, 1,Ｋプレザンサプライズ, 62,西村太, 1.5, 50, -10,  -4,12,130.2, ⑨⑧,12,11,Ｅニシノプレゼンス, 66,村田一, 3.4, 50,* 11, -30, 9, 33.2,①①①
13, 8,Ｍレイシャルム, 33,高倉稜, 2.5, 33, -29,  -1,12,149.0, ⑬⑬,13,13,Ｑセンパｰフィデリス, 25,西田雄, 1.7, 40, -18, -10,13,102.2, ⑭⑮,13,13,Ｆピｰスオブキング, 70,中舘英, 2.4, 42,  -2, -17, 8, 20.2, ⑦⑩,13,16,Ｈコウユｰサムライ, 62,江田照, 3.4, 49,* 11, -30,13,100.2,③②②
,,,,,,,,,,,,14,15,Ｋロミルダ, 46,藤懸貴, 1.7, 43, -21,  -3,17,324.0, ⑰⑰,,,,,,,,,,,,,14,15,Ｉミスコクラ, 60,松田大, 3.4, 50,   5, -21,16,271.9,⑨⑦⑧
,,,,,,,,,,,,15,14,Ｌクライシスワン, 42,二本柳, 1.8, 39, -20,  -8,15,174.1, ⑯⑯,,,,,,,,,,,,,15,13,Ａイｰスタｰパレｰド, 73,荻野琢, 5.4, 37,   5, -39, 3,  5.3,②⑤⑪
,,,,,,,,,,,,16, 7,Ｐタカラファンタジｰ, 30,松田大, 1.8, 39,* -4, -24,12, 77.4, ③⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 3,Ｎカミノビリｰヴ, 36,西村太, 1.8, 39, -11, -17,16,248.3, ⑦⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:-3),,,,,,,,,,,
単勝:260円 複勝:13=120円 07=130円 12=170円 枠連:410円,,,,,,,,,,,,"単勝:520円 複勝:08=260円 11=1,100円 10=280円 枠連:1,710円",,,,,,,,,,,,単勝:300円 複勝:06=140円 09=370円 07=120円 枠連:840円,,,,,,,,,,,,単勝:450円 複勝:07=160円 06=120円 12=290円 枠連:560円,,,,,,,,,,,
馬連:590円 ワイド:07-13=280円 12-13=370円 07-12=440円,,,,,,,,,,,,"馬連:11,000円 ワイド:08-11=3,340円 08-10=1,040円 10-11=6,550円",,,,,,,,,,,,"馬連:2,970円 ワイド:06-09=840円 06-07=180円 07-09=990円",,,,,,,,,,,,"馬連:660円 ワイド:06-07=300円 07-12=1,570円 06-12=610円",,,,,,,,,,,
"馬単:970円 3連複:1,130円 3連単:4,200円",,,,,,,,,,,,"馬単:16,640円 3連複:29,900円 3連単:159,420円",,,,,,,,,,,,"馬単:4,050円 3連複:1,740円 3連単:12,850円",,,,,,,,,,,,"馬単:1,510円 3連複:3,230円 3連単:16,080円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,紫川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｈホッコｰタルマエ, 52,村田一,, 66,  -3,* 15, 9, 49.1,③③③, 1,11,Ｂトロンプルイユ, 69,中舘英,, 69,*  2,   5, 3,  6.5, ②②, 1, 5,Ｉレッドシュナイト, 69,中舘英,, 76,   8,*  9, 2,  4.0,⑤⑥⑤, 1,15,Ｎホットチリペッパｰ, 64,宮崎北,, 72,*  1,   3, 9, 32.4, ①①
 2, 9,Ｂナムラコンカｰ, 55,松田大, 0.1, 64,* -3,* 12, 1,  2.3,②②②, 2, 1,Ａサマｰコｰド, 72,太宰啓, 0.1, 68,*  2,   4, 1,  2.2, ①①, 2, 6,Ｈシンボリストｰム, 70,大野拓, 0.3, 74,   7,   8, 5,  9.9,⑪⑨⑧, 2, 3,Ａグッドルッキング, 81,太宰啓, 0.0, 71,  -6,  10, 1,  2.9, ⑥③
 3,10,Ｊジャングルホｰム, 47,高倉稜, 1.1, 58,* -2,   3,10, 61.4,①①①, 3, 6,Ｃオンワｰドセジｰル, 67,西村太, 0.2, 66,  -4,   7, 2,  5.4, ④④, 3,14,Ａオｰヴァｰジョイド, 78,藤懸貴, 0.4, 69,   8,   4, 1,  3.0,⑨⑤④, 3, 1,Ｆシチリアｰナ, 75,西田雄, 0.0, 74, -10,* 14,10, 36.6, ⑪⑤
 4, 4,Ｌスズカコレクト, 38,山口勲, 1.6, 55,  -4,   4,11, 93.8,⑦⑦⑤, 4,14,Ｅドナリサ, 66,大野拓, 0.3, 64, -13,* 11, 4, 10.2, ⑩⑧, 4, 3,Ｆアポロスカイナイト, 71,村田一, 0.5, 74,   6,   8, 9, 27.3,⑩⑪⑩, 4, 2,Ｉジョｰアカリン, 72,川須栄, 0.1, 73, -11,* 14, 3,  7.4, ⑭⑩
 5, 3,Ｉマイネオリヴィア, 52,大野拓, 2.0, 51,  -3,  -2, 5, 19.1,④④⑥, 5, 4,Ｌピエナヴィブレ, 59,上野翔, 0.5, 63,  -8,   7,12, 56.7, ⑤⑤, 5,13,Ｇシルクドルフィン, 71,杉原誠, 0.7, 72,   3,* 10,10, 31.8,⑬⑬⑨, 5, 4,Ｇニジブルｰム, 73,上村洋, 0.1, 71,  -7,  10, 7, 16.2, ⑧⑨
 6, 1,Ｍラストツヨシ, 31,嘉藤貴, 2.1, 51,  -6,   2,14,247.6,⑩⑧⑧, 6, 2,Ｄセラヴィ, 66,高倉稜, 0.5, 65,  -4,   5, 6, 17.4, ③③, 6, 9,Ｂマイネルラピド, 77,高倉稜, 0.7, 72,*  9,   1, 3,  6.1,③③③, 6, 5,Ｄニホンピロシュラブ, 76,高倉稜, 0.2, 70,  -3,   5, 6, 12.8, ②②
 7,11,Ｄミヤジチョビ, 54,川須栄, 2.1, 51,  -3,  -3, 4,  8.4,⑤⑤④, 7, 9,Ｊピンクデｰジｰ, 62,国分優, 0.6, 60, -19,* 12,10, 24.7, ⑬⑪, 7,10,Ｄスタｰサイクル, 72,菅原隆, 0.7, 71,   7,   3,12,161.9,⑧⑦⑥, 7, 8,Ｂメイショウツガル, 78,石橋守, 0.2, 70,  -3,   5, 4,  8.2, ③④
 8,13,Ｆナリタタイフｰン, 53,森一馬, 2.3, 49,  -7,   1,12,100.1,⑪⑪⑫, 8, 7,Ｍデステニｰアロｰ, 58,宮崎北, 0.6, 63, -15,  11,14,127.3, ⑪⑫, 8, 4,Ｃドリｰムネイチヤｰ, 76,松山弘, 0.8, 71,   7,   4, 4,  7.0,⑦⑧⑦, 8, 7,Ｌクリノスレンダｰ, 69,大野拓, 0.2, 71, -10,* 11,13, 53.0, ⑬⑫
 9, 5,Ｃツキミハナミ, 55,松山弘, 2.4, 48,  -4,  -4, 2,  3.1,⑥⑥⑦, 9,10,Ｇアラマサスチｰル, 66,杉原誠, 0.7, 60, -17,  10, 5, 12.6, ⑫⑬, 9, 8,Ｊオズフェスト, 68,黛弘人, 0.9, 69,*  9,  -2, 8, 19.0,②②②, 9,12,Ｃサザンブレイズ, 77,国分優, 0.5, 66,  -3,   1, 2,  4.1, ⑤⑥
