12年 4月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,府中ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａブルｰイングリｰン, 61,三浦皇,, 64,* -2,*  6, 1,  2.0, ④③, 1, 5,Ａマイネルスパイス, 68,松岡正,, 63,*  5,   1, 2,  3.1, ④③, 1, 1,Ｂシンボリエンパイア, 69,杉原誠,, 75,*  0,* 12, 2,  4.7, ①①, 1, 7,Ｆステラロッサ, 82,柴田善,, 93,   2,* 26, 2,  3.7,⑧⑧⑦
 2, 8,Ｄデルマエビス, 56,後藤浩, 0.0, 64,*  0,   4, 2,  3.2, ①①, 2,12,Ｂラウンドロビン, 66,田中勝, 0.0, 61,  -1,* 11, 1,  2.9, ⑫⑪, 2,14,Ｅスズカヴィグラス, 67,江田照, 0.9, 67,  -2,   9, 8, 22.5, ⑥⑥, 2, 2,Ｃダコｰル, 84,田辺裕, 0.3, 88,   2,  19, 1,  2.3,⑨⑩⑤
 3,14,Ｉコｰリンギデオン, 49,津村明, 0.5, 60,  -6,*  7,14,157.6, ⑪⑨, 3, 8,Ｅモントリヒト, 56,杉原誠, 0.0, 60,   0,*  8, 8, 41.8, ⑨⑧, 3, 5,Ｉワイルドロジャｰ, 63,田辺裕, 0.9, 69,  -4,* 12, 3,  5.3, ⑫⑫, 3, 5,Ａスマｰトシルエット, 86,蛯名正, 0.4, 83,*  4,  12, 4,  7.4,②②②
 4,12,Ｆカネトシミント, 54,中谷雄, 0.8, 57,  -3,   0, 5, 17.9, ⑤⑤, 4, 9,Ｊアｰルデュラン, 46,三浦皇, 0.0, 61,   3,*  5, 4,  8.3, ③④, 4, 2,Ｄシゲルスタｰキング, 67,松岡正, 1.0, 69,  -3,  10, 4,  7.6, ⑦⑦, 4, 6,Ｊメルヴェイユドｰル, 73,田中勝, 0.5, 88,   1,  21,11, 63.0,⑤④⑧
 5,16,Ｇドリｰムピｰス, 54,勝浦正, 0.8, 57,  -4,   1, 6, 20.7, ⑥⑥, 5,16,Ｆレッドブルピサ, 56,後藤浩, 0.1, 58,*  4,  -1, 6, 12.4, ②②, 5, 7,Ｋパｰフェクトダイヤ, 62,三浦皇, 1.1, 69,  -5,* 12,10, 24.7, ⑩⑪, 5,12,Ｅレインボｰダリア, 83,三浦皇, 0.5, 86,   2,  16, 3,  4.6,⑦⑦④
 6,11,Ｃヒカリオｰシャン, 58,柴田善, 1.1, 57, -10,*  6, 3,  5.8, ⑯⑮, 6,18,Ｌウェルテクス, 45,石橋脩, 0.4, 55,*  7,  -8,11, 74.1, ①①, 6, 4,Ｃフェアエレン, 69,丸山元, 1.2, 69,  -4,   9, 5, 11.5, ⑪⑩, 6, 4,Ｂエドノヤマト, 85,吉田豊, 0.6, 87,  -1,* 24, 8, 45.7,⑥⑥⑨
 7, 7,Ｊキングユウヤ, 47,田辺裕, 1.4, 52,  -5,  -3,11,126.6, ⑧⑦, 7,11,Ｃチェリｰヒロイン, 59,蛯名正, 0.4, 56,   4,   0, 5, 10.5, ⑥⑥, 7,12,Ｇジョウノメジャｰ, 65,勝浦正, 1.2, 67,  -3,   8, 7, 21.7, ⑨⑨, 7, 3,Ｉチュウワプリンス, 79,松岡正, 0.7, 88,   2,  17, 9, 48.5,④⑤⑥
 8, 6,Ｅアｰクイクシオン, 56,吉田豊, 1.5, 53, -11,   5, 7, 38.2, ⑮⑯, 8, 2,Ｄナスノシベリウス, 57,勝浦正, 0.5, 53,  -1,   3, 7, 22.8, ⑪⑩, 8,13,Ａハッピｰマリｰン, 70,柴田善, 1.3, 67,  -1,   4, 1,  3.1, ④⑤, 8, 1,Ｋマイネオｰチャｰド, 66,柴田大, 0.7, 85,   2,  13, 6, 30.8,③③③
