12年10月14日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月14日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,姫川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂゼンノコリオリ, 57,津村明,, 56,*  4,* -3, 3,  6.2, ②②, 1,10,Ｊテｰオｰサクセス, 51,吉田隼,, 65,* 13, -14, 7, 37.1,①①①, 1, 8,Ｆカナエチャン, 63,菱田裕,, 68,   7,*  2, 7, 11.6, ⑤④, 1,12,Ｃショウナンバｰズ, 77,吉田隼,, 80,* 16,  -7, 1,  4.2,③①①
 2, 6,Ａリベルタドｰレス, 64,丸田恭, 0.2, 53,*  6,  -7, 1,  1.6, ①①, 2, 7,Ｉメイショウコロンボ, 53,武幸四, 0.3, 69,* 12, -15, 3,  7.7,②②②, 2, 2,Ｅアスコットシチｰ, 63,中井裕, 0.2, 71,* 14,  -6, 3,  5.6, ①①, 2, 9,Ｅバンスタンウォルツ, 76,柴山雄, 0.0, 82,  14,   2, 2,  4.2,⑤④②
 3, 3,Ｆバルバドスブルｰ, 39,丸山元, 1.0, 42,  -7,* -2, 2,  5.9, ⑩⑨, 3, 1,Ａペガサスフラッシュ, 74,松山弘, 0.3, 66,  12, -13, 1,  1.6,⑥④④, 3, 5,Ｈダｰクシｰカｰ, 59,山崎亮, 0.2, 64,   3,*  4, 8, 14.1, ⑨⑩, 3, 2,Ｊフレｰジャパン, 69,松山弘, 0.7, 76,   9,*  7, 6,  9.5,⑪⑬⑪
 4, 8,Ｋストップザジョｰク, 22,勝浦正, 1.2, 42,  -3,  -7, 7, 47.9, ⑧⑧, 4, 6,Ｃダｰリブ, 68,嘉藤貴, 0.5, 64,   9,*-10, 9, 46.5,⑨⑥⑥, 4, 6,Ｊアラディン, 58,荻野琢, 0.3, 64,   5,*  2, 5, 10.7, ⑥⑦, 4, 4,Ｂフェニックスソｰド, 82,川須栄, 0.7, 75,  12,  -4, 5,  8.9,⑦⑥⑥
 5, 2,Ｃココロノスポｰツ, 53,田中博, 1.9, 36,   1, -17, 4,  6.2, ④④, 5, 3,Ｆルスナイスナイパｰ, 62,藤懸貴, 0.7, 60,  10, -15, 8, 40.4,③⑤⑤, 5,11,Ｂビｰキュｰト, 68,嶋田純, 0.7, 63,* 11,  -7, 2,  4.1, ③③, 5, 3,Ａコウユｰタイセイ, 82,松田大, 0.8, 76,   8,*  9, 3,  6.7,⑯⑯⑭
 6,12,Ｄドヴァラパｰラ, 44,嘉藤貴, 1.9, 38,*  3, -18, 9,108.8, ③③, 6, 2,Ｈツクバヤマノオｰ, 60,津村明, 1.0, 61,  11, -19,10, 55.5,⑤③③, 6, 7,Ａノボジュピタｰ, 72,原田和, 0.9, 58,   3,  -1, 1,  3.2, ⑩⑧, 6,11,Ｄエイダイポイント, 77,田中博, 0.8, 76,  10,   4, 8, 12.7,⑫⑪⑨
 7,10,Ｌデンコウショウイン, 18,渡辺薫, 2.0, 36,  -5, -12, 8, 64.0, ⑪⑩, 7, 9,Ｂタマモデザイア, 68,丸山元, 1.4, 59,   9, -17, 2,  4.4,⑧⑦⑦, 7,12,Ｃキングビｰト, 64,横山和, 1.0, 58,   5,  -5, 6, 10.7, ⑦⑥, 7,10,Ｌキャニオンシンザン, 68,嘉藤貴, 1.1, 72,  12,  -7,14,173.2,⑨⑦⑦
 8, 4,Ｉカンタベリｰリュウ, 32,西田雄, 2.2, 33,  -3, -16,12,249.6, ⑦⑦, 8, 5,Ｄタガノルナリロ, 66,川須栄, 1.9, 57,   8, -20, 6, 21.3,⑦⑧⑨, 8, 9,Ｄパｰフェクトミｰ, 63,平野優, 1.4, 57,   8, -10, 4,  9.7, ④⑤, 8, 8,Ｇヒビケジンダイコ, 72,勝浦正, 1.3, 71,   9,  -2, 7, 11.1,⑭⑫⑩
 9,11,Ｈシゲルミズガメザ, 34,藤懸貴, 2.2, 30,  -7, -13,11,172.7, ⑫⑫, 9, 4,Ｇオウシュウベスト, 62,勝浦正, 2.1, 55,   8, -21, 5, 18.6,⑩⑨⑧, 9, 1,Ｇウメジマダイオｰ, 60,高嶋活, 1.5, 52,   1,  -5,12,126.2, ⑪⑪, 9,13,Ｐメジロアマギ, 53,丸田恭, 1.4, 69,   8,   2,12, 88.0,⑮⑮⑮
10, 7,Ｅオシャレバンチョウ, 42,松田大, 2.5, 31,   0, -21, 6, 37.9, ⑥⑥,10, 8,Ｅレオネプチュｰン, 65,柴山雄, 6.1, 32,   5, -51, 4, 13.9,④⑩⑩,10,10,Ｌショウナンサミット, 35,西村太, 2.1, 45,  -6,  -4,10, 66.4, ⑫⑫,10, 1,Ｈマイネルイグアス, 72,高倉稜, 2.0, 65,   9, -11, 4,  7.9,⑬⑭⑬
11, 5,Ｇジャパンプレミアム, 37,宮崎北, 3.8, 19,   0, -33,10,110.5, ⑤⑤,,,,,,,,,,,,,11, 4,Ｋテイエムタイホｰ, 54,藤懸貴, 2.2, 49,* 12, -22, 9, 21.8, ②②,11,15,Ｎトッププライス, 61,丸山元, 2.6, 60,  12, -28,16,228.6,⑩⑧⑧
12, 9,Ｊエｰスカイザｰ, 32,中舘英, 4.4, 13,  -5, -34, 5, 35.4, ⑨⑪,,,,,,,,,,,,,12, 3,Ｉサンマルミニスタｰ, 59,長岡禎, 3.3, 37,   3, -23,11,120.3, ⑧⑨,12, 6,Ｉエムアイボニｰタ, 69,中谷雄, 2.6, 60,  13, -32,13,152.6,⑥⑤④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｏラムドレｰヌ, 59,藤懸貴, 2.7, 60,* 15, -38,15,227.0,②③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｋメイショウスピｰド, 68,中舘英, 3.6, 56,  12, -42,10, 28.3,⑧⑨⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｆタマモスキップ, 73,津村明, 3.8, 53,* 15, -57, 9, 25.5,①②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｍアンクルスパｰト, 67,鮫島良, 5.9, 20,  10, -74,11, 66.3,④⑩⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-24 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,
単勝:620円 複勝:01=130円 06=110円 03=150円 枠連:280円,,,,,,,,,,,,"単勝:3,710円 複勝:10=790円 07=250円 01=110円 枠連:900円",,,,,,,,,,,,"単勝:1,160円 複勝:08=360円 02=220円 05=330円 枠連:680円",,,,,,,,,,,,単勝:420円 複勝:12=170円 09=180円 02=250円 枠連:770円,,,,,,,,,,,
馬連:290円 ワイド:01-06=150円 01-03=320円 03-06=200円,,,,,,,,,,,,"馬連:15,990円 ワイド:07-10=3,490円 01-10=1,030円 01-07=290円",,,,,,,,,,,,"馬連:2,820円 ワイド:02-08=810円 05-08=2,100円 02-05=1,310円",,,,,,,,,,,,馬連:880円 ワイド:09-12=380円 02-12=910円 02-09=740円,,,,,,,,,,,
"馬単:970円 3連複:440円 3連単:2,900円",,,,,,,,,,,,"馬単:33,000円 3連複:6,730円 3連単:106,660円",,,,,,,,,,,,"馬単:6,500円 3連複:11,280円 3連単:53,860円",,,,,,,,,,,,"馬単:1,560円 3連複:3,580円 3連単:11,050円",,,,,,,,,,,
■ 2R  芝1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■ 5R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,信越ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ｂインザチャｰチ, 48,嘉藤貴,, 47,* -4, -12, 2,  7.3,   , 1, 5, アルマシャウラ,---,勝浦正,, 37, -44,*  9, 3,  6.2, ⑥⑥, 1,14,Ｃオメガセニョリｰナ, 71,松山弘,, 73,*  4,   3, 3,  5.0, ①①, 1,14,Ｃファイアｰフロｰト, 85,津村明,, 85,*  4,  15, 6, 11.3, ②②
 2,15,Ｇワンパンチ, 39,嶋田純, 0.2, 44, -12,* -9, 3,  7.9,   , 2,11, ビｰナストリック,---,武幸四, 0.1, 32,*-40,   0, 8, 19.0, ③②, 2, 4,Ｊナオミノユメ, 65,藤岡佑, 0.3, 76, -10,* 18, 4,  5.8, ⑮⑮, 2, 1,Ａニシノステディｰ, 88,丸田恭, 0.2, 84,   0,  17, 2,  6.5, ⑤④
 3, 4,Ｅブラザｰウインド, 43,中舘英, 0.5, 38,  -9, -17, 1,  1.7,   , 3, 8, ラフルネｰズ,---,丸山元, 0.1, 31,*-38,  -2, 6, 11.6, ①①, 3,15,Ａピグマリオン, 77,津村明, 0.3, 71,  -3,   8, 2,  4.4, ⑨⑧, 3, 5,Ｄサンディエゴシチｰ, 85,藤岡佑, 0.2, 86,  -2,* 20, 1,  2.8, ⑧⑧
