12年 5月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,16,Ｍトムエピソｰド, 45,長谷川, 3.6, 48,  -3, -11,16,404.2, ⑬⑬, 9, 5, エｰシンイグアス,,黒岩悠,197.4,,,,10, 69.4,①③④, 9, 9,Ｆハギノトラスト, 71,安藤勝, 0.7, 69,  -1,   8, 5,  8.1, ⑪⑬, 9, 2,Ｃハクサンムｰン, 75,秋山真, 0.9, 70,   8,  -7, 1,  3.3, ③③
10,11,Ｈペガサスピッコロ, 53,北村友, 3.7, 50,*  7, -25,11, 45.8, ②②,10, 1, オｰプンセサミ,,今村康,197.4,,,, 9, 36.5,⑨⑩⑩,10,10,Ｇコパノハリケｰン, 71,国分恭, 0.7, 68,  -5,* 12,17,202.5, ⑰⑯,10, 3,Ｌゴｰイングパワｰ, 63,和田竜, 1.0, 71,* 10, -11, 9, 38.0, ②②
11,10,Ｋメイショウダンジリ, 48,渡辺薫, 3.7, 50,  -3, -12,15,232.5, ⑪⑫,11,14, メイショウダイクン,,難波剛,202.6,,,,12,157.8,⑪⑪⑪,11,17,Ｎパイクスピｰク, 60,幸英明, 0.8, 66,   1,   2, 9, 29.3, ⑫⑦,11, 5,Ｋアグネスハビット, 66,藤田伸, 1.0, 68,   4,  -5, 8, 21.3, ⑥⑧
12,12,Ｌスズカパｰトナｰ, 46,菱田裕, 4.4, 43,  -2, -20,12,119.1, ⑩⑪,,,,,,,,,,,,,12, 7,Ｂサクラプリエｰル, 76,川田将, 0.8, 68,  -5,* 12, 1,  3.7, ⑯⑰,12, 4,Ｆメイショウヒデタダ, 74,太宰啓, 1.2, 65,   8, -12, 7, 16.4, ④④
13, 4, ワンダｰジェニアル,---,和田竜, 4.6, 41, -11,  -9, 7, 25.8, ⑮⑮,,,,,,,,,,,,,13,11,Ｉアフロディシアス, 68,藤岡康, 0.8, 67,  -4,  10, 7, 25.2, ⑭⑮,13,15,Ｍモズベラベラ, 62,北村友, 1.2, 62, -12,   9,13, 75.3, ⑮⑮
14,13,Ｄワキノネクサス, 62,小牧太, 4.9, 41,*  8, -35, 9, 34.0, ③③,,,,,,,,,,,,,14,18,Ｏカナエチャン, 58,国分優, 1.3, 62,  -1,  -1,14, 69.4, ⑨⑪,14, 6,Ｈレｰザｰインパクト, 71,幸英明, 1.3, 65,   5, -10,12, 60.6, ⑧⑦
15, 8, メイショウイックウ,---,武幸四, 5.6, 37, -13, -16,13,155.0, ⑯⑯,,,,,,,,,,,,,15, 3,Ｐウルトラファイン, 55,柴田大, 1.5, 60,   1,  -7,15,142.4, ⑦⑧,15,10,Ｏヒｰラ, 53,国分優, 1.7, 61,   8, -18,15, 88.1, ⑤⑤
16, 2,Ｊエｰシンストｰリｰ, 52,浜中俊,28.9,28.9---,   5, ---, 8, 29.0, ⑤⑨,,,,,,,,,,,,,16, 8,Ｌエムアイボニｰタ, 61,北村友, 1.6, 57,  -5,   0,16,178.6, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｑカシノハクリュウ, 51,花田大, 2.1, 52,  -8,  -3,18,391.4, ⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｅタツフラッシュ, 72,佐藤哲, 2.4, 48,*  5, -24, 8, 25.6, ④④,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,
"単勝:260円 複勝:15=170円 09=660円 01=440円 枠連:4,850円",,,,,,,,,,,,"単勝:170円 複勝:04=110円 07=440円 06=410円 枠連:1,550円",,,,,,,,,,,,"単勝:600円 複勝:12=250円 14=740円 15=240円 枠連:1,210円",,,,,,,,,,,,"単勝:720円 複勝:11=260円 14=330円 08=1,390円 枠連:2,430円",,,,,,,,,,,
"馬連:5,090円 ワイド:09-15=1,770円 01-15=980円 01-09=3,530円",,,,,,,,,,,,"馬連:1,710円 ワイド:04-07=680円 04-06=640円 06-07=2,460円",,,,,,,,,,,,"馬連:8,310円 ワイド:12-14=2,560円 12-15=1,030円 14-15=2,970円",,,,,,,,,,,,"馬連:3,360円 ワイド:11-14=1,330円 08-11=6,420円 08-14=8,770円",,,,,,,,,,,
"馬単:8,020円 3連複:15,980円 3連単:76,950円",,,,,,,,,,,,"馬単:2,280円 3連複:5,750円 3連単:18,580円",,,,,,,,,,,,"馬単:15,300円 3連複:18,330円 3連単:113,100円",,,,,,,,,,,,"馬単:5,830円 3連複:80,760円 3連単:363,350円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  ダ1900m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,栗東ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａエｰシングッデイ, 68,幸英明,, 60,   1,*  3, 1,  1.6,⑭⑪⑨, 1, 1,Ａケｰジｰハヤブサ, 77,浜中俊,, 83,* 11,   8, 1,  2.0, ①①, 1, 4,Ｃゴｰルドルｰスタｰ, 71,佐藤哲,, 69,   4,   7, 6, 14.0,⑦⑤⑦, 1,15,Ｅファリダット, 90,佐藤哲,, 88,   3,* 23, 4,  7.6, ⑭⑬
 2, 9,Ｃベストウィッシュ, 62,小牧太, 0.1, 57,*  4,  -3, 2,  6.1,③③③, 2,14,Ｋスイｰトジュエリｰ, 63,和田竜, 0.8, 75,   3,   7, 3,  6.7, ⑥④, 2,10,Ｇシゲルダイセン, 68,国分恭, 0.0, 71,   3,*  8, 7, 43.2,⑨⑦⑧, 2,11,Ｃトウショウカズン, 92,川田将, 0.3, 85,* 11,  10, 2,  3.7, ③③
 3,12,Ｄシゲルブルｰベリｰ, 62,国分優, 0.3, 58,   2,   0, 6, 17.1,⑦⑨⑩, 3, 8,Ｄエｰシンブランコス, 70,小牧太, 0.8, 78,  -6,* 19, 2,  5.1, ⑮⑮, 3, 5,Ｆメイショウピゴット, 68,川田将, 0.1, 71,   4,   5, 4,  8.7,④④④, 3, 5,Ａナムラタイタン, 95,太宰啓, 0.5, 84,   6,  13, 1,  3.4, ⑧⑧
 4, 8,Ｆマイネルボンド, 60,柴田大, 0.4, 57,   2,  -2, 4, 10.5,⑪⑧⑧, 4,10,Ｂセイラ, 75,小坂忠, 1.0, 75,   0,  10, 5, 13.3, ⑩⑦, 4, 9,Ｅオズフェスト, 69,小牧太, 0.2, 71,   1,* 11, 2,  5.0,⑫⑫⑫, 4, 8,Ｋスリｰアリスト, 86,中井裕, 0.6, 84,   1,* 19,13,135.3, ⑮⑭
 5, 4,Ｅテイエムベンケイ, 61,菱田裕, 0.4, 55,*  4,  -7, 5, 12.0,②②②, 5,13,Ｈカシノインカロｰズ, 64,渡辺薫, 1.1, 75,  -4,* 13,12,134.0, ⑬⑭, 5,11,Ｋゼロセン, 63,秋山真, 0.3, 69,*  5,   2,10, 61.7,②③②, 5, 3,Ｈシゲルソウサイ, 87,幸英明, 0.6, 82,* 11,   6, 6, 12.4, ②②
 6,11,Ｈユウキタカラオｰ, 55,秋山真, 0.5, 56,   2,  -4, 7, 41.0,⑤⑥⑦, 6, 4,Ｅオリｰブ, 67,太宰啓, 1.5, 70,   4,   2, 9, 26.7, ⑤⑤, 6, 8,Ａブライトジェム, 76,幸英明, 0.3, 69,   3,   6, 3,  5.1,⑧⑨⑨, 6,16,Ｄインオラリオ, 91,浜中俊, 0.7, 82,  10,   7, 3,  7.1, ④④
 7, 6,Ｉチョウインパクト, 54,花田大, 0.6, 56,  -1,*  2,15,209.9,⑩⑭⑯, 7,15,Ｇグランプリブルｰ, 65,安藤勝, 1.6, 68,  -5,   8, 7, 21.5, ⑭⑬, 7, 2,Ｂシｰズガレット, 73,藤岡康, 0.4, 70,   3,   6, 1,  2.0,⑪⑪⑪, 7, 7,Ｍアイアムアクトレス, 85,秋山真, 1.1, 79,   6,   8, 9, 28.1, ⑨⑨
 8, 2,Ｊスズカゴクウ, 52,藤岡康, 0.7, 57,  -1,*  2,10, 87.9,⑫⑮⑫, 8,12,Ｍキングヒｰロｰ, 59,北村友, 1.7, 68,   3,   0, 8, 26.2, ⑦⑨, 8, 3,Ｉオグリシュンコｰ, 66,中井裕, 0.8, 65,*  5,  -3,12,356.0,③②⑤, 8,12,Ｊアンノルｰチェ, 86,小坂忠, 1.1, 79,   5,   9,15,155.7, ⑩⑩
 9,10,Ｌデンタルボｰイ, 48,太宰啓, 0.8, 54,   0,  -1, 9, 80.7,⑮⑬⑪, 9, 7,Ｆメイショウマサシゲ, 66,川田将, 1.8, 67,   1,   1,11, 86.3, ⑨⑩, 9, 6,Ｄコイスキャｰレ, 69,国分優, 0.8, 65,   3,   2, 8, 47.7,⑤⑧⑩, 9, 9,Ｂタイセイレジェンド, 93,藤岡康, 1.2, 78,   8,   6, 5, 10.7, ⑥⑦
10, 1,Ｂスリｰトップガン, 64,和田竜, 0.9, 52,   3,  -8, 3,  7.7,④④⑥,10, 6,Ｃシュｰサクオｰ, 73,秋山真, 2.1, 64,  -3,   2, 4,  9.7, ⑪⑪,10, 7,Ｊシンワカントリｰ, 64,和田竜, 1.4, 61,   4,  -5,11,153.5,⑥⑥⑥,10,10,Ｉケイアイテンジン, 87,藤田伸, 1.3, 79,   5,   9, 7, 14.7, ⑪⑫
11,16,Ｇトラ, 58,中井裕, 1.1, 52,   0,  -4,11,121.6,⑬⑫⑭,11, 2,Ｊトウショウハマｰ, 63,幸英明, 2.2, 63,   6,  -8, 6, 18.4, ③③,11,12,Ｈエｰシンギガウイン, 66,浜中俊, 1.5, 61,   3,  -5, 5, 11.5,⑩⑩③,11, 6,Ｌメイショウデイム, 86,渡辺薫, 1.5, 78,   3,   9,11, 47.6, ⑬⑪
12, 5,Ｐシゲルメロン, 41,国分恭, 1.3, 49,*  5, -16,13,166.0,①①①,12, 9,Ｌナムラビｰム, 62,柴田大, 2.4, 62,*  9, -12,10, 39.7, ②②,12, 1,Ｌアロハタワｰ, 57,北村友, 2.8, 53,*  7, -23, 9, 60.0,①①①,12, 4,Ｇニシオドリｰム, 89,小牧太, 1.8, 73,   8,   0, 8, 18.1, ⑦⑥
13,13,Ｏワンダフルフェロｰ, 45,中村将, 1.9, 47,   3, -16,14,170.6,⑥⑤④,13, 5,Ｉヴィｰガトウショウ, 64,国分優, 2.7, 59,   2,  -7,13,174.0, ⑧⑧,,,,,,,,,,,,,13, 1,Ｆクリスタルボｰイ, 89,和田竜, 1.9, 71,* 12,  -6,10, 35.4, ①①
14,14,Ｋサンレイホｰム, 51,武幸四, 2.2, 47,   2, -19, 8, 74.5,⑧⑦⑤,14,11,Ｎスプリｰムブルｰ, 56,国分恭, 2.9, 56,   4, -12,15,338.3, ④⑥,,,,,,,,,,,,,14, 2,Ｎシャイニングアワｰ, 82,柴田大, 2.0, 72,   0,   8,16,216.7, ⑯⑯
15, 7,Ｍヤマカツメビウス, 48,北村友, 2.4, 45,  -3, -10,12,144.8,⑯⑯⑮,15, 3,Ｏジェノア, 50,佐藤哲, 3.0, 55,  -3,  -6,14,277.9, ⑫⑫,,,,,,,,,,,,,15,14,Ｏエアティアｰモ, 81,石橋守, 2.7, 65,   9,  -9,12,125.1, ⑤⑤
16,15,Ｎカシノアラシ, 47,野元昭, 3.7, 35,   1, -30,16,298.8,⑨⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐニシノステディｰ, 77,国分優, 3.3, 61,   3,  -8,14,146.5, ⑫⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,
単勝:160円 複勝:03=110円 09=160円 12=280円 枠連:410円,,,,,,,,,,,,単勝:200円 複勝:01=110円 14=160円 08=140円 枠連:430円,,,,,,,,,,,,"単勝:1,400円 複勝:04=350円 10=860円 05=260円 枠連:2,760円",,,,,,,,,,,,単勝:760円 複勝:15=200円 11=140円 05=140円 枠連:720円,,,,,,,,,,,
馬連:460円 ワイド:03-09=190円 03-12=420円 09-12=950円,,,,,,,,,,,,馬連:630円 ワイド:01-14=300円 01-08=200円 08-14=700円,,,,,,,,,,,,"馬連:22,110円 ワイド:04-10=2,760円 04-05=1,130円 05-10=3,900円",,,,,,,,,,,,"馬連:1,650円 ワイド:11-15=540円 05-15=620円 05-11=280円",,,,,,,,,,,
"馬単:620円 3連複:1,910円 3連単:5,020円",,,,,,,,,,,,"馬単:1,060円 3連複:1,210円 3連単:4,240円",,,,,,,,,,,,"馬単:35,970円 3連複:40,670円 3連単:314,390円",,,,,,,,,,,,"馬単:3,850円 3連複:1,770円 3連単:14,480円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1800m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾊﾟｰﾙｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａマキハタテノｰル, 65,小牧太,, 64,* -1,   5, 2,  4.0,①①①, 1, 5,Ｃゴｰイングストｰン, 66,和田竜,, 71,   2,*  4, 4, 15.4, ⑦⑦, 1, 4,Ｅシｰスナイプ, 82,藤田伸,, 91,  -1,  23, 4,  6.0, ④③, 1,13,Ａアルマリンピア, 77,佐藤哲,, 84,   0,  14, 1,  2.2, ⑥⑤
 2, 2,Ｂベルニｰニ, 64,秋山真, 0.0, 66,  -4,* 14, 1,  3.7,⑥⑦⑤, 2, 2,Ｂフレｰジャパン, 72,藤田伸, 0.1, 68,   3,  -2, 1,  2.1, ④④, 2, 9,Ｆラブフｰル, 81,北村友, 0.0, 90,  -3,  25, 5, 10.3, ⑥⑦, 2, 5,Ｉミヤジエムジェイ, 73,小牧太, 0.1, 81,*  6,   6, 3,  6.4, ①①
 3,13,Ｃマイネルアイザック, 61,和田竜, 0.2, 64,* -2,   6, 5,  8.4,⑦⑤③, 3, 1,Ｇクリスマスマｰベル, 59,太宰啓, 0.4, 62,   0,   1, 7, 35.7, ⑧⑧, 3,13,Ａスマｰトシルエット, 84,小牧太, 0.1, 86,*  0,  17, 1,  3.9, ②②, 3, 7,Ｊウインドジャズ, 73,渡辺薫, 0.2, 83,  -8,* 19,10, 57.6, ⑪⑪
 4,10,Ｇダイシンハンタｰ, 52,川田将, 0.2, 62,* -2,   5, 7, 11.8,②②②, 4, 3,Ａサカジロオｰ, 83,幸英明, 0.5, 62,*  5, -11, 2,  3.1, ③③, 4, 7,Ｌベストクルｰズ, 77,安藤勝, 0.1, 86,*  2,  16, 6, 11.2, ①①, 4,11,Ｂルアｰズストリｰト, 77,藤岡康, 0.4, 78,  -3,  11, 2,  5.2, ⑨⑧
 5, 5,Ｆブルｰタンザナイト, 55,幸英明, 0.3, 61,* -3,   5, 3,  5.6,③③④, 5, 6,Ｈカシノエルフ, 56,中井裕, 0.7, 59,*  6, -17, 6, 24.6, ①①, 5, 2,Ｊギンザボナンザ, 78,佐藤哲, 0.2, 93,  -7,* 30,10, 30.5, ⑩⑨, 5, 1,Ｇアルｰリングムｰン, 73,秋山真, 0.5, 78,  -5,  13,11, 68.2, ⑩⑩
 6, 1,Ｅユキノサムライ, 58,菱田裕, 1.2, 54,  -6,   2, 6, 11.2,⑬⑬⑭, 6, 8,Ｅアズマリュウセイ, 64,国分優, 0.9, 59,   3, -14, 5, 16.7, ⑤⑤, 6, 5,Ｇサクラクロｰバｰ, 80,秋山真, 0.3, 87,  -4,  23,12, 55.4, ⑦⑥, 6, 4,Ｄビットスタｰダム, 75,北村友, 0.5, 79, -11,* 18, 8, 21.7, ⑫⑫
 7,15,Ｄエイトビｰト, 58,佐藤哲, 1.4, 51,  -4,  -8, 4,  6.6,⑧⑨⑥, 7, 4,Ｄブラボｰプリンス, 64,北村友, 0.9, 57,*  4, -17, 3,  4.1, ②②, 7,11,Ｄメルヴェイユドｰル, 82,幸英明, 0.3, 85,  -1,  17, 8, 25.2, ③④, 7, 9,Ｃグッドルッキング, 76,菱田裕, 0.6, 74,   1,   4, 6, 13.1, ④④
 8,11,Ｊビコｰワンダフル, 48,芹沢純, 1.8, 49,  -7,  -2,15,315.4,⑮⑮⑮, 8, 7,Ｆセフティｰフライト, 61,中村将, 1.3, 55,   2, -15, 8, 66.4, ⑥⑥, 8,12,Ｃビッグスマイル, 82,川田将, 0.3, 89,  -5,  26, 2,  4.2, ⑨⑩, 8, 6,Ｆナムラドリｰミｰ, 73,幸英明, 0.6, 75,  -2,   7, 9, 40.5, ⑤⑥
 9, 7,Ｋジヴェルニｰアｰト, 47,国分恭, 1.9, 45,  -3, -13,14,288.1,⑩⑧⑦,,,,,,,,,,,,, 9, 1,Ｋマイネオｰチャｰド, 77,柴田大, 0.4, 95,  -9,* 33,13, 57.9, ⑬⑬, 9,10,Ｌダンシングロイヤル, 71,川田将, 0.7, 72,*  4,   0, 5, 10.6, ②②
10, 4,Ｌワイルドロｰズ, 45,太宰啓, 2.2, 40,  -6, -14,10,122.8,⑪⑪⑪,,,,,,,,,,,,,10,10,Ｈワルキュｰレ, 79,和田竜, 0.5, 84,  -3,  17,11, 40.8, ⑤⑤,10, 8,Ｍメイショウバレｰヌ, 68,中井裕, 0.7, 74,  -4,   8,12,214.2, ⑦⑨
11, 9,Ｎラインミッシェル, 40,長谷川, 2.3, 41,  -5, -16,12,221.3,⑫⑫⑧,,,,,,,,,,,,,11, 8,Ｂアドマイヤセプタｰ, 83,藤岡康, 0.5, 84,  -4,  21, 3,  5.4, ⑧⑧,11, 3,Ｋモトヒメ, 73,藤田伸, 0.8, 72,   1,   2, 7, 14.6, ③③
12, 3,Ｏビバドルドナ, 39,国分優, 2.7, 41,  -6, -19,11,180.8,⑭⑭⑬,,,,,,,,,,,,,12, 6,Ｍリトルダｰリン, 75,浜中俊, 0.5, 91,  -7,* 31, 7, 17.9, ⑫⑫,12, 2,Ｈロｰドハリアｰ, 73,和田竜, 1.1, 69,  -3,   2, 4,  9.7, ⑧⑦
13,12,Ｉティンタジェル, 50,浜中俊, 3.0, 34,  -3, -31, 8, 12.5,⑤⑥⑨,,,,,,,,,,,,,13, 3,Ｉコウエイオトメ, 79,武幸四, 0.6, 85,  -7,  24, 9, 28.1, ⑪⑪,,,,,,,,,,,,
14, 6,Ｍエリモゲイル, 45,武幸四, 3.3, 32,  -5, -31, 9,108.5,⑨⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14,Ｈケイウンニシキ, 50,中井裕, 3.3, 32,  -3, -35,13,250.6,④④⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,
