15年 8月15日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月15日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,11,Ｋミラクルユニバンス, 29,藤岡康, 2.5, 31,  -5, -17, 9, 34.5,⑦⑦⑦, 9,12,Ｂヒットザフロアｰ, 65,ルメｰ, 2.0, 54,  -1,  -7, 5,  7.8,⑨⑩⑧, 9, 8,Ｌレディゴｰラウンド, 59,横山和, 1.5, 61,   1,  -5,10, 34.2,⑧⑪⑬, 9, 5, トッケンドｰナ,---,岩橋勇, 1.0, 47,* -5, -19,13,183.3,①④⑤
10,13,Ｊタガノカイリ, 32,加藤祥, 2.9, 28,  -7, -18,10, 63.9,⑧⑨⑩,10, 2,Ｇメイショウブユウ, 60,城戸義, 2.1, 53,  -2,  -7,10, 63.3,⑩⑧⑫,10, 4,Ｆマハロマナ, 68,勝浦正, 1.5, 58,   4, -11, 2,  4.2,③⑤⑧,10, 4, コパノディｰル,---,阿部龍, 1.9, 38,  -7, -27,11,108.8,⑨⑩⑪
11, 6,Ｂメイショウコボウシ, 51,古川吉, 3.5, 24,  -9, -20, 5, 10.0,⑨⑫⑫,11, 3,Ｅエフティロビン, 63,丹内祐, 2.6, 49,   0, -13, 8, 27.1,⑥⑥⑨,11, 7,Ｋエクレｰル, 62,武豊  , 1.7, 57,*  5, -14, 6, 19.4,④④②,11, 1,Ｂラプレシオｰサ, 56,服部茂, 2.2, 36, -13, -21, 6, 11.9,⑬⑬⑬
12,10,Ｍウインミリアルド, -2,黛弘人, 6.3,  8, -11, -41,13,152.8,⑩⑬⑬,12,11,Ｊソラノカナタ, 54,藤岡康, 3.7, 40,*  1, -27, 9, 44.7,①①②,12, 3,Ｉトｰセンシルエット, 65,井上敏, 2.1, 55,   3, -12, 9, 33.7,⑨⑨⑩,12,10, タｰビランス,---,佐々木, 2.5, 31,  -6, -39, 9, 81.3,⑫⑧⑨
13, 2,Ｃグロウインザダｰク, 50,武豊  , 9.7,-22,  -8, -75, 4,  9.0,⑬⑪⑨,13, 9, ライトトップワン,---,井上敏, 6.8, 22, -15, -26,13,233.9,⑬⑬⑬,13, 6,Ｊクィｰンオブシバ, 62,城戸義, 2.6, 51,*  5, -22,13,233.6,②③⑤,13,13, ロンリｰウｰマン,---,桑村真, 3.2, 26,  -8, -45,12,145.8,⑪⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:65 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,
"単勝:210円 複勝:05=110円 03=540円 08=170円 枠連:2,830円",,,,,,,,,,,,"単勝:400円 複勝:08=160円 10=170円 13=180円 枠連:1,420円",,,,,,,,,,,,単勝:680円 複勝:05=170円 12=140円 11=430円 枠連:440円,,,,,,,,,,,,"単勝:1,580円 複勝:07=260円 06=160円 08=130円 枠連:2,480円",,,,,,,,,,,
"馬連:3,170円 ワイド:03-05=1,070円 05-08=320円 03-08=2,250円",,,,,,,,,,,,"馬連:1,390円 ワイド:08-10=540円 08-13=420円 10-13=590円",,,,,,,,,,,,"馬連:780円 ワイド:05-12=350円 05-11=2,950円 11-12=1,350円",,,,,,,,,,,,"馬連:2,870円 ワイド:06-07=770円 07-08=600円 06-08=280円",,,,,,,,,,,
"馬単:5,210円 3連複:5,340円 3連単:28,010円",,,,,,,,,,,,"馬単:2,850円 3連複:1,880円 3連単:10,850円",,,,,,,,,,,,"馬単:1,970円 3連複:7,080円 3連単:36,990円",,,,,,,,,,,,"馬単:6,700円 3連複:1,830円 3連単:17,700円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝1500m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1500m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,STV賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａラブレオ, 57,三浦皇,, 49,*  1,* -2, 1,  3.0,①①①, 1, 2, アラモアナワヒネ,---,藤田伸,, 58,*-13,*  3, 6, 11.0,②②②, 1,10,Ａサンシカゴ, 73,菱田裕,, 76,   3,   5, 3,  4.2, ⑧⑥, 1, 2,Ｅダンツキャンサｰ, 74,藤田伸,, 77,  14,  -3, 3,  5.6,⑤④③
 2,11,Ｃレインボｰライン, 47,四位洋, 0.4, 45,  -2,* -1, 2,  3.6,⑩⑨⑥, 2, 1, サトノサンシャイン,---,福永祐, 0.3, 56, -15,*  3, 1,  2.6,③④④, 2, 7,Ｄハギノナトゥｰラ, 67,福永祐, 0.2, 72,* 11,  -6, 5, 11.5, ①①, 2, 5,Ｋアドマイヤサブリナ, 70,丸山元, 0.2, 77,* 15,  -7,10, 30.9,③③④
 3, 6,Ｂガンコ, 52,菱田裕, 0.6, 43,  -1,  -7, 5,  8.8,⑥⑥④, 3, 7, スミレ,---,ルメｰ, 0.4, 53,*-13,  -2, 2,  4.8,④③③, 3,13,Ｅハプスブルク, 67,杉原誠, 0.3, 72,  -6,* 10, 9, 23.3, ⑭⑪, 3, 4,Ｂイッテツ, 77,武豊  , 0.2, 76,* 17, -11, 4,  8.9,①①①
 4, 3,Ｆカラクプア, 34,ルメｰ, 1.2, 36,  -5,  -8, 7, 20.7,⑫⑫⑧, 4,11, サウンドダンサｰ,---,武豊  , 0.4, 52,*-13,  -3, 3,  6.1,①①①, 4, 5,Ｂマイネシｰア, 73,丹内祐, 0.3, 72,   3,   1, 1,  3.4, ⑦⑧, 4, 9,Ｆミッキｰユニバｰス, 74,ルメｰ, 0.2, 75,* 16, -10, 1,  2.8,②②②
 5,13,Ｋゴｰルドラッシュ, 25,加藤祥, 1.2, 36,*  1, -18, 6, 18.0,②②②, 5,10, レｰヌドコロｰル,---,池添謙, 0.8, 48, -15,  -3, 4,  8.0,⑦⑦⑦, 5, 2,Ｃイキオイ, 68,藤田伸, 0.5, 69,  -9,* 10, 4, 10.5, ⑮⑮, 5, 8,Ａマイネルアウラｰト, 80,丹内祐, 0.2, 74,  10,   1, 6, 11.1,⑦⑧⑧
 6, 1,Ｄベルウッドサコン, 46,武豊  , 1.3, 35,   0, -16, 4,  7.4,③④⑤, 6,12, ポッドガゼｰル,---,勝浦正, 0.8, 48, -14,  -6, 7, 14.9,⑤⑤⑤, 6, 6,Ｉマカゼコイカゼ, 65,池添謙, 0.7, 66,  -7,*  7, 8, 23.2, ⑬⑫, 6,12,Ｉアドマイヤビジン, 70,四位洋, 0.4, 72,  10,  -2, 9, 28.6,⑪⑨⑦
 7,12,Ｌリキッドブルｰ, 25,桑村真, 1.3, 36,  -5,  -9,11,131.3,⑪⑪⑪, 7, 6, ルｰレットクイｰン,---,丹内祐, 1.0, 46, -16,  -4, 9, 88.4,⑧⑧⑧, 7,16,Ｇウォｰタｰラボ, 67,横山典, 0.7, 66,   7,  -8, 2,  3.8, ③③, 7, 6,Ｃエデンロック, 76,福永祐, 0.4, 71,   9,   0, 2,  4.7,⑨⑩⑩
 8, 7,Ｅメイクサムノイズ, 42,池添謙, 1.5, 33,  -6,  -9, 9, 35.5,⑬⑬⑫, 8, 9, メイショウボｰテ,---,藤岡康, 1.0, 47, -15,  -6, 5,  8.6,⑨⑥⑥, 8, 3,Ｍフィボナッチ, 62,服部茂, 0.8, 65,  -3,   1,11, 45.0, ⑩⑨, 8, 1,Ｈダンツミュｰタント, 72,横山典, 0.5, 70,   3,*  9, 5, 10.3,⑭⑭⑭
 9, 4,Ｊサトノアルカディア, 25,松田大, 1.8, 31,  -2, -21, 8, 35.0,⑦⑦⑨, 9, 3, エクラパｰル,---,井上敏, 1.3, 44, -18,  -6, 8, 46.2,⑩⑪⑨, 9, 8,Ｊプリズム, 64,勝浦正, 0.9, 63,  -1,  -3, 7, 22.2, ⑨⑩, 9,11,Ｌアルトゥｰナ, 67,三浦皇, 0.7, 68,   5,   1,11, 76.7,⑬⑬⑪
10, 8, キタノカミカゼ,---,井上敏, 2.0, 28,  -3, -22,12,151.6,⑧⑧⑩,10, 5, ヤマノスプリンタｰ,---,黛弘人, 1.7, 39, -18, -12,11,143.6,⑪⑨⑩,10,15,Ｎエムオｰマジック, 54,嶋田純, 0.9, 64,   4,  -8,16,326.6, ⑥⑤,10, 3,Ｎピッツネイル, 62,菱田裕, 0.7, 67,   6,  -1,14,264.8,⑫⑫⑬
11,10,Ｉカマラｰドミノル, 26,丸山元, 2.2, 26,  -5, -22,13,159.3,⑨⑩⑬,11, 8, コンサバ,---,丸田恭, 2.5, 28, -17, -22,10, 93.2,⑥⑩⑪,11,12,Ｌユアメモリｰ, 62,加藤祥, 0.9, 64,  -5,   1,13,107.8, ⑫⑭,11,10,Ｊバンザイ, 70,藤岡康, 1.1, 65,  12, -16, 8, 22.4,④⑤⑤
12, 9,Ｈスズカボルト, 31,藤岡康, 2.3, 25,*  1, -34, 3,  7.2,④③③,,,,,,,,,,,,,12,14,Ｈクラウンノキミ, 66,丸田恭, 1.1, 60,* 10, -16, 6, 16.0, ②②,12, 7,Ｇジェットコルサ, 72,丸田恭, 1.3, 61,   7, -10, 7, 13.2,⑩⑪⑫
13, 2,Ｇブボナ, 32,福永祐, 3.0, 18,  -2, -39,10, 70.4,⑤⑤⑦,,,,,,,,,,,,,13, 9,Ｋクラウンテイラｰ, 63,丸山元, 1.1, 61,  -3,  -3,12,101.1, ⑪⑬,13,14,Ｄアサケゴマ, 74,水口優, 1.3, 62,  10, -15,12,147.3,⑧⑦⑨
14,14,Ｍホシノパレｰド, 16,五十嵐, 5.4,-10,  -9, -58,14,752.6,⑭⑭⑭,,,,,,,,,,,,,14, 4,Ｏブリッツカイザｰ, 52,黛弘人, 1.2, 60,   6, -13,14,124.2, ⑤④,14,13,Ｍヴァレンティｰネ, 65,勝浦正, 1.5, 61,  13, -20,13,231.2,⑥⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｆデンコウウノ, 67,古川吉, 1.5, 56,  -9,  -3,10, 28.1, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 1, ホレミンサイヤ,---,桑村真, 2.6, 42,   6, -31,15,170.2, ④⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,
単勝:300円 複勝:05=120円 11=130円 06=160円 枠連:400円,,,,,,,,,,,,"単勝:1,100円 複勝:02=230円 01=130円 07=150円 枠連:1,530円",,,,,,,,,,,,"単勝:420円 複勝:10=180円 07=320円 13=520円 枠連:1,620円",,,,,,,,,,,,"単勝:560円 複勝:02=240円 05=690円 04=320円 枠連:1,170円",,,,,,,,,,,
馬連:540円 ワイド:05-11=240円 05-06=380円 06-11=470円,,,,,,,,,,,,"馬連:1,480円 ワイド:01-02=510円 02-07=900円 01-07=260円",,,,,,,,,,,,"馬連:2,780円 ワイド:07-10=710円 10-13=1,240円 07-13=4,030円",,,,,,,,,,,,"馬連:7,450円 ワイド:02-05=2,210円 02-04=930円 04-05=3,220円",,,,,,,,,,,
"馬単:1,140円 3連複:1,320円 3連単:4,910円",,,,,,,,,,,,"馬単:3,490円 3連複:1,920円 3連単:14,690円",,,,,,,,,,,,"馬単:4,320円 3連複:14,430円 3連単:63,980円",,,,,,,,,,,,"馬単:11,920円 3連複:18,330円 3連単:104,840円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:16,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,知床特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃディｰエスフェイム, 62,三浦皇,, 65,* -1,*  2, 1,  3.4, ③③, 1, 1,Ａララエクラテｰル, 72,福永祐,, 68,*  1,*  4, 1,  3.6,⑤⑦⑥, 1, 5,Ａモンドクラッセ, 82,三浦皇,, 84,* 10,* 12, 1,  1.7,①①①, 1, 9,Ｋカウニスクッカ, 64,嶋田純,, 74,* 14, -17, 8, 36.5,①①①
 2, 6,Ｄカワキタキャッスル, 60,池添謙, 0.1, 65,*  1,*  1, 5,  8.3, ①①, 2, 3,Ｌウィスパｰノット, 61,三浦皇, 0.1, 65,*  1,  -4, 8, 18.3,②②①, 2,13,Ｃタマモネイヴィｰ, 77,池添謙, 1.3, 76,*  9,   3, 3,  6.4,⑧⑤④, 2, 1,Ａサンライズジャパン, 77,池添謙, 0.2, 73,   7,  -3, 2,  3.4,⑤⑤⑤
 3, 4,Ｇポッドフィズ, 57,加藤祥, 0.6, 58,  -8,*  1, 3,  5.9, ⑧⑦, 3, 4,Ｄハギノパトリオット, 67,加藤祥, 0.1, 68,  -2,*  7, 5,  9.3,⑨⑬⑫, 3, 8,Ｂシｰリｰヴェｰル, 77,福永祐, 1.3, 75,* 10,   1, 2,  3.5,④③③, 3, 5,Ｂストリｰトオベロン, 75,四位洋, 0.5, 73,   3,   3, 3,  4.7,⑦⑦⑦
 4, 7,Ｊトミケンアユｰト, 48,井上敏, 0.7, 57,* -1,  -4, 8, 34.1, ②②, 4, 2,Ｊガニメｰド, 62,勝浦正, 0.2, 65,*  0,  -1,10, 29.9,③⑤④, 4, 9,Ｋピアシングステア, 66,横山和, 1.4, 76,   5,*  7, 6, 31.5,⑨⑧⑦, 4, 6,Ｆロｰハイド, 67,福永祐, 0.5, 74,  -1,* 11, 1,  2.5,⑨⑩⑩
 5,10,Ｋサイレンスラヴ, 48,菱田裕, 0.8, 57,  -2,  -4, 9, 47.8, ⑤⑥, 5,13,Ｋマイネルフレッチャ, 62,黛弘人, 0.3, 65,*  1,  -4, 4,  8.6,⑬④②, 5, 2,Ｄパッシングブリｰズ, 74,四位洋, 1.6, 76,   5,*  8, 4, 14.9,⑬⑫⑧, 5, 7,Ｄスペランツァデｰア, 71,松田大, 0.6, 73,   1,   6, 4, 13.9,⑧⑧⑧
 6, 9,Ａマｰククロップ, 71,藤岡康, 0.9, 54, -10,   0, 4,  6.0, ⑩⑩, 6,11,Ｃウインアｰマｰ, 69,丹内祐, 0.3, 65,*  1,  -1, 2,  4.4,⑧⑥⑦, 6, 1,Ｆコスモラヴモア, 71,丹内祐, 1.8, 71,*  9,  -2, 8, 35.5,③②②, 6,10,Ｊドリｰムチェイサｰ, 64,丸山元, 1.0, 68,   1,   0, 5, 14.2,⑩⑨⑨
 7, 1,Ｅトリアンドルス, 59,勝浦正, 1.2, 52,  -5,  -6, 7, 19.2, ⑥⑤, 7, 5,Ｈニシノインシュアラ, 63,井上敏, 0.4, 64,  -1,   0, 7, 14.3,⑩⑨⑪, 7,11,Ｅナスノアオバ, 71,荻野琢, 2.2, 68,   7,  -2, 7, 33.4,⑫⑦⑤, 7, 2,Ｉベルウッドケルン, 65,丹内祐, 1.0, 67,   3,  -4,13,193.4,⑥⑥⑥
 8, 3,Ｂビップヘラクレス, 63,松田大, 1.2, 53,  -2,  -8, 6, 10.2, ④④, 8, 8,Ｇハッスルカフェ, 64,四位洋, 0.5, 64,  -1,   0,11, 49.1,⑭⑫⑧, 8, 6,Ｇオンワｰドハンタｰ, 70,ルメｰ, 2.8, 66,   6,  -4, 5, 30.9,⑦⑨⑨, 8, 3,Ｈステイブレイズ, 67,菱田裕, 1.4, 63,   7, -19,10, 62.4,④④④
 9, 5,Ｆキャロライン, 58,武豊  , 1.3, 50, -10,  -4, 2,  3.5, ⑨⑨, 9, 7,Ｆナンヨｰピュｰピル, 64,横山典, 0.7, 61,  -1,  -4, 9, 21.2,⑥⑧⑨, 9, 4,Ｊアイリッシュハｰプ, 67,加藤祥, 3.4, 60,   8, -14,10,108.0,⑤⑥⑥, 9,11,Ｃジェイケイネオ, 72,丸田恭, 1.4, 66,  -5,*  9, 7, 19.4,⑫⑫⑫
10, 8,Ｉトｰセンプリズム, 52,横山典, 1.3, 49,  -5,  -7,10, 68.1, ⑦⑧,10,14,Ｂレディルｰ, 71,藤岡康, 0.7, 63,  -1,  -4, 6, 10.5,⑪⑩⑩,10,12,Ｈコンプリｰトゲｰム, 69,丸山元, 3.5, 60,   4,  -9,11,165.2,⑪⑪⑪,10,12,Ｅマンディスキュア, 69,長岡禎, 1.4, 63,   9, -24,12, 69.9,③③③
11, 2,Ｈヴェルトフリｰデン, 54,長岡禎, 1.6, 46, -13,  -4,11, 99.3, ⑫⑪,11, 9,Ｍライブリファｰスト, 58,水口優, 1.1, 60,  -2,  -4,13,113.7,⑫⑭⑬,11,10,Ｌサフランスタｰ, 56,菱田裕, 4.7, 51,   5, -21,12,217.7,⑥⑩⑫,11, 8,Ｍヴィンセンツイヤｰ, 61,桑村真, 1.8, 61,  -2,  -4,11, 67.0,⑪⑪⑪
12,12,Ｌサクラアベニｰル, 28,荻野琢, 3.7, 27, -10, -25,12,167.2, ⑪⑫,12,12,Ｅダノンウルフ, 67,ルメｰ, 1.3, 55,*  0, -18, 3,  5.5,④③⑤,12, 7,Ｉマイフリヴァ, 69,松田大, 5.0, 49,   8, -28, 9, 36.8,②④⑩,12,13,Ｌウイングジャパン, 62,勝浦正, 1.9, 62,  -8,   7, 9, 42.4,⑬⑬⑬
,,,,,,,,,,,,13,10,Ｎニホンピロピｰス, 48,田中博, 2.1, 49,*  2, -32,14,186.6,①①③,13, 3,Ｍデルマジャイアン, 39,阿部龍, 6.8, 38,   1, -31,13,290.2,⑩⑬⑬,13, 4,Ｇロｰレルトルネｰド, 67,小林徹, 2.1, 56,   9, -33, 6, 15.2,②②②
,,,,,,,,,,,,14, 6,Ｉインテグラル, 63,田中健, 2.9, 45,  -1, -35,12, 78.4,⑦⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,
単勝:340円 複勝:11=140円 06=190円 04=190円 枠連:420円,,,,,,,,,,,,"単勝:360円 複勝:01=190円 03=640円 04=280円 枠連:1,500円",,,,,,,,,,,,単勝:170円 複勝:05=110円 13=130円 08=110円 枠連:580円,,,,,,,,,,,,"単勝:3,650円 複勝:09=900円 01=180円 05=180円 枠連:4,510円",,,,,,,,,,,
