15年11月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年11月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,花背特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｄニホンピロボｰラｰ, 49,酒井学,, 52,* -4,  -4, 7, 23.8, ②②, 1, 3,Ｅダノンサンシャイン, 50,ルメｰ,, 57,   3,* -3, 2,  2.7,⑤④④, 1,11,Ｏアグネスエｰデル, 51,鮫島克,, 74,*  4,   7, 7, 16.1, ①①, 1, 3,Ｉコパノチャｰリｰ, 78,松山弘,, 79,*  8,  12, 7, 16.2,①①①
 2,11,Ａリルｰジュ, 56,ルメｰ, 0.0, 53,  -7,*  0, 3,  3.9, ⑥⑤, 2, 7,Ｄシゲルクルマダイ, 52,国分優, 0.1, 57,*  6,  -8, 5, 31.3,①①①, 2, 7,Ｃノｰザンバロｰズ, 75,ルメｰ, 0.3, 73,   0,   9, 1,  3.1, ⑥⑧, 2, 9,Ｄアドマイヤシャイ, 81,小牧太, 0.2, 79,*  7,  12, 8, 19.8,②②②
 3, 8,Ｃヒロブレイブ, 55,田中健, 0.1, 53,  -9,*  2, 4,  5.5, ⑪⑫, 3, 1,Ａエックスマス, 66,浜中俊, 0.2, 57,   2,*  0, 1,  1.9,⑩⑨⑨, 3,14,Ｄパッシングブリｰズ, 74,四位洋, 0.4, 73,  -1,* 11, 6, 14.9, ⑪⑨, 3,12,Ｈジュｰンロディ, 78,川田将, 0.2, 79,*  6,* 14, 2,  3.9,④④③
 4, 5,Ｆラッシュストｰム, 48,国分恭, 0.4, 50,* -3,  -8,10, 70.0, ①①, 4,12,Ｃヤマニンシルフ, 54,松山弘, 0.2, 57,*  5,  -8, 3,  5.5,②②②, 4,16,Ｅミトノゴｰルド, 72,秋山真, 0.4, 70,   0,   9, 9, 21.9, ⑨⑥, 4,10,Ｐヒラボククラウン, 62,ボウマ, 0.3, 78,*  6,  13,13, 99.0,③③④
 5, 6,Ｂキタイチサクラ, 56,中谷雄, 0.7, 47,  -8,  -5, 2,  3.7, ⑩⑩, 5, 8,Ｇジャングルベリｰ, 46,シュタ, 0.4, 56,   0,*  0, 8, 91.9,⑫⑪⑫, 5,10,Ｋオメガタックスマン, 67,アッゼ, 0.4, 73,  -3,* 14, 4,  9.5, ⑮⑭, 5,11,Ｌバスタｰタイプ, 76,和田竜, 0.3, 78,   5,* 15, 1,  3.7,⑦⑤⑤
 6,12,Ｍシゲルサツキサバ, 38,太宰啓, 0.7, 49, -15,*  4,13,166.5, ⑯⑮, 6, 5,Ｆクｰパｰズヒル, 47,高田潤, 0.5, 55,*  5, -11,12,333.5,④③③, 6,12,Ｉマルカメテオ, 69,松若風, 0.4, 72,*  3,   5, 5, 10.8, ②②, 6, 2,Ｆエアカミュゼ, 81,ルメｰ, 0.8, 77,   5,  13, 3,  6.1,⑧⑧⑩
 7,16,Ｊナンゴクロックオン, 43,柴田未, 0.8, 46,* -5,  -9,12,157.2, ④④, 7, 2,Ｂアグネッタ, 57,池添謙, 0.5, 52,   2,  -7, 4, 10.7,⑥⑥⑤, 7, 4,Ａエｰシンサファイア, 76,川田将, 0.5, 71,   0,   8, 3,  7.2, ⑦⑦, 7, 4,Ｃスズカルパン, 82,アッゼ, 0.8, 76,   4,* 14, 9, 19.9,⑩⑩⑨
 8, 4,Ｐグランアルバス, 25,岩崎翼, 1.0, 45,  -6, -10, 6, 15.2, ⑤⑦, 8, 4,Ｉフォｰラウェイ, 39,松田大, 0.8, 51,   2, -11, 6, 44.8,⑦⑦⑦, 8, 2,Ｂメイショウハクラク, 75,加藤祥, 0.7, 68,   1,   5, 8, 17.0, ⑤⑤, 8, 1,Ｍエルフショット, 76,松田大, 0.8, 76,   6,  12,16,291.0,⑤⑥⑦
 9,15,Ｈサカジロチュウオｰ, 44,鮫島克, 1.0, 44,  -7,  -9,11, 92.5, ⑦⑥, 9, 6,Ｈサウンドスタジオ, 40,幸英明, 1.0, 51,   0,  -9,10,179.8,⑪⑫⑪, 9,13,Ｎクリノダイコクテン, 61,小牧太, 0.9, 69,  -2,   9,11, 51.7, ⑬⑬, 9,14,Ｋクｰルエイジア, 77,シュタ, 1.0, 74,   5,  11,12, 45.5,⑨⑨⑧
10, 7,Ｉツイセキシャ, 44,松若風, 1.1, 44,  -8,  -9, 9, 41.7, ⑧⑧,10,11,Ｋタマモベルガモ, 34,和田竜, 1.9, 42,   2, -24, 7, 65.2,⑨⑩⑩,10, 8,Ｇゴｰルデンアタック, 71,幸英明, 1.0, 68,  -2,   8,12, 75.3, ⑭⑪,10,16,Ｎゴダｰル, 76,幸英明, 1.0, 75,   3,* 14,15,183.5,⑫⑫⑫
