15年 1月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 1月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1600m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｭﾆｱｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａカイマノア, 58,北村宏,, 62,* -3,*  1, 1,  2.4, ③③, 1, 8,Ｃクリノダイスｰシｰ, 66,デムｰ,, 69,  -1,*  9, 5, 10.4, ④③, 1, 3,Ａマドリｰドカフェ, 77,ベリｰ,, 73,   3,* 13, 3,  6.8,③④③, 1, 3,Ａナイトフォックス, 66,北村宏,, 68,  -6,  12, 1,  2.5,③③③
 2, 3,Ｃゴｰルドエッグ, 54,木幡初, 0.2, 60,* -2,* -2, 3,  7.0, ①①, 2, 9,Ａファイアリシンゾウ, 73,蛯名正, 0.3, 67,*  1,   4, 1,  2.9, ①①, 2,10,Ｆヴィルトグラｰフ, 71,北村宏, 0.3, 75,*  4,   9, 8, 14.2,②②②, 2, 4,Ｆエイムハイ, 59,戸崎圭, 0.0, 69, -10,  19, 3,  5.2,⑦⑦⑧
 3, 2,Ｏジュエルアラモｰド, 36,石橋脩, 0.6, 55,  -5,  -3, 8, 26.0, ⑥④, 3,10,Ｈトウショウカウント, 58,内田博, 0.5, 65,*  1,   3, 4,  8.4, ②②, 3, 4,Ｂサヴァティアｰノ, 75,後藤浩, 0.3, 74,   2,* 13, 1,  4.2,⑥⑧⑤, 3, 8,Ｇヤングマンパワｰ, 55,松岡正, 0.0, 70,  -9,  18, 4,  5.8,⑧⑧⑦
 4, 4,Ｅファインダッシュ, 53,的場勇, 1.0, 52,* -3,  -8, 2,  6.3, ②②, 4, 6,Ｆフジマサジャンボ, 59,江田照, 0.7, 63,  -1,   4, 7, 18.2, ③④, 4, 7,Ｊダノンミシガン, 67,横山典, 0.9, 68,   3,   6, 4,  7.2,⑤⑥⑥, 4, 6,Ｂマリオｰロ, 65,田辺裕, 0.1, 65,* -5,   9, 2,  3.2,①②②
 5,13,Ｆハルダヨリ, 53,大野拓, 1.2, 51,  -4,  -9, 6,  9.1, ④⑤, 5, 4,Ｇサウスリュウセイ, 58,ブノワ, 0.8, 63,  -2,   3, 8, 20.3, ⑤⑤, 5, 5,Ｄエピロｰグブリッジ, 74,デムｰ, 1.0, 70,   1,   9, 2,  4.3,⑨⑪⑧, 5, 9,Ｅノｰブルヴィｰナス, 61,横山典, 0.3, 68, -16,* 24, 7, 18.8,⑨⑨⑨
 6,12,Ｂトｰセンギガ, 55,武士沢, 1.2, 50, -11,* -2, 7, 17.0, ⑪⑪, 6, 1,Ｂノｰモアベット, 68,戸崎圭, 1.0, 60,  -4,   4, 2,  3.1, ⑦⑦, 6,15,Ｉレイアロハ, 69,戸崎圭, 1.3, 66,   3,   3, 9, 31.4,⑭⑦⑨, 6, 2,Ｈルグランパントル, 55,蛯名正, 0.4, 60,* -5,   4, 5, 17.0,②①①
 7,11,Ｄエメラルドビｰム, 54,横山典, 1.2, 49,  -7,  -6, 4,  8.2, ⑧⑨, 7, 5,Ｄサンクタリリアス, 64,津村明, 1.1, 60,  -2,   1, 6, 12.6, ⑥⑥, 7, 8,Ｋバスティｰド, 64,三浦皇, 1.4, 70,   0,   9, 7, 13.1,⑬⑭⑬, 7, 1,Ｃココロノママニ, 64,津村明, 0.4, 61,  -7,  10, 8, 64.3,⑤④④
 8, 6,Ｉテイア, 46,内田博, 1.6, 48,  -8,  -7,12,112.3, ⑩⑩, 8, 7,Ｉケモノタイプ, 58,北村宏, 1.1, 60,  -3,   2, 3,  6.6, ⑧⑧, 8, 2,Ｌペイシャゴンジセ, 59,江田照, 1.7, 65,  -1,   6,10, 32.8,⑪⑬⑪, 8, 7,Ｄマイネルグルマン, 63,柴田大, 0.5, 62,  -8,   8, 6, 18.3,④⑥⑥
