15年12月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｸﾘｽﾏｽｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｅアｰトラヴァｰ, 49,柴田大,, 53,  -4,* -1, 2,  4.0, ⑥⑥, 1, 8,Ｉキャニオンロｰド, 52,ボウマ,, 68,   5,   2, 2,  6.5,③④④, 1, 3,Ｄナスカザン, 72,木幡初,, 76,   5,*  9, 5, 11.7,⑬⑪⑨, 1,13,Ｊヤマニンプチガトｰ, 75,村田一,, 78,   4,   7,12, 70.4, ⑨⑧
 2,11,Ｂヤマイチジャスティ, 56,内田博, 0.1, 51, -11,*  4, 3,  4.8, ⑪⑧, 2,11,Ｃアップクォｰク, 57,柴山雄, 0.2, 71,  -4,* 18, 3,  6.5,⑮⑬⑬, 2,13,Ｂマカワオクイｰン, 75,柴山雄, 0.3, 72,* 10,  -4, 3,  7.7,⑥④③, 2, 3,Ｄロｰズミラクル, 80,三浦皇, 0.0, 77,   6,   6, 3,  5.8, ⑦④
 3, 8,Ａロｰドインスパイア, 61,三浦皇, 0.1, 52,* -1,  -4, 1,  2.3, ②②, 3, 6,Ｊヴィガｰエッジ, 51,横山典, 0.4, 65,  -1,   8, 5, 20.8,⑩⑨⑦, 3, 5,Ｅラゴディラゴライ, 71,戸崎圭, 0.5, 71,* 10,  -4, 4,  9.3,⑨⑤⑥, 3, 5,Ｃカシノワルツ, 80,二本柳, 0.0, 77,   8,   3, 4,  8.7, ⑥⑤
 4, 2,Ｌマイティジャック, 34,石川裕, 0.2, 52,*  0,  -6,10, 70.9, ①①, 4,14,Ｆコスモジャｰベ, 55,柴田大, 0.7, 60,*  6, -11, 7, 23.4,④③③, 4,15,Ｇオトメチャン, 70,三浦皇, 0.5, 71,   9,  -3, 2,  3.8,⑦⑦⑤, 4, 8,Ｎイエスイットイズ, 67,伊藤工, 0.1, 75,  -1,* 11,15,208.0, ⑭⑭
 5, 9,Ｈアンデスコンドル, 43,井上敏, 0.6, 46,* -2,  -8, 7, 36.7, ④③, 5, 9,Ａドラゴンテリｰ, 60,戸崎圭, 0.8, 61,  -1,   4, 1,  1.8,⑪⑩⑩, 5,10,Ｈナイトブルｰミング, 69,吉田豊, 0.7, 69,   8,  -2, 9, 27.8,⑩⑨⑦, 5,16,Ｅサザナミ, 78,戸崎圭, 0.2, 75,   1,*  9, 1,  3.1, ⑫⑪
 6, 1,Ｐシンキングカミユ, -2,柴山雄, 0.6, 48,* -2,  -8, 9, 63.0, ③④, 6,15,Ｏエレクトロポップ, 42,柴田善, 0.8, 59,   3,  -5, 4,  6.9,⑥⑤⑤, 6,12,Ｃピンクシャドウ, 73,江田照, 0.7, 69,* 11,  -9, 6, 13.2,①①①, 6, 9,Ｉモンマックス, 75,大野拓, 0.2, 75,   3,   6,10, 31.4, ⑧⑦
 7, 6,Ｊラインスラッガｰ, 40,ボウマ, 1.2, 41,  -4, -12, 6, 18.6, ⑤⑤, 7, 2,Ｈシｰサイドチャペル, 53,三浦皇, 0.9, 61,   0,   1, 8, 28.7,⑧⑧⑧, 7, 1,Ｆスカｰボロフェア, 70,松岡正, 0.8, 71,   8,  -1,11, 37.8,⑧⑧⑩, 7, 6,Ａペイシャフェリス, 83,柴山雄, 0.2, 75,* 13,  -3, 2,  4.2, ③③
 8,14,Ｃナナエ, 55,戸崎圭, 1.2, 42, -12,  -3, 4,  9.3, ⑭⑬, 8, 1,Ｋウインヴォラｰレ, 50,松岡正, 0.9, 61,   1,  -2, 6, 21.4,⑤⑥⑥, 8, 2,Ａルノンキュｰル, 76,石川裕, 1.0, 69,* 10,  -9, 1,  2.6,③③②, 8,14,Ｆサンシカゴ, 77,松岡正, 0.3, 74,   0,   7, 9, 25.5, ⑬⑯
