15年 7月26日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月26日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,横手特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇクナウ, 39,大野拓,, 54,  -5,* -2, 6, 21.2, ⑥⑤, 1, 1,Ａクラウンシャイン, 69,蛯名正,, 71,* 11,  -5, 1,  2.4,①②①, 1, 4,Ｇラムレイ, 55,北村宏,, 71,   2,*  4, 8, 15.2,⑬⑭⑫, 1, 7,Ｃエイシンヴァラｰ, 80,石橋脩,, 77,* 12,   0, 1,  4.4,②②②
 2, 2,Ａストｰミｰシｰ, 53,内田博, 0.1, 57,*  5, -13, 1,  1.7, ②②, 2, 8,Ｅモンドクラフト, 61,柴田大, 0.6, 67,   5,* -1, 4, 14.8,⑪⑨⑥, 2, 8,Ｃコンチャフラメンカ, 61,オｰル, 0.3, 66,* 10, -18, 2,  4.3,⑤②②, 2, 3,Ｇダイナミックウオｰ, 79,柴田大, 0.0, 79,   9,*  6, 4,  7.3,⑬⑪⑥
 3, 4,Ｋナンヨｰアミｰコ, 33,柴田善, 0.4, 48, -11,*  0, 5, 14.4, ⑪⑩, 3, 6,Ｂハイヴォルテｰジ, 68,戸崎圭, 0.9, 65,* 10, -11, 2,  2.6,③③②, 3, 6,Ｅエレガントソング, 57,吉田豊, 0.4, 67,   3,* -4, 9, 24.3,⑧⑫⑨, 3, 9,Ｂロンギングエｰス, 81,北村宏, 0.1, 79,   5,* 12, 7, 12.6,⑮⑮⑪
 4, 7,Ｄカトルラポｰル, 51,西田雄, 0.4, 50,  -1, -11, 7, 22.4, ④④, 4,12,Ｆメイショウキシドウ, 61,石橋脩, 1.0, 63,   6,  -6, 7, 21.1,⑩⑤⑤, 4,12,Ａクラウンジｰニアス, 65,柴田善, 0.5, 64,*  8, -17, 3,  5.1,⑫④④, 4,10,Ｋピグマリオン, 77,笹川翼, 0.3, 76,* 12,  -1,12, 87.0,⑤④③
 5, 3,Ｌメラニオｰン, 33,松岡正, 0.5, 47,  -9,* -5, 4, 14.2, ⑧⑦, 5,14,Ｉブロッサムヒル, 56,内田博, 1.2, 61,*  9, -13,10, 42.5,⑥④③, 5, 3,Ｆアドラビリティ, 56,松岡正, 0.5, 65,* 10, -21, 7, 15.0,①①①, 5, 2,Ｄツインキャンドル, 80,石川裕, 0.8, 75,* 12,  -6, 8, 13.5,①①①
 6,12,Ｅグリマｰプリンセス, 45,戸崎圭, 0.8, 49,*  4, -19, 3, 12.0, ③③, 6, 2,Ｇトｰセンテレマｰク, 60,江田照, 2.1, 55,   4, -12, 8, 31.2,④⑦⑦, 6, 1,Ｈサンディアタッチ, 55,西田雄, 1.3, 56,   3, -17,14, 72.6,⑩⑩⑪, 6,14,Ｎビッグギグ, 74,横山和, 1.2, 73,  11,  -7, 9, 14.7,⑨⑧④
 7,15,Ｃオレデヨケレバ, 53,江田照, 1.0, 41,  -3, -16, 8, 32.8, ⑤⑥, 7, 7,Ｈオンザヒル, 58,北村宏, 2.2, 56,   4, -12,12, 61.6,⑨⑩⑩, 7, 7,Ｌコスモジョイジョイ, 51,柴田大, 1.3, 58,   4, -19, 4,  8.8,⑪⑨⑧, 7, 1,Ｈマドリｰドカフェ, 79,内田博, 1.3, 69,   9,  -5, 6,  9.2,⑪⑩⑧
 8, 9,Ｊスリｰミュｰジアム, 34,吉田豊, 1.3, 37, -13,  -9,15,241.9, ⑬⑪, 8,13, マｰケットプライス,---,田辺裕, 2.4, 55,  -5,*  3,14,139.0,⑮⑮⑬, 8,13, ウエスタンレオｰネ,---,内田博, 1.4, 56,   7, -27,11, 36.4,⑮⑤⑥, 8, 8,Ａロジテｰル, 83,松岡正, 1.4, 68,  11,  -8, 2,  4.6,⑥⑥⑤
