15年 5月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1400m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 3 歳ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
11,10,Ｌイプノｰズ, 38,柴山雄, 1.4, 44,*  7, -25,10, 35.7, ②②,11, 1,Ｇトワエモア, 66,三浦皇, 2.0, 54,   1, -11, 4,  5.3, ⑭⑪,11, 4,Ｐモシモシ, 53,武豊  , 1.7, 61,  -5,   3,13, 66.2, ⑪⑫,11, 5,Ｍダノンメジャｰ, 75,小牧太, 1.6, 78,  11,  -5,13,160.7,⑭⑭⑬
12, 8,Ｆスニップレイ, 53,吉田豊, 2.0, 39,   1, -21, 9, 22.6, ⑪⑪,12, 2,Ｐヤマタケマツリ, 44,岩部純, 2.1, 52,  -5,  -4,15,298.4, ⑯⑯,12,14,Ｋゴｰルドキセキ, 66,蛯名正, 2.0, 57,  -8,   1, 7, 20.1, ⑭⑭,12, 6,Ｆポルトドｰトウィユ, 82,武豊  , 2.1, 75,  10,  -5, 8, 25.5,⑱⑱⑱
13, 2,Ｇヨットマン, 51,内田博, 3.2, 34,  -3, -25, 4,  7.5, ⑨⑭,13, 5,Ｃゼンザイ, 68,内田博, 2.5, 50,  -2, -10,11, 44.8, ⑪⑮,13, 3,Ｃスズトラッド, 71,柴田大, 2.0, 58, -10,   5, 8, 27.0, ⑯⑮,13,18,Ｑタガノエスプレッソ, 71,菱田裕, 2.3, 73,* 16, -26,17,276.4,⑤⑤④
14,13,Ｉアルトサックス, 45,嘉藤貴, 3.2, 34,  -2, -27,14,102.9, ⑮⑬,14, 4,Ｋスマイルハッピｰ, 63,吉田隼, 2.6, 50,   4, -19,12, 44.8, ⑩⑧,14, 7,Ｇオｰトクレｰル, 67,井上敏, 2.1, 57,  -6,  -1,12, 43.6, ⑧⑪,14,17,Ｉキタサンブラック, 81,北村宏, 2.3, 72,* 16, -30, 6, 20.7,②②②
15,12,Ｏニシノエｰス, 25,石川裕, 5.4, 24,  -6, -39,12, 75.2, ⑯⑯,15,11,Ｎマラケシュ, 51,田辺裕, 3.8, 40,*  7, -35, 7, 12.7, ⑤④,15, 2,Ｄベｰルグリｰン, 68,野中悠, 2.6, 52,  -5,  -7,16,241.6, ⑩⑧,15, 8,Ｒベルラップ, 66,三浦皇, 3.0, 68,  14, -32,14,162.8,⑦⑥⑦
16, 9,Ｊファイタｰホリハル, 42,和田竜, 5.4, 21,  -4, -43,16,269.6, ⑭⑮,16, 9,Ｊメイスンヴィｰナス, 63,和田竜, 4.8, 33,*  8, -44,14,109.8, ①①,16,10,Ｍタケルファラオ, 63,田辺裕, 2.8, 51, -12,   1,14,100.8, ⑮⑯,16, 9,Ｐコスモナインボｰル, 72,柴田大, 3.6, 64,  14, -42,18,276.9,⑥⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｏアダムスブリッジ, 74,和田竜, 3.6, 64,  11, -32,11, 76.4,⑫⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,Ｌスピリッツミノル, 75,酒井学, 3.7, 63,* 15, -47,12,119.9,④④⑤
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-18 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,
単勝:670円 複勝:03=180円 01=190円 16=270円 枠連:530円,,,,,,,,,,,,"単勝:470円 複勝:03=170円 15=180円 12=250円 枠連:1,210円",,,,,,,,,,,,"単勝:800円 複勝:12=220円 16=470円 01=110円 枠連:3,170円",,,,,,,,,,,,単勝:190円 複勝:14=130円 01=310円 11=210円 枠連:580円,,,,,,,,,,,
"馬連:1,370円 ワイド:01-03=520円 03-16=750円 01-16=850円",,,,,,,,,,,,"馬連:1,570円 ワイド:03-15=630円 03-12=810円 12-15=1,170円",,,,,,,,,,,,"馬連:12,080円 ワイド:12-16=2,890円 01-12=370円 01-16=880円",,,,,,,,,,,,"馬連:1,980円 ワイド:01-14=730円 11-14=400円 01-11=1,420円",,,,,,,,,,,
"馬単:2,730円 3連複:4,010円 3連単:20,790円",,,,,,,,,,,,"馬単:3,160円 3連複:5,310円 3連単:23,210円",,,,,,,,,,,,"馬単:17,810円 3連複:5,270円 3連単:60,270円",,,,,,,,,,,,"馬単:2,220円 3連複:3,950円 3連単:15,760円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  芝2400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,青嵐賞,,,,,,,,,,,,富嶽賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃラミアカｰサ, 61,井上敏,, 60,   0,*  0, 2,  3.3, ⑧⑤, 1, 7,Ｃモｰニン, 75,川田将,, 80,   6,*  9, 1,  1.5, ④⑤, 1, 6,Ｄグランドサッシュ, 80,岩田康,, 80,   5,* 10, 7, 15.1,⑪⑮⑭, 1, 7,Ｇジェネシスロック, 76,蛯名正,, 77,* 15,   0, 2,  3.9, ①①
 2, 8,Ｉスプリングアｰス, 47,福永祐, 0.1, 60,   2,  -3, 3,  5.9, ④④, 2, 9,Ｉラテラス, 70,北村宏, 0.2, 79,   6,   8, 4, 10.4, ⑤⑥, 2,13,Ｆルミナスウォリアｰ, 77,柴山雄, 0.2, 77,   6,   3, 6,  9.2,⑭⑪⑨, 2, 5,Ｃフミノファルコン, 81,福永祐, 0.0, 75,  11,*  5, 1,  2.8, ⑨⑧
 3,10,Ｍノｰスフォンテン, 37,柴田善, 0.5, 54,  -5,*  3,12,120.0, ⑪⑫, 3, 6,Ｈパワｰポケット, 70,オｰル, 0.2, 78,   6,*  9, 7, 27.3, ⑦④, 3, 1,Ｒファルスタｰ, 71,内田博, 0.2, 77,   4,*  6,15, 97.0,⑨⑭⑬, 3, 1,Ｆサノイチ, 77,内田博, 0.3, 74,  11,   3, 3,  7.2, ⑧⑦
 4,12,Ｏトウショウリンクス, 32,木幡初, 0.5, 56,   0,  -4,15,199.7, ⑤⑦, 4,16,Ｂルｰルソヴァｰル, 75,蛯名正, 0.6, 76,   4,   8, 2,  6.9, ⑨⑨, 4, 8,Ｃレッドルｰラｰ, 81,戸崎圭, 0.2, 76,*  7,  -2, 3,  5.2,②③④, 4, 3,Ｊヒラボクダッシュ, 75,柴田大, 0.4, 72,   8,*  7,14, 48.2, ⑯⑮
 5,15,Ｅワル, 58,内田博, 0.6, 53,  -4,  -1, 4,  7.8, ⑩⑩, 5, 8,Ｇメイプルレインボｰ, 71,江田照, 0.7, 74,   4,   8, 9, 52.5, ⑩⑩, 5, 3,Ｈリノリオ, 76,丸田恭, 0.2, 75,   4,*  5, 5,  7.4,⑧⑨⑫, 5,15,Ａガッサンプレイ, 82,杉原誠, 0.4, 71,  10,   3, 8, 18.8, ⑩⑩
 6, 5,Ｆカゼニモマケズ, 51,武士沢, 0.7, 52,  -5,*  0,10,100.6, ⑫⑪, 6, 1,Ｅチェリｰサマｰ, 73,松岡正, 1.4, 67,*  8,  -4, 8, 40.8, ①①, 6, 2,Ｍタイセイグルｰヴィ, 74,松岡正, 0.3, 77,   6,   1,12, 58.3,⑤⑥⑦, 6,14,Ｈセクシｰボｰイ, 76,田辺裕, 0.6, 71,   9,   2, 5, 12.3, ⑬⑫
 7,14,Ｄダｰクグリｰン, 59,戸崎圭, 0.7, 53,   0,  -6, 1,  2.2, ⑥⑥, 7,11,Ｎダイメイコンドル, 65,戸崎圭, 1.6, 66,   5,  -2, 6, 19.5, ⑧⑧, 7, 4,Ａレオニｰズ, 83,田中勝, 0.3, 77,   6,   3, 1,  4.1,⑩⑩⑩, 7, 6,Ｋレッドロンメル, 75,戸崎圭, 0.6, 71,  13,  -2, 7, 17.5, ⑤⑤
 8, 2,Ｐサクセスクイｰン, 32,田中勝, 1.0, 54,*  4, -12, 9, 80.5, ②②, 8, 3,Ｄキングノヨアケ, 74,石川裕, 1.7, 70,   5,  -3, 5, 17.3, ⑥⑦, 8,11,Ｏエルヴィスバロｰズ, 74,田辺裕, 0.4, 76,   3,*  8, 8, 42.6,⑰⑱⑯, 8, 8,Ｂコスタアレグレ, 81,デムｰ, 0.7, 70,* 14,  -5, 4, 11.6, ②②
 9, 9,Ｂミエノサンキュｰ, 62,北村宏, 1.8, 43, -11,  -3, 5, 11.0, ⑬⑬, 9,13,Ｍコスモシュアｰ, 66,木幡初, 1.8, 70,   0,   6,13,182.5, ⑮⑮, 9,12,Ｊプレストウィック, 75,ルメｰ, 0.4, 73,   5,   0, 4,  7.1,⑥⑧⑧, 9,10,Ｎレッドジョｰカｰ, 73,柴田善, 0.9, 68,  10,  -1, 9, 35.6, ⑪⑨
10,11,Ｋツクバレガｰロ, 43,江田照, 2.9, 33, -12, -12,14,197.8, ⑭⑭,10, 5,Ｆジャジャンケン, 72,嘉藤貴, 2.4, 61,   6, -11,12, 72.3, ③③,10, 7,Ｅシｰクレットパス, 77,木幡初, 0.5, 75,   3,*  6,16, 98.5,⑯⑰⑰,10, 9,Ｅトランザムスタｰ, 78,岩田康, 0.9, 69,* 13,  -6, 6, 15.6, ③③
11, 1,Ｎカシノツバサ, 33,酒井学, 3.0, 35,   2, -29,11,110.2, ③③,11,14,Ｋナムラカモン, 67,内田博, 2.5, 61,   4,  -7,11, 60.1, ⑪⑬,11, 9,Ｑパリソワｰル, 73,蛯名正, 0.5, 75,   6,  -3,17,107.3,⑫⑦⑥,11, 2,Ｐグリサｰジュ, 70,江田照, 1.1, 66,   8,   0,12, 40.9, ⑫⑬
12, 4,Ｇトウショウバンディ, 51,柴田大, 3.1, 33,  -3, -24, 8, 62.2, ⑨⑧,12,15,Ｌショウナンアイ, 67,武豊  , 2.6, 61,   3,  -8,10, 54.3, ⑫⑫,12,16,Ｎエイダイポイント, 74,岩部純, 0.8, 71,   4,  -3, 9, 47.2,⑮⑫⑮,12,12,Ｉノッキングオン, 76,北村宏, 1.2, 69,  13,  -7,10, 35.8, ⑥⑥
13, 7,Ｊビップヘラクレス, 43,嘉藤貴, 3.7, 30,*  5, -37,13,127.6, ①①,13, 2,Ａタマモワカサマ, 76,岩田康, 2.9, 57,*  7, -17, 3,  7.5, ②②,13,18,Ｐトｰセンワｰプ, 74,菅原隆, 0.9, 69,*  7, -13,10, 51.1,③②②,13,13,Ｌアキノアッパｰ, 74,嘉藤貴, 1.3, 65,   8,  -2,13, 43.9, ⑮⑭
14,16,Ｈプルミエプリ, 50,西田雄, 4.5, 23,  -2, -37, 6, 43.6, ⑦⑨,14,12,Ｐカラダロマン, 59,吉田豊, 3.2, 54,   3, -11,15,256.0, ⑭⑭,14,17,Ｉアドマイヤカｰリン, 76,川田将, 1.0, 68,*  8, -16,18,114.0,①①①,14,16,Ｏカワキタシャウト, 72,和田竜, 1.5, 64,  10,  -7,15, 80.4, ⑦⑪
,,,,,,,,,,,,15,10,Ｏスマイルフォｰス, 62,菱田裕, 3.9, 52,   4, -19,14,220.4, ⑬⑪,15, 5,Ｂシュンドルボン, 82,オｰル, 1.1, 67,   4,  -8, 2,  4.8,⑬⑬⑪,15,11,Ｍラブリｰスタｰ, 73,吉田隼, 1.7, 61,   7,  -4,16,100.8, ⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｋルミナスレッド, 75,江田照, 1.1, 65,*  7, -16,14, 73.5,⑦⑤③,16, 4,Ｄボｰンレジェンド, 80,柴山雄, 2.2, 58,  13, -16,11, 36.8, ④④
,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｌヒｰルゼアハｰツ, 75,福永祐, 1.5, 63,*  7, -19,11, 53.7,④④⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｇタイキプレミアム, 76,デムｰ, 1.7, 63,   3, -10,13, 60.5,⑱⑯⑱,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,
"単勝:330円 複勝:03=150円 08=230円 10=1,940円 枠連:960円",,,,,,,,,,,,単勝:150円 複勝:07=120円 09=220円 06=450円 枠連:860円,,,,,,,,,,,,"単勝:1,510円 複勝:06=550円 13=320円 01=2,450円 枠連:1,460円",,,,,,,,,,,,単勝:390円 複勝:07=140円 05=120円 01=180円 枠連:350円,,,,,,,,,,,
"馬連:1,110円 ワイド:03-08=520円 03-10=5,090円 08-10=7,550円",,,,,,,,,,,,"馬連:890円 ワイド:07-09=340円 06-07=870円 06-09=2,780円",,,,,,,,,,,,"馬連:6,690円 ワイド:06-13=2,300円 01-06=19,860円 01-13=15,090円",,,,,,,,,,,,馬連:630円 ワイド:05-07=250円 01-07=500円 01-05=380円,,,,,,,,,,,
"馬単:2,030円 3連複:24,160円 3連単:96,140円",,,,,,,,,,,,"馬単:1,080円 3連複:6,480円 3連単:14,830円",,,,,,,,,,,,"馬単:13,070円 3連複:226,450円 3連単:993,850円",,,,,,,,,,,,"馬単:1,390円 3連複:1,380円 3連単:6,120円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝2500m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,むらさき賞,,,,,,,,,,,,目黒記念 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃブリエアヴェニｰル, 63,田辺裕,, 65,   4,*-11, 5,  8.1,⑥⑦⑦, 1,12,Ｄマイアベｰア, 66,ルメｰ,, 74,   2,   5, 2,  3.9, ⑤④, 1, 5,Ｆピオネロ, 82,武豊  ,, 81,   9,   3, 2,  4.5,⑫⑫⑩, 1, 1,Ｎヒットザタｰゲット, 83,小牧太,, 90,  10,* 13,11, 25.3,⑧⑩⑨
 2, 3,Ａトラストルシファｰ, 67,岩田康, 0.0, 65,   3,* -8, 1,  3.4,⑨⑨⑨, 2, 1,Ｅシルヴァｰコｰド, 66,田辺裕, 0.0, 75,   0,*  6, 6, 13.8, ⑦⑥, 2,17,Ｍタイセイドリｰム, 78,田中勝, 0.0, 80,* 12,  -4,13, 45.0,⑥⑥⑥, 2, 2,Ｂレコンダイト, 92,デムｰ, 0.2, 88,* 12,*  8, 4,  6.9,⑥⑥⑥
 3,16,Ｇベルメｰル, 57,福永祐, 0.0, 64,*  6, -13, 3,  6.8,⑦⑤⑤, 3, 6,Ａキングデュナミス, 68,福永祐, 0.3, 71,  -2,   5, 9, 16.2, ⑩⑧, 3,11,Ｐセキショウ, 74,勝浦正, 0.0, 78,* 12,  -6,16, 70.8,③③③, 3, 3,Ａファタモルガｰナ, 93,戸崎圭, 0.3, 86,* 12,   3, 1,  5.1,⑤⑤⑤
 4, 9,Ｄエフティベス, 61,蛯名正, 0.1, 65,*  6, -14, 4,  6.9,⑤④④, 4, 8,Ｈグレイトチャｰタｰ, 64,和田竜, 0.5, 69,*  3,  -5, 4, 12.0, ③②, 4, 4,Ｇカナロア, 82,石橋脩, 0.1, 80,  10,  -1, 4,  8.9,⑨⑨⑧, 4,17,Ｐメイショウカドマツ, 79,川田将, 0.3, 86,* 13,   0, 6, 11.5,①①①
 5,11,Ｆマリｰズラン, 58,石川裕, 0.4, 61,   3, -15, 7, 16.3,⑩⑪⑪, 5,11,Ｂサトノフラム, 67,戸崎圭, 0.6, 68,  -5,   5, 1,  2.7, ⑪⑫, 5, 3,Ｈマイネオｰラム, 81,柴田大, 0.1, 79,* 14,  -8, 6, 12.8,②②②, 5, 6,Ｑトラストワン, 78,横山典, 0.6, 82,* 12,  -1,15,163.6,③④④
 6, 4,Ｂニシノハッスル, 64,内田博, 0.8, 58,  -3,* -9, 2,  4.4,⑱⑱⑯, 6, 3,Ｏハｰランズロマン, 59,岩田康, 0.6, 66,*  6, -10, 5, 12.6, ①①, 6, 2,Ａオコレマルｰナ, 87,福永祐, 0.1, 78,  10,  -1, 3,  7.3,⑧⑦⑦, 6,15,Ｇダｰビｰフィズ, 87,蛯名正, 0.7, 85,   9,*  8, 2,  5.7,⑱⑮⑭
 7, 7,Ｍナンヨｰピュｰピル, 43,吉田豊, 1.4, 52,  -1, -20,11, 72.7,⑯⑭⑭, 7,10,Ｇボルゲｰゼ, 64,北村宏, 0.6, 70,  -6,*  7, 3, 10.5, ⑮⑭, 7,13,Ｌエアアンセム, 79,ルメｰ, 0.1, 79,   7,*  6, 8, 17.6,⑬⑬⑭, 7,12,Ｄムスカテｰル, 88,吉田豊, 0.7, 84,  10,   4,10, 21.3,⑫⑫⑪
 8,15,Ｅオｰバｰスト, 60,戸崎圭, 1.4, 51,*  7, -36, 9, 35.5,④③③, 8,13,Ｊサダムリスペクト, 63,柴田善, 0.7, 68,  -6,*  6,10, 36.2, ⑬⑬, 8, 8,Ｋパシャドｰラ, 79,柴田善, 0.2, 76,  11,  -6,15, 57.0,⑤⑤⑤, 8, 8,Ｅトウシンモンステラ, 88,福永祐, 0.7, 82,* 12,   1, 7, 11.7,⑦⑦⑦
 9,18,Ｈクｰルエイジア, 52,柴田善, 1.5, 50,   5, -32, 6,  9.4,⑪⑧⑧, 9,14,Ｉカシノリノ, 63,西田雄, 0.7, 65,*  4,  -9,14,111.3, ②③, 9, 6,Ｏラディウス, 75,岩田康, 0.2, 79,   4,* 10,12, 35.0,⑭⑮⑮, 9, 4,Ｉアドマイヤスピカ, 86,岩田康, 0.9, 81,  10,   1, 3,  6.7,⑩⑪⑩
10,10,Ｌユノ, 48,江田照, 1.7, 48,   2, -29,14,102.1,⑭⑬⑫,10,15,Ｆニｰマルキング, 66,江田照, 0.8, 64,  -1,  -3, 7, 14.1, ⑥⑦,10,15,Ｉシャドウパｰティｰ, 81,デムｰ, 0.2, 78,   4,*  9,10, 24.4,⑯⑯⑯,10, 7,Ｈアンコイルド, 87,北村宏, 0.9, 83,   8,*  8,12, 36.9,⑭⑰⑰
11, 6,Ｉシガレット, 52,柴山雄, 1.7, 49,   4, -37,13, 78.3,③⑥⑥,11,17,Ｍカイマノア, 63,田中勝, 1.2, 63, -10,   3,11, 48.1, ⑰⑯,11,16,Ｑメドウヒルズ, 71,北村宏, 0.4, 77,  10,  -5,14, 51.9,⑦⑧⑨,11,11,Ｌタガノグｰフォ, 84,菱田裕, 1.0, 81,   9,   3,17,256.5,⑬⑭⑬
12,17,Ｐポッドクライ, 40,北村宏, 1.8, 48,   0, -29, 8, 21.3,⑬⑫⑬,12, 9,Ｃスペチアｰレ, 67,オｰル, 1.3, 60,  -2,  -7, 8, 15.8, ⑨⑩,12, 9,Ｃアトム, 84,内田博, 0.4, 77,   7,   1, 1,  3.7,⑮⑭⑬,12,14,Ｃステラウインド, 90,武豊  , 1.1, 80,* 12,  -5, 5, 10.3,⑨⑧⑧
