15年11月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年11月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,長岡京ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂドライヴナイト, 57,北村友,, 65,*  3,*  2, 2,  3.6, ①①, 1, 6,Ｂファスナハト, 64,ルメｰ,, 61,  -5,*  4, 2,  2.9,⑩⑧⑧, 1, 5,Ａジュｰンロディ, 76,和田竜,, 76,* 11,*  0, 1,  2.0,①①①, 1, 5,Ａミッキｰオリビエ, 84,浜中俊,, 86,  -9,* 22, 1,  1.9, ④④
 2, 9,Ａメイショウノボサン, 61,太宰啓, 0.4, 62,*  2,*  0, 1,  1.7, ②②, 2, 4,Ｄケンホファヴァルト, 54,岩田康, 0.2, 60,  -1,  -4, 5,  8.0,③③③, 2, 4,Ｆサンライズアルブル, 68,浜中俊, 0.7, 72,   8,  -2, 9, 58.5,⑥⑥⑥, 2, 4,Ｂピｰクトラム, 80,川田将, 0.0, 86,* -7,* 20, 2,  6.3, ②②
 3, 6,Ｃヒロブレイブ, 54,田中健, 1.4, 53,   0,  -6, 5, 14.3, ⑦⑤, 3, 7,Ｅヴァンキッシュラン, 53,浜中俊, 0.2, 60,  -4,   1, 1,  2.9,⑦⑦⑦, 3, 6,Ｋキングサムソン, 64,小牧太, 0.8, 74,   7,*  2, 8, 54.0,⑩⑨⑧, 3, 1,Ｅカフェリュウジン, 77,酒井学, 0.2, 83,* -6,  16, 9, 29.9, ①①
 4,10,Ｆリルｰジュ, 46,ルメｰ, 1.4, 54,*  2,  -9, 3, 13.2, ③③, 4, 1,Ａクロｰクス, 65,武豊  , 0.4, 58,  -6,   1, 4,  6.7,⑨⑨⑨, 4,10,Ｂセレッソレアル, 76,岩崎翼, 0.9, 72,   7,  -2, 5, 10.2,⑧⑦⑦, 4, 2,Ｆタガノザイオン, 76,熊沢重, 0.4, 81, -10,* 20,10,101.0, ⑦⑤
 5, 3,Ｎグランプリビッグ, 31,小牧太, 2.0, 47,  -6,  -5, 6, 20.1, ⑩⑪, 5, 5,Ｇシゲルクルマダイ, 42,国分優, 0.6, 53,*  0, -15, 8,173.3,①①①, 5, 9,Ｈベストセラｰアスク, 66,荻野琢, 1.0, 73,   6,*  2,11, 80.6,⑨⑩⑪, 5, 3,Ｇカバｰストｰリｰ, 74,岩田康, 0.5, 81,  -8,  16, 3,  6.5, ③③
 6,11,Ｄチュウワメジャｰ, 52,岩田康, 2.2, 46,   0, -14, 7, 22.3, ④④, 6, 2,Ｃリュラ, 54,川田将, 0.7, 56,  -2,  -8, 3,  4.2,⑤⑤⑤, 6,12,Ｃタガノハヤテ, 75,岩田康, 1.2, 68,* 10,  -9, 2,  4.8,⑤④③, 6,10,Ｄオｰスミナイン, 78,武豊  , 0.5, 80, -10,  18, 6, 11.5, ⑥⑦
 7, 8,Ｍカノヤルジャンドル, 31,松山弘, 2.3, 45,  -5,  -9,13,201.9, ⑨⑨, 7, 8,Ｆタガノゼウス, 48,和田竜, 0.8, 56,  -5,  -4, 6, 27.4,⑧⑩⑩, 7, 1,Ｅエイムハイ, 73,北村友, 1.3, 67,* 10, -10, 4,  7.3,③③④, 7, 6,Ｃブレｰクビｰツ, 79,ルメｰ, 0.7, 78,  -9,  15, 5, 10.4, ⑤⑥
 8,12,Ｌフラックス, 34,高倉稜, 2.4, 46,  -6,  -6,12,197.8, ⑫⑩, 8, 3,Ｈクｰパｰズヒル, 41,高田潤, 1.4, 48,  -2, -18,10,201.8,⑥⑥⑥, 8, 3,Ｄノｰブルソニック, 75,川田将, 1.5, 69,   6,  -3, 3,  6.3,⑪⑪⑩, 8, 7,Ｊアッシュゴｰルド, 70,池添謙, 0.7, 79, -11,  18, 4,  9.1, ⑧⑧
