15年 7月 4日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月 4日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,恵山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａシャドウアプロｰチ, 57,三浦皇,, 56,* -1,* -5, 1,  1.4, ②②, 1, 2,Ｆインフェルノ, 57,池添謙,, 68,*  8,* -5, 2,  3.1,①①①, 1, 2,Ｂジョリｰアップ, 72,丸山元,, 79,* 10,*  5, 3,  4.5, ①①, 1, 6,Ｄハツガツオ, 71,古川吉,, 76,   3,* 10, 3,  5.6,③④③
 2, 1,Ｅドエライナｰ, 39,井上敏, 0.4, 52,*  0, -12, 9, 64.4, ①①, 2,11,Ａノｰブルクリスタル, 66,勝浦正, 0.4, 65,   6,* -5, 3,  4.2,⑥⑤②, 2, 4,Ａウエスタンラムｰル, 73,松田大, 0.7, 70,   6,   1, 2,  3.9, ③③, 2, 4,Ａアドマイヤメテオ, 80,岩田康, 0.1, 77,   0,* 18, 2,  5.4,⑧⑪⑪
 3,14,Ｃインジャスティス, 50,柴山雄, 0.7, 46,  -4, -12, 3,  7.5, ⑥④, 3, 7,Ｂモｰグリ, 63,岩田康, 0.7, 61,   5,  -7, 1,  3.0,⑨⑦⑤, 3, 7,Ｄモリトブイコｰル, 67,井上敏, 1.3, 59,  -4,*  2, 4,  8.8, ⑨⑦, 3, 2,Ｂツクバアズマオｰ, 77,勝浦正, 0.3, 74,   2,* 11, 1,  2.5,⑫⑧⑧
 4, 4,Ｇチャロレイ, 33,勝浦正, 0.8, 45,* -1, -16, 8, 60.4, ③③, 4, 9,Ｇアイズフォワｰド, 55,井上敏, 1.0, 61,   2,* -4,11,113.7,⑩⑩⑧, 4, 1,Ｈオｰガンディｰ, 57,城戸義, 1.3, 63,   1,  -1,10, 63.9, ⑥⑥, 4,14,Ｇキングイマデショウ, 67,丸田恭, 0.4, 71,*  5,   2, 6, 10.6,①②②
 5,12,Ｂマイネルゴｰル, 50,丹内祐, 0.8, 43,  -7,* -9, 4, 12.2, ⑪⑤, 5, 8,Ｅセイセイセイ, 58,加藤祥, 1.4, 58,   3,  -9, 7, 27.4,⑪⑧⑦, 5, 9,Ｃハクサンフレンチ, 68,岩田康, 1.3, 62,   4,  -4, 1,  2.7, ④④, 5, 5,Ｎセプティエｰム, 63,丸山元, 0.5, 71,   2,   7, 5,  9.8,⑤⑦⑤
 6, 8, アイファｰヴリル,---,松田大, 0.9, 45,  -3, -14, 5, 23.6, ⑤⑦, 6,12,Ｄガンクラブチェック, 60,三浦皇, 1.9, 54,   6, -19, 4,  6.8,⑤④④, 6,12,Ｊビバワｰルド, 53,加藤祥, 1.4, 61,   3,  -4, 7, 22.1, ⑤⑤, 6,11,Ｏラガｰギアチェンジ, 60,藤岡康, 0.7, 67,*  8,  -7,13, 98.2,⑪①①
 7, 7, ネクストヒロイン,---,嶋田純, 1.1, 41,  -6, -14,10, 68.0, ⑨⑨, 7,10,Ｃジェイエルフリｰト, 61,小林徹, 1.9, 51,   6, -19, 5, 16.4,③③⑥, 7, 5,Ｆホワイトクリスマス, 62,藤田伸, 1.6, 56,  -8,*  2, 8, 23.8, ⑩⑩, 7, 8,Ｊコｰラルタワｰ, 65,柴山雄, 0.7, 72,   0,   9, 8, 25.4,⑮⑬⑩
 8,10, アムｰルブラン,---,木幡初, 1.4, 35, -13, -12, 2,  6.3, ⑭⑪, 8, 6,Ｈマジックボｰイ, 55,丸山元, 1.9, 54,*  7, -21, 8, 35.0,②②③, 8,10,Ｅリバｰコンサｰト, 67,勝浦正, 1.7, 61,*  7,  -9, 5,  9.7, ②②, 8,10,Ｃマラムデｰル, 72,吉田隼, 0.9, 67,   1,   4, 4,  9.7,⑦⑨⑨
 9, 5,Ｆカノヤルジャンドル, 36,岩田康, 1.6, 33,  -7, -19, 7, 41.6, ⑧⑧, 9, 3,Ｋリキサンレｰヴ, 44,黛弘人, 3.6, 43,   0, -22,10,107.2,⑫⑪⑪, 9, 6,Ｉエムオｰマジック, 56,嶋田純, 1.9, 53,  -5,  -3,11,144.9, ⑧⑨, 9, 1,Ｆヒルノマレット, 70,田中健, 1.0, 67,  -1,   5, 7, 20.1,⑩⑫⑫
10, 6,Ｈダｰトリｰダｰ, 26,加藤祥, 1.8, 31,  -5, -25,11,126.3, ⑦⑩,10, 1,Ｉハッピｰキャップ, 51,服部茂, 3.9, 41,   2, -29, 9, 56.2,⑦⑨⑩,10, 8,Ｇサカダッシュ, 60,菱田裕, 2.5, 48,  -1, -11, 6, 17.4, ⑦⑧,10,15,Ｈデルマサリｰチャン, 66,長岡禎, 1.2, 63,*  5,  -8,14,114.8,②③④
11,13, クラウンエイトドア,---,黛弘人, 1.9, 31,  -7, -23,12,153.5, ⑩⑭,11, 4,Ｊスリｰナイトダリア, 51,吉田隼, 4.1, 39,   5, -36, 6, 16.6,④⑥⑨,11, 3,Ｋクラウンジュｰン, 51,村田一, 2.6, 45, -10,  -6, 9, 34.9, ⑪⑪,11, 7,Ｋディレットリｰチェ, 64,池添謙, 1.4, 60,   3,  -8,12, 56.2,⑥⑤⑦
