15年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
13, 5,Ｎクリエイトアゲン, 43,森一馬, 2.5, 43, -12,  -8,15,578.6, ⑬⑭,,,,,,,,,,,,,13, 3,Ｌツクバアラモｰド, 65,吉田隼, 1.0, 63,  -5,   1,17,295.2, ⑧⑧,13,11,Ｍメイショウカンパク, 81,大野拓, 1.1, 83,  13,   2,18,291.1, ⑮⑮
14, 6,Ｋデイトナ, 54,嘉藤貴, 2.6, 42,  -8, -13,12,214.8, ⑩⑪,,,,,,,,,,,,,14, 7,Ｊカボスチャン, 66,嘉藤貴, 1.1, 61,  -3,  -4, 6, 18.0, ⑤⑤,14,14,Ｂネオブラックダイヤ, 89,秋山真, 1.2, 81,  13,   0,11, 20.2, ⑭⑯
15,11,Ｏキタノユメ, 39,伊藤工, 2.8, 41, -13, -10,14,425.8, ⑮⑮,,,,,,,,,,,,,15, 9,Ｏダイワバｰチュｰ, 60,田中勝, 1.4, 61, -11,   4,10, 32.9, ⑬⑮,15,17,Ｑアヴニｰルマルシェ, 78,北村宏, 1.2, 81,  13,  -2, 4,  7.4, ⑩⑨
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｅコウソクコｰナｰ, 68,内田博, 1.7, 57, -15,   4, 9, 24.2, ⑯⑰,16,10,Ｄミュゼスルタン, 87,柴田善, 1.2, 80,  14,  -4, 1,  6.1, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｒネオヴァロン, 56,秋山真, 1.7, 58, -14,   4,16,150.7, ⑰⑯,17, 1,Ｒユキノサムライ, 77,国分恭, 1.2, 82,  13,  -2,16, 80.9, ⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｐファｰストオｰサｰ, 59,石橋脩, 2.0, 52,  -7,  -9,14, 92.6, ⑫⑫,18, 5,Ｏユｰルシンギング, 80,吉田隼, 2.7, 65,  10, -16,17, 92.8, ⑱⑱
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:1),,,,,,,,,,,
"単勝:760円 複勝:10=140円 14=250円 07=110円 枠連:2,260円",,,,,,,,,,,,単勝:730円 複勝:04=210円 10=150円 01=370円 枠連:660円,,,,,,,,,,,,単勝:600円 複勝:14=220円 10=130円 01=470円 枠連:470円,,,,,,,,,,,,"単勝:910円 複勝:03=380円 06=530円 04=1,120円 枠連:5,800円",,,,,,,,,,,
"馬連:3,540円 ワイド:10-14=880円 07-10=210円 07-14=470円",,,,,,,,,,,,"馬連:1,130円 ワイド:04-10=430円 01-04=1,150円 01-10=880円",,,,,,,,,,,,"馬連:1,270円 ワイド:10-14=540円 01-14=2,140円 01-10=1,400円",,,,,,,,,,,,"馬連:6,810円 ワイド:03-06=2,020円 03-04=4,570円 04-06=8,220円",,,,,,,,,,,
"馬単:7,100円 3連複:1,700円 3連単:20,850円",,,,,,,,,,,,"馬単:2,500円 3連複:4,300円 3連単:23,770円",,,,,,,,,,,,"馬単:2,490円 3連複:6,590円 3連単:23,360円",,,,,,,,,,,,"馬単:12,150円 3連複:81,140円 3連単:384,550円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,両津湾特別,,,,,,,,,,,,雷光特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａコスモカンプ, 68,柴田大,, 70,*  8,* -1, 3,  4.8,②③③, 1,13, チェストケリリｰ,---,吉田隼,, 59, -11,*  7, 1,  1.4, ⑦⑦, 1,14,Ｃゴドリｰ, 75,蛯名正,, 75,*  0,* 21, 1,  3.3,④③②, 1,18,Ｉアｰスエンジェル, 67,デムｰ,, 77,*  6,   6, 1,  3.5,   
 2, 3,Ｅミスタｰビン, 62,デムｰ, 0.3, 66,*  9,* -6, 4,  7.5,①①①, 2, 5, ドウカンヤマ,---,蛯名正, 0.0, 60,* -4,*  1, 2,  4.6, ①①, 2,10,Ｂマイネルボルソｰ, 77,柴田大, 0.7, 70,  -1,* 17, 4,  9.2,⑥⑥⑥, 2,15,Ｐウｰルｰシュヴァル, 53,村田一, 0.0, 77,  -1,  10,12, 55.5,   
 3,13,Ｂデルマサンダユウ, 65,蛯名正, 0.4, 67,*  9,* -6, 1,  2.9,⑧②②, 3, 8, サノココ,---,内田博, 0.6, 54,* -5,  -4, 6, 26.7, ②②, 3,12,Ｄショウナンバロｰネ, 75,吉田隼, 0.8, 68,*  1,  14, 6, 10.9,②②①, 3,16,Ｂプラントアゲン, 71,柴田大, 0.1, 74,  -6,* 13, 2,  3.9,   
 4, 6,Ｃリタｰンエｰス, 64,西田雄, 1.1, 63,*  8, -10, 6, 10.4,⑨④④, 4,14, トｰレクン,---,伊藤工, 0.7, 54,  -7,  -1,11,109.7, ⑥④, 4,13,Ａアサクサスタｰズ, 79,デムｰ, 0.8, 68,  -1,* 17, 2,  3.6,⑩⑧⑦, 4, 6,Ｍブロンディジェニｰ, 61,内田博, 0.2, 73,  -1,   7, 9, 20.9,   
 5,11,Ｉダイワバｰス, 59,北村宏, 1.5, 61,   6, -11, 8, 25.1,⑪⑨⑤, 5, 2, ファイアブランド,---,木幡初, 1.7, 45,  -7, -11, 9, 55.5, ③⑤, 5, 9,Ｅアｰスコネクタｰ, 75,戸崎圭, 1.2, 66,*  0,  12, 3,  4.4,⑦④④, 5, 1,Ｏツインプラネット, 53,伊藤工, 0.2, 73,   3,   4,15, 96.8,   
 6, 1,Ｈリガｰドリング, 61,大野拓, 1.9, 57,   6, -15, 2,  4.5,⑤⑦⑦, 6, 7, テイブルランド,---,伴啓太, 1.8, 46, -12,  -7, 7, 39.5, ⑧⑧, 6, 1,Ｍショウナンアイ, 60,北村宏, 1.6, 64,  -1,  10, 9, 48.2,③⑤⑤, 6,10,Ｈトウカイマインド, 67,的場勇, 0.4, 69, -10,* 11, 7, 16.3,   
 7, 2,Ｆタイセイエナジｰ, 62,石川裕, 2.0, 60,   6, -15, 9, 31.6,⑥⑧⑨, 7, 9, マリノジュエリｰ,---,吉田豊, 2.1, 41,  -6, -15, 5, 23.6, ⑤③, 7, 6,Ｆブルｰボサノヴァ, 74,国分恭, 1.6, 65,  -3,  13, 8, 42.5,⑬⑫⑫, 7, 3,Ｇミカルベウス, 67,吉田隼, 0.6, 67,*  6,  -3,10, 21.1,   
 8, 5,Ｇシュピｰゲル, 61,松岡正, 2.5, 53,   7, -21, 7, 24.1,④⑥⑥, 8,11, クラウンドリｰム,---,国分恭, 2.6, 36, -23,  -5,14,230.4, ⑪⑪, 8, 3,Ｋランドブリｰズ, 65,柴田善, 1.8, 63,  -3,  12,11, 77.3,⑪⑪⑬, 8, 8,Ｌスミレタンポポ, 63,北村宏, 0.7, 64, -21,* 14,16,114.2,   
 9, 8,Ｄヴァシリｰサ, 64,内田博, 2.6, 53,   5, -19, 5,  8.1,⑩⑩⑩, 9, 4, フレアグラス,---,江田照, 3.0, 32, -15, -15,13,201.3, ⑨⑩, 9, 4,Ｇアンヴェイルド, 73,内田博, 1.9, 62,  -2,   9, 7, 18.9,⑧⑨⑨, 9,13,Ａヨッテウタッテ, 72,田辺裕, 0.7, 65,  -2,   2, 4, 10.0,   
10, 7,Ｌプリンセチア, 51,吉田隼, 2.9, 50,   5, -21,10,166.0,⑦⑪⑪,10,10, セイユウボｰイ,---,柴田大, 3.4, 30,  -8, -26, 8, 45.3, ④⑥,10, 5,Ｈカズノテナンゴ, 70,吉田豊, 2.3, 57,  -3,   7, 5,  9.5,⑫⑬⑩,10, 5,Ｎブリッツカイザｰ, 54,武士沢, 0.7, 68,*  6,  -4,17,253.4,   
11,10,Ｍルスナイパンドラ, 47,国分恭, 3.2, 50,   3, -21,12,236.0,⑫⑫⑫,11,15, スタｰリングロマン,---,西田雄, 3.4, 29, -14, -20,15,239.7, ⑩⑨,11, 7,Ｌティズトレメンダス, 62,田辺裕, 2.7, 54,  -1,   1,10, 54.9,⑨⑦⑧,11, 4,Ｃリュウツバメ, 70,蛯名正, 0.8, 63,  -5,   1, 5, 11.2,   
12, 4,Ｊセイウンエオリア, 53,江田照, 3.6, 45,   7, -30,11,192.3,③⑤⑧,12,12, ホｰプトウショウ,---,石川裕, 3.5, 30, -24, -12,12,128.6, ⑫⑫,12, 2,Ｊロｰドメタリック, 65,石川裕, 3.2, 56,  -2,  -2,13,123.1,⑤⑩⑪,12, 9,Ｅミラクルアイドル, 70,柴田善, 0.8, 65,*  7,  -7, 6, 11.5,   
13,15,Ｋパｰムリｰフ, 53,菅原隆, 3.7, 46,   4, -25,14,487.1,⑬⑬⑬,13, 6, キングヘラクレス,---,石橋脩, 3.7, 26, -32,  -6,10, 63.7, ⑮⑭,13,11,Ｎエクセレントミノル, 51,松岡正, 5.6, 35,*  1, -27,14,181.6,①①③,13,14,Ｒバシニアティヴ, 49,大庭和, 1.0, 61,  -5,  -1,18,418.6,   
14,12,Ｏデアリングアクト, 19,野中悠, 3.8, 47,  -4, -11,13,245.9,⑮⑮⑮,14, 3, ドゥｰアｰル,---,田中勝, 3.9, 24, -29, -10, 4, 16.7, ⑬⑬,,,,,,,,,,,,,14, 7,Ｆメランコリア, 69,戸崎圭, 1.1, 58,  -9,   0, 8, 17.5,   
15,14,Ｎカツノフィフス, 37,的場勇, 4.6, 42,   1, -27,15,589.4,⑭⑭⑭,15, 1, シュガｰラッシュ,---,田辺裕, 4.9, 15, -32, -16, 3, 14.2, ⑭⑮,,,,,,,,,,,,,15,11,Ｋハｰランズロマン, 65,柴山雄, 1.3, 52, -35,* 15, 3,  7.2,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,Ｊフラワｰハｰト, 66,伴啓太, 1.3, 57,  -2,  -6,11, 49.6,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｑナウシカ, 51,大野拓, 1.4, 55, -10,  -2,14, 74.7,   
