15年11月14日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年11月14日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,土湯温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂタマモシルクハット, 55,横山和,, 59,  -1,* -3, 2,  4.2, ④④, 1,12,Ｂオンザロックス, 48,石橋脩,, 51,* -1,*  4, 1,  1.9,⑤④③, 1,14,Ｌゼットスマイル, 68,古川吉,, 72,* 10,  -9, 8, 12.7,⑥③②, 1,13,Ｂブルックデイル, 76,吉田隼,, 75,   4,   6, 4, 11.3,⑨⑧⑨
 2, 9,Ａクリプトスコｰド, 61,勝浦正, 0.2, 57,*  1,  -7, 1,  2.4, ①①, 2, 6,Ｆメイショウカクオビ, 41,津村明, 0.3, 47,  -4,*  7, 3,  6.5,⑪⑫⑧, 2,10,Ｅウインレｰベン, 74,井上敏, 0.2, 70,* 10, -13,10, 22.8,②②①, 2, 7,Ｄシャルｰル, 74,川須栄, 0.0, 75,   4,   4, 1,  2.1,⑦⑦④
 3, 5,Ｅシゲルノコギリザメ, 50,菱田裕, 0.3, 56,  -1,* -6, 5, 15.0, ⑤⑤, 3,13,Ｇピンクアゲｰト, 40,吉田隼, 0.3, 46,  -2,   3, 7, 25.2,⑦⑦⑤, 3, 2,Ａプレストウィック, 83,津村明, 0.2, 70,   9,  -9, 2,  4.8,③④③, 3,12,Ｊリオグランデ, 70,中谷雄, 0.3, 74,   2,   7,12, 48.6,⑪⑫⑩
 4,13,Ｄウィンディ, 53,石橋脩, 1.1, 49,*  0, -14, 4,  7.6, ③③, 4,11,Ａクリノサンスｰシ, 51,松若風, 0.4, 46,  -5,*  7, 2,  5.1,⑬⑬⑫, 4,16,Ｄフォルトファｰレン, 76,丸山元, 0.3, 71,   9, -10, 1,  3.3,④⑤④, 4,16,Ｇハッピｰユニバンス, 74,津村明, 0.4, 70,   3,   2, 6, 14.4,⑫⑨⑧
 5, 6,Ｋネイチャｰポイント, 33,丸山元, 1.2, 43, -17,* -1,13,142.5, ⑭⑭, 5, 8,Ｄミライヘノサイン, 46,古川吉, 0.5, 43,* -1,  -2, 5, 13.4,④③②, 5, 3,Ｋマスタｰプラマｰ, 70,松若風, 0.3, 71,   8,  -3, 5, 11.4,⑫⑪⑪, 5,10,Ｃプレシャスメイト, 75,菱田裕, 0.4, 74,  -2,* 13, 5, 12.5,⑭⑭⑮
 6, 1,Ｊセイントシャイニｰ, 37,丹内祐, 1.3, 46,  -3, -13,11, 75.5, ⑥⑦, 6,16,Ｃラブミｰリル, 47,井上敏, 0.5, 45,*  0,   0, 6, 18.8,⑥⑥⑥, 6,11,Ｐトラヴィス, 57,丸田恭, 0.4, 70,   8,  -5,13, 71.8,⑧⑩⑨, 6, 3,Ｅナイアガラモンロｰ, 74,勝浦正, 0.5, 69,   6,  -4, 3, 10.7,⑥⑥③
 7,15,Ｈサｰブルクｰリｰル, 45,加藤祥, 1.4, 46,*  1, -18, 6, 15.0, ②②, 7, 2,Ｈレオディｰセ, 40,鮫島克, 0.8, 42,* -1,  -5,12,101.6,③⑤④, 7, 4,Ｂサトノダイレンサ, 78,鮫島克, 0.4, 72,   6,  -1, 9, 20.3,⑪⑫⑧, 7, 8,Ｎセレナビアンカ, 62,伊藤工, 0.5, 73,  -3,* 16,13,108.0,⑯⑯⑯
 8, 4,Ｌキセキノヒｰロｰ, 33,伴啓太, 1.7, 41,  -8, -13,10, 47.4, ⑨⑥, 8, 5,Ｍデルマネネ, 34,菱田裕, 1.1, 41,  -6,   1,13,106.4,⑮⑮⑬, 8, 1,Ｆインプレショニスト, 73,中谷雄, 0.4, 70,   8,  -7, 4,  8.5,⑦⑦⑦, 8, 2,Ｆカレンリスベット, 74,丸田恭, 0.8, 65,*  8, -13, 2,  6.2,①①①
 9,10,Ｉイソノヴィグラス, 41,中井裕, 1.8, 39, -10, -12, 7, 27.3, ⑫⑪, 9,10,Ｐウインブルｰスカイ, 30,丹内祐, 1.4, 36,  -5,  -5,15,155.4,⑭⑭⑭, 9, 6,Ｊマイネルレオｰネ, 70,丹内祐, 0.5, 71,   6,   2, 3,  8.2,⑭⑬⑬, 9, 9,Ａスマｰトルピナス, 76,杉原誠, 1.0, 67,  -4,   7, 7, 17.3,⑮⑮⑬
10, 8,Ｃメイショウサイジン, 54,鮫島克, 2.1, 38,  -3, -21, 3,  5.4, ⑧⑨,10, 4,Ｏオリエンタルアデル, 31,伴啓太, 1.4, 39,  -8,   2,16,232.4,⑯⑯⑮,10, 5,Ｉウインステｰジ, 71,黛弘人, 0.6, 72,  10, -13,15, 88.9,⑨⑥⑤,10,15,Ｐスミレタンポポ, 59,横山和, 1.0, 66,   2,  -3,16,238.5,⑩⑩⑪
