15年 6月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 6月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,由比ヶ浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂラセレシオン, 64,柴山雄,, 61,   5,  -4, 1,  3.2, ③③, 1,13,Ａレッドマジュｰル, 65,柴田善,, 71,*  6,   0, 2,  4.7, ④④, 1,12,Ｈボｰジェスト, 66,柴山雄,, 70,   1,* 11, 7, 21.1, ⑤⑥, 1, 1,Ｍアイライン, 68,吉田豊,, 81,  -2,  10, 2,  6.6, ⑥⑥
 2,16,Ｄデイトリッパｰ, 60,横山典, 0.3, 60,   1,*  1, 3,  5.2, ⑪⑩, 2, 5,Ｄクィｰンパレット, 63,石橋脩, 0.3, 67,   1,*  3, 6, 13.2, ⑧⑥, 2,16,Ｌカゼノトビラ, 63,野中悠, 0.1, 70,*  4,   6, 9, 47.5, ①①, 2, 5,Ｎマイネルディアベル, 68,柴田大, 0.2, 77,   2,   2, 3,  7.5, ④④
 3,10,Ｊアモｰレエテルノ, 51,北村宏, 0.4, 61,   5,  -8, 6, 13.2, ④④, 3, 7,Ｈハッピｰムｰン, 55,津村明, 0.6, 63,  -2,   2, 9, 23.2, ⑩⑨, 3, 4,Ｃレイヨンヴェｰル, 71,大野拓, 0.1, 71,*  2,   8, 3,  6.4, ④④, 3, 2,Ｈクリノタカラチャン, 71,村田一, 0.2, 80,  -4,* 11, 9, 41.2, ⑧⑧
 4,15,Ｅグランデクオｰレ, 58,田辺裕, 0.4, 61,  -1,*  1, 5, 10.3, ⑭⑫, 4, 6,Ｃトリノレｰジョ, 63,岩田康, 0.7, 62,   2,  -4, 1,  2.5, ⑤⑤, 4, 6,Ｆハッピｰベリンダ, 68,三浦皇, 0.2, 72,  -1,* 12, 5,  7.6, ⑩⑩, 4, 6,Ｆロマネクイｰン, 71,岩田康, 0.2, 75,*  3,   0, 6, 20.3, ③③
 5,14,Ｈレスペｰト, 54,嘉藤貴, 0.5, 61,  -2,*  3,14,163.5, ⑯⑮, 5,11,Ｂデトロイトカフェ, 64,内田博, 0.8, 61,   0,  -4, 5,  9.9, ⑦⑦, 5,10,Ａエグランティｰナ, 78,田中勝, 0.2, 71,  -1,* 13, 2,  5.5, ⑪⑪, 5, 9,Ｂマリオｰロ, 76,戸崎圭, 0.3, 80,  -9,* 15, 1,  1.7, ⑪⑬
 6,12,Ｆテップシｰ, 57,内田博, 0.6, 60,  -2,*  3, 9, 25.5, ⑮⑭, 6,18,Ｆベツァオバｰン, 57,井上敏, 0.8, 61,  -3,   1, 3,  9.2, ⑨⑩, 6,15,Ｂベルプラｰジュ, 76,吉田豊, 0.3, 68,   1,   9, 1,  2.5, ⑦⑦, 6,10,Ｃアポロパレス, 75,石川裕, 0.3, 76,  -1,   4,13,130.4, ⑤⑤
 7, 2,Ｋラヴァｰズデイ, 51,勝浦正, 1.0, 57,   2,  -8, 8, 22.4, ⑨⑧, 7, 4,Ｌアラホウジョウ, 46,吉田豊, 0.9, 59,  -6,*  3,10, 29.0, ⑫⑪, 7, 7,Ｅピンクシャドウ, 69,西田雄, 0.5, 68,*  2,   5, 8, 22.8, ③③, 7, 3,Ｄクロイゼリンチャン, 73,吉田隼, 0.6, 68,*  6,  -9, 5, 16.5, ①①
 8, 9,Ａカナラズカナラズ, 69,津村明, 1.2, 53,*  7, -16, 2,  4.6, ②②, 8, 9, ハイレベルバイオ,---,三浦皇, 1.1, 56, -10,*  6, 8, 22.5, ⑯⑮, 8, 3,Ｇイデアオブクィｰン, 66,蛯名正, 0.7, 68,   2,   6, 4,  6.8, ⑥⑤, 8,13,Ａキネオピュｰマ, 77,ルメｰ, 0.6, 76, -10,* 13, 4,  8.2, ⑬⑭
 9, 5,Ｇニットウリエ, 56,原田和, 1.5, 53,  -1,  -8,10, 29.1, ⑬⑬, 9, 1,Ｇブラウンゴッデス, 55,柴山雄, 1.1, 57,  -7,*  3, 4,  9.5, ⑭⑬, 9, 5,Ｋリンガスアリュｰル, 65,柴田善, 1.1, 63,  -2,   5, 6, 12.0, ⑫⑫, 9,11,Ｇメイショウオオゼキ, 71,武幸四, 0.6, 75,  -7,   8,11, 61.9, ⑩⑩
10, 3, テイエムメｰリイ,---,丸田恭, 2.0, 48,   3, -18,13,130.8, ⑥⑤,10,16, オンファロス,---,田辺裕, 1.3, 55, -11,*  6, 7, 19.8, ⑰⑰,10, 9,Ｎトキノセレブ, 62,平野優, 1.8, 57,*  3,  -8,14,212.1, ②②,10, 8,Ｅダｰクマレイン, 72,丸田恭, 0.7, 70,  -2,   0,12, 68.6, ⑦⑦
11,13,Ｃプラセンタ, 61,江田照, 2.1, 48,   4, -20, 7, 14.6, ⑤⑦,11,17,Ｅフクノハイスピｰド, 60,的場勇, 1.5, 53,*  8, -23,12, 33.2, ①①,11, 2,Ｉクリノプリムラ, 66,江田照, 2.1, 56,   0,  -4,12,145.9, ⑨⑨,11, 7,Ｋキングクリチャン, 68,長岡禎, 0.8, 66,*  5, -12,15,189.2, ②②
12, 7,Ｍルスナイエリザベス, 43,井上敏, 2.9, 44,  -6, -12,16,277.7, ⑫⑯,12,14,Ｊジュビリｰライン, 48,オｰル, 1.5, 53,  -9,   1,11, 29.3, ⑮⑯,12,13,Ｍリヴァロ, 63,オｰル, 2.1, 56,   1,  -7,10, 90.9, ⑧⑧,12, 4,Ｉケツァルコアトル, 70,武士沢, 1.0, 70,  -7,   3,10, 49.1, ⑨⑨
13,11,Ｌトワノキラメキ, 45,西田雄, 3.2, 41,  -1, -24,15,203.6, ⑩⑪,13,12,Ｋカズノマンナ, 46,勝浦正, 1.8, 48,  -5, -10,14,164.5, ⑪⑫,13,11,Ｏシガｰロス, 50,石川裕, 2.2, 59,  -2,  -3,13,159.7, ⑬⑬,13,14,Ｊエクスクライム, 69,内田博, 1.2, 67,  -7,   2, 8, 32.8, ⑫⑪
