15年 5月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ2100m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｱｼｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｊジャジャンケン, 49,嘉藤貴,, 70,*  3,*  3, 5, 10.8, ①①, 1,10,Ｇニシノカブケ, 58,江田照,, 60,  -3,* -2, 3,  5.6,⑦⑦⑧, 1, 5,Ｂオリオンザムｰン, 77,田中勝,, 74,   4,*  8, 5,  8.7,⑤⑤④, 1,10,Ｅカチュｰシャ, 86,伊藤工,, 80,  11,  14, 7, 26.4, ②②
 2,16,Ｅソルティコメント, 55,柴田善, 0.0, 70,   0,*  8, 2,  3.6, ⑦⑦, 2, 5,Ａマイネルフレッチャ, 68,柴田大, 0.1, 63,  -4,*  2, 2,  3.2,⑭⑭⑫, 2, 3,Ｇキネオフライト, 72,柴田善, 0.3, 73,   2,* 10, 3,  8.4,⑩⑩⑧, 2,11,Ｊサトノプライマシｰ, 84,石橋脩, 0.0, 82,  11,  15, 6, 17.8, ③③
 3, 5, ベイビｰタピット,---,石橋脩, 0.4, 66,*  2,   1, 3,  4.2, ③③, 3, 2,Ｄトリプルミッション, 58,田中勝, 0.1, 62,  -2,  -6, 4,  7.5,⑪⑪⑦, 3, 8,Ｉデルマカマイタチ, 68,武士沢, 0.5, 70,*  5,   1,10,134.0,②②②, 3, 6,Ｃサウンドトゥルｰ, 87,大野拓, 0.2, 83,   6,* 21, 1,  2.7, ⑪⑪
 4, 3,Ａトｰセンモバイル, 68,江田照, 1.7, 57,  -1,  -6, 1,  3.5, ⑧⑧, 4, 7,Ｊインスタントリｰ, 52,大野拓, 0.2, 59,*  0, -11, 5, 17.3,④④④, 4,10,Ａプレジｰルシチｰ, 77,江田照, 0.5, 69,*  5,   1, 1,  2.6,①①①, 4, 9,Ｋヒラボクプリンス, 84,柴田大, 0.2, 82,  11,  14, 8, 26.5, ⑤⑤
 5,14, ミタイナ,---,柴田大, 2.2, 54,   0, -12, 8, 34.4, ⑤⑥, 5, 1,Ｃトドロキキシボジン, 59,井上敏, 0.2, 58,*  0, -13,11, 87.9,③③②, 5, 7,Ｅエルドリッジ, 73,大野拓, 0.6, 70,   3,   4, 2,  3.0,③④⑤, 5,12,Ｈタｰルタン, 84,三浦皇, 0.5, 80,  10,  12, 5,  9.7, ⑥⑥
 6, 9, フェルマｰ,---,松岡正, 2.2, 54, -12,*  7,11, 90.1, ⑯⑯, 6,14,Ｆアドラビリティ, 58,松岡正, 0.2, 60,*  1, -16, 7, 24.6,①①①, 6, 6,Ｊランドントウォｰク, 64,柴田大, 1.1, 68,   3,   1, 9, 58.3,⑦⑥⑥, 6, 3,Ｌクライスマイル, 81,丸田恭, 0.7, 77,   9,  13, 3,  6.6, ⑦⑦
 7, 7,Ｂトｰセンハイアｰ, 59,菅原隆, 2.5, 52,  -3, -11, 6, 14.8, ⑪⑩, 7,12,Ｈサトノファンタス, 53,藤田伸, 0.4, 60,  -2,  -5, 8, 29.0,⑨⑨⑩, 7, 4,Ｃバンクシｰ, 74,井上敏, 1.4, 67,   1,   3, 4,  8.6,⑧⑨⑩, 7, 1,Ｇタイセイファントム, 85,吉田豊, 0.7, 77,   8,  15,12, 74.9, ⑨⑨
 8,10,Ｆシュンクルｰズ, 55,二本柳, 2.6, 51,   1, -17,14,152.7, ⑥④, 8, 6,Ｂエレガントソング, 59,吉田豊, 0.5, 57,  -1, -14, 6, 24.6,⑤⑤⑤, 8, 2,Ｈゲンパチケンザン, 71,松岡正, 1.6, 63,*  5,  -7, 7, 15.2,⑨③③, 8, 4,Ｉサトノプリンシパル, 84,松岡正, 0.9, 73,* 14,   3, 4,  8.2, ①①
