15年10月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■ 4R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,堀川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａバオバブ, 51,福永祐,, 55,* -3,  -8, 1,  1.3, ①①, 1, 9, ドライバｰズハイ,---,太宰啓,, 61,  -6,*  2, 3,  4.7,⑧⑥④, 1, 2,Ａメイショウブイダン, 78,国分優,, 80,   8,   4, 1,  2.8, ⑥⑤, 1, 2,Ｃハピネスダンサｰ, 80,川田将,, 77,   0,* 20, 2,  3.6, ⑦⑧
 2,11,Ｇシゲルオニアジ, 37,和田竜, 0.0, 53,  -7,* -5, 4, 11.1, ④③, 2, 3, ハギノグランコｰト,---,川須栄, 0.3, 58,  -6,  -1, 6, 10.2,③③③, 2, 4,Ｆシェアザジョイフル, 67,幸英明, 0.1, 80,   9,   1, 5,  9.7, ④④, 2, 7,Ｆテルメディカラカラ, 77,武豊  , 0.2, 73,   5,  10, 3,  6.4, ③④
 3, 4,Ｃナナパンチ, 45,太宰啓, 0.1, 54,* -5,  -7, 2,  7.1, ②②, 3, 1, アナザヘヴン,---,福永祐, 0.5, 55,  -7,*  1, 2,  4.7,⑥⑦⑤, 3, 5,Ｄタガノスカイ, 68,和田竜, 0.2, 77,   6,   2, 7, 14.7, ⑦⑦, 3, 8,Ｋティｰエスクライ, 67,和田竜, 0.3, 74,   5,   8, 5, 13.6, ④③
 4, 1,Ｋアイアンアヴァロン, -9,国分恭, 0.7, 47, -12,* -5, 9,217.9, ⑧⑦, 4, 7, トウケイワラウカド,---,小牧太, 0.8, 53,* -5,  -7, 5,  8.1,②②②, 4,11,Ｌティｰエスバラ, 63,松山弘, 0.6, 71,   5,  -2,12, 31.1, ⑧⑧, 4, 4,Ｂレッドオｰラム, 80,小牧太, 0.4, 74,  -1,* 17, 9, 20.4, ⑪⑪
 5, 6,Ｄシゲルニジョウサバ, 44,幸英明, 1.1, 43,  -9, -13, 6, 27.3, ⑤⑤, 5, 2, ヤマニンエスペロス,---,佐藤友, 2.2, 43,  -9, -12, 7, 15.1,⑨⑨⑧, 5,18,Ｐコリャコリャ, 57,佐藤友, 0.6, 68,  -8,* 12,16,228.6, ⑯⑯, 5,11,Ｄオｰキッドレイ, 79,太宰啓, 0.4, 69,*  7,  -1,10, 43.4, ①①
 6,10,Ｅガｰルズティアラ, 41,松山弘, 1.2, 42, -10, -13, 3,  7.4, ⑥⑥, 6, 4, テイエムボンドン,---,国分優, 2.6, 40,  -7, -20, 8, 49.3,④④⑦, 6, 7,Ｊカノヤカンザクラ, 65,太宰啓, 0.6, 68,  -3,*  6,11, 26.6, ⑭⑭, 6, 9,Ｅリラコサｰジュ, 78,福永祐, 0.5, 71,   4,   9, 8, 15.8, ⑥⑤
 7, 9,Ｆシゲルホンダイ, 41,三津谷, 2.2, 32, -13, -18, 7, 61.5, ⑨⑩, 7, 5, ホッコｰフウガ,---,幸英明, 3.0, 37,* -5, -27, 1,  3.1,①①①, 7, 9,Ｅキンシノキセキ, 68,田中健, 0.7, 68,   0,   3, 9, 23.1, ⑫⑫, 7,12,Ｌナムラアン, 64,幸英明, 0.7, 70,   2,   8, 1,  2.8, ⑧⑦
 8, 8,Ｂテイエムハイボｰル, 45,浜中俊, 2.2, 34,  -6, -25, 5, 11.3, ③④, 8, 8, ミスタｰウインディ,---,和田竜, 4.2, 30,  -6, -35, 9, 50.6,⑤⑤⑥, 8, 3,Ｋグレｰスドゥモナコ, 64,森一馬, 0.7, 69,   4,  -2, 4,  8.7, ⑨⑨, 8,10,Ａカラフルブラッサム, 81,浜中俊, 0.7, 66,*  6,  -1, 4,  8.6, ②②
