15年 4月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安房特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂユウユウ, 55,三浦皇,, 54,*  1,  -1, 1,  3.1, ②②, 1, 4,Ｇショウナンアイ, 59,北村宏,, 67,* -6,* 12, 7, 24.6,①②③, 1, 4,Ａワインシャワｰ, 75,吉田豊,, 71,   8,   5, 1,  1.4, ④④, 1, 1,Ｇディスキｰダンス, 75,戸崎圭,, 75,   8,*  9, 1,  3.2,⑫⑩⑩
 2,13,Ｄアンジェリｰ, 47,柴田善, 0.3, 51,  -2,  -1, 2,  5.1, ④③, 2,10,Ａクラウンシャイン, 65,三浦皇, 0.4, 64,* -6,*  8, 2,  3.3,③③②, 2, 7,Ｆオｰロラッシュ, 71,田辺裕, 0.1, 71,   1,  11, 7, 20.1, ⑨⑨, 2, 7,Ｃプレストウィック, 78,津村明, 0.0, 73,   9,   5, 7, 19.4,⑦⑥⑥
 3, 8,Ｈイクシア, 36,北村宏, 0.4, 50,  -3,   0, 4,  6.7, ⑦⑦, 3,12,Ｄダイワエクシｰド, 60,田辺裕, 0.6, 60,* -5,   4, 5, 14.8,⑦①①, 3,12,Ｌアサマ, 63,武士沢, 0.2, 69,  -4,* 14, 4, 12.0, ⑮⑪, 3, 3,Ｄレオニｰズ, 77,田中勝, 0.1, 74,   7,   6, 4,  8.8,⑨⑨⑧
 4,12,Ｆメニｰサンクス, 42,村田一, 0.4, 50,  -2,  -2, 5,  7.8, ⑤⑤, 4, 6,Ｆエメラルエナジｰ, 59,石川裕, 1.1, 61,  -7,   4, 4,  7.9,②④④, 4, 8,Ｂクワドルｰプル, 75,内田博, 0.2, 69,  -4,* 13, 3, 10.1, ⑭⑬, 4, 2,Ｈエイダイポイント, 74,岩部純, 0.1, 75,   8,*  9, 8, 20.1,⑩⑫⑨
 5, 6,Ｅカナリ, 42,石橋脩, 0.8, 46,*  2,  -9, 7, 16.9, ①①, 5, 2,Ｉディｰエスレイザｰ, 53,横山典, 1.2, 56,  -8,   5, 6, 23.9,⑫⑦⑤, 5,16,Ｅサウスリュウセイ, 71,江田照, 0.5, 67,   2,   6, 9, 24.0, ⑧⑦, 5, 5,Ｉヨッヘイ, 72,大野拓, 0.1, 74,   7,*  9, 5, 10.7,⑧⑪⑫
 6, 1,Ａオｰゴンマリア, 60,蛯名正, 1.3, 42,  -2,  -9, 3,  5.7, ③④, 6, 3,Ｂミスエリカ, 63,戸崎圭, 1.5, 55,  -8,   2, 1,  2.1,④⑤⑥, 6, 5,Ｊディアドナテロ, 65,勝浦正, 0.5, 67,   2,   6,14,161.2, ⑦⑥, 6, 4,Ｆナンヨｰケンゴｰ, 76,柴山雄, 0.2, 72,   9,   3, 6, 10.7,⑪⑦⑦
 7, 2,Ｃロイヤルアスカ, 49,木幡初, 1.3, 42,  -7,  -4,12, 93.7, ⑨⑨, 7, 7,Ｅブリアンナ, 59,蛯名正, 2.0, 53, -10,   1, 9, 53.7,⑧⑧⑧, 7, 9,Ｄアヴェｰヌモン, 71,石橋脩, 0.6, 65,*  9,  -2, 8, 23.6, ③③, 7, 9,Ａアカノジュウハチ, 82,北村宏, 0.2, 71,   9,  -1, 3,  5.7,⑤④③
 8,16,Ｊトｰセンバンビｰナ, 20,菅原隆, 1.6, 39,  -4, -10,13,121.7, ⑧⑧, 8,11,Ｏトゥルｰスナイト, 36,木幡初, 2.3, 51, -10,  -1,13,274.3,⑥⑨⑨, 8,15,Ｉサンタナブルｰ, 66,柴田大, 0.7, 66,  -7,* 13, 6, 19.8, ⑯⑯, 8, 6,Ｅエタンダｰル, 77,田辺裕, 0.4, 71,   9,  -1, 2,  3.7,④⑤⑤
