15年12月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝2000m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 8,14,Ｊトウケイドライヴ, 40,武豊  , 1.9, 47,   0, -14, 5, 14.5, ⑫⑨, 8, 5, カソク,---,秋山真, 0.5, 40,*-21,  -7,11, 43.0, ③④, 8,13,Ｃサダムダイジョウブ, 76,川田将, 0.8, 73,   1,* 13, 4,  8.0,⑭⑮⑮, 8, 2,Ｎダイワマッジョｰレ, 79,アッゼ, 0.6, 89,   0,* 19,10, 24.6, ⑯⑯
 9, 3,Ａアリノマンボ, 69,加藤祥, 1.9, 47,   1, -16, 1,  2.9, ⑦⑪, 9,14, オンブルオｰル,---,アッゼ, 0.5, 43, -25,  -2, 6, 14.1, ⑨⑨, 9,12,Ｅオリハルコン, 76,ボウマ, 1.0, 69,   4,   5, 5,  8.9,⑬⑪⑩, 9,16,Ｇマイネルアウラｰト, 85,ボウマ, 0.6, 85,   6,  10,12, 41.1, ⑧⑦
10,16,Ｐホッコｰスイセイ, 30,池添謙, 2.1, 46,   3, -20,10, 50.8, ⑥⑤,10, 9, クラウンサングリア,---,太宰啓, 0.6, 43, -33,*  5,16,296.4, ⑭⑮,10,15,Ａシュネｰル, 77,浜中俊, 1.1, 67,*  8,  -3, 8, 13.8,⑦④③,10,14,Ｆクラレント, 86,内田博, 0.8, 83,   4,   9, 9, 17.8, ⑩⑩
11,12,Ｄテイエムフライヤｰ, 52,義英真, 2.7, 41,   1, -23,16,229.8, ⑪⑩,11,18, ゲンパチヨシツネ,---,古川吉, 0.7, 38, -22,  -8, 5, 10.6, ⑤⑤,11,10,Ｇカシノランド, 73,鮫島克, 1.1, 67,*  8,  -4, 7, 12.2,②②②,11,11,Ｈタガノブルグ, 85,川田将, 0.9, 84,  -2,  16,14,105.7, ⑰⑰
12, 2,Ｌクリノシャンティイ, 38,藤岡康, 2.9, 41,*  8, -34, 8, 29.0, ②②,12, 6, トウケイエｰス,---,小牧太, 1.0, 38, -30,  -2, 9, 27.4, ⑫⑬,12,16,Ｍコンクエストシチｰ, 65,太宰啓, 1.2, 68,   5,   3,12,140.9,⑪⑫⑪,12,10,Ｐメイショウツガル, 77,古川吉, 1.1, 79,   2,   8,17,459.2, ⑭⑮
13, 5,Ｉナンヨｰトゥルｰプ, 42,佐藤友, 3.3, 35,  -4, -22,11, 52.4, ⑬⑯,13, 7, マジョレット,---,川島信, 1.0, 40, -33,*  2,10, 30.5, ⑰⑭,13, 2,Ｐペプチドムｰン, 52,義英真, 2.0, 63,   4,  -3,14,292.5,⑫⑬⑬,13, 9,Ｏメイショウライナｰ, 78,幸英明, 1.1, 79,   6,   4,15,189.1, ⑦⑨
14,10,Ｋドルフィンマｰク, 38,ボウマ, 3.3, 35,   2, -31, 6, 17.3, ⑤⑦,14,10, ロッソオンダｰク,---,松若風, 1.3, 32, -26, -11,13,120.5, ⑧⑩,14, 8,Ｏグランドデザイン, 55,岩崎翼, 2.4, 60,   5, -10,11,119.9,⑤⑦⑫,14,17,Ｌスマｰトオリオン, 82,武幸四, 1.2, 77,*  9,  -2,13, 63.5, ③③
15,15,Ｆソフトランディング, 48,岩田康, 3.5, 34,   2, -33, 7, 28.9, ④⑥,15, 8, キリエレガント,---,佐藤友, 1.3, 35, -29,  -5,15,161.1, ⑪⑫,15,11,Ｎダンシング, 56,酒井学, 3.4, 53,   7, -21,15,314.8,③③⑦,15, 8,Ｅダノンシャｰク, 87,ルメｰ, 1.3, 77,   3,   5, 4, 10.1, ⑪⑫
16, 6,Ｍアウェイキング, 38,柴田未, 3.7, 33,  -1, -29,14,191.6, ⑩⑭,16, 3, タマモパフュｰム,---,加藤祥, 1.4, 34, -33,  -3,17,314.5, ⑮⑰,16, 5,Ｋビッグスペンダｰ, 67,竹之下, 3.9, 51,   0, -11,13,206.8,⑯⑯⑯,16, 4,Ｋテイエムタイホｰ, 83,松田大, 1.3, 76,*  9,  -3, 6, 13.8, ②②
,,,,,,,,,,,,17,16, イケジュンクイｰン,---,松田大, 1.5, 32, -31,  -7,18,332.0, ⑯⑯,,,,,,,,,,,,,17, 7,Ｉアクティブミノル, 84,武豊  , 1.3, 75,*  9,  -5, 7, 16.5, ①①
,,,,,,,,,,,,18,11, リベランジェロ,---,北村友, 1.9, 27, -36,  -7,14,143.3, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:4),,,,,,,,,,,
"単勝:730円 複勝:13=240円 11=5,580円 04=170円 枠連:14,750円",,,,,,,,,,,,"単勝:2,180円 複勝:01=440円 04=150円 12=410円 枠連:740円",,,,,,,,,,,,"単勝:350円 複勝:07=170円 03=300円 04=810円 枠連:1,920円",,,,,,,,,,,,"単勝:820円 複勝:13=280円 15=320円 01=140円 枠連:1,930円",,,,,,,,,,,
"馬連:74,370円 ワイド:11-13=18,380円 04-13=590円 04-11=15,190円",,,,,,,,,,,,"馬連:2,600円 ワイド:01-04=1,060円 01-12=4,330円 04-12=1,220円",,,,,,,,,,,,"馬連:2,840円 ワイド:03-07=1,080円 04-07=2,200円 03-04=3,160円",,,,,,,,,,,,"馬連:5,940円 ワイド:13-15=1,860円 01-13=680円 01-15=830円",,,,,,,,,,,
"馬単:60,710円 3連複:104,410円 3連単:811,090円",,,,,,,,,,,,"馬単:6,670円 3連複:13,700円 3連単:104,130円",,,,,,,,,,,,"馬単:4,440円 3連複:18,730円 3連単:70,110円",,,,,,,,,,,,"馬単:9,350円 3連複:6,830円 3連単:49,650円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1400m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,江坂特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ｄドゥｰカ, 64,川田将,, 71,*  5,  -4, 4,  5.5, ②②, 1, 2, ナムラアラシ,---,小林徹,, 67,  -4,*  9, 4,  7.9,④④③, 1, 1,Ａアルタｰ, 89,ルメｰ,, 86,   9,* 13, 1,  2.7,⑨⑨⑧, 1, 6,Ａカフジテイク, 81,秋山真,, 79,  -1,* 19, 2,  4.3, ⑯⑯
 2, 8,Ｂディｰプエクシｰド, 66,岩田康, 0.1, 70,   1,*  0, 1,  3.9, ⑩⑧, 2, 6, グロリアスメｰカｰ,---,藤岡康, 0.6, 61,* -3,   2, 2,  3.9,①①①, 2, 6,Ｋサンデｰウィザｰド, 78,和田竜, 0.2, 87,* 10,*  9,13, 60.4,⑤④⑥, 2, 4,Ｂロｰドヴォルケｰノ, 79,勝浦正, 0.4, 75,   4,   8, 7, 13.8, ⑨⑩
 3, 6,Ｆエマノン, 62,浜中俊, 0.2, 69,   0,*  2, 3,  5.0, ⑯⑪, 3, 9, ベルクリア,---,デムｰ, 0.6, 60,  -5,*  6, 1,  2.3,⑤⑤⑥, 3, 2,Ｅカラフルブラッサム, 80,岩田康, 0.6, 82,   7,*  9, 3,  6.4,⑪⑫⑪, 3, 8,Ｈロスヴァイセ, 76,浜中俊, 0.5, 75,   2,   9, 9, 22.8, ⑬⑫
 4, 1,Ｇレッドヴェルサス, 60,ボウマ, 0.3, 68,   3,  -4, 5,  7.0, ⑧⑦, 4, 1, エレジェントマイン,---,加藤祥, 1.2, 58,  -6,   1, 7, 32.7,⑦⑧⑤, 4, 7,Ｇマドリｰドカフェ, 79,川島信, 0.6, 83,   9,   6, 9, 32.2,②⑦⑨, 4,10,Ｊマズルファイヤｰ, 74,岩田康, 0.5, 74,   2,   9,10, 26.1, ⑪⑪
 5,11,Ｈナｰウル, 57,松若風, 0.7, 65,  -6,*  5, 8, 33.1, ⑱⑱, 5, 8, タマモマリンバ,---,国分恭, 1.5, 55,* -3,  -6, 8, 33.0,②②②, 5, 8,Ｉディルガ, 78,武豊  , 0.8, 78,* 10,  -3, 7, 19.6,⑦⑤③, 5,11,Ｋメジャｰガラメキ, 74,小崎綾, 0.5, 74,* 10,   0, 8, 19.7, ①①
 6,16,Ａラスファジャス, 71,菱田裕, 1.0, 59,*  5, -20, 6,  7.7, ①①, 6, 3, スクリュｰネイバｰ,---,和田竜, 2.0, 52,  -5,  -7, 6, 18.0,⑨⑦⑧, 6,15,Ｌエクストレミティｰ, 76,アッゼ, 0.8, 80,   7,   6, 5, 11.9,⑬⑪⑫, 6,16,Ｉワイルドダラｰ, 75,デムｰ, 0.5, 74,   1,* 11, 4,  8.2, ⑭⑬
 7, 2,Ｅスペｰドクイｰン, 64,ルメｰ, 1.1, 57,   3, -17, 2,  4.7, ⑤④, 7, 4, シュルｰバック,---,古川吉, 2.8, 46,  -7, -11, 9,105.9,⑧⑨⑦, 7, 9,Ｄクリプトグラム, 80,内田博, 0.9, 81,   7,   7, 2,  3.6,⑭⑬⑮, 7, 1,Ｇアイアムナチュラル, 77,ボウマ, 0.5, 74,*  8,   3, 6, 10.8, ③③
 8, 7,Ｊショｰストｰム, 54,藤岡康, 1.1, 58,   3, -17, 7, 27.3, ⑨⑥, 8, 7, スカイエモｰション,---,小牧太, 3.4, 42,  -5, -21, 5, 12.5,③③④, 8, 4,Ｃアドマイヤカｰリン, 81,川田将, 1.3, 75,   9,  -6,11, 53.9,⑥⑧⑦, 8,12,Ｃショコラブラン, 79,鮫島克, 0.7, 73,   6,   3, 3,  7.4, ⑦⑥
 9,12,Ｌマｰティンクリベｰ, 48,和田竜, 1.4, 56,   1, -18,11,123.1, ⑦⑩, 9, 5, キャプテンブレイズ,---,武豊  , 4.1, 37,  -5, -25, 3,  4.0,⑥⑥⑨, 9,12,Ｂグランディフロｰラ, 82,松若風, 1.4, 74,* 10,  -8, 6, 13.3,①③⑤, 9, 9,Ｅガンジｰ, 79,幸英明, 0.9, 72,   4,   4, 5,  8.9, ⑩⑨
10,14,Ｉオｰルドラゴン, 55,義英真, 1.4, 56,*  4, -22,10, 66.5, ③③,,,,,,,,,,,,,10, 3,Ｎクロニクルスカイ, 71,勝浦正, 1.6, 72,* 10, -13,14, 96.7,⑩⑥④,10, 5,Ｍサンマルアリュｰル, 70,小牧太, 1.1, 71,   2,   4,13, 52.3, ⑫⑭
11,13,Ｋバイキングスタｰ, 50,酒井学, 1.6, 55,  -2, -12,14,290.3, ⑮⑮,,,,,,,,,,,,,11,14,Ｊシャンパｰニュ, 78,デムｰ, 1.6, 71,* 11, -15, 4,  9.9,⑧②②,11, 7,Ｏウインクルキラリ, 68,松若風, 1.1, 72,   0,   8,16,221.6, ⑮⑮
12, 5,Ｍブラックインパクト, 44,加藤祥, 1.6, 53,  -1, -17,12,150.8, ⑫⑫,,,,,,,,,,,,,12,10,Ｈレッドアルティスタ, 79,菱田裕, 1.7, 72,   7,  -6, 8, 27.0,⑫⑭⑬,12, 3,Ｎアドマイヤビジン, 68,菱田裕, 1.1, 70,   5,   0,11, 26.2, ⑥⑧
13, 9,Ｐラトナプラ, 38,幸英明, 2.3, 48,  -2, -24,13,195.5, ⑬⑭,,,,,,,,,,,,,13, 5,Ｏレッドシェリフ, 71,小牧太, 2.1, 69,   7, -13,15,182.4,④⑩⑩,13, 2,Ｄサウススタｰマン, 79,川田将, 1.2, 69,   7,  -3, 1,  3.8, ⑤⑤
14, 3,Ｎジョウショウキセキ, 42,国分優, 2.3, 45,  -3, -24,17,441.8, ⑰⑬,,,,,,,,,,,,,14,11,Ｆレイトライザｰ, 80,浜中俊, 2.3, 67,   8, -14,12, 60.1,⑮⑮⑭,14,14,Ｐマッセナ, 62,加藤祥, 1.2, 69,*  9,  -5,15,186.7, ②②
