15年 9月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,10,Ｋシゲルシマカツオ, 22,松山弘, 2.6, 40,  -1, -19,10,105.4, ⑦⑥, 9, 9, アｰサｰバロｰズ,,林満明,205.6,,,, 7, 22.7,⑩⑩⑨, 9,16,Ｋキュｰクッキング, 64,幸英明, 1.0, 69,* 13, -16,13, 68.2, ③③, 9, 6,Ｉリラヴァティ, 78,ルメｰ, 0.9, 80,  -2,  13, 4,  7.0,⑩⑫⑪
10, 5,Ｈマイネルアｰベント, 30,松若風, 2.8, 37,  -7, -14, 3,  7.4, ⑪⑩,10, 5, ミスタｰビッグ,,中村将,209.7,,,,10,111.5,⑫⑫⑪, 9, 8,Ｉオベｰション, 65,酒井学, 1.0, 65,   3,  -3,14, 73.2, ⑮⑬,10,12,Ｊポセイドンバロｰズ, 77,秋山真, 0.9, 82,  -4,* 16,12, 33.8,⑫⑪⑫
11, 2,Ｃテイエムハｰトダン, 42,高倉稜, 3.1, 35,  -5, -19,11,141.6, ⑩⑫,11,12, セイマイスタｰ,,黒岩悠,209.9,,,,13,226.2,⑪⑪⑩,11, 2,Ｌサチノクイｰン, 64,太宰啓, 1.1, 67,* 15, -20, 9, 18.9, ①①,11,13,Ｌアドマイヤドバイ, 77,幸英明, 1.1, 78,  -1,   8, 7, 18.6,⑨⑨⑨
12, 7,Ｇゴｰルデンリバｰ, 34,城戸義, 3.6, 32,  -3, -23, 9, 69.9, ⑨⑨,12, 4, シゲルヒキヤマ,,植野貴,213.8,,,,11,141.1,⑬⑬⑫,12,15,Ｇスマｰトカルロス, 67,鮫島克, 1.1, 64,   6,  -8, 4,  7.6, ⑫⑩,12, 5,Ｋベルニｰニ, 77,菱田裕, 1.3, 73,  -1,   5,13, 37.2,⑧⑧⑧
13, 4,Ｌセルリアンシリウス, 21,藤懸貴, 4.8, 22,  -7, -30,12,173.6, ⑫⑬,,,,,,,,,,,,,13,11,Ｒセルリアンシュロス, 58,高倉稜, 1.1, 66,   9, -13,17,201.6, ⑥⑥,13,14,Ｄネコタイショウ, 79,武豊  , 1.3, 76,  -4,  11, 8, 21.0,⑬⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,14,17,Ｊウインソワレ, 65,松山弘, 1.2, 65,   9, -15, 8, 17.3, ⑤④,14, 9,Ｅマテンロウボス, 79,四位洋, 1.5, 75,  -5,  11, 5,  7.2,⑭⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｐゲネラルプロｰベ, 61,小牧太, 1.7, 57,   2, -11,15, 85.2, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｎメイショウタラチネ, 62,武豊  , 2.0, 55,  11, -26,10, 27.8, ④⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｑアドマイヤスカイ, 60,藤岡康, 2.2, 52,   2, -17, 6, 10.5, ⑯⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,10,Ｈショウナンマキシム, 65,松若風, 2.8, 47,* 14, -39,16,136.2, ②②,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
"単勝:340円 複勝:08=150円 09=410円 03=860円 枠連:2,500円",,,,,,,,,,,,"単勝:260円 複勝:01=150円 03=210円 02=270円 枠連:1,590円",,,,,,,,,,,,単勝:410円 複勝:14=180円 04=370円 18=740円 枠連:460円,,,,,,,,,,,,"単勝:980円 複勝:02=300円 07=1,750円 10=160円 枠連:3,740円",,,,,,,,,,,
"馬連:1,980円 ワイド:08-09=850円 03-08=1,160円 03-09=4,140円",,,,,,,,,,,,"馬連:1,360円 ワイド:01-03=570円 01-02=550円 02-03=1,000円",,,,,,,,,,,,"馬連:2,590円 ワイド:04-14=1,060円 14-18=1,870円 04-18=4,160円",,,,,,,,,,,,"馬連:38,520円 ワイド:02-07=8,700円 02-10=570円 07-10=5,450円",,,,,,,,,,,
"馬単:2,850円 3連複:18,620円 3連単:60,430円",,,,,,,,,,,,"馬単:2,170円 3連複:2,850円 3連単:11,950円",,,,,,,,,,,,"馬単:4,630円 3連複:26,430円 3連単:120,890円",,,,,,,,,,,,"馬単:63,970円 3連複:38,640円 3連単:343,750円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  芝2000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,神戸新聞杯 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａエイシンギガント, 67,松田大,, 62,*  4,  -5, 7, 22.0, ③③, 1, 8, ロライマ,---,ルメｰ,, 75, -23,* 29, 2,  2.8,⑤⑤⑤, 1,14,Ｂココ, 74,鮫島克,, 78,* 10,*  2, 2,  3.3,③②①, 1, 6,Ｂリアファル, 88,ルメｰ,, 92,* 10,* 22, 3,  8.0,①①①
 2,11,Ｈクラリティｰアイズ, 49,戸崎圭, 0.2, 59,*  6, -10, 4, 14.8, ②②, 2, 7, エックスマス,---,武豊  , 0.0, 73, -22,  26, 3,  4.4,③③③, 2, 5,Ｅビスカリア, 72,菱田裕, 1.0, 74,   4,*  6, 8, 28.1,⑬⑫⑩, 2, 5,Ｃリアルスティｰル, 88,福永祐, 0.3, 90,   7,* 23, 1,  1.9,⑧⑧⑨
 3, 3,Ｂゴｰフォワｰド, 52,武豊  , 0.3, 58,   1,  -5, 6, 20.9, ⑥⑦, 3, 2, ゴットロマｰネ,---,古川吉, 0.4, 69, -24,  25, 6, 28.1,⑥⑥⑥, 3,12,Ｄウルティマミュｰズ, 73,浜中俊, 1.4, 70,   9,  -7, 1,  3.2,⑪⑦④, 3, 9,Ｇトｰセンバジル, 81,四位洋, 0.7, 88,   6,* 22, 7, 21.5,⑬⑭⑭
 4, 2,Ｊショｰストｰム, 44,藤岡康, 0.3, 59,   0,* -2,10, 54.6, ⑧⑧, 4, 4, エルリストン,---,浜中俊, 0.5, 67, -23,  22, 1,  2.7,④④④, 4,15,Ｊカルシャン, 64,戸崎圭, 1.5, 70,   3,*  4, 5, 12.6,⑭⑭⑫, 4,11,Ｉバイガエシ, 79,古川吉, 0.9, 83,*  9,  12, 8, 24.7,⑦⑦④
 5, 1,Ｄドゥｰカ, 51,大下智, 0.4, 58,  -2,* -1, 3, 10.3, ⑫⑫, 5, 5, タンブリンマン,---,幸英明, 0.5, 64,*-19,  12, 5, 23.9,①①①, 5, 9,Ｃチャｰミングポッケ, 73,加藤祥, 1.7, 67,* 10, -11, 7, 21.2,⑤③③, 5, 3,Ｊジュンスパｰヒカル, 79,小牧太, 1.1, 85,   6,  16,14,149.6,⑩⑨⑬
 6,12,Ｆビナイｰグル, 50,和田竜, 0.4, 59,   1,  -5, 8, 22.7, ⑪⑩, 6, 1, ゴｰルドグリッタｰ,---,福永祐, 1.1, 59, -24,  15, 4,  5.0,⑦⑦⑦, 6, 1,Ｆアイスブレイク, 70,武豊  , 2.0, 65,   9, -13, 4,  7.6,⑥⑥⑤, 6, 2,Ｋレッドソロモン, 76,川須栄, 1.2, 81,*  9,   9, 9, 35.9,③③⑤
 7,10,Ｇダノンレｰザｰ, 49,川田将, 0.8, 53,   3, -14, 2,  3.4, ⑦⑥, 7, 6, ガウェイン,---,国分優, 1.3, 52,*-20,   3, 8, 66.6,②②②, 7,10,Ｇルアノヴァ, 69,小牧太, 2.1, 69,   2,*  2,11, 53.0,⑮⑮⑭, 7, 7,Ｆアルバｰトドック, 81,藤岡康, 1.2, 84,   6,  16, 4,  9.0,⑫⑮⑮
 8, 6,Ｅディアマンテベルデ, 51,浜中俊, 1.0, 49,*  7, -24, 9, 41.7, ①①, 8, 3, メイショウダッサイ,---,戸崎圭, 3.1, 35, -27,  -7, 7, 41.0,⑧⑧⑧, 8, 3,Ｉサンレイフレンチ, 66,義英真, 2.2, 66,   8, -11,14,246.3,⑧⑧⑥, 8,10,Ｏタガノエスプレッソ, 74,菱田裕, 1.3, 82,   8,  12,13, 89.2,⑭⑫⑪
 9, 5,Ｉイザナイ, 45,松若風, 1.0, 49,   3, -17,12,137.0, ⑤⑤,,,,,,,,,,,,, 9, 2,Ａクライミングロｰズ, 74,松若風, 2.4, 65,* 11, -19, 3,  5.1,①①②, 9, 1,Ｈサンライズセンス, 81,幸英明, 1.4, 81,   7,   9,10, 38.2,⑥⑥⑧
10, 4,Ｎライトブリンガｰ, 36,鮫島克, 1.2, 49,  -3, -10,13,174.6, ⑭⑭,,,,,,,,,,,,,10,11,Ｈマッカナバラ, 68,松山弘, 2.5, 64,   6, -10,10, 45.4,⑨⑩⑨,10,12,Ｌサラトガスピリット, 76,和田竜, 1.5, 79,*  9,   4,11, 56.3,⑨⑩⑦
11, 7,Ｍセトノチｰタｰ, 40,福永祐, 1.3, 47,   2, -18, 5, 16.8, ⑨⑨,,,,,,,,,,,,,11, 6,Ｍカオｰル, 57,藤岡康, 3.2, 58,   7, -18, 6, 13.1,⑦⑨⑧,11,13,Ａティルナノｰグ, 90,武豊  , 1.7, 75,*  9,  -1, 6, 19.3,②②②
12,15,Ｃショウナンアヴィド, 52,ルメｰ, 1.3, 47,  -2, -14, 1,  1.8, ⑬⑬,,,,,,,,,,,,,12,13,Ｌスリｰチアサウス, 60,城戸義, 4.2, 53,   8, -30,13,238.7,④⑤⑦,12, 4,Ｎレッドアルティスタ, 75,川田将, 1.7, 77,*  9,   2,12, 80.4,⑤⑤⑥
13,13,Ｌギャディス, 41,松山弘, 1.7, 43,*  4, -30,11,103.4, ④④,,,,,,,,,,,,,13, 4,Ｎスリｰアンゼラ, 49,秋山真, 4.7, 47,   5, -27,12,191.7,⑩⑪⑪,13,15,Ｅマッサビエル, 82,戸崎圭, 1.9, 75,   7,   3, 2,  6.6,⑮⑬⑫
14,16,Ｋゴｰルド, 43,鮫島良, 1.8, 45,  -4, -17,16,449.6, ⑮⑮,,,,,,,,,,,,,14, 8,Ｋメイショウヒマワリ, 61,和田竜, 5.5, 44,   7, -39, 9, 42.4,②④⑬,14, 8,Ｄキロハナ, 83,浜中俊, 1.9, 75,   8,   3, 5, 10.2,⑪⑪⑩
15, 8,Ｐコスモアモル, 26,国分恭, 2.0, 41,  -6, -19,14,274.0, ⑯⑯,,,,,,,,,,,,,15, 7,Ｏツルミスカイ, 38,川島信, 5.7, 43,   2, -30,15,319.8,⑫⑬⑮,15,14,Ｍゼンノブレｰメン, 76,松山弘, 3.7, 59,*  9, -28,15,274.8,④④③
16,14,Ｏテトラコｰド, 28,水口優, 2.9, 30,   0, -40,15,339.5, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,200円 複勝:09=710円 11=470円 03=540円 枠連:1,170円",,,,,,,,,,,,単勝:280円 複勝:08=120円 07=150円 02=430円 枠連:0円,,,,,,,,,,,,"単勝:330円 複勝:14=140円 05=390円 12=150円 枠連:2,760円",,,,,,,,,,,,単勝:800円 複勝:06=240円 05=120円 09=370円 枠連:380円,,,,,,,,,,,
"馬連:12,150円 ワイド:09-11=3,230円 03-09=3,470円 03-11=2,570円",,,,,,,,,,,,"馬連:590円 ワイド:07-08=270円 02-08=1,240円 02-07=1,220円",,,,,,,,,,,,"馬連:3,150円 ワイド:05-14=830円 12-14=250円 05-12=920円",,,,,,,,,,,,"馬連:910円 ワイド:05-06=460円 06-09=2,600円 05-09=720円",,,,,,,,,,,
"馬単:28,370円 3連複:60,400円 3連単:350,310円",,,,,,,,,,,,"馬単:990円 3連複:4,290円 3連単:12,400円",,,,,,,,,,,,"馬単:4,430円 3連複:2,170円 3連単:15,260円",,,,,,,,,,,,"馬単:2,290円 3連複:5,170円 3連単:28,170円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1200m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,甲東特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃドリｰムキラリ, 63,戸崎圭,, 65,*  6,* -7, 2,  3.4,⑤⑤③, 1,12, ヴェンジェンス,---,幸英明,, 68,*  3,*  0, 1,  2.9, ②②, 1, 5,Ｆダッシングブレイズ, 73,浜中俊,, 82,   3,* 21, 2,  3.8, ⑨⑨, 1, 9,Ｅパｰティｰドレス, 77,ルメｰ,, 82,   2,* 18, 3,  6.5, ⑨⑨
 2, 7,Ｂエイシンタルトゥ, 66,福永祐, 0.0, 65,*  6,* -7, 1,  2.2,③②②, 2,11, トラストマヴィア,---,川須栄, 0.7, 64,*  4,* -8, 4,  7.9, ①①, 2, 4,Ｃサイモンラムセス, 79,ルメｰ, 0.3, 78,   6,* 13, 5,  8.4, ⑤⑤, 2, 4,Ａメイショウユメゴゼ, 80,福永祐, 0.1, 80,   7,  13, 2,  4.6, ⑤⑤
 3,12,Ｆシンボリシャガｰル, 55,川島信, 1.3, 57,   5, -15, 4, 11.5,⑨⑧④, 3,10, モズワッショイ,---,加藤祥, 2.5, 47,  -2, -14, 9, 55.4, ⑨⑤, 3, 2,Ｍゴウキ, 61,鮫島克, 0.4, 75,*  7,   6,14,133.9, ②③, 3,12,Ｍタキオンレディｰ, 70,岩崎翼, 0.2, 80,* 11,   8,14,103.7, ②②
 4, 6,Ｏワンダｰセレブラル, 33,松若風, 1.7, 56,   3, -16,13,136.4,⑮⑪⑦, 4, 8, エイシンニバリキ,---,和田竜, 3.5, 39,  -1, -25, 3,  6.4, ⑥④, 4, 1,Ｄライブリシュネル, 75,松山弘, 0.5, 75,*  8,   3, 8, 29.4, ③②, 4, 7,Ｃアレット, 77,川須栄, 0.3, 80,* 12,   6, 7, 13.0, ①①
 5, 2,Ａカシノサクセス, 67,熊沢重, 2.5, 53,   3, -22, 3,  6.6,⑥⑦⑨, 5, 9, アｰリｰドライヴ,---,戸崎圭, 3.7, 36,  -5, -23, 2,  3.0, ⑩⑨, 5, 3,Ｇラディウス, 73,戸崎圭, 0.7, 73,   3,  11, 6, 15.6, ⑪⑧, 5,11,Ｂリバｰソウル, 80,鮫島克, 0.5, 77,   3,  13, 4,  6.6, ⑧⑦
 6, 8,Ｋシウダニｰニャ, 49,武豊  , 2.5, 50,   3, -21, 7, 30.7,⑫⑮⑧, 6, 3, ミュｰクマサナリ,---,鮫島克, 3.7, 36,  -7, -21,12,111.8, ⑪⑪, 6, 6,Ｂナガラフラワｰ, 80,福永祐, 0.7, 72,   5,   6, 1,  3.5, ⑥⑥, 6,10,Ｆサンライズマｰチ, 76,松若風, 0.8, 76,   1,  12, 6, 10.7, ⑪⑧
 7,15,Ｎホッコｰペリノア, 36,国分優, 2.5, 49,   4, -25,11, 44.9,⑦⑥⑥, 7, 1, クリノシャンティイ,---,藤岡康, 3.8, 36,  -4, -25, 8, 28.5, ⑦⑩, 7,13,Ａタガノエンブレム, 82,川田将, 0.9, 71,   4,   5, 3,  5.2, ⑧⑦, 7, 2,Ｊマｰクスマン, 74,松山弘, 1.0, 73,   0,  12,12, 76.5, ⑩⑫
 8, 1,Ｇメイショウクニツグ, 52,古川吉, 2.9, 47,   1, -22,14,180.6,⑬⑫⑫, 8, 5, メイショウダイウン,---,松田大, 3.9, 37,*  2, -32, 6, 16.9, ③③, 8,15,Ｅメイショウオトコギ, 75,秋山真, 0.9, 71,   0,* 12,13, 83.0, ⑭⑫, 8,13,Ｄスランジバｰル, 77,加藤祥, 1.1, 71,  -3,  14,11, 42.7, ⑬⑬
 9,16,Ｅシｰクレットオｰス, 57,松山弘, 3.1, 47,*  7, -36, 6, 20.5,①①①, 9, 2, ラトｰヌワイズ,---,福永祐, 4.0, 34,  -3, -28, 5,  8.3, ⑧⑦, 9,10,Ｉセイントバロｰズ, 71,藤岡康, 1.1, 70,   1,   8, 4,  6.3, ⑬⑬, 9, 8,Ｉスマｰトグレイス, 74,武豊  , 1.1, 72,* 10,   1, 1,  3.7, ③③
10,11,Ｈマンテンスマイル, 51,佐久間, 3.4, 44,   1, -26,16,387.3,⑭⑬⑬,10,13, ライムリｰフ,---,水口優, 5.4, 26,  -9, -31,11, 90.7, ⑫⑫,10, 9,Ｎスズカキングダム, 59,水口優, 1.1, 66,*  9,  -8, 9, 37.5, ①①,10, 3,Ｏナムラヒュｰマン, 68,小牧太, 1.1, 73,  -1,  12, 8, 13.1, ⑫⑪
11,10,Ｉゴｰルデンレコｰド, 50,川須栄, 3.4, 46,   2, -27, 9, 36.9,⑪⑭⑪,11, 7, バｰンスピリット,---,岡田祥, 6.3, 20,  -1, -51, 7, 25.7, ④⑥,11,14,Ｌウインクルキラリ, 69,和田竜, 1.2, 67,*  7,  -4,10, 44.6, ④④,11, 5,Ｇタッチシタイ, 75,川田将, 1.4, 70,   5,   3,10, 36.7, ⑥⑥
12, 9,Ｍゴｰルドコｰスト, 45,加藤祥, 3.5, 43,   5, -36,10, 42.2,④③⑤,12, 4, アリモニｰ,---,三津谷, 6.8,  5, -17, -35,13,138.5, ⑬⑬,12, 7,Ｋウエスタンレベッカ, 71,義英真, 1.4, 66,   0,   5,11, 67.0, ⑩⑭,12,15,Ｌライブリシｰラ, 71,小坂忠, 1.7, 66, -11,* 15,15,446.3, ⑮⑮
13, 4,Ｊルサリエ, 49,菱田裕, 3.6, 45,   2, -28,12, 71.1,⑩⑨⑯,13, 6, アサケシュｰト,---,酒井学, 7.5,  6,  -2, -59,10, 86.3, ⑤⑧,13,12,Ｏパルファンデュロワ, 54,酒井学, 1.9, 59,   3,  -7,12, 69.5, ⑦⑩,13,14,Ｋカシノインカロｰズ, 72,城戸義, 2.3, 62,  -6,   6,13, 95.9, ⑭⑭
14,14, クラシックシャトル,---,幸英明, 3.7, 43,  -1, -26, 5, 18.7,⑯⑯⑭,,,,,,,,,,,,,14, 8,Ｈクｰルオｰプニング, 72,小牧太, 2.2, 56,  -1,  -5, 7, 24.0, ⑮⑮,14, 6,Ｎヒラボククラウン, 69,中谷雄, 2.8, 57,   2,  -6, 9, 31.4, ⑦⑩
15, 5,Ｄオランジェット, 57,義英真, 3.8, 42,   2, -33, 8, 31.8,⑧⑩⑩,,,,,,,,,,,,,15,11,Ｊポロタン, 71,松若風, 2.3, 53,   1, -11,15,253.7, ⑫⑪,15, 1,Ｈトワエモア, 75,戸崎圭, 3.5, 50,   8, -18, 5,  9.4, ④④
16, 3,Ｌグレイスタイム, 48,鮫島良,10.4, -6,   2, -90,15,203.6,②④⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-21 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
