15年 5月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鴨川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄオンワｰドバｰス, 59,藤田伸,, 66,  -1,*  9,10, 28.6, ⑪⑨, 1, 4,Ｃパラダイスリッジ, 68,岩田康,, 63,  -9,* -1, 1,  2.6,⑤⑤⑤, 1, 1,Ｃメテオライト, 76,岩田康,, 75,   0,  14, 4,  9.4,⑧⑦⑦, 1,10,Ｄラブラバｰド, 78,川田将,, 86,   7,* 11, 5,  8.7,⑧⑨⑧
 2, 8,Ｂライムチェイサｰ, 64,内田博, 0.0, 64,   5,   1, 2,  3.4, ⑥⑥, 2, 6,Ｉカリテスグレｰス, 53,松山弘, 0.0, 61,* -6,  -8, 5,  9.3,①①①, 2,10,Ｂストロベリｰキング, 77,水口優, 0.0, 77,  -2,* 18, 5, 12.9,⑪⑪⑨, 2, 3,Ａエイシンハドソン, 85,和田竜, 0.2, 81,* 13,  -4, 4,  6.4,①①①
 3,10,Ｅウエスタンラムｰル, 59,岩崎翼, 0.0, 64,* 10,  -5, 3,  6.1, ①①, 3,11,Ａナムラケイト, 70,福永祐, 0.0, 59,* -8,  -5, 3,  5.5,②②②, 3, 3,Ａダイナミックウオｰ, 77,福永祐, 0.1, 74,   0,  11, 1,  1.6,⑤③③, 3, 2,Ｃファシｰノ, 81,岩田康, 0.2, 82,* 12,   1, 2,  3.9,②③②
 4,11,Ａタイキレガトゥス, 64,藤岡康, 0.1, 62,*  9,  -6, 1,  3.4, ②②, 4,15,Ｂカレンオプシス, 69,秋山真, 0.2, 58,  -9,  -5, 2,  3.9,④④④, 4, 8,Ｄコウユｰアンドレ, 75,国分優, 0.4, 73,  -2,  14, 7, 27.0,⑩⑨⑩, 4, 6,Ｂアウォｰディｰ, 81,武豊  , 0.5, 79,   9,   1, 3,  5.1,⑥⑦⑦
 5, 6, メイショウクウボ,---,松山弘, 0.4, 61,  -3,*  7,13,131.1, ⑫⑫, 5, 9,Ｊメモリｰオブハｰス, 51,北村友, 0.3, 61,  -8,  -4,11,107.0,⑨⑦⑥, 5, 2,Ｈエクストレミティｰ, 69,幸英明, 0.7, 70,   0,   6, 8, 30.5,④④④, 5, 8,Ｇパドルウィｰル, 77,松山弘, 0.8, 77,  10,  -7, 1,  3.3,⑨⑧⑤
 6, 2,Ｈサウンドフォｰス, 57,和田竜, 0.8, 59,  -9,* 11, 8, 20.6, ⑮⑭, 6, 7,Ｅジョヴィアル, 61,川田将, 0.4, 57,* -8,  -9, 6, 19.6,③③③, 6, 9,Ｅサダムダイジョウブ, 75,川田将, 0.7, 72,   0,   8, 3,  8.5,⑦⑥⑤, 6,11,Ｉナインテイルズ, 71,幸英明, 0.8, 79,   7,   2, 9,113.7,⑩⑩⑩
 7, 5,Ｋハヤイガナ, 51,川田将, 0.9, 58,  -5,   5, 9, 22.2, ⑬⑬, 7, 1,Ｇピアノコンチェルト, 59,柴田未, 0.4, 61, -10,* -3, 8, 41.5,⑧⑧⑨, 7, 7,Ｆミキノノボリリュウ, 73,太宰啓, 0.7, 71,*  1,   5, 2,  5.2,③②②, 7, 1,Ｈアウトオブシャドウ, 76,福永祐, 1.0, 73,  10,  -8, 6,  8.7,④⑥⑥
 8,15,Ｉサンマルアリュｰル, 56,岩田康, 1.2, 53,   1,  -6, 5, 12.9, ⑨⑦, 8,14,Ｄスウィｰトテイルズ, 63,池添謙, 0.6, 55,  -9,  -8, 4,  6.0,⑥⑥⑦, 8, 5,Ｇシｰサイドバウンド, 71,和田竜, 0.8, 71,  -1,   9, 6, 24.2,⑨⑧⑥, 8, 7,Ｅフォルシャｰ, 78,浜中俊, 1.1, 71,* 12, -14, 8, 20.0,⑦②③
