15年12月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤穂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｈモウカッテル, 42,松若風,, 66,*  6,* -7, 4, 13.6, ④③, 1,14,Ｇリボンフラワｰ, 50,松田大,, 62,* -4,   1, 1,  2.7, ④④, 1, 7,Ｂフミノスナイパｰ, 74,北村友,, 71,*  7,  -1, 5,  7.2,⑬①①, 1,14,Ｌミツバ, 77,ルメｰ,, 84,   8,* 13, 2,  4.0,⑮⑮⑮
 2, 7,Ａアリノマンボ, 70,加藤祥, 0.2, 63,*  8, -11, 1,  2.5, ②②, 2, 9,Ｆエマノン, 52,浜中俊, 0.0, 64,  -8,* 11, 6, 16.1, ⑮⑭, 2, 3,Ｅウインユニファイド, 73,松山弘, 0.4, 71,   3,*  4, 6, 11.3,⑥⑦⑦, 2,15,Ｃトラキチシャチョウ, 82,川原正, 0.0, 82,   9,* 10, 3,  6.7,⑬⑬⑩
 3, 4,Ｃタイキラメｰル, 54,浜中俊, 1.2, 56,*  9, -21, 2,  3.1, ①①, 3, 8,Ｄフレグラントブレス, 59,北村友, 0.1, 63,  -8,* 10, 3,  5.6, ⑫⑬, 3,13,Ａエアカｰディナル, 74,ルメｰ, 0.5, 72,   4,   3, 2,  4.0,⑤⑥⑥, 3, 1,Ｄスズカルパン, 82,小牧太, 0.3, 80,  13,   0, 5, 10.2,⑥⑥⑥
 4,15,Ｂヒロブレイブ, 56,松山弘, 1.3, 52,  -1,*-10, 3,  4.3, ⑬⑧, 4, 2,Ｅティルヴィング, 54,古川吉, 0.6, 54,* -4,  -8, 5, 14.1, ③③, 4, 4,Ｄセフティｰエムアイ, 73,三津谷, 0.9, 69,   2,*  5,11, 68.2,⑫⑬⑪, 4, 8,Ｂエルフショット, 82,古川吉, 0.5, 78,  12,   0,12, 50.3,⑩⑨⑧
 5, 8,Ｆウィップアロング, 46,義英真, 1.6, 50,   0, -15,12,185.9, ⑨⑨, 5, 3,Ｂジュｰンソフィア, 60,国分優, 0.8, 52,  -5,  -7, 9, 54.0, ⑦⑥, 5, 9,Ｃキングサムソン, 73,小牧太, 1.0, 69,   2,   3, 3,  6.5,⑦⑪⑩, 5, 9,Ｉトップボンバｰ, 79,松若風, 0.6, 78,* 17,  -9, 1,  4.0,①①①
 6,14,Ｋダンツブルｰス, 38,小牧太, 1.9, 47,  -5,*-11, 5, 16.0, ⑮⑮, 6,15,Ｊデルマオギン, 47,松若風, 0.8, 52,* -4,  -9,11, 90.3, ⑥⑤, 6,12,Ｈデルマコテツ, 69,川須栄, 1.1, 68,   7,  -7, 8, 29.5,⑨④④, 6, 7,Ｇロゼッタストｰン, 82,浜中俊, 0.8, 76,  10,   0, 8, 16.8,⑨⑩⑨
 7,10,Ｉセイユウスプリング, 42,古川吉, 2.0, 48,   1, -17,14,248.2, ⑩⑩, 7,10,Ａタガノガンチャン, 63,小牧太, 0.8, 55,  -6,  -4, 4,  8.4, ⑪⑩, 7, 1,Ｊデヴァスタシオン, 68,川原正, 1.3, 63,*  7, -11, 4,  6.8,①②②, 7,10,Ｏマヤノカデンツァ, 72,義英真, 0.8, 77,   9,   2,15,124.6,⑫⑪⑬
 8,12,Ｍゼットシャンティ, 31,松田大, 2.0, 48,   3, -21, 8, 45.2, ⑦⑥, 8, 4,Ｎラブリエ, 36,加藤祥, 0.9, 55,  -9,   1,12,188.7, ⑭⑮, 8, 8,Ｆマコトグロズヌイ, 73,武豊  , 2.1, 58,*  7, -17, 1,  3.3,②③③, 8, 5,Ｊキョウワランサｰ, 78,池添謙, 0.9, 75,* 15,  -8,10, 28.8,⑤③②
