15年 3月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2500m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｼｬｲﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｉマイティｰハニｰ, 45,吉田豊,, 65,*  4,* -2, 1,  2.7,②②②, 1,13, センチュリオン,---,伊藤工,, 64,*  0,*  2, 2,  4.9,④③③, 1, 7,Ｄストレンジクォｰク, 69,柴山雄,, 63,   7,  -1, 1,  2.3,⑤⑤⑥, 1,10,Ｌヴァｰゲンザイル, 69,田辺裕,,100,   2,* 29, 7, 23.8,⑪⑪⑪
 2, 8,Ｂウエバフラッシュ, 61,三浦皇, 0.7, 63,*  4,  -8, 3,  4.2,①①①, 2,12, ラブトゥｰマッチ,---,丹内祐, 1.2, 53,  -1,  -6,11, 57.8,⑤④④, 2, 3,Ｃスモｰクフリｰ, 71,戸崎圭, 0.0, 64,   4,   5, 4,  7.3,⑨⑨⑤, 2, 7,Ａヤマニンボワラクテ, 84,戸崎圭, 0.3, 92,   2,* 22, 2,  3.3,⑩⑩⑤
 3, 3,Ｇミュｰクロｰル, 48,田中勝, 2.0, 57,  -4,* -4, 9, 57.3,⑭⑩⑧, 3,10, ニットウリエ,---,原田和, 2.0, 53,  -6,  -3,16,191.4,⑪⑧⑦, 3, 1,Ｇミュゼゴｰスト, 62,柴田善, 0.1, 64,   3,*  8, 2,  4.6,⑫⑪⑦, 3, 1,Ｃマイネルアイザック, 84,丹内祐, 0.5, 89,*  3,  16, 5, 12.2,⑤⑤⑥
 4,13,Ｄヴィルフランシュ, 56,江田照, 2.1, 52,*  3, -17, 5, 11.4,③④③, 4, 7, レスペｰト,---,嘉藤貴, 2.0, 54,  -9,*  3,15,142.0,⑭⑫⑪, 4,12,Ｌウェルブレッド, 49,吉田豊, 0.1, 66,   7,   3, 6, 13.9,⑦⑧⑨, 4,12,Ｈレイズアスピリット, 80,丸山元, 0.5, 87,*  3,  15, 3,  5.0,⑥⑥④
 5, 4,Ｆスプリングブレスト, 48,田辺裕, 2.2, 54,  -5,* -3, 6, 15.0,⑬⑭⑩, 5, 4, ルｰナカランテ,---,柴山雄, 2.2, 48,  -8,  -1, 1,  2.4,⑮⑪⑩, 5, 8,Ａナスノセイカン, 75,大野拓, 0.2, 65,   1,* 13, 3,  6.7,⑪⑫⑫, 5,13,Ｄアドマイヤバラｰド, 83,石橋脩, 0.6, 89,*  3,  16, 6, 18.8,⑧⑧⑦
 6, 9,Ａイヌイジェニｰ, 61,村田一, 2.3, 53,   0, -12, 4,  9.6,⑫⑦⑥, 6,16, アサヒノマッチ,---,大庭和, 2.5, 51, -11,*  4, 7, 24.1,⑯⑭⑬, 6,10,Ｊギンガ, 58,田辺裕, 0.2, 64,   5,   3, 8, 21.1,⑧⑦⑧, 6, 4,Ｇサクラボｰルド, 81,三浦皇, 0.7, 87,*  3,  15, 4,  6.6,⑦⑦⑩
 7,15,Ｃタイセイゴッホ, 56,戸崎圭, 3.0, 47,*  4, -26, 2,  3.7,④③④, 7,15, スニップレイ,---,的場勇, 2.5, 48,  -3, -13, 4,  7.5,⑦⑤⑤, 7, 6,Ｈシャインアロｰ, 59,田中勝, 0.6, 61,   4,   0,12,300.2,⑩⑩⑩, 7, 3,Ｅカンタベリｰナイト, 82,二本柳, 0.7, 90,   0,* 22, 9, 33.3,⑬⑫⑫
 8, 5,Ｍスカイトップ, 40,大野拓, 3.1, 50,  -5,  -8, 8, 49.9,⑮⑮⑫, 8,11, デルマオコマ,---,嶋田純, 2.5, 50,  -7,  -5,14,105.9,⑨⑨⑨, 8, 4,Ｅムｰンマジェスティ, 69,石橋脩, 0.6, 60,   8, -10,10, 29.2,④②②, 8, 8,Ｂシャドウダンサｰ, 84,柴田善, 0.8, 83,*  3,   9, 1,  3.1,③③③
 9,14,Ｋミエル, 43,柴山雄, 3.4, 42,   2, -27,13,113.1,⑤⑤⑤, 9, 6, ジュンコアｰ,---,柴田善, 2.6, 49, -11,   1, 6, 12.5,⑬⑬⑫, 9, 2,Ｋマルタｰズアポジｰ, 55,武士沢, 0.7, 58,* 10, -16, 7, 19.1,①①①, 9, 9,Ｉマイネルジェイド, 80,松岡正, 0.9, 84,*  3,   8, 8, 24.6,②②②
