15年 5月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,端午ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａマｰトンパｰク, 67,ルメｰ,, 64,   3,  -3, 1,  2.2, ⑤④, 1, 3,Ｃサウンドバｰニング, 56,武豊  ,, 58,*-16,* 14, 4,  8.7,②②②, 1, 7,Ｃメイショウブｰケ, 70,幸英明,, 74,   6,*  6, 7, 16.4,⑧⑤⑤, 1, 6,Ｈホワイトフｰガ, 74,蛯名正,, 83,  11,   8, 8, 22.3, ⑦⑥
 2,13,Ｈコウエイラブリｰ, 59,戸崎圭, 0.0, 61,  -2,*  2, 6, 13.1, ⑨⑧, 2, 2,Ａウインアｰマｰ, 64,ルメｰ, 0.2, 55, -17,* 14, 3,  4.4,③④④, 2,10,Ｈタマモリド, 66,水口優, 0.1, 72,*  7,   1, 6, 15.2,①①①, 2, 3,Ｅカフジテイク, 76,国分優, 0.4, 79,  10,   7, 7, 14.9, ⑪⑧
 3, 2,Ｅシゲルハナガサ, 62,武豊  , 0.3, 59,  -8,*  6, 3,  9.2, ⑭⑬, 3, 9,Ｄイルミリオｰネ, 53,浜中俊, 0.3, 54, -19,* 15, 1,  1.9,④⑤⑤, 3, 5,Ｆサンタエヴィｰタ, 68,川田将, 0.3, 72,*  7,   2, 2,  4.1,④④③, 3, 5,Ｃブルドッグボス, 77,ルメｰ, 0.6, 80,* 16,  -3, 1,  3.4, ②②
 4, 4,Ｂマロンマロン, 67,藤岡佑, 0.5, 59,*  6, -10, 4, 10.1, ②①, 4, 5,Ｅアグネスマクシム, 50,川田将, 0.5, 51,*-16,   8, 5, 19.6,⑧③③, 4,11,Ｂサンレイフロｰラ, 71,武豊  , 0.6, 70,   3,*  6, 3,  7.0,⑨⑩⑩, 4,15,Ｇリアルプロジェクト, 75,岩田康, 0.7, 75,   5,*  9,14, 45.9, ⑬⑫
 5,12,Ｄショウナンサアｰダ, 63,浜中俊, 0.5, 60,*  4,  -9, 2,  4.6, ③③, 5, 4,Ｉデルマフウライマツ, 38,松山弘, 0.8, 50, -19,   9, 8,121.8,⑤⑥⑥, 5, 3,Ａロゼラニ, 73,戸崎圭, 0.9, 66,*  7,  -3, 1,  2.1,③③④, 5,14,Ｏニホンピロサンダｰ, 68,太宰啓, 0.7, 77,   3,* 14,15,145.5, ⑯⑯
 6, 6,Ｌニシノアウリイ, 48,北村宏, 0.8, 55,  -5,  -2,14,225.4, ⑩⑪, 6, 8,Ｂハギノパトリオット, 57,岩田康, 0.8, 50, -20,  11, 2,  3.4,⑨⑧⑧, 6, 9,Ｉビジュｰトウショウ, 65,松山弘, 0.9, 68,*  7,  -4, 8, 30.5,②②②, 6,10,Ｄスマｰトアヴァロン, 77,武豊  , 0.9, 74,   5,   9, 6, 12.9, ⑭⑮
 7,16,Ｇハギノレイラニ, 61,福永祐, 0.8, 57,  -1,  -4, 8, 22.1, ⑧⑦, 7, 6,Ｇテイエムヤゴロドン, 44,加藤祥, 1.2, 38,*-15,  -7, 7, 49.7,①①①, 7, 1,Ｄクロカミノオトメ, 70,内田博, 1.1, 66,   4,   0, 9, 32.9,⑩⑨⑧, 7,12,Ｎブルｰムｰン, 70,浜中俊, 1.1, 73,   4,   9, 5,  8.5, ⑮⑭
 8, 9,Ｏジュリエッタ, 31,岩田康, 1.0, 51, -11,*  2,10, 27.0, ⑮⑮, 8, 7,Ｆロｰドウォｰリア, 47,北村宏, 2.1, 33, -20,  -8, 6, 37.8,⑥⑦⑦, 8, 2,Ｊサチヒメ, 63,加藤祥, 1.2, 65,   5,  -3,11,254.4,⑥⑦⑦, 8, 1,Ｍマイネルオフィｰル, 71,川田将, 1.1, 75,  13,  -5,12, 30.8, ④④
 9, 1,Ｉゴｰルデンレコｰド, 57,池添謙, 1.1, 52,  -3,  -7, 9, 25.9, ⑦⑨, 9, 1,Ｈアメリカンジュエル, 39,水口優, 2.9, 24, -21, -14, 9,199.0,⑦⑨⑨, 9, 6,Ｅウインクルミラクル, 68,福永祐, 1.5, 63,   6,  -6, 5, 12.7,⑤⑥⑥, 9, 8,Ｉショコラブラン, 73,福永祐, 1.4, 73,  14,  -6, 3,  6.7, ⑤⑤
