15年 8月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小郡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａクライシス, 54,川田将,, 47,* -4,  -3, 1,  1.3,②②②, 1, 7, サナシオン,,西谷誠,,,,, 1,  1.5,①①①, 1, 2,Ｄデストリアｰ, 64,川田将,, 64,*  6,*  6, 1,  2.4,①①①, 1,13,Ａナムラアッパｰ, 75,高倉稜,, 73,  -7,* 12, 2,  5.5, ⑩⑩
 2,11,Ｂエキドナ, 53,浜中俊, 0.0, 46,  -5,*  0, 2,  3.7,④④③, 2, 3, ルペｰルノエル,,高田潤,193.1,,,, 5, 19.3,②②②, 2, 8,Ｈエイシンタルトゥ, 57,松若風, 0.4, 63,   4,   5, 7, 13.9,⑤⑥③, 2, 8,Ｅベルリネッタ, 66,川田将, 0.1, 69,  -7,   8, 5, 10.2, ⑨⑧
 3, 5,Ｄロｰドレグナム, 39,鮫島克, 0.2, 45,  -6,*  0, 4, 24.3,⑤⑤④, 3, 2, タイセイジｰニアス,,難波剛,193.4,,,, 8, 57.1,⑤⑤③, 3, 3,Ａメイショウユメハチ, 67,鮫島良, 0.5, 62,   1,*  8, 5, 11.6,⑪⑩⑩, 3,10,Ｂシェアザジョイフル, 74,武幸四, 0.1, 69,*  0,   2, 6, 11.0, ④④
 4, 1,Ｆゴッドカリビアン, 34,藤岡佑, 0.7, 41,  -9,* -1, 5, 28.3,⑪⑨⑥, 4, 4, メイショウアラワシ,,植野貴,194.4,,,, 7, 24.0,④④⑤, 4,12,Ｇエルラディユｰ, 61,小牧太, 0.6, 60,*  6,   1, 4,  9.0,②②②, 4, 2,Ｌダノンブライト, 62,幸英明, 0.1, 70,  -7,   8, 8, 17.3, ⑧⑨
 5, 3,Ｌメイショウミツタダ, 27,川島信, 0.8, 40,  -8,  -5, 9,151.1,⑥⑦⑧, 5, 1, タマモショパン,,林満明,194.5,,,, 4, 11.7,⑥③④, 5,14,Ｂルナマジック, 65,北村友, 0.8, 58,   1,*  7, 3,  8.6,⑭⑫⑫, 5, 1,Ｉエイシンカラット, 63,武豊  , 0.1, 68,*  3,  -1, 1,  3.6, ②②
 6, 6,Ｅセキサンシップ, 39,幸英明, 1.0, 40,  -9,  -4, 6, 49.9,⑦⑩⑩, 6, 5, トニｰポケット,,熊沢重,194.7,,,, 2,  4.4,⑨⑨⑨, 6,13,Ｃドリｰムキラリ, 65,浜中俊, 0.9, 57,   4,   0, 2,  4.4,④③④, 6,11,Ｆツィンクルソｰド, 65,北村友, 0.1, 69,  -9,* 11, 7, 12.3, ⑪⑪
 7,12,Ｈサグラダファミリア, 32,義英真, 1.1, 36,  -8,  -9, 7, 62.2,⑧⑧⑨, 7, 9, ファイアｰシチｰ,,小坂忠,194.7,,,, 3,  7.2,⑧⑥⑥, 7, 6,Ｌララオムドゥクｰ, 53,森一馬, 1.0, 57,   4,   0,13,172.4,③⑤⑥, 7,17,Ｏダンシングワンダｰ, 57,中井裕, 0.1, 69,  -3,   4,14,127.4, ⑥⑥
 8, 7,Ｃウインハｰトビｰト, 41,松山弘, 1.1, 35,* -2, -20, 3, 15.3,①①①, 8, 6, ワンダｰバライル,,佐久間,195.3,,,, 9, 98.0,⑦⑦⑦, 8,15,Ｅキヨマサ, 63,幸英明, 1.1, 56,   4,  -2, 6, 11.6,⑨④⑤, 8,14,Ｇマルクナッテ, 65,秋山真, 0.3, 68, -10,  10,10, 26.4, ⑬⑭
