15年 9月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新涼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａセレッソプリマベラ, 52,川須栄,, 56,* -3,* -2, 1,  1.5, ④③, 1, 1, パフォｰマプロミス,---,福永祐,, 78,   2,*  9, 7, 16.0, ⑥⑤, 1, 8,Ｅトップアｰト, 72,デムｰ,, 79,*  1,   9, 5,  8.7, ⑦③, 1,12,Ａモｰニン, 82,松山弘,, 80,* 11,* 12, 1,  1.6, ②②
 2,10,Ｃキタイチサクラ, 43,中谷雄, 0.1, 53,* -2,  -5, 3,  7.8, ①①, 2, 9,Ｊメイショウミソラ, 62,岩崎翼, 0.4, 71,*  3,  -2, 8, 19.2, ④③, 2, 4,Ｄショウボｰト, 72,福永祐, 0.2, 77,*  0,   7, 2,  4.6, ⑤⑤, 2, 2,Ｆダイリュウキセキ, 78,秋山真, 0.3, 77,* 11,* 12, 9, 30.0, ③③
 3,13,Ｂバナナムｰチョ, 44,秋山真, 0.5, 48,* -3,  -8, 2,  5.6, ②②, 3, 3,Ｆシｰザｰバロｰズ, 65,デムｰ, 0.5, 72,   0,   8, 2,  4.7, ⑩⑨, 3,18,Ｆフェルメッツァ, 70,武豊  , 0.2, 81,  -5,* 16, 3,  6.8, ⑪⑪, 3, 5,Ｋアクションバイオ, 73,勝浦正, 1.0, 72,   8,   8,10, 48.1, ⑥⑥
 4, 4,Ｆオｰミポルカ, 40,畑端省, 1.2, 44,  -5, -11, 5, 14.9, ③④, 4,15,Ｇミルクアロｰ, 64,小牧太, 0.6, 73,  -4,* 11, 6, 14.4, ⑰⑮, 3, 5,Ｉラクアミ, 66,松若風, 0.2, 75,*  3,   2, 6, 11.4, ①①, 4,11,Ｇスペシャルギフト, 77,福永祐, 1.0, 72,   8,   7, 5, 16.4, ⑨⑤
 5, 1,Ｌブラウンテヌｰト, 23,和田竜, 1.5, 43, -18,*  3, 8, 58.7, ⑬⑬, 5,14,Ｎジムノペディ, 51,幸英明, 0.6, 74,  -2,*  9,12, 31.7, ⑭⑬, 5, 2,Ｇケントオｰ, 69,中谷雄, 0.3, 81,  -5,* 15, 7, 13.9, ⑬⑫, 5, 6,Ｏイクラトロ, 65,中谷雄, 1.0, 74,   7,  11,12,174.0, ⑩⑨
 6,12,Ｊメイショウタテハ, 26,鮫島克, 1.5, 43, -13,  -3,11,144.3, ⑫⑪, 6, 2,Ｅプリモレガｰロ, 65,加藤祥, 0.6, 71,  -2,   7,11, 31.1, ⑪⑪, 6,17,Ｂブラックムｰン, 74,勝浦正, 0.4, 76,  -1,   7, 1,  4.4, ⑥⑦, 6, 7,Ｉアドマイヤシェル, 75,藤岡康, 1.0, 72,   7,   9, 8, 29.6, ⑪⑦
 7, 7,Ｈチャｰミングリリ, 32,藤岡康, 1.5, 44,  -5, -11, 9, 89.4, ⑤⑥, 7,16,Ｃシャイニングスタｰ, 67,浜中俊, 0.8, 69,  -2,   6, 4,  6.3, ⑮⑭, 7,13,Ｈミッキｰカｰニバル, 66,小牧太, 0.4, 80,  -7,* 15, 8, 16.2, ⑰⑭, 7, 1,Ｄジェルブドｰル, 79,和田竜, 1.2, 70,* 12,   1, 4, 12.6, ①①
 8,11,Ｉシゲルニジョウサバ, 27,太宰啓, 1.6, 42,  -6, -13,10,101.8, ⑥⑤, 8, 8,Ａタガノヴェリテ, 68,古川吉, 0.8, 68,  -1,   3, 1,  4.4, ⑫⑩, 8,14,Ｋタガノスカイ, 66,鮫島克, 0.4, 75,  -1,   5, 9, 17.6, ④⑥, 8,10,Ｊボクノナオミ, 73,浜中俊, 1.3, 70,   4,  10, 7, 20.5, ⑮⑬
 9, 5,Ｅクリノセゴビア, 40,酒井学, 1.8, 41,  -9, -10, 6, 16.2, ⑦⑨, 9,18,Ｂメルドオｰル, 67,鮫島良, 0.9, 72,   1,  -1, 3,  5.5, ⑨⑧, 9, 1,Ａモンドシャルナ, 77,川須栄, 0.6, 78,  -8,* 14, 4,  8.2, ⑯⑰, 9,16,Ｈツヨシノブルｰム, 76,藤懸貴, 1.4, 68,   5,   8,13,218.7, ⑬⑪
10, 3,Ｇテイエムアカトンボ, 36,加藤祥, 1.8, 40, -11,  -9, 7, 48.4, ⑩⑧,10,17,Ｈヌｰヴェルレｰヌ, 64,武豊  , 1.3, 63,   2, -10,10, 22.1, ⑤⑥,10, 3,Ｃタマモワカサマ, 73,浜中俊, 0.6, 77,  -8,* 14,10, 22.5, ⑫⑯,10,14,Ｃライオンズバイツ, 79,武豊  , 1.5, 70,   0,* 14, 6, 17.1, ⑯⑯
11, 6,Ｄアッフェルリズム, 42,幸英明, 1.9, 40,  -9, -11, 4, 11.1, ⑨⑦,11, 4,Ｄマイネルオルデン, 66,和田竜, 1.5, 64,  -3,  -1, 5, 13.8, ⑬⑯,11,10,Ｍボｰルドジャパン, 63,秋山真, 0.8, 71,  -4,   4,13, 65.8, ⑨⑨,11, 4,Ｅカフジテイク, 79,幸英明, 1.5, 69,   5,   8, 2,  6.6, ⑫⑭
12, 8,Ｍアイファｰエバｰ, 15,藤懸貴, 2.2, 38, -12,  -8,13,349.4, ⑪⑫,12, 6,Ｌグディｰズタイガｰ, 58,松山弘, 2.0, 57,  -2, -13,13, 61.1, ⑧⑫,12,16,Ｎテイエムクロタカ, 63,古川吉, 0.8, 70,  -3,   2,12, 54.1, ⑩⑧,12,15,Ｌベストサｰパス, 71,菱田裕, 2.8, 58,* 10, -10,11,133.3, ④④
13, 2,Ｋシゲルイブリカマス, 24,菱田裕, 4.5, 19, -10, -33,12,231.1, ⑧⑩,13,12,Ｋチェイスザチャンス, 60,柴田未, 2.2, 52,*  6, -32,15, 68.4, ②②,13, 7,Ｌライザン, 63,池添謙, 1.1, 63,*  3, -11,14, 73.4, ②②,13, 3,Ｐアグネスハビット, 63,岩崎翼, 2.8, 60,   4,  -2,14,240.6, ⑭⑮
,,,,,,,,,,,,14, 5,Ｉサダムエルドラド, 63,鮫島克, 2.4, 52,  -5, -12, 9, 19.9, ⑱⑰,14,15,Ｏエイシンバッケン, 62,太宰啓, 1.3, 66,  -7,   2,15, 83.6, ⑭⑮,14, 8,Ｍライブリシｰラ, 70,小坂忠, 2.9, 57,   7,  -8,16,413.5, ⑦⑫
,,,,,,,,,,,,15,11,Ｏブライアロｰズ, 47,松若風, 2.4, 49,*  7, -38,14, 61.4, ①①,15,11,Ｒエイシンガイア, 54,幸英明, 1.5, 65,  -6,  -2,11, 43.8, ⑮⑬,15,13,Ｂリュクスメジャｰ, 80,デムｰ, 4.6, 42,   8, -24, 3,  8.2, ⑤⑧
,,,,,,,,,,,,16,10,Ｑサンレイミヤビ, 38,田中博, 2.5, 51,   1, -25,17,350.5, ⑦⑦,16, 6,Ｑアイファｰサンディ, 58,藤懸貴, 1.8, 59,*  0, -17,16, 86.8, ③④,16, 9,Ｎタイキガラハッド, 66,川須栄, 4.8, 43,   6, -23,15,361.7, ⑧⑩
,,,,,,,,,,,,17, 7,Ｍサンライズフライト, 53,池添謙, 2.7, 46,   2, -32,16,122.6, ③④,17, 9,Ｊトシファイブスタｰ, 66,国分恭, 1.8, 63,  -9,   0,17,107.7, ⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,18,13,Ｐゼンノリｰアｰ, 41,中井裕, 3.5, 43,  -5, -28,18,366.1, ⑯⑱,18,12,Ｐタガノウォｰリア, 58,菱田裕, 2.0, 55,  -4, -13,18,319.6, ⑧⑩,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,
単勝:150円 複勝:09=100円 10=140円 13=130円 枠連:430円,,,,,,,,,,,,"単勝:1,600円 複勝:01=680円 09=540円 03=220円 枠連:12,010円",,,,,,,,,,,,"単勝:870円 複勝:08=220円 04=130円 05=220円 枠連:1,650円",,,,,,,,,,,,単勝:160円 複勝:12=130円 02=540円 05=650円 枠連:730円,,,,,,,,,,,
馬連:440円 ワイド:09-10=190円 09-13=190円 10-13=430円,,,,,,,,,,,,"馬連:17,530円 ワイド:01-09=5,160円 01-03=1,560円 03-09=1,090円",,,,,,,,,,,,"馬連:1,890円 ワイド:04-08=470円 05-08=850円 08-18=550円",,,,,,,,,,,,"馬連:2,070円 ワイド:02-12=860円 05-12=2,240円 02-05=7,640円",,,,,,,,,,,
"馬単:620円 3連複:680円 3連単:1,820円",,,,,,,,,,,,"馬単:27,550円 3連複:22,120円 3連単:164,300円",,,,,,,,,,,,"馬単:4,260円 3連複:3,270円 3連単:21,030円",,,,,,,,,,,,"馬単:2,650円 3連複:25,970円 3連単:68,900円",,,,,,,,,,,
■ 2R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,仲秋ｽﾃｰｸｽ,,,,,,,,,,
