15年 1月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 1月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
10,14,Ｇアラビアンハｰト, 45,熊沢重, 1.3, 40,*  5, -28, 8, 35.8,③③③,10,11,Ｉロイヤルサルｰン, 47,吉田豊, 1.2, 48,* -1, -20,10, 79.4,⑦⑥⑥,10, 7, アドマイヤサイモン,,西谷誠,219.4,,,,14,183.0,⑩⑬⑬,10,16,Ｌコウセイコタロウ, 81,武士沢, 1.3, 73,   6,   9,14,100.6,⑪⑪⑪
11,13,Ｍニシキオｰカン, 42,木幡初, 1.4, 40,  -1, -18,16,479.4,⑥⑪⑪,11, 3,Ｈトｰセンバラｰド, 48,菅原隆, 1.9, 41,  -2, -26,11, 86.0,⑥⑨⑬,11, 9, マイネルガヴロシュ,,熊沢重,219.7,,,,13,112.7,⑦⑩⑫,11, 1,Ｎゴｰルデンヒｰロｰ, 78,後藤浩, 1.4, 73,   6,   9,11, 35.8,⑦⑨⑨
12, 9,Ｊトｰセンジュリア, 43,武士沢, 1.8, 36,   0, -23, 9, 40.2,⑧⑩⑬,12, 9,Ｏユメハステズニ, 27,長岡禎, 1.9, 42,  -5, -22,16,361.4,⑪⑮⑫,12,14, トｰセンプラチナ,,浜野谷,219.8,,,,12, 96.4,②②④,12,11,Ｏセイカフォルトゥナ, 78,津村明, 1.5, 72,*  8,   2,13, 77.0,①①①
13, 1,Ｏクリノジュンチャン, 32,石川裕, 2.2, 35,  -4, -18,14,367.5,⑬⑮⑮,13, 1,Ｄサウスポｰルツアｰ, 54,大野拓, 2.4, 38,*  1, -41, 8, 30.8,①①①,13, 4, スリｰマｰゴｰン,,白浜雄,221.2,,,, 9, 51.9,⑭⑭⑭,13, 7,Ｅダノンミル, 86,戸崎圭, 1.8, 70,   6,   5, 7, 15.1,⑩⑩⑩
14, 2,Ｆマイネルスウェルテ, 46,丹内祐, 2.2, 35,  -2, -22,12,156.1,⑮⑭⑭,14, 6,Ｍタケデンタップ, 42,井上敏, 2.6, 36,  -3, -33,12,136.0,⑬⑬⑮,14,10, ラッキｰストリｰク,,蓑島靖,222.3,,,,10, 64.6,④⑨⑪,14, 2,Ｋティアップレｰヴ, 83,大野拓, 2.2, 68,   7,  -1, 4,  8.3,⑤⑤⑤
15,10,Ｎアクティブボス, 35,丸山元, 2.3, 34,   1, -29,13,191.8,⑤⑨⑫,15,16,Ｌトキメキグレｰス, 42,丸田恭, 2.7, 35,  -5, -33,13,224.8,⑫⑯⑯,,,,,,,,,,,,,15, 8,Ｊケイジｰタイタン, 84,松岡正, 2.3, 65,*  8,  -4, 9, 18.7,②②②
16, 7,Ｉスズカハイヤｰ, 43,ブノワ, 5.2, 19, -15, -20,10, 78.3,⑯⑯⑯,16, 8,Ｐショウナンワグナｰ, 20,伴啓太, 2.9, 35,  -2, -43,14,303.5,⑤⑤⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-18 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,280円 複勝:05=330円 12=150円 11=170円 枠連:560円",,,,,,,,,,,,単勝:320円 複勝:05=120円 12=130円 02=150円 枠連:480円,,,,,,,,,,,,"単勝:3,150円 複勝:06=350円 12=110円 01=200円 枠連:880円",,,,,,,,,,,,単勝:550円 複勝:14=190円 05=140円 10=280円 枠連:750円,,,,,,,,,,,
"馬連:2,470円 ワイド:05-12=810円 05-11=1,160円 11-12=460円",,,,,,,,,,,,馬連:540円 ワイド:05-12=220円 02-05=320円 02-12=400円,,,,,,,,,,,,"馬連:2,330円 ワイド:06-12=800円 01-06=1,780円 01-12=370円",,,,,,,,,,,,"馬連:1,020円 ワイド:05-14=460円 10-14=1,020円 05-10=760円",,,,,,,,,,,
"馬単:5,100円 3連複:3,780円 3連単:28,970円",,,,,,,,,,,,"馬単:1,130円 3連複:960円 3連単:4,040円",,,,,,,,,,,,"馬単:7,580円 3連複:4,250円 3連単:47,450円",,,,,,,,,,,,"馬単:2,190円 3連複:3,490円 3連単:15,820円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 6R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,朱竹賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, タイヨウノコ,---,吉田豊,, 64,*  2,*  1, 8, 17.4,②①①, 1, 1, プレスクアイル,---,丸山元,, 49, -26,*  8, 2,  4.5,④⑤⑤, 1, 9,Ｊビヨンジオｰル, 61,横山典,, 67, -12,* 11, 2,  4.3, ⑮⑮, 1, 6,Ｃマリｰズケイ, 76,石川裕,, 74,   4,   5, 8, 18.6,⑤⑤⑤
 2, 7, メイショウフェイク,---,嘉藤貴, 0.0, 66,*  2,*  2, 7, 14.5,③②②, 2,10, アサクサハヤブサ,---,北村宏, 0.0, 47,*-22,  -1, 1,  3.8,⑤②②, 2,14,Ｇキッズライトオン, 65,松岡正, 0.0, 70,   0,   1, 4,  7.8, ⑦⑦, 2,10,Ｊシングンジョｰカｰ, 71,武士沢, 0.1, 75,   4,   2, 5, 13.1,③④④
 3, 4, モンドインテロ,---,武士沢, 0.0, 65,*  1,*  4, 2,  4.2,⑥④④, 3, 2, クラシックエｰス,---,後藤浩, 0.3, 48, -27,*  8, 6,  7.1,⑧⑦⑥, 3,13,Ａスズカブレｰン, 69,村田一, 0.2, 66,   2,  -5, 8, 19.5, ④③, 3, 9,Ｈチョコレｰトバイン, 72,戸崎圭, 0.1, 74,  -1,* 13, 1,  3.1,⑬⑬⑪
 4, 2, ヤマニンバリトン,---,ベリｰ, 1.4, 54,*  1,  -8, 1,  2.8,④③③, 4, 9, トリプルミッション,---,横山典, 0.4, 41, -25,  -2, 4,  6.9,③④④, 4, 7,Ｉデュアルメジャｰ, 65,柴山雄, 0.2, 66, -10,*  7, 5,  7.9, ⑭⑬, 4,15,Ｅジェラテリアバｰル, 74,ベリｰ, 0.3, 72,  -3,* 12, 9, 20.1,⑯⑭⑭
 5, 1, ラッキｰランナｰ,---,田辺裕, 2.1, 53,  -2,  -9, 5,  9.2,⑨⑧⑦, 5, 6, コスモスピカ,---,柴田大, 0.5, 42, -23,  -5, 8, 32.6,②③③, 5,16,Ｂブラッククロｰバｰ, 69,後藤浩, 0.3, 63,  -8,   3, 6, 10.1, ⑬⑪, 5, 3,Ｆマイネプレセア, 73,ブノワ, 0.4, 69,   1,   2, 4,  9.0,⑨⑦⑦
 6, 5, アシャカオｰラ,---,北村宏, 2.7, 50,  -2, -15, 6, 13.8,⑪⑩⑥, 6, 8, エアリｰチュｰン,---,ブノワ, 0.8, 35,*-21, -13, 3,  4.7,①①①, 6,15,Ｅゲンキチハヤブサ, 66,丸山元, 0.4, 63,  -3,  -2,11, 52.6, ⑪⑩, 6, 4,Ｄコスモラパン, 74,柴田大, 0.4, 71,*  7,  -6, 7, 18.0,①①①
 7, 9, オトメチャン,---,伴啓太, 3.0, 46,  -1, -19,11, 79.5,⑤⑤⑨, 7, 3, ヤワタオリオン,---,田辺裕, 1.1, 42, -27,   0, 7, 15.1,⑨⑨⑦, 7, 4,Ｄアルマクレヨン, 66,勝浦正, 0.4, 63,*  3,  -9, 3,  6.5, ③②, 7,13,Ｂコウセン, 79,津村明, 0.4, 68,   1,   2, 2,  4.5,⑪⑧⑧
 8,12, カゼノドリｰム,---,村田一, 3.2, 46,  -1, -18, 9, 25.8,⑩⑨⑧, 8, 4, ヤマニンノクタｰン,---,江田照, 2.3, 22, -27, -20,10, 95.8,⑥⑥⑧, 8,11,Ｆマスタｰリデル, 65,森一馬, 0.4, 63,  -2,  -3,10, 34.2, ⑩⑨, 8, 2,Ｉレインボｰラヴラヴ, 72,大野拓, 0.5, 67,   4,  -3,10, 28.4,④③③
 9, 6, モポｰク,---,柴田大, 3.3, 47,  -1, -20, 4,  7.7,⑧⑥⑤, 9, 7, ウインアヴァンティ,---,松岡正, 3.3, 13, -29, -34, 9, 41.8,⑦⑧⑨, 9,10,Ｍゼンノイザナギ, 56,吉田豊, 0.5, 63,  -6,  -1, 9, 27.8, ⑫⑫, 9,12,Ｇノｰヒッタｰ, 73,吉田豊, 0.6, 71,  -4,* 11, 6, 16.0,⑮⑯⑬
10,11, オンザヒル,---,三浦皇, 5.2, 34,  -1, -36, 3,  6.9,⑦⑦⑩,10, 5, マイネルシュリンガ,---,戸崎圭, 4.3,  8, -38, -24, 5,  7.0,⑩⑩⑩,10, 6,Ｈタガノヴェルリｰ, 65,田辺裕, 0.5, 62,   1,  -7, 1,  3.6, ⑤⑤,10, 5,Ａダイワブレイディ, 79,後藤浩, 0.6, 63,*  5,  -6, 3,  5.4,②②②
11,10, ファイタｰホリハル,---,内田博, 9.3,  4,  -9, -56,12,125.4,⑫⑫⑪,,,,,,,,,,,,,11, 2,Ｃタイセイスウォｰド, 67,丸田恭, 0.5, 61,  -2,  -5, 7, 18.8, ⑨⑥,11, 7,Ｋマルｰンドロップ, 60,黛弘人, 0.7, 67,   0,   1,13,124.1,⑩⑩⑨
12, 3, バトルヤルジャン,---,吉田隼,12.7,-21,  -8, -85,10, 49.0,①⑪⑫,,,,,,,,,,,,,12,12,Ｎショウナンライコウ, 52,内田博, 0.6, 61,   0,  -9,15,123.8, ⑥⑧,12,14,Ｌアｰスプレイ, 60,田中勝, 0.7, 67,   1,  -2,12, 50.9,⑦⑨⑩
,,,,,,,,,,,,,,,,,,,,,,,,13, 3,Ｏエムオｰマジック, 42,伊藤工, 1.1, 54,*  3, -18,12, 66.0, ②④,13, 1,Ｍマリｰナベイ, 56,田辺裕, 0.9, 65,  -3,   2,11, 28.6,⑭⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,14, 1, カシノマラドｰナ,---,二本柳, 1.7, 46,  -2, -20,16,234.0, ⑧⑭,14,16,Ｏクリアｰパッション, 55,井上敏, 1.7, 54,   0, -14,15,131.5,⑧⑪⑮
,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｋコパノハリスン, 57,吉田隼, 1.7, 45, -14,  -9,14, 73.5, ⑯⑯,15, 8,Ｎミナスジェライス, 55,松岡正, 1.7, 57,  -5,  -5,16,215.6,⑫⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｌリタｰンストロｰク, 57,ブノワ, 2.6, 34,*  6, -40,13, 71.1, ①①,16,11,Ｐファミｰユ, 54,勝浦正, 1.7, 54,   4, -19,14,127.0,⑥⑥⑥
