15年 9月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西宮ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａゼンノサｰベイヤｰ, 66,武豊  ,, 66,   3,*  2, 1,  1.3, ③③, 1, 1, タガノグｰフォ,,平沢健,,,,, 1,  2.6,②①①, 1,14,Ｄインフェルノ, 71,池添謙,, 72,*  7,   3, 4,  9.7, ③③, 1, 7,Ｊリメインサイレント, 75,藤岡康,, 80,*  8,   3,11, 57.4, ⑤④
 2, 2,Ｂソｰディヴァイン, 49,川田将, 0.3, 64,*  4,* -2, 2,  3.9, ②②, 2, 3, アドマイヤタイシ,,北沢伸,202.5,,,, 2,  2.7,③③②, 2, 4,Ｇラインシュナイダｰ, 67,松山弘, 0.0, 71,   3,*  9, 5, 13.2, ⑩⑨, 2,13,Ｆダノンムｰン, 77,デムｰ, 0.1, 79,   5,   8, 2,  4.1, ⑨⑧
 3, 7,Ｅタガノフォルトゥナ, 39,松山弘, 2.4, 48,*  5, -21, 3,  9.1, ①①, 3, 2, ハクユウドルフィン,,難波剛,204.1,,,, 3,  2.9,④④③, 3, 3,Ｅコロマンデル, 70,鮫島克, 0.2, 69,   2,*  7, 2,  4.7, ⑨⑩, 3, 5,Ｋアドマイヤドバイ, 74,幸英明, 0.3, 78,*  9,  -6,12, 60.5, ①①
 4,11,Ｉウインランブル, 32,和田竜, 2.5, 44,  -7,  -7, 6, 42.2, ⑪⑧, 4, 6, ミスタｰビッグ,,植野貴,208.8,,,, 5, 19.5,⑤⑤④, 4,11,Ｂネオスタｰダム, 72,デムｰ, 0.4, 66,   6,   0, 1,  1.9, ⑤④, 4,12,Ｄウインマｰレライ, 81,岩田康, 0.3, 77,   5,   3, 3,  5.8, ⑧⑦
 5,10,Ｇセキサンシップ, 36,鮫島克, 2.7, 42,  -6, -10, 5, 40.5, ⑨⑨, 5, 5, アグネスキング,,小坂忠,218.7,,,, 6, 30.0,⑥⑥⑤, 5, 7,Ｆアスタキサンチン, 69,加藤祥, 0.5, 66,   5,   1, 3,  7.3, ⑥⑤, 5, 6,Ｅカナロア, 79,川田将, 0.3, 81,   1,* 13, 6, 12.4, ⑬⑫
 6, 4,Ｃビップトイトイトイ, 49,小牧太, 2.7, 43,  -3, -14, 4, 23.0, ⑤⑤,,,,,,,,,,,,, 6, 2,Ａモンラッシェ, 74,小牧太, 0.5, 67,   5,   0, 6, 16.3, ④⑦, 6, 9,Ｃピオネロ, 81,武豊  , 0.4, 77,   4,   6, 1,  2.6, ⑫⑪
 7, 9,Ｋチャペルオブラブ, 26,幸英明, 2.8, 43,  -4, -13, 8, 64.4, ⑧⑥,,,,,,,,,,,,, 7,12,Ｃオンワｰドバｰス, 71,義英真, 0.5, 66,   3,   3, 9, 32.5, ⑧⑥, 7, 2,Ａシベリアンスパｰブ, 85,横山典, 0.5, 75,   4,   4, 7, 20.9, ⑩⑩
 8,13,Ｌテイエムハｰトダン, 25,高倉稜, 2.8, 42,  -7, -10,12,324.0, ⑩⑪,,,,,,,,,,,,, 8, 5,Ｈノボリフジ, 65,秋山真, 1.0, 61,   3,  -2, 7, 22.2, ⑦⑧, 8,14,Ｈミヤジタイガ, 77,和田竜, 0.5, 75,*  9,  -7, 9, 29.1, ②②
