15年 2月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 2月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝3170m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,河原町ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃアドマイヤシャイ, 59,小牧太,, 68,*  2,*  5, 1,  2.3,②②②, 1, 2, ダンツミュｰタント,,森一馬,,,,, 3,  5.4,④⑦④, 1, 1,Ｂラッフォルツァｰト, 77,シュタ,, 73,*  9,  -7, 1,  1.6, ③③, 1,12,Ａタガノトネｰル, 86,菱田裕,, 83,* 12,   6, 1,  3.0, ③③
 2, 5,Ｊモアニケアラ, 48,池添謙, 0.3, 66,   0,*  6, 4,  9.4,⑩⑤④, 2, 9, アルトゥバン,,黒岩悠,213.0,,,, 4,  5.9,⑬⑫⑫, 2, 3,Ｈレッドカｰラ, 63,川須栄, 0.2, 69,   4,* -3, 4,  9.1, ⑨⑧, 2,14,Ｈカｰティスバロｰズ, 82,筒井勇, 0.2, 81,* 14,   2,12, 48.8, ①①
 3, 6,Ｄサンマルアリュｰル, 58,東川公, 1.4, 58,  -1,  -3, 6, 22.6,⑦⑦⑤, 3, 7, アルティシムス,,熊沢重,213.1,,,, 5,  7.1,③③②, 3, 4,Ｄエリｰティアラ, 70,大野拓, 0.4, 68,* 10, -15,10, 52.4, ②②, 3, 9,Ｆアルボナンザ, 85,藤田伸, 0.2, 82,   4,* 14, 3,  5.9, ⑪⑫
 4,12,Ｇマｰレｰ, 52,菱田裕, 1.7, 56,*  3, -11,11, 70.7,①①①, 4, 8, カントリｰスノｰ,,高野和,213.2,,,,13,177.9,⑩⑩⑧, 4, 2,Ｅマイティティｰ, 66,横山和, 0.5, 65,   7, -11,12, 65.1, ⑥⑤, 4, 2,Ｅシグナルプロシｰド, 85,難波剛, 0.3, 81,   6,  11, 8, 17.5, ⑩⑨
 5,16,Ｂマダムウルル, 59,幸英明, 1.7, 57,  -1,  -4, 3,  4.5,⑪⑧⑦, 5,11, ラガｰトモヒｰロ,,北沢伸,213.4,,,, 1,  2.8,⑥⑥⑥, 5, 8,Ｆハナズプルメリア, 66,川島信, 0.7, 62, -10,* 10, 9, 40.1, ⑮⑭, 5,11,Ｇビッグリバティ, 83,後藤浩, 0.3, 80,   3,* 15, 9, 30.5, ⑬⑭
 6, 3,Ａルナツｰ, 62,太宰啓, 1.9, 58,  -2,  -2, 2,  4.0,⑬⑩⑨, 6, 1, テｰオｰゼウス,,佐久間,213.6,,,,11,164.4,⑪⑨⑩, 6, 5,Ｌセレッソブランコ, 59,菱田裕, 0.7, 63,   5, -13,13, 67.0, ④⑥, 6, 6,Ｄポメグラネイト, 85,小林徹, 0.4, 79,* 12,   2, 6, 13.8, ②②
 7, 1,Ｌフロｰリアンヌ, 46,岩崎翼, 2.1, 56,  -4,  -2, 5, 12.7,⑭⑫⑫, 7,10, ミヤコデラックス,,草野太,213.6,,,,10, 94.6,⑫④③, 7,13,Ｉコスモピｰコック, 61,熊沢重, 0.8, 61,   4, -11, 6, 25.2, ⑩⑩, 7, 3,Ｐビッグギグ, 75,国分優, 0.4, 79,   4,  12,13, 50.4, ⑫⑩
 8, 4,Ｍジルコン, 41,横山和, 2.1, 61,  -6,*  6,16,422.3,⑮⑮⑭, 8,13, テイエムセイリュウ,,難波剛,213.7,,,, 6, 13.9,⑨⑤⑦, 8,10,Ｇタガノヴェルリｰ, 64,国分恭, 0.8, 64,*  9, -18, 3,  8.7, ⑤④, 8, 1,Ｎモエレジュンキン, 76,大野拓, 0.4, 80,   8,   7,14,183.6, ⑦⑦
 9, 9,Ｏポインテッドラン, 38,大野拓, 2.4, 53,*  1, -14,13,308.0,③④③, 9, 4, クリノテンペスタ,,植野貴,214.1,,,,14,209.2,⑧⑪⑪, 9,16,Ａクロｰソｰ, 80,城戸義, 1.0, 63,* 13, -25, 2,  5.7, ①①, 9, 4,Ｉオｰルブラックス, 81,小牧太, 0.6, 78,   7,   6, 5, 12.6, ⑧⑧
