15年 6月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 6月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,清里特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｅラブミラｰボｰド, 59,嘉藤貴,, 62,   3,*  0, 3,  7.3, ⑭⑩, 1,10,Ｅワラッチャオ, 56,柴田善,, 67,   4,  -8, 2,  4.3, ⑥⑥, 1,10,Ｅサンソヴｰル, 67,戸崎圭,, 76,  10,  -4, 1,  4.5, ⑦⑦, 1,11,Ｃアジアンテｰスト, 81,戸崎圭,, 80,*  8,*  9, 1,  2.4, ③③
 2, 1,Ｆイヌイジェニｰ, 59,村田一, 0.1, 60,   1,*  1, 7, 18.1, ⑮⑮, 2,14,Ａハッピｰムｰン, 62,津村明, 0.1, 66,   3,* -6, 3,  5.7, ⑨⑨, 2,15,Ｃスマイルシャワｰ, 69,田中勝, 0.1, 76,   4,*  3, 4,  5.7, ⑭⑬, 2, 2,Ｂプリサイスエｰス, 83,田辺裕, 0.1, 79,   5,* 11, 2,  4.8, ⑦⑥
 3,10,Ｂイクシア, 64,北村宏, 0.1, 62,   4,* -3, 2,  3.7, ⑧⑧, 3,13,Ｆアリビアｰル, 54,北村宏, 0.3, 66,  -1,* -3, 4,  7.3, ⑬⑫, 3, 5,Ｋミュゼリトルガｰル, 61,田辺裕, 0.1, 74,   7,* -3, 5, 10.1, ⑨⑧, 3,13,Ｆミヤジマッキｰ, 77,川須栄, 0.4, 78,   6,   7, 6, 17.2, ④⑤
 4, 2,Ａメガミチャン, 67,戸崎圭, 0.3, 60,   8, -10, 1,  2.3, ③③, 4, 2,Ｂデトロイトカフェ, 61,内田博, 0.3, 64,   6, -13, 5,  7.7, ⑤⑤, 4, 8,Ａナイアガラモンロｰ, 73,石川裕, 0.3, 68,  11, -14, 3,  5.2, ④④, 4, 5,Ａトゥルッリ, 84,内田博, 0.4, 76,*  8,   4, 3,  5.9, ②②
 5,11,Ｃフロｰラルダンサｰ, 62,吉田豊, 0.5, 56,   5,  -9, 4,  8.6, ⑥⑥, 5, 1,Ｃレッドアフレイム, 58,田辺裕, 0.5, 62,   0,  -7, 1,  3.1, ⑩⑩, 5, 2,Ｆコスモラパン, 66,柴田大, 0.3, 73,  12, -13, 6, 11.3, ③③, 5, 1,Ｅナムライチバンボシ, 78,国分優, 0.6, 75,   6,   5,10, 35.2, ⑤④
 6, 5,Ｉダイワポデスタ, 53,田中勝, 0.6, 58,*  9, -14,10, 45.3, ②②, 6, 4,Ｋトウカイエンプレス, 46,武士沢, 0.7, 63,  -3,* -6,10, 67.7, ⑭⑭, 6, 7,Ｇプレイアップ, 65,木幡初, 0.5, 70,   7,  -7,10, 35.4, ⑩⑩, 6, 9,Ｄムｰドティアラ, 80,伊藤工, 0.8, 74,   2,* 10, 5, 12.1, ⑬⑬
 7, 3,Ｏプリサイスギフト, 36,田辺裕, 0.8, 55,   7, -13, 8, 20.8, ⑤⑤, 7, 7,Ｈストレｰトプレイ, 53,松岡正, 0.7, 61,*  7, -22, 6, 15.4, ③③, 7,14,Ｉゴｰルドシャンティ, 64,村田一, 0.6, 69,   7, -10, 2,  4.9, ⑧⑨, 7,16,Ｈウォｰシップマｰチ, 76,田中勝, 0.9, 74,   3,   7, 9, 29.3, ⑩⑪
 8,14,Ｍサンタイラｰ, 39,岩部純, 1.6, 49,   2, -13,13,248.1, ⑬⑬, 8, 6,Ｉニシノユウキ, 51,田中勝, 0.8, 59,*  7, -24, 9, 21.0, ④④, 8, 9,Ｎツクバアラモｰド, 60,岩崎翼, 0.9, 65,   6, -11,15,248.7, ⑫⑫, 8, 4,Ｊアルデグロリア, 71,西田雄, 1.2, 71,   3,   3,13,161.8, ⑪⑨
