15年 2月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 2月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 7R  ダ1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,早春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂクラウンジュｰン, 52,後藤浩,, 52,  -2,  -4, 6, 14.1, ④⑤, 1, 9,Ｇサザナミ, 54,福永祐,, 62,   1,*  8, 3,  6.1, ⑨⑩, 1, 6,Ｂヘヴンズチョイス, 70,横山和,, 78,   9,*  6, 2,  3.7, ⑨⑨, 1, 4,Ｌメイショウカドマツ, 73,蛯名正,, 88,* 14,* -1, 4,  7.4,②①①
 2,13,Ｃポントス, 52,大庭和, 0.0, 54,* -1,  -5,16,244.4, ③③, 2,13,Ｄトリノレｰジョ, 55,岩田康, 0.0, 61,  -1,*  9, 7, 14.8, ⑫⑫, 2,14,Ｄフレンドスイｰト, 70,内田博, 0.2, 74,  13,   0, 4,  9.6, ④⑥, 2, 6,Ｅヴォルシェｰブ, 83,内田博, 0.7, 83,  11,*  1, 1,  3.1,⑦⑦⑦
 3,10,Ｋマゼンタ, 46,三浦皇, 0.2, 52,  -3,* -3, 4,  9.9, ⑨⑨, 3, 6,Ａエクストラペトル, 63,石川裕, 0.1, 60,   1,   5, 2,  3.7, ⑦⑨, 3, 7,Ａエルシェロアスｰル, 71,井上敏, 0.4, 73,  12,  -2, 5, 10.4, ⑥⑤, 3, 7,Ｈモビｰル, 80,デムｰ, 0.9, 81,  10,*  1, 8, 24.3,⑨⑨⑩
 4, 6,Ｍトミケンシャルゴｰ, 43,木幡初, 0.2, 51,  -3,  -5,10, 37.7, ⑦⑥, 4,12,Ｂトｰセンコスモ, 58,井上敏, 0.1, 59,   1,   3, 8, 19.0, ⑩⑦, 4,10,Ｈヴィｰタアレグリア, 69,北村宏, 0.4, 73,* 14,  -4, 7, 15.6, ③③, 4,13,Ｉカムフィｰ, 80,横山典, 0.9, 79,  10,*  0, 7, 22.5,⑬⑩⑨
 5, 4,Ｊルパン, 46,武士沢, 0.3, 48,  -9,*  2,14, 82.8, ⑯⑭, 5,16,Ｊサウザンリｰブス, 44,大野拓, 0.3, 58,  -2,*  7, 5, 13.1, ⑭⑭, 5, 5,Ｊビオレント, 63,大野拓, 0.6, 72,   7,*  6,13, 74.3, ⑭⑬, 5, 3,Ｆマイネルアイザック, 81,柴田大, 1.0, 80,* 13, -10, 9, 43.5,③③②
 6, 9,Ｄトミケンモヴェｰル, 51,菱田裕, 0.5, 49,  -3,  -6, 7, 16.2, ⑩⑩, 6,15,Ｆプルガステル, 54,ベリｰ, 0.5, 54,  -5,*  7, 1,  3.5, ⑮⑮, 6,13,Ｅマックスユｰキャン, 70,武士沢, 0.7, 69,   8,*  3, 8, 24.7, ⑫⑪, 6, 8,Ａアドマイヤケルソ, 88,岩田康, 1.1, 78,  11,  -5, 3,  5.0,⑧⑧⑧
 7,15,Ａゼトス, 63,横山典, 0.6, 46,  -3,  -8, 1,  2.4, ⑤⑧, 7, 5,Ｃプラチナムスタング, 57,横山和, 0.6, 54,   4,  -6,10, 33.4, ⑤④, 7, 9,Ｃプリンセスカママル, 70,石川裕, 1.1, 67,  13,  -9, 3,  9.0, ⑤④, 7,10,Ｇマイネルジェイド, 81,松岡正, 1.2, 79,  12,  -9,10, 44.4,⑥⑥④
 8,12,Ｌレサンシエル, 45,蛯名正, 0.7, 46,  -6,  -4, 3,  7.1, ⑭⑬, 8,10,Ｉアップセッタｰ, 45,北村宏, 0.8, 53,  -3,   2, 6, 14.2, ⑬⑬, 8, 3,Ｇトｰセンセラヴィ, 69,デムｰ, 1.6, 63,* 14, -15, 1,  2.6, ②②, 8,11,Ｄダノンシンフォニｰ, 84,福永祐, 1.2, 77,   9,*  0, 5,  8.3,⑪⑫⑪
