15年12月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｸﾌﾙﾊﾝﾃﾞｷｬｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａボｰサンシｰ, 67,鮫島克,, 66,*  4,   0, 1,  2.1, ①①, 1, 5, ウインアｰマｰ,,熊沢重,,,,, 5, 12.2,③①①, 1, 8,Ａエイシンハドソン, 81,酒井学,, 75,   5,   2, 1,  2.4,④④④, 1, 9,Ｃムｰンエクスプレス, 77,秋山真,, 81,* 10,*  7, 4,  8.5, ③③
 2, 8,Ｄグランジュテ, 59,城戸義, 0.1, 65,*  2,   1, 5, 15.0, ②②, 2,13, ハクサンゲイン,,金子光,204.3,,,,14,198.0,⑩⑧⑧, 2, 7,Ｒステイインシアトル, 55,武豊  , 0.0, 75,*  7,  -1, 2,  4.0,②②②, 2, 6,Ｍプルメリアスタｰ, 65,中谷雄, 0.1, 82,* 11,   2, 8, 31.0, ②②
 3,16,Ｇジランドラ, 53,酒井学, 0.5, 61,   1,  -2, 7, 19.8, ④⑤, 3, 3, キｰアイテム,,石神深,204.3,,,, 4,  6.8,⑧③②, 3, 2,Ｊカルナヴァレスコ, 70,松田大, 0.1, 75,   5,   2, 7, 21.4,⑤⑤⑤, 3, 2,Ｉニホンピロディｰル, 73,酒井学, 0.5, 75,   8,   2,11, 56.6, ④④
 4,15,Ｊオモロイシャチョウ, 43,和田竜, 0.6, 60,  -4,*  3, 2,  4.9, ⑨⑦, 4, 1, リスヴェリアｰト,,難波剛,204.6,,,, 6, 12.4,④④④, 4,15,Ｇカレンラストショｰ, 71,小崎綾, 0.2, 75,   5,   2, 4, 14.4,⑥⑥⑦, 4,13,Ｅアトム, 76,松田大, 0.5, 76,   4,*  8, 3,  4.8, ⑫⑪
 5, 9,Ｆオリエンタルロｰズ, 56,幸英明, 0.7, 59,  -5,*  3, 4,  8.2, ⑧⑧, 5, 2, アスタｰコリント,,林満明,204.8,,,, 7, 17.3,⑫⑦⑦, 5, 4,Ｉグラブザフラッグ, 70,太宰啓, 0.2, 75,   2,   6,12, 48.3,⑩⑩⑨, 5, 7,Ａヴェネト, 80,藤岡康, 0.5, 75,   7,   4, 2,  4.1, ⑤⑤
 6, 4,Ｋキタノタイセツ, 42,義英真, 0.9, 59,   1,  -4,12,128.0, ⑤④, 6,10, ウインイルソｰレ,,五十嵐,204.8,,,, 1,  2.8,⑥⑥③, 6, 5,Ｅマイネルプレッジ, 75,高倉稜, 0.2, 78,   3,*  8, 8, 21.4,⑫⑫⑫, 6, 8,Ｂサウンドバｰニング, 77,武豊  , 0.5, 75,   9,   2, 1,  2.8, ⑥⑥
 7,13,Ｈスプレｰモゲレイロ, 52,藤岡康, 1.2, 55,  -2,  -4,11, 90.6, ⑥⑥, 7, 8, タガノレイヨネ,,森一馬,205.5,,,, 2,  4.7,①②⑤, 7, 1,Ｈサトノシャルマン, 70,鮫島克, 0.3, 74,   5,   0, 3,  7.9,⑦⑦⑥, 7, 4,Ｊブレイクアウト, 73,古川吉, 0.6, 72,* 12,  -7,12, 67.5, ①①
 8, 1,Ｏライディングハイ, 38,中谷雄, 1.6, 51,   1, -11, 8, 33.4, ③③, 8, 6, ラノララク,,江田勇,206.1,,,,10, 35.4,⑦⑤⑥, 8, 9,Ｃメイショウヤマホコ, 76,幸英明, 0.4, 76,   1,*  8,11, 34.0,⑯⑮⑮, 8, 1,Ｈサｰサルヴァトｰレ, 73,幸英明, 0.7, 74,   3,*  7, 5, 13.3, ⑬⑬
 9,10,Ｂタマモブレスレット, 60,秋山真, 1.7, 50,  -8,  -3, 6, 17.8, ⑪⑩, 9,11, ケンブリッジアｰサ,,草野太,206.3,,,,11, 77.5,⑪⑩⑨, 9, 3,Ｏエｰティｰロゼッタ, 65,古川吉, 0.4, 73,   4,   2,17,155.9,⑨⑨⑧, 9, 3,Ｄラディウス, 77,北村友, 0.7, 73,   4,   5, 7, 15.3, ⑧⑩
