15年 6月21日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 6月21日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木古内特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａマイネルライヒ, 63,丹内祐,, 62,*  8, -10, 1,  3.3,⑤②②, 1,11,Ａメイショウナゴミ, 63,武豊  ,, 56,* 13, -14, 2,  3.8,④③②, 1, 4,Ａカンデラ, 75,岩田康,, 78,*  9,*  7, 2,  3.3,①①①, 1,12,Ａヒルノデイバロｰ, 77,四位洋,, 79,*  9,   4, 2,  5.2,①①①
 2, 1,Ｃノｰブルクリスタル, 58,勝浦正, 0.3, 64,   2,* -1, 6, 16.3,⑫⑩⑧, 2, 4,Ｉヒロノドラム, 52,丹内祐, 0.2, 55,   8,* -9,10, 52.0,⑧⑦⑤, 2,11,Ｂスリｰアロｰ, 74,古川吉, 0.7, 73,   7,   4, 4,  8.0,⑥④②, 2, 6,Ｄアスカクイン, 75,丸山元, 0.3, 75,   3,* 12, 4,  6.2,⑬⑪⑩
 3, 7, マルカジャｰニｰ,---,藤岡康, 0.7, 59,   3,  -7, 7, 20.6,⑩⑧⑥, 3, 9, インフェルノ,---,池添謙, 0.6, 53,   8, -12, 9, 51.2,⑦⑧⑧, 3, 2,Ｋオｰルオブナイト, 60,三浦皇, 1.1, 73,   7,   3, 8, 30.7,⑦⑤⑤, 3, 4,Ｃプレスアテンション, 76,松田大, 0.8, 71,   4,*  6, 8, 13.2,⑪⑨⑨
 4,10,Ｅガンクラブチェック, 57,岩田康, 0.9, 57,   5, -12, 4,  7.1,⑪⑤④, 4, 1,Ｈヤマニンピエドｰル, 53,井上敏, 0.6, 53,   8, -12,11, 56.1,⑤⑥⑥, 4, 9,Ｅエグランティｰナ, 73,四位洋, 1.4, 72,   3,*  6, 3,  5.5,⑬⑬⑧, 4,11,Ｆコスモラヴモア, 75,丹内祐, 1.0, 68,   7,  -2, 9, 18.8,⑥④④
 5,12,Ｂサンチュｰタ, 59,井上敏, 0.9, 60,  -2,*  0, 5, 13.5,⑨⑬⑫, 5, 5,Ｅセイセイセイ, 57,加藤祥, 0.6, 54,   5,* -6,12, 74.3,⑪⑪⑩, 5, 6,Ｃラヴァズアゲイン, 73,武豊  , 1.8, 67,   5,  -1, 7, 17.4,⑫⑩⑦, 5, 3,Ｇグラブザフラッグ, 74,三浦皇, 1.1, 70,   5,   1, 5,  9.0,⑧⑧⑧
 6, 5,Ｇエスティサプライズ, 56,嶋田純, 0.9, 59,   3,  -7,10, 40.9,⑧⑨⑨, 6, 2,Ｊハヤブサゲッツ, 51,丸田恭, 0.7, 50,* 13, -22, 6, 38.5,①①①, 6, 1,Ｇテラノココロ, 70,和田竜, 2.1, 65,   8,  -7, 9, 38.2,③②③, 6, 5,Ｅセフティｰエムアイ, 75,小林徹, 1.1, 69,   7,  -1, 7, 12.8,⑨⑥⑤
 7, 2,Ｈバイレ, 54,三浦皇, 1.2, 56,*  8, -20, 2,  3.5,①①①, 7,13,Ｆラッシュアタック, 56,三浦皇, 0.8, 52,   9, -16, 1,  2.3,⑥④④, 7, 5,Ｉアイリッシュハｰプ, 68,加藤祥, 2.4, 63,   4,  -4,11, 55.3,⑩⑪⑩, 6, 1,Ｋミッキｰボクサｰ, 65,北村友, 1.1, 69,   6,   1,11, 60.6,⑤⑦⑦
 8, 4,Ｄヤマイチシンバ, 58,和田竜, 1.3, 55,*  7, -19, 3,  4.6,③③③, 8,10,Ｂロｰレルウラノス, 63,柴山雄, 1.0, 49,   5, -11, 4, 10.5,⑩⑨⑨, 8, 3,Ｈメイショウクロｰバ, 68,城戸義, 2.5, 64,   5,  -7, 6, 14.3,⑤⑨⑪, 8, 2,Ｊバイタルフォルム, 71,西村太, 1.4, 66,   7,  -5,10, 36.4,④②②
 9, 9,Ｆシゲルエイサｰ, 57,古川吉, 1.5, 53,   4, -15, 8, 25.3,⑥⑥⑦, 9,12,Ｄワｰクオブゴッド, 59,田中健, 1.3, 47,* 12, -26, 5, 11.2,②②③, 9,13,Ｊウイングパラダイス, 63,小林徹, 2.7, 61,   6, -10,12, 92.8,⑨⑦⑥, 9,13,Ｈスマｰトダイバｰ, 73,武豊  , 1.6, 65,   7,  -6, 6, 11.2,⑦⑤⑥
