15年 3月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,播磨ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｆデンタルキュｰティ, 51,加藤祥,, 63,* -5,*  9, 7, 58.1,④④④, 1,14,Ｃシャンデリアハウス, 58,シュタ,, 63,  -3,*  5, 2,  3.8, ⑥⑥, 1, 7,Ｄレオニｰズ, 71,福永祐,, 75,   9,  -3, 2,  3.8,⑥⑥⑤, 1, 9,Ｂピンポン, 85,武豊  ,, 82,   4,* 16, 3,  5.4, ⑬⑬
 2, 1,Ｃナリタノヘア, 58,デムｰ, 0.2, 64,  -6,* 11, 4, 12.1,⑥⑧⑥, 2,16,Ａマイアベｰア, 67,デムｰ, 0.4, 58,  -4,   3, 1,  1.6, ⑧⑧, 2, 6,Ｅウェｰブゴｰルド, 69,菱田裕, 0.0, 76,   7,*  3, 4,  6.6,⑨⑧⑩, 2,13,Ｉゴｰインググレｰト, 82,和田竜, 0.1, 82,   7,  10, 7, 23.4, ⑦⑦
 3, 5,Ｉミヤジレリゴｰ, 44,和田竜, 0.4, 60,* -4,   3, 2,  2.6,①①①, 3,13, ダンツレガリア,---,武豊  , 0.6, 56, -10,*  9, 5, 16.5, ⑮⑬, 3, 5,Ｂフォルトファｰレン, 75,松山弘, 0.2, 77,   7,*  2, 8, 40.7,⑩⑩⑨, 3, 8,Ｌキングズガｰド, 80,川田将, 0.1, 84,   3,* 17, 1,  2.9, ⑮⑮
 4, 7,Ａスマｰトノエル, 60,武豊  , 0.5, 58,* -5,   5, 1,  1.8,③③③, 4,15,Ｂサウンドドゥイット, 58,北村友, 0.6, 56,  -6,*  4, 4, 13.6, ⑩⑨, 4, 9,Ｃメイショウビザン, 72,川田将, 0.3, 73,* 10, -11, 1,  3.0,②②②, 4,16,Ｆカｰティスバロｰズ, 83,太宰啓, 0.4, 81,* 11,   3, 6, 20.1, ①①
 5,10,Ｂパｰプルオンリｰ, 60,国分優, 1.2, 57,  -8,   5, 6, 23.1,⑫⑫⑧, 5, 3,Ｋフォｰスタｰ, 40,藤田伸, 0.6, 58,*  1,  -6,10,140.7, ③③, 5, 8,Ｆマイネルフレスコ, 69,岩田康, 0.3, 73,   8,  -4, 5,  6.9,⑦⑨⑧, 5, 6,Ｇメイショウオセアン, 83,松山弘, 0.6, 79,   9,   4, 5, 13.3, ④③
 6, 6,Ｄディアデム, 56,松山弘, 1.7, 52,* -4,  -7, 5, 23.0,②②②, 6, 6,Ｄパンプキンパイ, 53,岩崎翼, 1.3, 49,   0, -14, 7, 32.8, ⑤⑤, 6, 2,Ａコｰラルタワｰ, 77,幸英明, 0.7, 72,   8,  -9, 3,  6.1,⑧⑦⑥, 6,15,Ｈミッキｰヘネシｰ, 83,鮫島良, 0.9, 75,   4,   6,13, 52.6, ⑫⑨
 7, 2,Ｋアルテミスアロｰ, 42,菱田裕, 1.9, 49,  -6,  -7,11,196.9,⑤⑤⑤, 7,10,Ｍドラゴンラヴ, 32,川田将, 1.4, 47,  -3, -12, 8, 37.3, ⑦⑦, 7, 1,Ｈロｰザズカレッジ, 67,シュタ, 0.9, 68,   9, -17, 6,  9.9,③③④, 7,11,Ｄセイラ, 84,藤田伸, 1.0, 75,   1,   9,10, 32.9, ⑯⑯
 8,12,Ｅトウカイヒロイン, 55,北村友, 2.1, 48,  -8,  -2, 3, 11.3,⑭⑬⑪, 8, 1,Ｌサンフレイム, 35,四位洋, 1.5, 46,*  3, -22, 6, 29.2, ①①, 8, 3,Ｇジリオン, 68,北村友, 1.4, 63,* 10, -27, 7, 14.3,①①①, 8, 4,Ａクリノエリザベス, 87,岩田康, 1.2, 73,* 10,  -3, 2,  3.9, ②②
 9, 3,Ｎシゲルユキマツリ, 32,太宰啓, 2.7, 48,  -8,  -8,12,213.0,⑨⑪⑩, 9,12,Ｅバトルボンネビル, 49,国分優, 1.5, 46,  -9,  -5,15,262.5, ⑫⑫, 9, 4,Ｉサチヒメ, 62,岩崎翼, 1.7, 62,   8, -24, 9,153.2,④⑤⑦, 9, 2,Ｐメイショウアイアン, 76,武幸四, 1.2, 74,   4,   5,11, 33.5, ⑭⑭
10,14,Ｈナムラピピ, 49,酒井学, 2.7, 45,  -7, -10, 9,107.4,⑩⑩⑨,10,11,Ｈデルマチハヤ, 43,太宰啓, 1.8, 43,*  1, -22,12,193.9, ④④,10,10,Ｊジンライムデザイア, 51,国分優, 3.4, 54,   9, -54,10,277.5,⑤④③,10, 7,Ｊテムジン, 82,菱田裕, 1.2, 73,   6,   2,14, 68.5, ⑨⑪
11, 9,Ｇエンジェルウィスパ, 50,岩崎翼, 2.8, 45,  -6, -13, 8, 85.7,⑦⑥⑦,11, 4,Ｇフミノインパルス, 47,福永祐, 1.9, 40,  -8, -12, 3,  9.3, ⑪⑪,,,,,,,,,,,,,11,14,Ｎアビリティラヴ, 79,幸英明, 1.3, 73,   6,   1, 8, 24.6, ⑧⑧
12, 8,Ｊテイエムトナカイ, 43,幸英明, 2.8, 45,  -9,  -7,10,113.6,⑬⑭⑬,12, 8, トウカイララバイ,---,菱田裕, 1.9, 40, -15,  -4,11,154.6, ⑯⑯,,,,,,,,,,,,,12,10,Ｍオソレイユ, 80,岩崎翼, 1.5, 71,   9,  -4,15, 91.3, ⑥④
13,11,Ｌマヤジョワイユ, 38,三津谷, 4.3, 33,  -7, -24,14,403.6,⑧⑦⑫,13, 9,Ｊナゴミ, 40,岡田祥, 1.9, 41,  -6, -13,16,358.8, ⑨⑩,,,,,,,,,,,,,13, 5,Ｃマヤノオントロジｰ, 84,北村友, 1.5, 70,   7,  -1,12, 41.6, ⑩⑩
14,13,Ｍクィｰンアルビレオ, 33,鮫島良, 4.5, 34,  -7, -22,13,255.1,⑪⑨⑭,14, 7,Ｆチトセチヨ, 48,西村太, 2.0, 41, -11,  -7,13,233.0, ⑭⑭,,,,,,,,,,,,,14,12,Ｏコスモパルダ, 78,柴田未, 2.1, 66,   4,  -3,16,351.1, ⑪⑫
,,,,,,,,,,,,15, 2, ウインドレイン,---,松山弘, 2.2, 38, -12, -10,14,252.9, ⑬⑮,,,,,,,,,,,,,15, 3,Ｅベストルｰラｰ, 84,デムｰ, 2.6, 62,   8, -13, 4, 10.3, ⑤⑥
,,,,,,,,,,,,16, 5,Ｉデストリアｰ, 41,鮫島良, 2.3, 37,*  1, -29, 9, 50.0, ②②,,,,,,,,,,,,,16, 1,Ｋトップボンバｰ, 80,福永祐, 3.9, 52,* 10, -26, 9, 28.0, ③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
