15年 5月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2890m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
 9,12,Ｋスタｰフィッシュ, 49,義英真, 2.8, 42,*  7, -30,14,111.9,②②②, 9, 7, マイネルゼｰラフ,,山本康,196.1,,,,11, 47.7,④⑧⑧, 9,11,Ｄトｰセンスティング, 71,吉田隼, 1.0, 59,   3,  -4, 7, 16.1, ⑫⑬, 9,12,Ｊキモンイｰグル, 58,的場勇, 0.6, 56, -20,*  0,16,121.8,   
10, 8,Ｃジェルヴェｰズ, 61,川須栄, 2.9, 42,*  5, -29, 4,  5.9,④④④,10, 6, キングオブタイム,,北沢伸,197.2,,,, 7, 15.6,⑫⑩⑩,10,14,Ｆレッドフェザｰ, 68,義英真, 1.0, 61,   5,  -5, 5,  7.8, ⑩⑨,10, 9,Ｇショウナンライコウ, 61,井上敏, 0.8, 51, -19,  -4, 9, 27.5,   
11, 9,Ｈヴィクトリｰアスカ, 53,オｰル, 3.0, 41,   3, -25,12, 57.9,⑨⑨⑩,11, 5, ニュｰコネクション,,高野和,197.6,,,,14,206.8,⑪⑪⑪,11, 7,Ｈウエスタンニンジャ, 66,杉原誠, 1.3, 56,   3,  -5,12,126.3, ⑭⑪,11, 3,Ｍエムオｰマジック, 53,オｰル, 1.1, 46,* -1, -21,15, 71.7,   
12, 5,Ｎキクノラッキｰ, 39,西田雄, 3.4, 41,   0, -21,13,102.0,⑭⑭⑭,12,13, テイエムオドロキ,,小坂忠,198.2,,,,12, 77.9,⑧⑫⑫,12, 5,Ｏセルリアンラッシュ, 56,岡田祥, 1.3, 56,  -8,*  5,15,190.8, ⑮⑮,12, 6,Ｄヴィクトリｰスノｰ, 62,吉田隼, 1.2, 46,*  0, -21, 4,  6.4,   
13,14,Ｉクラレンスハウス, 52,宮崎北, 4.6, 32,   2, -36, 9, 36.1,⑪⑫⑬,13, 9, コウジョウ,,五十嵐,198.5,,,, 4,  9.2,⑬⑬⑬,13,13,Ｋプレシャスベガ, 65,川須栄, 1.6, 58,   9, -14,11,123.9, ⑥⑦,13,11,Ｉケモノタイプ, 58,杉原誠, 1.2, 43, -19, -10,12, 40.5,   
14,11,Ｍイｰハトｰボ, 48,津村明, 4.7, 30,   2, -37,11, 51.6,⑦⑩⑪,14,10, タイセイジュピタｰ,,石神深,203.8,,,,10, 46.6,⑭⑭⑭,14,10,Ｇクリノプリムラ, 67,三津谷, 1.9, 53,   4, -12,13,135.5, ⑪⑫,14, 1,Ｎレッドムｰン, 52,西田雄, 1.2, 44,  -4, -19,14, 68.2,   
15, 2, リッフェル,---,丹内祐, 6.0, 24,  -3, -39,15,150.6,⑮⑮⑮,,,,,,,,,,,,,15, 3,Ｊコスモピンチョス, 65,丹内祐, 2.3, 50,   9, -20, 8, 42.2, ④⑤,15,10,Ｋキャプレット, 56,松若風, 1.3, 42, -15, -14, 3,  6.2,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｆロットリｰ, 62,松田大, 1.3, 43, -11, -16, 8, 25.3,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:3),,,,,,,,,,,
"単勝:370円 複勝:10=140円 03=180円 15=230円 枠連:1,020円",,,,,,,,,,,,"単勝:530円 複勝:12=200円 04=280円 01=440円 枠連:1,150円",,,,,,,,,,,,単勝:680円 複勝:08=180円 09=120円 04=140円 枠連:800円,,,,,,,,,,,,"単勝:3,510円 複勝:14=820円 16=610円 15=160円 枠連:1,110円",,,,,,,,,,,
"馬連:1,170円 ワイド:03-10=370円 10-15=540円 03-15=800円",,,,,,,,,,,,"馬連:2,780円 ワイド:04-12=1,030円 01-12=1,840円 01-04=2,850円",,,,,,,,,,,,馬連:800円 ワイド:08-09=300円 04-08=550円 04-09=250円,,,,,,,,,,,,"馬連:22,730円 ワイド:14-16=6,010円 14-15=1,520円 15-16=1,110円",,,,,,,,,,,
"馬単:2,130円 3連複:3,050円 3連単:13,320円",,,,,,,,,,,,"馬単:5,040円 3連複:23,850円 3連単:84,980円",,,,,,,,,,,,"馬単:1,950円 3連複:1,120円 3連単:7,520円",,,,,,,,,,,,"馬単:39,980円 3連複:15,610円 3連単:125,070円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤倉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｋフライングニンバス, 47,松若風,, 72,* 12,* -1, 3,  5.1, ②②, 1, 8,Ｂジュｰンロディ, 64,松田大,, 59,   8, -16, 1,  2.5, ⑤⑤, 1, 1,Ｈレッドシェリフ, 70,松若風,, 70,*  8,  -1, 7, 11.1, ①①, 1, 8,Ｄショウナンマルシェ, 72,オｰル,, 74,   7,  -1, 2,  4.2, ④④
 2,12,Ｂタイキラトナンジュ, 62,丸山元, 0.4, 69,  11,* -3, 5,  8.2, ④③, 2, 3,Ｃベツァオバｰン, 59,松若風, 0.2, 57,   4,*-11, 3,  6.6, ⑭⑭, 2,15,Ｄレッドソレイユ, 71,杉原誠, 0.0, 73,   4,* 11, 2,  5.6, ⑮⑮, 2, 1,Ｆカレンケカリｰナ, 71,津村明, 0.1, 72,   7,  -3, 1,  3.8, ③③
 3, 5,Ｅディスティニｰガイ, 60,黛弘人, 0.6, 68,* 15,  -9, 2,  4.1, ①①, 3,12,Ｄメイショウカンベエ, 56,古川吉, 0.2, 58,   7, -15, 6, 21.6, ⑧⑧, 3,12,Ｇネルトスグアサ, 70,原田和, 0.2, 71,   4,*  6,12, 77.3, ⑫⑬, 3,10,Ｉシルクブルックリン, 68,長岡禎, 0.2, 72,   5,   0, 7, 38.4, ⑥⑥
 4,13,Ｇマルトクビクトリｰ, 54,義英真, 0.7, 64,   7,* -3, 7, 15.5, ⑨⑥, 4, 9,Ｈハッピｰムｰン, 48,津村明, 0.3, 55,   4,*-14, 7, 24.4, ⑫⑫, 4,10,Ｎヤマニンエルフィン, 57,三津谷, 0.2, 70,   7,   2,13,109.4, ⑧⑨, 4, 9,Ａサウンドメモリｰ, 78,丸山元, 0.3, 72,   3,*  5, 4,  5.3, ⑦⑦
 5,11,Ａダシヌケ, 66,吉田隼, 1.1, 59,   5,* -4, 1,  3.7, ⑪⑩, 5,10,Ｇブラウンゴッデス, 48,オｰル, 0.4, 56,  11, -24, 5, 13.9, ③③, 5,13,Ｊリスヴェリアｰト, 67,中井裕, 0.6, 68,   6,  -2, 6,  8.3, ⑬⑩, 5,11,Ｂレッドオｰラム, 77,松若風, 0.3, 70,   7,  -6, 3,  4.3, ②②
 6, 4,Ｃファミリｰズオナｰ, 61,宮崎北, 1.8, 56,  11, -16, 4,  7.3, ③④, 6,15,Ｉペルセフォネ, 47,丸山元, 0.5, 54,   5, -16,11,133.7, ⑬⑬, 6, 6,Ｆイレプレイスブル, 70,嶋田純, 0.6, 67,   6,  -1, 1,  5.0, ⑪⑫, 6, 2,Ｅマイティｰスコｰル, 72,古川吉, 0.4, 68,* 14, -20, 6,  8.3, ①①
 7, 9,Ｊスパイホップ, 49,丹内祐, 2.2, 48,   2, -11, 9, 35.6, ⑫⑫, 7,14,Ｍステイバｰニング, 45,義英真, 0.6, 51,   2,*-14, 9, 48.2, ⑮⑮, 7,11,Ｂキンコバン, 73,義英真, 0.6, 65,   7,  -6, 8, 17.0, ⑨⑦, 7, 3,Ｃレッドシャンクス, 73,杉原誠, 0.4, 71,   2,*  6, 5,  7.5, ⑧⑧
 8, 6,Ｆハｰドアスリｰト, 55,西田雄, 2.3, 49,   5, -15, 8, 15.7, ⑩⑪, 8, 6,Ａプラントアゲン, 68,井上敏, 0.7, 53,* 13, -31, 2,  3.2, ②②, 8,14,Ｌタイセイポラリス, 60,平野優, 0.6, 65,*  8,  -8, 9, 22.5, ⑤⑤, 8, 5,Ｈヒルノケアンズ, 69,田中健, 0.8, 66,   4,  -7, 8, 45.1, ⑤⑤
 9,15,Ｄデルマヨタロウ, 61,津村明, 2.3, 49,   9, -18, 6, 11.6, ⑤⑤, 9, 2,Ｆヴァンドデセｰル, 50,木幡初, 0.7, 51,   7, -23, 8, 27.5, ⑦⑦, 9, 3,Ｃサンドラバロｰズ, 71,長岡禎, 0.7, 65,   8,  -8, 4,  6.0, ④④, 9, 7,Ｊモンプレジｰル, 65,西田雄, 1.4, 61,  -1,  -4, 9, 61.7, ⑩⑩
10,14,Ｍチャｰミングマオ, 41,高倉稜, 2.4, 50,   4, -12,10, 54.7, ⑬⑬,10, 1,Ｊドリｰマｰズハイ, 46,西田雄, 1.0, 47,   4, -23,14,201.2, ⑪⑩,10, 9,Ｅファｰストオｰサｰ, 70,藤懸貴, 0.7, 64,*  8, -10, 5,  7.1, ③③,10, 6,Ｇタプロｰム, 70,丹内祐, 1.5, 60,  -1,  -4,10, 73.4, ⑪⑨
11, 3,Ｉスイフトミノル, 52,国分恭, 2.4, 47,  -1,  -9,11,118.6, ⑮⑮,11, 5,Ｅミュゼメルノワｰル, 54,丹内祐, 1.1, 48,  11, -32, 4,  7.5, ④④,11, 7,Ａチェイスザゴｰルド, 73,木幡初, 0.8, 64,   2,   0, 3,  5.7, ⑭⑭,11, 4, ヴィクトリｰノヴァ,---,井上敏, 2.7, 50,  -9,  -3,11,128.5, ⑨⑪
12, 1, ティアップセッタｰ,---,木幡初, 2.5, 45,  -1, -11,12,136.4, ⑭⑭,12, 4,Ｌバニラマカロン, 46,川須栄, 1.4, 46,* 15, -41,10, 49.8, ①①,12, 8,Ｋレッドオラシオン, 61,井上敏, 0.9, 63,   5,  -7,10, 27.9, ⑥⑧,,,,,,,,,,,,
13, 8,Ｎフラッグシップ, 39,井上敏, 2.5, 47,   8, -20,15,212.5, ⑦⑧,13,13,Ｋカンヌ, 46,吉田隼, 2.0, 38,  10, -42,13,145.4, ⑥⑥,13, 4,Ｏオマモリ, 39,西村太, 1.1, 61,   7, -11,14,174.4, ⑦⑥,,,,,,,,,,,,
14, 7,Ｌモリトプリマ, 41,オｰル, 2.6, 48,   9, -20,13,140.5, ⑧⑨,14,16,Ｐパイグリン, 36,中井裕, 2.1, 38,   7, -41,16,299.7, ⑨⑨,14, 2,Ｍジンライムデザイア, 58,小野寺, 1.8, 54,   4, -17,15,211.3, ⑩⑪,,,,,,,,,,,,
15, 2,Ｈセンノレイダｰス, 53,的場勇, 2.7, 46,   7, -20,14,155.6, ⑥⑦,15,11,Ｏアップリズム, 38,高倉稜, 2.2, 36,   6, -40,15,223.5, ⑩⑪,15, 5,Ｉゴｰワン, 68,野中悠, 2.8, 45,*  8, -42,11, 61.9, ②②,,,,,,,,,,,,
,,,,,,,,,,,,16, 7,Ｎガトｰネグロ, 40,黛弘人, 5.2,-11,  -7, -61,12,141.2, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:3),,,,,,,,,,,
単勝:510円 複勝:10=190円 12=250円 05=170円 枠連:690円,,,,,,,,,,,,単勝:250円 複勝:08=120円 03=170円 12=360円 枠連:720円,,,,,,,,,,,,"単勝:1,110円 複勝:01=390円 15=270円 12=1,480円 枠連:2,400円",,,,,,,,,,,,単勝:420円 複勝:08=160円 01=140円 10=710円 枠連:450円,,,,,,,,,,,
"馬連:2,170円 ワイド:10-12=950円 05-10=620円 05-12=710円",,,,,,,,,,,,"馬連:760円 ワイド:03-08=330円 08-12=850円 03-12=1,600円",,,,,,,,,,,,"馬連:3,550円 ワイド:01-15=1,290円 01-12=8,860円 12-15=3,220円",,,,,,,,,,,,"馬連:780円 ワイド:01-08=350円 08-10=2,100円 01-10=1,540円",,,,,,,,,,,
"馬単:3,300円 3連複:3,860円 3連単:16,180円",,,,,,,,,,,,"馬単:1,330円 3連複:3,610円 3連単:13,000円",,,,,,,,,,,,"馬単:8,250円 3連複:55,450円 3連単:373,530円",,,,,,,,,,,,"馬単:1,540円 3連複:5,900円 3連単:28,900円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝2400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂコンクエストシチｰ, 59,小坂忠,, 56,*  3,  -6, 4,  6.0,⑤③⑤, 1, 3,Ｃウインブルｰロｰズ, 61,津村明,, 58,*  0, -11, 3,  8.0,⑧③③, 1, 4,Ａウェルウィッチア, 77,吉田隼,, 69,   3,*  6, 4, 10.0,⑨⑩⑨, 1,15,Ｄエクスクライム, 69,川須栄,, 67,  -1,*  8,12, 27.2, ⑭⑭
 2, 7,Ｃヤマニンフライハイ, 56,伊藤工, 0.1, 55,  -3,*  5, 8, 19.7,⑫⑫⑩, 2, 2,Ｂレッドサバス, 62,吉田隼, 0.1, 58,  -2,  -5, 1,  2.4,⑦⑦⑥, 2,15,Ｂシｰリｰヴェｰル, 76,松田大, 0.2, 68,   6,  -2, 1,  2.5,④③③, 2, 2,Ｎロッカバラｰド, 62,オｰル, 0.0, 70,   7,  -1, 6,  9.9, ⑥⑥
 3, 4,Ｄアクティブボス, 56,野中悠, 0.1, 55,   2,  -6, 5,  6.9,②④⑥, 3, 9,Ａララエクラテｰル, 65,松田大, 0.1, 61,  -1,  -6, 2,  2.8,⑥⑥⑦, 3, 8,Ｉジェイケイニュｰス, 68,国分恭, 0.2, 70,   1,*  6, 8, 15.3,⑮⑭⑭, 3,10,Ａダンツアトラス, 71,高倉稜, 0.1, 68,   3,   3, 3,  7.1, ⑬⑫
 4, 1,Ｆアスクワンダフル, 55,岡田祥, 0.4, 54,*  3, -10, 2,  4.5,③②②, 4, 5,Ｅマイネルヘルック, 58,丹内祐, 0.1, 60,  -2,  -3, 4,  8.2,⑤⑧⑧, 4, 3,Ｋピンクシャドウ, 66,西田雄, 0.6, 65,*  6,  -8, 5, 10.5,②②②, 4, 7,Ｉベラフォレスタ, 63,松田大, 0.1, 68,   8,  -5,15, 51.2, ③③
 5, 8,Ｇヒロノドラム, 51,丹内祐, 0.7, 51,   2, -10,10, 37.6,⑨⑥④, 5, 4,Ｇメイショウミツボシ, 55,黛弘人, 0.2, 58,  -4,* -2, 8, 47.7,⑩⑩⑨, 5, 7,Ｄハイフロンティア, 72,丸山元, 0.6, 64,   5,  -4, 9, 18.2,⑧⑥⑥, 5,12,Ｇセルリアンシュロス, 66,国分恭, 0.2, 67,   4,  -1, 1,  5.0, ⑪⑪
 6, 9,Ｅララオムドゥクｰ, 55,森一馬, 0.8, 51,   1,  -9,12, 48.4,⑧⑦⑦, 6,12,Ｌトモノサンドラ, 30,国分恭, 0.3, 58,  -5,*  0,12,172.5,⑫⑫⑫, 6, 5,Ｎナリタキャッツアイ, 64,川須栄, 0.7, 66,   4,  -2,15,150.4,⑦⑦⑦, 6, 9,Ｍアｰスプレイ, 63,伊藤工, 0.2, 66,   2,   3, 7, 12.0, ⑫⑬
 7, 3,Ｈモズドゥｰチェ, 50,川須栄, 0.8, 53,  -2,  -3, 7, 12.2,⑪⑪⑨, 7, 6,Ｈリッツィｰ, 54,西村太, 0.3, 57,  -4,  -4,11,126.9,⑪⑪⑩, 7,11,Ｃセルリアンラビット, 75,古川吉, 0.7, 65,   3,   1, 7, 13.2,⑭⑫⑪, 7, 3,Ｊアブソリュカフェ, 63,的場勇, 0.2, 69,* 12, -12,13, 35.2, ①①
 8,12,Ｉサンコｰルドウェル, 49,的場勇, 1.1, 49,   0, -11,11, 48.4,⑥⑧⑧, 8,11,Ｄリッチゴｰルド, 61,杉原誠, 0.6, 53,  -1, -15, 5,  9.4,⑨⑤⑤, 8,14,Ｅシャドウシティｰ, 72,オｰル, 0.8, 65,   1,   1, 6, 12.8,⑬⑬⑫, 8, 1,Ｃファイナルブロｰ, 70,宮崎北, 0.3, 65,  -3,*  9, 5,  9.6, ⑮⑮
 9,11,Ａカウンタｰポイズ, 62,宮崎北, 1.3, 47,*  4, -18, 1,  4.2,①①①, 9,10,Ｉサンベイル, 53,井上敏, 2.4, 41,*  0, -44,10, 93.3,③②②, 9, 9,Ｊタツグレｰト, 67,津村明, 0.8, 62,   6,  -6,11, 79.2,③⑤⑤, 9, 5,Ｏモントボｰゲン, 61,丸山元, 0.3, 64,   3,  -1,11, 23.1, ⑩⑩
10,10, ビックマウンテン,---,国分恭, 1.4, 46,*  3, -18, 3,  6.0,⑦⑤③,10, 8,Ｆモンセラｰ, 58,長岡禎, 2.4, 41,  -2, -40, 6, 21.5,②④④,10, 2,Ｈスリｰヨｰク, 70,木幡初, 1.0, 63,   2,  -2,14,128.6,⑤⑨⑩,10, 6,Ｐビリｰヴザワン, 60,黛弘人, 0.4, 66,* 11, -12, 9, 19.0, ②②
11, 2,Ｊワイルドモンスタｰ, 45,吉田隼, 3.9, 31,  -1, -32, 6, 10.9,⑩⑩⑫,11, 7,Ｊナイスイタリアン, 48,オｰル, 3.1, 39,*  0, -56, 7, 30.4,①①①,11, 1,Ｇモルダバイト, 72,黛弘人, 1.2, 60,*  7, -14, 2,  5.5,①①①,11,11,Ｋメイショウラバンド, 63,古川吉, 0.5, 64,   7,  -7,14, 47.2, ⑧⑧
12, 6,Ｋヤマトキャピタル, 43,オｰル, 5.3, 24,  -1, -44, 9, 36.3,④⑨⑪,12, 1,Ｋジェイポップ, 38,松若風, 3.4, 36,  -3, -49, 9, 59.0,④⑨⑪,12, 6,Ｆアダムズアップル, 72,高倉稜, 1.5, 61,   4, -10, 3,  7.0,⑥⑧⑧,12, 4,Ｌノｰブリｰ, 63,津村明, 0.5, 61,  -5,*  8,10, 20.0, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｍラルゴスパｰダ, 65,丹内祐, 1.8, 57,   0,  -5,12,123.0,⑩⑮⑮,13, 8,Ｆルネッタアスｰル, 67,西田雄, 0.5, 63,   7,  -8, 8, 18.0, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｌドラゴンカフェ, 66,伊藤工, 2.1, 53,   5, -19,10, 42.7,⑫④④,14,14,Ｅコスモラパン, 68,丹内祐, 0.6, 64,   8,  -9, 4,  7.7, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｏファイネスト, 60,松若風, 2.1, 56,   2, -12,13,125.8,⑪⑪⑬,15,13,Ｂリュクサンブｰル, 70,吉田隼, 1.0, 58,   7, -14, 2,  5.4, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｈショウリュウバイオ, 64,杉原誠, 1.2, 55,   8, -19,16,128.0, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:3),,,,,,,,,,,
