15年 8月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三面川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｈコスモアルコン, 39,柴田大,, 56,*  1,  -6, 3,  6.0, ①①, 1, 7, ユキノスライダｰ,,難波剛,,,,, 5, 10.2,⑥③③, 1,17,Ａプラントアゲン, 63,内田博,, 73,   0,*  8, 2,  3.4,   , 1, 9,Ａレッドオリヴィア, 84,デムｰ,, 87,  -4,  23, 1,  2.0, ⑦⑧
 2, 6,Ｆギンゴｰ, 41,松岡正, 0.3, 53,  -6,  -3, 7, 32.1, ③③, 2, 9, レッドヴィｰヴォ,,上野翔,187.3,,,, 4,  9.3,⑩④④, 2,13,Ｃニシノアンジュ, 58,戸崎圭, 0.2, 74,*  7,*  1, 1,  2.7,   , 2, 4,Ｇラインハｰディｰ, 77,的場勇, 0.0, 84,* -3,  18, 3,  9.3, ④④
 3, 8,Ｃカトルラポｰル, 52,西田雄, 0.5, 49,  -4,  -7, 5, 19.2, ④④, 3, 3, ユｰルドゥｰ,,五十嵐,187.9,,,, 2,  4.1,④②②, 3,14,Ｊノバラ, 43,北村宏, 0.7, 67,*  7,  -6, 4,  8.2,   , 3,16,Ｅゴｰルドテｰラｰ, 78,戸崎圭, 0.1, 83,* -2,  17, 8, 20.4, ⑤⑤
 4, 4,Ｉシャンボｰル, 35,江田照, 0.5, 50, -13,*  3,11,215.2, ⑨⑨, 4, 5, キｰプトライン,,江田勇,188.1,,,,10, 39.9,②①①, 4,10,Ｈタイセイゴッホ, 48,田中勝, 0.7, 65,   2,  -3, 5, 12.3,   , 4, 7,Ｍハッピｰベリンダ, 69,吉田豊, 0.2, 84,  -4,  20,14, 86.4, ⑥⑦
 5,11,Ｅラッキｰペニｰ, 43,戸崎圭, 0.6, 48,  -9,  -5, 2,  4.8, ⑥⑥, 5,11, マスソングウインド,,蓑島靖,188.5,,,, 1,  2.7,⑧⑥⑤, 5, 8,Ｂベツァオバｰン, 58,伴啓太, 1.1, 55,  -5,  -3, 3,  7.1,   , 5,14,Ｃマイネオｰラム, 78,柴田大, 0.2, 80,* -1,  12, 2,  6.2, ②②
 6,12,Ｋテイエムアムンゼン, 24,吉田隼, 0.7, 47, -18,*  4,12,344.2, ⑫⑪, 6,13, キｰアイテム,,石神深,189.3,,,, 9, 28.9,⑪⑫⑩, 6, 5,Ｄニシノユウキ, 57,大野拓, 1.1, 53, -12,*  1, 7, 20.0,   , 6,12,Ｐブリリアントアスク, 69,蛯名正, 0.2, 90, -10,* 30,10, 56.2, ⑰⑯
 7, 5,Ｊエイトレンジャｰズ, 25,北村宏, 0.8, 47, -12,  -3, 8, 55.2, ⑧⑧, 7,10, プラスワン,,草野太,189.3,,,, 3,  5.5,⑨⑧⑦, 7,11,Ｉイディル, 46,嘉藤貴, 1.3, 55,   3, -11,14,109.6,   , 7,11,Ｈノｰブルコロネット, 76,田中勝, 0.3, 85,  -7,  22, 7, 15.1, ⑨⑩
 8,10,Ａストｰミｰシｰ, 58,デムｰ, 1.1, 41,  -9, -11, 1,  1.7, ⑤⑤, 8, 2, インキュベｰタｰ,,金子光,189.5,,,, 8, 26.7,⑤⑩⑨, 8, 3,Ｆアイスブラッサム, 53,柴山雄, 1.3, 52,  -4,  -7, 9, 41.1,   , 8,15,Ｂジャポニカｰラ, 79,柴山雄, 0.3, 85,  -7,* 24, 6, 14.5, ⑭⑭
