15年 2月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 2月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂヤマノルミナス, 63,秋山真,, 59,* -4,*  6, 4,  7.1,⑥②②, 1,13, メイショウセイウン,,高田潤,,,,, 2,  5.7,③③④, 1,12,Ａラロｰザブル, 82,幸英明,, 84,   1,* 23, 1,  2.4,⑩⑩⑤, 1, 6,Ｎシゲルカガ, 72,北村友,, 84,* 17,  -3, 5,  9.4, ①①
 2,12,Ｅノｰスメイジャイ, 56,浜中俊, 0.4, 59,* -5,   4, 1,  3.2,②④③, 2,12, ワイズリｰ,,北沢伸,197.0,,,, 1,  1.5,⑤④③, 2, 3,Ｃシュネｰル, 74,浜中俊, 0.7, 79,   4,* 12, 3,  4.6,⑥⑥③, 2,14,Ａテイエムタイホｰ, 85,浜中俊, 0.0, 84,   5,   9, 2,  5.0, ⑨⑧
 3, 1,Ｉトゥルｰロマンス, 47,川田将, 0.6, 58,  -7,*  6, 3,  4.1,⑤⑤⑤, 3, 8, グレイトエンブレム,,平沢健,197.8,,,,10, 74.3,④②②, 3, 4,Ｅアクアマリンブレス, 73,戸崎圭, 1.1, 74,*  6,   6, 4,  5.2,②②①, 3,16,Ｌインスペｰド, 76,武豊  , 0.1, 83,   1,* 12, 7, 12.5, ⑫⑩
 4, 3,Ａピアレスピンク, 67,和田竜, 0.6, 57,* -5,   0, 2,  3.8,⑪①①, 4, 3, メイショウヤマナミ,,森一馬,198.0,,,, 3, 10.9,①①①, 4,10,Ｆレッドアライヴ, 72,藤田伸, 1.4, 74,*  5,   5, 5,  7.2,④④②, 4,15,Ｇダノンマッキンレｰ, 79,シュタ, 0.5, 78,  -3,* 11, 1,  4.2, ⑬⑬
 5,11,Ｆパｰプルオンリｰ, 54,国分優, 0.9, 57,  -9,*  9,11,182.1,⑫⑪⑪, 5, 2, トウケイギムレット,,佐久間,198.2,,,, 7, 27.3,⑦⑦⑥, 5, 6,Ｂインテグラｰド, 76,川田将, 1.6, 72,*  5,   3, 2,  4.5,③③④, 5, 9,Ｃトキノゲンジ, 82,国分恭, 0.6, 77,  -5,* 12,10, 22.9, ⑮⑭
 6,10,Ｊサンマルアリュｰル, 44,太宰啓, 1.1, 54,* -6,  -2, 5, 14.5,①③④, 6,14, リバｰタイキ,,植野貴,198.2,,,, 5, 16.1,⑥⑤⑤, 6, 8,Ｇヤマノボンバｰ, 69,水口優, 2.4, 69,   1,   6, 9,165.5,⑫⑫⑪, 6, 3,Ｆヤマニンプチガトｰ, 80,竹之下, 0.6, 76,   6,   0, 4,  7.5, ⑦⑦
 7, 6,Ｈマｰレｰ, 48,義英真, 1.4, 51,  -8,   0,10, 29.4,④⑦⑦, 7, 9, プレスリｰ,,中村将,198.7,,,, 6, 17.1,⑩⑪⑪, 7, 5,Ｊメジャｰシップ, 59,義英真, 2.7, 64,   2,  -2, 8, 86.0,⑧⑨⑩, 7, 8,Ｐフェブノヘア, 68,酒井学, 0.7, 76,   0,   5,11, 38.6, ⑪⑫
 8, 4,Ｄフィエルテ, 58,幸英明, 1.9, 49,  -9,  -2, 7, 23.6,⑦⑩⑨, 8, 5, ファイアｰシチｰ,,小坂忠,199.0,,,, 8, 39.3,⑪⑩⑩, 8, 1,Ｈロワサｰブル, 63,シュタ, 2.8, 63,   4,  -6, 7, 60.3,⑤⑤⑧, 8, 1,Ｅバｰトラムガｰデン, 80,鮫島良, 0.7, 75,  12,  -7,15, 82.7, ③③
