15年 9月 6日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月 6日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西日本ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｅタンギモウジア, 45,岩田康,, 54,*  4,  -7, 1,  3.2, ②②, 1, 3,Ｆアドマイヤジャズ, 59,和田竜,, 67,*  5,   2, 1,  3.0, ④③, 1, 1,Ｋサンデｰウィザｰド, 60,松若風,, 76,   0,* 14, 7, 18.9,⑪⑫⑨, 1, 6,Ｉミッキｰシｰガル, 76,川田将,, 83,* 11,  10, 6, 12.0,①①①
 2, 8,Ｆマｰブルフレンテ, 43,松山弘, 0.2, 50,   0,  -6, 4,  7.5, ③③, 2, 6,Ｎスカイパッション, 49,藤懸貴, 0.0, 67,  -1,*  7,13, 91.8, ⑦⑥, 2, 9,Ｂロｰザズカレッジ, 75,松山弘, 0.2, 72,*  7,   1, 3,  9.9,⑩①①, 2, 5,Ｋスｰサンジョイ, 75,和田竜, 0.0, 83,   9,* 14, 3,  6.6,⑤⑤④
 3,11,Ｃキンシロケット, 47,田中健, 0.2, 50,   1,  -6, 8, 19.7, ④④, 3, 8,Ｃエイシンパライソ, 62,岩田康, 0.1, 65,   3,   2, 4,  7.2, ⑤⑤, 3, 5,Ｄタムロミラクル, 74,川田将, 0.2, 71,*  7,   2, 1,  2.0,②②②, 3, 1,Ａメイショウウタゲ, 81,武幸四, 0.7, 83,   5,* 15, 1,  3.6,⑯⑬⑫
 4,10,Ｍスナｰクスカイ, 35,鮫島良, 0.2, 51,  -2,* -3,11, 43.6, ⑥⑥, 4,17,Ｂティｰエスバラ, 62,松山弘, 0.4, 62,*  6,  -5, 2,  3.5, ③②, 4, 2,Ｅメジャｰシップ, 73,高倉稜, 0.6, 71,   1,*  8, 4, 11.2,⑦⑪⑩, 4,11,Ｇオウケンゴｰルド, 77,松若風, 0.8, 79,* 10,   4, 5,  9.0,②②②
 5,18,Ｂロックオン, 47,浜中俊, 0.2, 49,  -2,* -3, 5,  8.9, ⑦⑧, 5, 1,Ｄティｰエスナイン, 61,幸英明, 0.4, 63,*  8,  -6, 3,  6.8, ①①, 5, 8,Ｇマッシヴランナｰ, 69,鮫島克, 0.6, 68,   5,   1, 5, 15.1,⑥⑤④, 5, 8,Ｂメモリｰシャルマン, 80,国分優, 0.8, 78,   5,* 15, 8, 18.3,⑮⑯⑮
 6,13,Ｒサイタスリｰレッド, 17,太宰啓, 0.3, 45, -12,*  5,14,124.7, ⑰⑯, 6,15,Ａメイケイヘリオス, 64,松若風, 0.5, 59,   2,  -2, 7, 25.5, ⑥⑧, 6,10,Ａレイズオブザサン, 75,藤懸貴, 0.7, 67,   4,   2, 6, 15.4,⑬⑦⑧, 6, 2,Ｈフジインザスカイ, 77,川島信, 1.1, 76,   7,   9,10, 45.0,⑧⑨⑧
 7,16,Ａラファｰルフォｰ, 50,北村友, 0.4, 46,  -3,  -4, 3,  6.4, ⑧⑦, 7,13,Ｊマイグリュック, 53,義英真, 0.5, 60,  -5,*  4,10, 42.0, ⑩⑨, 7, 7,Ｆクラウディオス, 71,和田竜, 0.7, 67,   4,   3,10, 57.9,⑨⑧⑦, 7,12,Ｃヒデノインペリアル, 79,幸英明, 1.1, 77,   6,  10, 4,  7.6,⑫⑫⑪
 8, 3,Ｇショｰストｰム, 43,和田竜, 0.5, 45,  -5,  -5, 7, 17.2, ⑨⑨, 8,11,Ｐフェリシダｰデス, 44,中井裕, 0.5, 61,  -6,*  6,15,214.5, ⑫⑪, 8,13,Ｈディグニファイド, 66,川須栄, 1.1, 66,   5,  -3,11, 83.2,⑧⑥⑥, 8, 9,Ｎラブミｰクン, 72,柴田未, 1.3, 75,   5,  10,16,157.0,⑬⑭⑭
 9, 2,Ｉアンデンモント, 38,国分優, 0.5, 48,*  6, -15,10, 41.7, ①①, 9,10,Ｅキングカｰティス, 60,武豊  , 0.6, 59,  -2,   1, 5,  7.3, ⑧⑦, 9, 4,Ｊテイエムジョウネツ, 64,田中健, 1.7, 60,*  6, -10, 9, 27.0,①④③, 9,14,Ｆサンライズウェイ, 77,松山弘, 1.3, 76,   9,   4,11, 50.9,⑨⑧⑦
10,12,Ｊクリノセゴビア, 38,酒井学, 0.7, 44,   1, -12,12, 46.2, ⑤⑤,10,12,Ｏマラニｰノ, 44,川須栄, 0.9, 54, -10,*  5, 8, 38.0, ⑭⑬,10,11,Ｉカフジホｰク, 66,幸英明, 2.3, 58,   3,  -8,12,273.3,⑫⑩⑫,10,10,Ｏエイヴィアンボス, 71,岩田康, 1.5, 72,   8,   2,12, 59.5,⑦⑥⑤
11, 4,Ｌタガノミシュラン, 37,鮫島克, 0.8, 40,  -8,  -6, 9, 25.2, ⑫⑬,11,18,Ｑリｰプフロッグ, 40,畑端省, 0.9, 55,  -2,  -3,11, 45.4, ⑨⑩,11, 3,Ｌデイドリｰム, 59,岩田康, 3.4, 47,   1, -18, 8, 26.2,③⑨⑪,11, 7,Ｐリバｰタイキ, 71,中井裕, 1.6, 74,   5,   8,15,113.5,⑭⑮⑯
12,15,Ｋテゾｰロミノル, 38,幸英明, 0.8, 41,  -7,  -6, 6, 15.4, ⑭⑫,12,16,Ｍミラクルナイト, 50,鮫島良, 1.2, 53,  -6,  -3,12, 85.3, ⑬⑭,12,12,Ｃニシオボヌｰル, 74,太宰啓, 3.8, 46,*  6, -29, 2,  3.7,⑤③⑤,12,15,Ｄエｰシンエポナ, 78,ルメｰ, 1.7, 72,   7,   2, 2,  4.0,⑩⑪⑩
13,17,Ｄチョウキタイ, 47,武豊  , 1.1, 37,  -5, -12, 2,  6.1, ⑩⑩,13,14,Ｇオｰキャロル, 57,鮫島克, 1.3, 50,  -5,  -6, 6, 21.4, ⑪⑫,13, 6,Ｍミスネバｰ, 52,小坂忠, 7.2, 25,  -1, -45,13,287.8,④⑬⑬,13, 4,Ｅサンライズワｰルド, 78,浜中俊, 1.9, 71,   7,   2, 7, 17.1,⑪⑩⑨
