15年10月18日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月18日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,粟島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄマザックヤｰス, 49,松田大,, 51,* -1,  -4, 4,  6.9, ③③, 1, 6,Ｊビジュｰミニョン, 65,加藤祥,, 69,*  3,   9, 8, 16.5,①①①, 1, 6,Ａラフィネシチｰ, 74,加藤祥,, 68,  -5,* 10, 1,  4.0, ⑦⑥, 1, 4,Ｂワｰキングプライド, 77,菱田裕,, 83,  -2,* 24, 1,  4.0, ⑭⑭
 2, 2,Ｌビップフウマ, 31,松若風, 0.1, 51,*  1,  -8, 5, 13.0, ①①, 2, 8,Ａエグランティｰナ, 72,三浦皇, 0.1, 71,  -2,* 18, 1,  2.6,⑪⑪⑩, 2,12,Ｂマｰシレス, 71,義英真, 0.1, 68,*  0,   5, 3,  5.2, ①①, 2,10,Ｎブルックデイル, 55,吉田隼, 0.2, 77,   1,  14, 9, 20.1, ⑥⑥
 3,13,Ａシゲルヒラマサ, 62,勝浦正, 0.2, 46,  -9,*  1, 2,  4.0, ⑨⑧, 3,10,Ｃルアノヴァ, 71,津村明, 0.9, 64,   0,   8,10, 53.0,⑧⑦⑥, 2, 2,Ｄザショットアロｰ, 70,木幡初, 0.1, 67,  -7,* 11, 6, 11.0, ⑧⑧, 3, 9,Ｇハッピｰユニバンス, 68,津村明, 0.4, 77,  -1,* 17, 3,  5.5, ⑪⑫
 4, 4,Ｂルグランシェクル, 51,吉田隼, 0.6, 46,*  0, -10, 1,  2.8, ②②, 4,11,Ｋレｰヌドオリエント, 62,勝浦正, 1.0, 62,   1,   3, 3,  7.1,④③③, 4,14,Ｆゴマスリオトコ, 68,松若風, 0.5, 64,  -9,   9, 2,  4.3, ⑩⑫, 4, 6,Ｄサダムブルｰハワイ, 72,北村友, 0.4, 75,   2,   9, 5,  8.1, ⑤⑤
 5, 1,Ｉカイソクポリス, 37,加藤祥, 0.6, 43,  -8,  -3, 6, 13.4, ⑧⑨, 5, 3,Ｈユアザイオン, 66,嶋田純, 1.1, 63,  -2,   7, 4,  9.8,⑦⑧⑧, 5, 8,Ｋメランコリア, 62,西村太, 0.5, 63, -10,* 10, 7, 15.6, ⑫⑪, 5,14,Ａプレシャスメイト, 78,松田大, 0.6, 75,   1,  10, 2,  4.3, ⑦⑧
 6, 7,Ｏナナエ,  9,原田和, 0.6, 44,  -6,  -4,13,160.6, ⑦⑦, 6, 4,Ｇデュｰイハミテｰジ, 66,柴田未, 1.2, 62,   0,   4,12, 62.7,⑥⑤⑤, 6,11,Ｇウインオｰラム, 68,伴啓太, 0.6, 64,* -2,   2, 5,  9.5, ④③, 6, 5,Ｆヤマニンエルフィン, 69,高倉稜, 0.9, 73,  -1,   8, 4,  7.7, ⑩⑩
 7, 6,Ｇシゲルシマカツオ, 40,城戸義, 1.0, 40, -11,  -3,14,184.2, ⑩⑩, 7, 9,Ｌカノンブルｰ, 61,伴啓太, 1.3, 64,  -1,   7, 9, 17.7,⑨⑩⑪, 7, 7,Ｃジュエルプラネット, 70,杉原誠, 0.7, 61, -11,* 11, 4,  7.7, ⑭⑬, 7, 2,Ｃインプレショニスト, 73,中谷雄, 1.1, 69,   1,   2, 6, 11.3, ⑧⑦
 8, 5,Ｎイソノヴィグラス, 23,中井裕, 1.0, 41,  -3, -11, 9, 66.4, ⑤⑤, 8, 1,Ｆマッカナバラ, 67,松田大, 1.4, 61,   0,   4,11, 55.5,⑤⑥⑦, 8, 3,Ｅレディｰ, 69,鮫島克, 0.8, 59,  -6,   4,12, 48.0, ⑤⑦, 8, 3,Ｉハッピｰセｰラｰ, 65,横山和, 1.1, 68,  -1,   4,12,110.9, ⑨⑨
