15年10月31日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月31日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝2750m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
12, 6,Ｍセイユウボｰイ, 32,伊藤工, 1.6, 40,  -2,  -8, 9, 46.7, ⑤⑥,12, 9, セイウンコレット,,原田和,181.2,,,,10, 38.6,⑬⑬⑬,12, 6,Ｈマダムアグライア, 62,吉田隼, 3.2, 40,   6, -26, 7, 26.5, ⑤⑨,12, 7,Ｌジンライムデザイア, 56,木幡初, 3.3, 47,   0, -18,12,128.1,⑫⑫⑫
13, 5,Ｎアズミノニフクカゼ, 29,伴啓太, 1.8, 39, -11,  -3,14,106.9, ⑬⑫,13, 6, クリノテンペスタ,,上野翔,181.6,,,,13,194.8,⑫⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
14,10,Ｋトウショウシェル, 34,大庭和, 2.0, 36, -17,   0,13, 96.1, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Ｏコスモリデル, 21,丹内祐, 2.4, 33, -21,   0,16,121.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Ｐホシノパレｰド, 14,小林徹, 4.6, 13, -16, -24,12, 81.2, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:350円 複勝:09=140円 04=360円 12=180円 枠連:2,120円",,,,,,,,,,,,"単勝:4,360円 複勝:11=1,090円 02=310円 03=240円 枠連:2,800円",,,,,,,,,,,,単勝:210円 複勝:09=120円 02=170円 11=790円 枠連:540円,,,,,,,,,,,,"単勝:5,940円 複勝:11=1,860円 02=210円 05=470円 枠連:3,780円",,,,,,,,,,,
"馬連:2,280円 ワイド:04-09=740円 09-12=340円 04-12=1,100円",,,,,,,,,,,,"馬連:19,460円 ワイド:02-11=5,380円 03-11=5,180円 02-03=1,240円",,,,,,,,,,,,"馬連:550円 ワイド:02-09=290円 09-11=1,450円 02-11=2,060円",,,,,,,,,,,,"馬連:21,180円 ワイド:02-11=6,490円 05-11=11,240円 02-05=1,610円",,,,,,,,,,,
"馬単:3,850円 3連複:3,460円 3連単:19,210円",,,,,,,,,,,,"馬単:44,470円 3連複:53,370円 3連単:495,780円",,,,,,,,,,,,"馬単:1,010円 3連複:6,840円 3連単:19,160円",,,,,,,,,,,,"馬単:69,560円 3連複:80,210円 3連単:718,200円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝2750m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,河北新報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａペイシャマリヤ, 56,丸田恭,, 52,  -5,*  9, 6, 13.4,⑥⑦⑦, 1, 4, ハヤブサフィｰバｰ,,草野太,,,,, 3,  6.5,③②②, 1, 8,Ｌボストンサクラ, 63,中井裕,, 72,  -3,   6, 9, 19.2, ⑦⑦, 1,15,Ｂメイショウブイダン, 82,吉田隼,, 76,  -2,  17, 2,  4.9, ⑧⑧
 2, 2,Ｅクリノサンスｰシ, 50,義英真, 0.1, 53,  -7,* 12, 8, 18.3,⑨⑪⑪, 2, 3, ダノンウィスラｰ,,熊沢重,180.6,,,, 1,  3.2,①①①, 2,11,Ｂクラウドチェンバｰ, 70,吉田隼, 0.0, 70,  -4,*  8, 3,  7.3, ⑨⑨, 2, 7,Ｊクリノスイｰトピｰ, 70,嶋田純, 0.1, 74,*  5,   9,10, 20.8, ①①
 3,11,Ｃキャニオンロｰド, 53,丸山元, 0.1, 49,* -3,   2, 2,  5.0,⑤③③, 3, 1, ラノララク,,江田勇,180.8,,,, 7, 21.0,④④④, 3, 4,Ｈアペルトゥｰラ, 65,古川吉, 0.0, 69,   2,   1, 1,  4.3, ④④, 3, 1,Ｄエルカミｰノレアル, 79,川須栄, 0.1, 75,  -4,* 18, 3,  5.7, ⑩⑩
 4, 1,Ｊプｰルアンレｰヴ, 45,丹内祐, 0.2, 48,  -4,   3, 5, 11.6,③④⑤, 4, 7, マコトダッソｰ,,上野翔,181.2,,,,10, 67.3,⑧⑤⑤, 4,14,Ｉカボスチャン, 65,横山和, 0.1, 69,  -3,   5, 8, 14.8, ⑧⑥, 4,11,Ｌゼンノコリオリ, 68,鮫島克, 0.3, 73,  -4,  15, 9, 19.5, ⑪⑫
 5,13,Ｄアポロオスカｰ, 52,吉田隼, 0.2, 48,* -2,   1, 1,  2.5,②②②, 5, 9, ダイメイサンジ,,大江原,181.3,,,,11, 76.7,②③③, 5, 7,Ｇフィボナッチ, 66,加藤祥, 0.2, 69, -11,* 11,11, 30.9, ⑭⑬, 5, 6,Ｎチェリｰペトルズ, 66,伊藤工, 0.5, 71, -12,* 20,13, 56.9, ⑮⑮
 6, 5,Ｈリップルトウショウ, 49,加藤祥, 0.3, 48,  -4,   2, 4,  8.9,④⑤⑥, 6, 8, ドリｰムトレイン,,中村将,181.5,,,, 4,  6.7,⑤⑦⑥, 6, 6,Ｃハプスブルク, 70,杉原誠, 0.2, 68,  -7,*  8, 5, 10.0, ⑫⑫, 6, 9,Ｆケイアイユニコｰン, 75,丸山元, 0.5, 71, -10,* 18, 8, 15.9, ⑭⑭
 7,16,Ｋジスタｰキ, 41,石橋脩, 0.6, 45,* -3,  -4, 7, 14.5,⑪⑥④, 7, 2, アサクサポイント,,五十嵐,184.2,,,, 5,  8.1,⑦⑧⑧, 7,10,Ｅクラウンノキミ, 67,丸田恭, 0.3, 66,   1,  -2, 4,  8.4, ⑤⑤, 7, 3,Ａエクシｰドリミッツ, 82,津村明, 0.5, 68,   0,   9, 1,  3.7, ⑥⑤
 8,10,Ｆラチェット, 50,津村明, 0.6, 45,  -7,   5,11, 61.9,⑩⑫⑫, 8, 6, クリノキングムｰン,,平沢健,184.3,,,, 6,  8.5,⑥⑥⑦, 8, 5,Ａエクスシア, 72,井上敏, 0.4, 65,  -5,   4, 7, 11.9, ⑪⑪, 8,14,Ｇタイセイララバイ, 73,石橋脩, 0.6, 68,   1,   6, 5, 12.6, ⑤⑥
 9, 6,Ｍヤマノスプリンタｰ, 36,城戸義, 0.6, 45,  -6,   0,15,258.0,⑦⑧⑧, 9,10, デンコウコハク,,森一馬,186.7,,,, 8, 30.6,⑨⑩⑩, 9, 2,Ｄクリノハッチャン, 68,嶋田純, 0.6, 62,*  5,  -9, 6, 11.0, ②②, 9, 4,Ｉダイワベスパｰ, 71,杉原誠, 0.6, 67,*  4,   3, 7, 14.2, ②②
10, 3,Ｇスリｰミュｰジアム, 50,的場勇, 0.7, 48,  -9,* 10,10, 35.2,⑫⑬⑬,,,,,,,,,,,,,10, 9,Ｆタタラ, 66,伴啓太, 0.6, 63,*  4,  -8, 2,  4.7, ③③,10, 8,Ｋリバティｰホｰル, 70,田中博, 0.7, 69, -12,* 18,14, 79.2, ⑯⑯
11,12,Ｂパステルモｰブ, 54,嶋田純, 0.9, 41,* -1, -11, 3,  6.5,①①①,,,,,,,,,,,,,11,13,Ｐファインライナｰ, 57,的場勇, 0.7, 62, -11,   5,12, 34.1, ⑮⑮,11, 5,Ｏカロッサル, 59,丹内祐, 0.7, 67,  -7,  13,15,104.3, ⑬⑪
12, 7,Ｐニシノジェニｰ, 27,井上敏, 1.0, 44, -12,* 11,14,221.1,⑯⑮⑮,,,,,,,,,,,,,12,12,Ｊシャドウリｰフ, 65,木幡初, 0.7, 61,  -7,   1,16,201.1, ⑬⑭,12, 2,Ｐシングンカイロス, 57,長岡禎, 0.8, 65,   1,   3,16,202.9, ④④
13, 9,Ｉジュンハングリｰ, 46,木幡初, 1.2, 42, -11,   5,13,172.5,⑭⑭⑭,,,,,,,,,,,,,13,16,Ｋエンプレスペスカ, 64,森一馬, 0.8, 60,  -2,  -6,14, 75.1, ⑥⑧,13,13,Ｃセトノフラッパｰ, 79,古川吉, 0.8, 65,  -4,   9, 4,  8.7, ⑫⑬
14,14,Ｎヒットマン, 36,横山和, 2.1, 28,  -4, -22, 9, 33.4,⑧⑨⑨,,,,,,,,,,,,,14,15,Ｏメイショウリンクス, 58,津村明, 0.9, 59, -14,   5,13, 36.6, ⑯⑯,14,16,Ｅヤマニンマルキｰザ, 76,丸田恭, 0.9, 64,  -1,   5, 6, 12.9, ⑨⑨
15,15,Ｌカシノアｰニング, 39,二本柳, 2.3, 26,  -4, -25,16,293.9,⑬⑩⑩,,,,,,,,,,,,,15, 3,Ｎヤマニンシバルリｰ, 59,鮫島克, 1.5, 50,  -6, -11,15, 88.8, ⑩⑩,15,10,Ｈダイワインスパイア, 72,木幡初, 0.9, 63,   0,   3,11, 23.3, ⑦⑦
16, 8,Ｏマイアイティアラ, 32,田中博, 3.0, 23, -17, -11,12, 80.1,⑮⑯⑯,,,,,,,,,,,,,16, 1,Ｍドリｰムマｰクス, 59,石橋脩, 2.0, 45,*  5, -28,10, 23.9, ①①,16,12,Ｍモｰニングコｰル, 68,加藤祥, 1.4, 57,*  4,  -7,12, 46.5, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,340円 複勝:04=540円 02=570円 11=240円 枠連:3,300円",,,,,,,,,,,,"単勝:650円 複勝:04=210円 03=160円 01=360円 枠連:1,140円",,,,,,,,,,,,"単勝:1,920円 複勝:08=430円 11=220円 04=230円 枠連:2,720円",,,,,,,,,,,,"単勝:490円 複勝:15=190円 07=510円 01=240円 枠連:3,250円",,,,,,,,,,,
"馬連:8,700円 ワイド:02-04=2,560円 04-11=1,700円 02-11=2,620円",,,,,,,,,,,,"馬連:1,250円 ワイド:03-04=530円 01-04=1,390円 01-03=950円",,,,,,,,,,,,"馬連:5,410円 ワイド:08-11=1,710円 04-08=1,480円 04-11=780円",,,,,,,,,,,,"馬連:5,120円 ワイド:07-15=1,590円 01-15=880円 01-07=1,800円",,,,,,,,,,,
"馬単:15,750円 3連複:23,760円 3連単:166,960円",,,,,,,,,,,,"馬単:3,110円 3連複:5,240円 3連単:25,110円",,,,,,,,,,,,"馬単:12,930円 3連複:9,280円 3連単:83,540円",,,,,,,,,,,,"馬単:8,270円 3連複:13,630円 3連単:70,700円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■12R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二本松特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｅカネコメオスタｰ, 68,鮫島克,, 65,*  1,   9, 3,  7.7,①①①, 1, 5,Ｍハイアｰヴォルト, 63,中井裕,, 68,   0,   9,10, 21.6,⑥⑤⑤, 1,12,Ｂヴィｰタアレグリア, 76,吉田隼,, 74,*  2,* 11, 2,  4.1,⑦⑥⑤, 1, 5,Ｂブレイヴリｰ, 77,古川吉,, 76,  -5,  15, 3,  5.3,⑤⑥⑤
 2, 3,Ｄショウナンガッチャ, 70,丸山元, 0.0, 67,*  1,  10, 2,  3.7,②②②, 2, 2,Ａモンシュシュ, 72,加藤祥, 0.0, 68,  -2,* 12, 1,  3.2,⑩⑨⑦, 2, 2,Ｊコスモナチュラル, 69,丹内祐, 0.4, 71,   1,   8, 9, 23.9,③④④, 2, 2,Ｉレトロロック, 72,石橋脩, 0.1, 77,  -7,  16, 1,  4.0,⑦⑨⑧
 3, 4,Ｇパイロキシン, 66,石橋脩, 0.4, 65,  -2,  11, 6, 12.8,⑨⑨⑨, 3, 7,Ｊベラフォレスタ, 65,井上敏, 0.2, 64,*  2,   4, 9, 17.9,②②②, 3,10,Ｌドラゴンキングダム, 65,津村明, 0.4, 67,*  2,   7, 6, 11.0,④③③, 3, 6,Ｋスマｰトルピナス, 67,杉原誠, 0.2, 80, -11,* 25,11, 42.4,⑮⑯⑬
 4, 1,Ｂセルリアンラビット, 73,古川吉, 0.4, 66,  -2,* 12, 4, 11.0,⑩⑧⑧, 4,11,Ｇアップルハウス, 67,平野優, 0.2, 67,   0,   8,15,106.0,⑬⑦⑨, 4, 6,Ｅトゥｰルモンド, 71,伴啓太, 0.5, 71,   0,*  9,10, 28.1,⑨⑪⑧, 4, 7,Ｅナイアガラモンロｰ, 75,丸山元, 0.3, 70,* -4,   7, 2,  4.1,②②②
 5,11,Ａアスカクイン, 76,吉田隼, 0.4, 65,  -1,  10, 1,  1.9,⑦⑦⑥, 5,15,Ｆロウアンドロウ, 67,鮫島克, 0.3, 63,*  2,   3, 2,  5.1,①①①, 5, 1,Ｈツクバイｰメｰカｰ, 69,古川吉, 0.6, 69,   0,   8, 4,  8.2,⑤⑩⑥, 5,13,Ｍリオグランデ, 66,中谷雄, 0.3, 72,* -4,   9, 9, 21.1,③③③
 6, 7,Ｃパラティｰノ, 72,丸田恭, 0.5, 63,  -4,* 13, 5, 12.4,⑪⑪⑪, 6, 4,Ｃビバハイタッチ, 70,義英真, 0.4, 66,  -3,* 11, 7, 17.1,⑮⑭⑩, 6, 7,Ｃアイアムナチュラル, 75,丸田恭, 0.7, 65,*  3,   3, 3,  6.2,①①①, 6, 1,Ｈメイショウミソラ, 73,熊沢重, 0.3, 72,  -6,  10, 7, 17.3,④⑤④
 7,10,Ｋトｰセンアスリｰト, 56,小野寺, 0.7, 63,  -1,   8,11,139.5,⑧⑥⑤, 7, 9,Ｄジュガンティｰヤ, 70,横山和, 0.5, 65,*  1,   3, 5, 10.5,⑧④④, 7, 3,Ｇフォｰスフィｰルド, 69,鮫島克, 0.7, 66,   2,   6, 8, 15.7,⑩⑧⑨, 7, 8,Ｎワクワクカンヲ, 65,津村明, 0.4, 74,  -9,* 18,14, 80.8,⑬⑭⑭
 8, 5,Ｆサムソンズライト, 67,井上敏, 1.1, 59,  -3,   7,10,136.8,⑥⑩⑩, 8,12,Ｌソワンドタイガｰ, 64,木幡初, 0.7, 65,  -3,   9,12, 39.8,⑭⑮⑫, 8, 8,Ｄカノヤプレジデント, 74,中村将, 0.8, 67,   1,   5, 7, 12.8,⑪⑨⑪, 8,15,Ｄマイネヴァリエンテ, 75,丹内祐, 0.4, 73,  -8,  15, 8, 17.7,⑫⑫⑫
 9, 8,Ｉテｰオｰクリスエス, 60,横山和, 1.7, 56,   0,  -3, 9, 62.3,④④④, 9,10,Ｅストロングバルドル, 69,嶋田純, 0.8, 63,  -1,   5, 3,  6.8,⑨⑪⑪, 9, 4,Ａシェｰンメｰア, 78,杉原誠, 1.3, 60,   1,   1, 1,  3.2,⑥⑤⑦, 9,10,Ａヴァンデミエｰル, 78,吉田隼, 0.6, 70,  -8,  12, 5, 11.2,⑪⑪⑪
10, 2,Ｊマロンベル, 57,木幡初, 1.7, 56,   0,  -3, 8, 39.2,③③③,10, 8,Ｈポントス, 65,西村太, 0.8, 62,  -1,   4,13, 57.0,⑦⑧⑧,10, 5,Ｆサリレモンド, 70,石橋脩, 1.6, 61,   1,  -2,11, 37.4,⑧⑦⑩,10,16,Ｆムｰンマジェスティ, 74,丸田恭, 0.6, 74,  -9,  17, 6, 13.1,⑯⑮⑮
11, 6,Ｈトウカイマインド, 66,伴啓太, 1.8, 56,  -1,  -3, 7, 28.9,⑤⑤⑦,11,14,Ｏマルｰンドロップ, 60,原田和, 0.9, 61,*  1,  -1,14, 79.7,⑤③③,11, 9,Ｉカゼノトビラ, 69,丸山元, 1.6, 61,*  2,  -4, 5, 10.9,②②②,11, 3,Ｐブルｰホｰル, 64,横山和, 0.7, 65,* -3,   1,16,105.8,①①①
,,,,,,,,,,,,11, 6,Ｂウイングアクティブ, 71,城戸義, 0.9, 62,   0,   1, 4,  7.8,③⑥⑥,,,,,,,,,,,,,12, 9,Ｇダイワブレイディ, 74,川須栄, 0.7, 68,  -7,   8,10, 21.6,⑧⑩⑨
,,,,,,,,,,,,13, 1,Ｉエスティルンバ, 65,菅原隆, 1.8, 56,  -2,  -2, 8, 17.3,⑪⑫⑭,,,,,,,,,,,,,13, 4,Ｊシンボリネルソン, 70,伴啓太, 0.8, 71,  -9,  13,12, 72.1,⑩⑬⑩
,,,,,,,,,,,,14, 3,Ｋラセレシオン, 65,杉原誠, 2.5, 47,  -2,  -8, 6, 13.4,⑫⑬⑮,,,,,,,,,,,,,14,14,Ｃゴｰルドウィング, 75,二本柳, 1.0, 63,* -4,  -1, 4,  8.6,⑥④⑥
,,,,,,,,,,,,15,13,Ｎケンブリッジデイズ, 61,藤懸貴, 2.5, 49,  -1, -10,11, 39.3,④⑩⑬,,,,,,,,,,,,,15,11,Ｏルグランパントル, 64,長岡禎, 1.1, 62,  -6,  -1,13, 73.2,⑨⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｌマイネルランスタン, 67,中井裕, 1.7, 56,  -5,  -9,15, 93.1,⑭⑧⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,
"単勝:770円 複勝:09=610円 03=240円 04=760円 枠連:2,330円",,,,,,,,,,,,"単勝:2,160円 複勝:05=650円 02=160円 07=490円 枠連:1,220円",,,,,,,,,,,,"単勝:410円 複勝:12=220円 02=540円 10=340円 枠連:5,320円",,,,,,,,,,,,"単勝:530円 複勝:05=190円 02=190円 06=1,080円 枠連:1,060円",,,,,,,,,,,
"馬連:2,070円 ワイド:03-09=650円 04-09=1,300円 03-04=760円",,,,,,,,,,,,"馬連:3,600円 ワイド:02-05=1,280円 05-07=5,080円 02-07=1,190円",,,,,,,,,,,,"馬連:4,520円 ワイド:02-12=1,150円 10-12=950円 02-10=2,570円",,,,,,,,,,,,"馬連:1,340円 ワイド:02-05=600円 05-06=2,890円 02-06=2,790円",,,,,,,,,,,
