15年12月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵﾘｵﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｌメイショウフウシャ, 40,柴田大,, 65,* -3,*  7, 7, 25.5, ②②, 1, 2,Ｂレオナルド, 61,アッゼ,, 68,   0,*  1, 4,  5.7, ④④, 1, 7,Ｂアチｰヴ, 75,田辺裕,, 68,  -3,* 16, 6, 10.6, ⑮⑭, 1, 5,Ａシュヴァルグラン, 89,ルメｰ,, 83,   6,* 15, 1,  1.3,⑦⑦⑧
 2,12,Ｂトップノｰト, 60,ルメｰ, 0.6, 61,  -6,*  6, 1,  1.7, ⑥⑥, 2,12,Ｃドゥｰカ, 60,川田将, 0.2, 65,  -1,  -2, 3,  5.2, ⑤⑤, 2, 2,Ｄアドマイヤスパｰズ, 74,川田将, 0.0, 67,   5,   5, 1,  4.7, ③④, 2, 1,Ｂシホウ, 84,田辺裕, 0.5, 77,   6,   5, 2,  5.4,⑨⑧⑦
 3, 1,Ｃクリノセゴビア, 56,酒井学, 0.8, 60,  -8,*  8, 2,  3.7, ⑨⑦, 3, 9,Ａディｰプエクシｰド, 62,岩田康, 0.3, 65,  -3,*  3, 1,  2.2, ⑨⑨, 3, 5,Ｆテイエムリヴィエラ, 70,柴田大, 0.0, 68,   6,   6, 8, 22.0, ⑤③, 3, 4,Ｄエｰティｰタラント, 83,古川吉, 0.6, 76,   7,  -1, 5, 17.1,⑤⑤④
 4, 4,Ａマルクデラポム, 61,川島信, 1.3, 55,  -6,   0, 3,  7.8, ⑤⑤, 4, 4,Ｇシンゼンドリｰム, 56,秋山真, 0.3, 65,  -2,  -2, 5, 11.6, ⑥⑥, 4, 9,Ｊツィンクルソｰド, 66,池添謙, 0.0, 69,   0,* 13, 5,  6.5, ⑭⑪, 4, 8,Ｃアドマイヤケルソ, 83,アッゼ, 0.6, 76,   7,  -1, 6, 17.7,④④⑤
 5, 6,Ｍヒデノホｰプ, 37,勝浦正, 1.8, 52,  -8,   0,12,164.8, ⑩⑨, 5,11,Ｋエミｰズレシピ, 51,藤岡康, 0.4, 63,  -2,  -3, 8, 26.7, ⑦⑦, 5, 4,Ｉアドマイヤリバティ, 67,藤岡康, 0.1, 66,* 10,  -2, 2,  4.8, ①①, 5, 7,Ｅマイネルアイザック, 81,柴田大, 0.9, 74,   9,  -9, 4, 14.6,②②②
 6, 3,Ｋロｰゼンタｰル, 41,古川吉, 2.2, 47,* -2, -13, 8, 44.8, ①①, 6, 1,Ｅヤマニンシルフ, 58,ルメｰ, 1.0, 57,  -2, -10, 2,  5.0, ⑧⑧, 6,15,Ｅモンラッシェ, 71,松山弘, 0.1, 68,   3,   8, 7, 16.2, ⑨⑨, 6, 9,Ｇエアアンセム, 80,岩田康, 0.9, 74,   6,  -1, 3, 11.3,⑥⑥⑥
 7, 7,Ｆダイトカイ, 48,松山弘, 2.4, 48, -15,   2,10,111.3, ⑮⑭, 7,10,Ｉニホンピロカｰン, 55,酒井学, 1.0, 58,  -3,  -7, 9, 80.1, ⑩⑩, 7, 8,Ｃトｰコｰグリｰン, 74,岩田康, 0.3, 66,  -1,  11, 4,  5.8, ⑬⑫, 7, 2,Ｆロｰゼンケｰニッヒ, 80,太宰啓, 1.5, 68,   9, -15, 9, 68.2,③③③
 8, 2,Ｈキンノツル, 46,大下智, 2.4, 46,* -4, -12, 9, 50.1, ③③, 8, 5,Ｆイフリｰト, 57,池添謙, 1.2, 54,  -5,  -9, 6, 18.6, ⑫⑪, 8, 1,Ａオメガタックスマン, 75,アッゼ, 0.4, 65,   3,   6, 3,  5.0, ⑩⑦, 8, 6,Ｈサンマルホｰム, 77,秋山真, 1.5, 70,   4,  -1, 8, 40.0,⑧⑨⑨
 9, 5,Ｄティｰパフォｰマｰ, 51,菱田裕, 2.4, 47, -10,  -4,14,238.0, ⑦⑫, 9, 8,Ｌマイネルシュロス, 45,柴田大, 1.5, 54,  -6,  -9,12,302.9, ⑬⑬, 9,10,Ｇキュｰクッキング, 68,菱田裕, 0.8, 61,   4,  -1, 9, 34.0, ⑥⑤, 9, 3,Ｉウエスタンレベッカ, 77,義英真, 1.8, 66,* 13, -32, 7, 30.6,①①①
10,10,Ｅトチノマドンナ, 48,義英真, 2.9, 42,  -5, -15, 4, 16.7, ④④,10, 3,Ｊロイヤルクルｰズ, 51,義英真, 1.5, 51,*  1, -23,13,316.4, ②②,10, 3,Ｈチュウワワンダｰ, 67,川島信, 1.0, 61,  -5,   9,15,191.6, ⑯⑯,,,,,,,,,,,,
11,11,Ｏリｰゼントフォルテ, 30,松岡正, 3.0, 43, -14,  -4, 6, 20.7, ⑭⑮,11, 7,Ｍソレイユロワイヤル, 40,松山弘, 1.6, 52,  -6, -12,11,217.3, ⑪⑫,11,14,Ｏリッカクロフネ, 54,小牧太, 1.2, 59,   1,   0,14, 97.4, ⑧⑬,,,,,,,,,,,,
12, 9,Ｊブルベアシャｰク, 44,藤懸貴, 3.3, 39, -11, -11,13,205.7, ⑫⑪,12,13,Ｈアメジストデュｰ, 55,三浦皇, 1.9, 47,*  1, -30, 7, 25.7, ③③,12,13,Ｐジョウショｰチカラ, 43,酒井学, 1.3, 56,*  8, -10,11, 56.7, ②②,,,,,,,,,,,,
13,15,Ｎエイシンピクシｰ, 36,太宰啓, 3.3, 40, -10, -12,15,306.1, ⑪⑩,13, 6,Ｄオｰスミマルス, 59,菱田裕, 2.1, 45,*  1, -34,10, 82.8, ①①,13, 6,Ｋメイショウネブタ, 64,秋山真, 1.4, 55,   3,  -4,10, 43.4, ⑦⑧,,,,,,,,,,,,
14,14,Ｇイイデシロ, 47,岩田康, 3.5, 37,  -8, -16, 5, 19.1, ⑧⑧,,,,,,,,,,,,,14,12,Ｍプライマリｰコｰド, 61,三浦皇, 1.7, 54,   2,  -5,12, 96.0, ⑪⑩,,,,,,,,,,,,
15,13,Ｉニホンピロアスタｰ, 45,藤岡康, 4.0, 33, -11, -17,11,111.7, ⑬⑬,,,,,,,,,,,,,15,11,Ｌピンクプリンセス, 64,義英真, 1.8, 53,  -1,  -3,16,245.7, ⑫⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｎペプチドアポロ, 57,畑端省, 1.9, 52,   5, -11,13, 96.3, ④⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,550円 複勝:08=440円 12=110円 01=120円 枠連:2,500円",,,,,,,,,,,,"単勝:570円 複勝:02=170円 12=150円 09=110円 枠連:1,960円",,,,,,,,,,,,"単勝:1,060円 複勝:07=280円 02=200円 05=460円 枠連:450円",,,,,,,,,,,,単勝:130円 複勝:05=110円 01=120円 04=180円 枠連:270円,,,,,,,,,,,
"馬連:3,040円 ワイド:08-12=880円 01-08=1,400円 01-12=150円",,,,,,,,,,,,"馬連:1,850円 ワイド:02-12=580円 02-09=270円 09-12=240円",,,,,,,,,,,,"馬連:3,060円 ワイド:02-07=1,010円 05-07=1,820円 02-05=1,700円",,,,,,,,,,,,馬連:260円 ワイド:01-05=150円 04-05=290円 01-04=490円,,,,,,,,,,,
"馬単:8,650円 3連複:2,770円 3連単:33,500円",,,,,,,,,,,,"馬単:3,310円 3連複:1,040円 3連単:8,710円",,,,,,,,,,,,"馬単:6,730円 3連複:12,400円 3連単:63,430円",,,,,,,,,,,,"馬単:320円 3連複:660円 3連単:1,270円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■11R  芝1600m 2 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,阪神ｼﾞｭﾍﾞﾅｲﾙﾌｨﾘｰｽﾞ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｅクリノウィンザｰ, 47,川田将,, 53,*  2,* -1, 5, 14.1,②②②, 1, 2, ペプチドブラッサム,---,四位洋,, 49, -20,* -3, 4,  9.2, ④④, 1, 6,Ａエイシンナセル, 77,田辺裕,, 74,   0,* 14, 1,  1.6,④③④, 1, 2,Ａメジャｰエンブレム, 74,ルメｰ,, 80,* 19, -14, 1,  2.5, ②①
 2, 1,Ｂトウショウジャイロ, 62,池添謙, 0.3, 52,  -1,*  0, 2,  3.2,⑥⑨⑦, 2,10, フルムｰンソング,---,松山弘, 0.0, 47,*-12, -11, 5, 13.6, ①①, 2, 9,Ｃオｰロラポラリス, 73,太宰啓, 0.0, 76,  -1,* 15, 3,  8.2,⑥⑤⑧, 2,13,Ｈウインファビラス, 67,松岡正, 0.3, 79,  15, -11,10, 33.3, ⑦⑨
 3,12,Ａクロコダイルロック, 71,岩田康, 0.3, 52,   1,* -1, 1,  1.8,⑫⑩④, 3, 7, ピュアウィッシｰズ,---,川田将, 0.4, 42,*-14, -14, 2,  4.3, ②②, 3, 8,Ｉイェドプリオル, 69,三浦皇, 0.1, 72,*  2,   9, 6, 20.3,①①①, 3,11,Ｆブランボヌｰル, 68,岩田康, 0.5, 77,  13,* -9, 3,  7.8, ⑨⑪
 4, 7,Ｃカレンコマンドｰル, 57,田辺裕, 0.6, 48,*  3,  -8, 6, 24.3,①①①, 4, 4, オモロイシャチョウ,---,田辺裕, 0.4, 41, -19, -11, 3,  5.4, ③③, 4,10,Ｂサダムダイジョウブ, 76,川田将, 0.3, 73,   0,  11, 2,  4.8,③④③, 4,10,Ｃペプチドサプル, 74,古川吉, 0.6, 75,  14, -12, 9, 32.0, ⑪⑩
 5,11,Ｈセカンドエフォｰト, 41,ルメｰ, 1.1, 47,   0,  -8, 3,  7.5,⑤⑦③, 5, 3, アイムウィッシング,---,柴田大, 0.7, 40, -24,  -9, 8, 56.2, ⑥⑤, 5, 2,Ｄデストリｰライズ, 73,松岡正, 0.5, 72,  -1,  12, 8, 29.6,⑨⑧⑥, 5, 9,Ｇアットザシｰサイド, 67,三浦皇, 0.6, 76,  10,* -6, 4,  8.5, ⑬⑬
