15年11月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年11月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
10, 6,Ｍウインピアチェｰレ, 34,松岡正, 1.6, 47,  -2, -16, 7, 24.0, ④⑤,10, 9,Ｋマイネルビクトリｰ, 32,三浦皇, 2.3, 40,* -6, -34, 8, 59.3,①①①,10, 6,Ｉモアニレフア, 65,木幡初, 0.9, 56,  -6,   5,12,119.6, ③⑤,10,10,Ｌマリオｰロ, 73,三浦皇, 1.0, 76,   9,   0, 2,  4.6, ⑫⑫
11, 8,Ｇタケデンガｰベラ, 44,的場勇, 2.0, 42,  -8, -11,14,391.3, ⑭⑬,11, 2,Ｅマイネルアブリル, 45,石川裕, 2.4, 39,* -8, -32, 7, 28.1,②②④,11, 3,Ｂアバオアクｰ, 72,田中勝, 0.9, 57,  -8,  11, 1,  3.3, ⑬⑭,11, 6,Ｄサンブルエミュｰズ, 79,ベリｰ, 1.4, 73,* 14, -12, 7, 11.7, ③③
12, 9,Ｋカシノナイト, 36,義英真, 2.3, 40,  -8, -13,15,465.5, ⑮⑭,12,10,Ｌレイシ, 30,武士沢, 2.4, 44, -10, -26,12,266.7,⑪⑪⑨,12, 2,Ｆインペリアルブルｰ, 67,二本柳, 1.0, 56,  -7,   8,13,129.4, ⑩⑨,12,15,Ｈロノ, 77,池添謙, 1.7, 70,* 14, -16,11, 88.5, ⑧⑦
13, 1,Ｏカｰムリップル, 12,田中勝, 3.1, 34,  -7, -22, 9, 53.1, ⑫⑫,,,,,,,,,,,,,13, 8,Ｍハットシテグｰ, 61,石川裕, 1.4, 55, -10,   9, 7, 29.8, ⑮⑮,13,12,Ｐデンファレ, 65,的場勇, 1.8, 68,  10, -12,16,325.0, ⑪⑪
14,13,Ｊシンバシヨコハマ, 40,柴田善, 5.0, 21,  -8, -37,13,249.8, ⑬⑮,,,,,,,,,,,,,14,14,Ｌドルメロ, 63,横山典, 1.6, 50, -13,  11, 4,  6.4, ⑯⑯,14, 9,Ｎカラダレジェンド, 68,横山和, 1.9, 67,* 15, -21,12,102.7, ②①
15,10,Ｎニシノハｰトマｰク, 34,村田一, 6.9,  1,  -4, -61,11,105.4, ⑥⑩,,,,,,,,,,,,,15, 4,Ｐウエスタンゼウス, 42,義英真, 1.6, 51,  -9,   3,14,210.7, ⑧⑪,15, 2,Ｊシャトルアップ, 76,江田照, 2.6, 59,* 14, -28,15,125.9, ④④
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｏウｰルｰシュヴァル, 54,村田一, 1.7, 49,* -4,  -4,15,234.3, ①①,16, 8,Ｍテムジン, 70,松岡正, 2.6, 60,* 14, -28,14,121.5, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:4),,,,,,,,,,,
単勝:910円 複勝:12=230円 05=110円 14=170円 枠連:790円,,,,,,,,,,,,単勝:170円 複勝:07=110円 05=190円 11=180円 枠連:290円,,,,,,,,,,,,"単勝:560円 複勝:13=240円 16=290円 11=1,150円 枠連:1,200円",,,,,,,,,,,,"単勝:320円 複勝:01=150円 03=250円 07=190円 枠連:1,230円",,,,,,,,,,,
馬連:860円 ワイド:05-12=370円 12-14=640円 05-14=260円,,,,,,,,,,,,馬連:590円 ワイド:05-07=280円 07-11=340円 05-11=900円,,,,,,,,,,,,"馬連:2,580円 ワイド:13-16=890円 11-13=4,950円 11-16=5,080円",,,,,,,,,,,,"馬連:1,720円 ワイド:01-03=670円 01-07=490円 03-07=1,210円",,,,,,,,,,,
"馬単:2,580円 3連複:1,740円 3連単:14,230円",,,,,,,,,,,,"馬単:840円 3連複:1,250円 3連単:4,040円",,,,,,,,,,,,"馬単:4,460円 3連複:37,230円 3連単:123,030円",,,,,,,,,,,,"馬単:2,440円 3連複:3,370円 3連単:16,250円",,,,,,,,,,,
■ 2R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,ｵｰﾛｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆエルゼロ, 51,横山典,, 54, -10,* 14, 1,  1.7, ⑧⑧, 1,11, マイネルハニｰ,---,内田博,, 77,* -9,* 14, 6, 13.9, ①①, 1,13,Ｆボルゲｰゼ, 67,北村宏,, 71,  -1,* 13, 4,  6.7, ⑮⑭, 1, 4,Ｃロサギガンティア, 85,柴田善,, 92,   4,* 16, 2,  6.1, ⑧⑨
 2,11,Ａマテラヴィクトリｰ, 58,石川裕, 0.1, 57,* -6,   6, 2,  3.5, ①①, 2, 5, コスモロングソｰド,---,武士沢, 1.2, 65, -13,   4, 7, 33.1, ④④, 2,15,Ｉウサギノカケアシ, 63,江田照, 0.0, 71,  -1,* 13,11,122.1, ⑭⑮, 2, 1,Ａアルバタックス, 89,内田博, 0.2, 91,   0,* 18, 5,  8.9, ⑭⑯
 3,10,Ｄアッテンツィオｰネ, 54,ベリｰ, 0.2, 54,  -6,   7, 4, 14.0, ④③, 3, 6, エンジェルサイン,---,田辺裕, 1.3, 59,*-11,  -1, 1,  3.3, ③③, 3, 8,Ｄフィｰルザプリティ, 70,田中勝, 0.0, 70,   3,   8, 1,  2.2, ⑧⑧, 3,11,Ｆアイライン, 83,松岡正, 0.3, 89,   5,  10, 3,  6.9, ⑦⑦
 4, 2,Ｈミステリオ, 46,田中勝, 0.9, 51, -11,   9, 9, 88.1, ⑩⑩, 4,12, プレアマｰル,---,池添謙, 1.3, 59,*-10,  -2, 5, 10.2, ②②, 4, 6,Ｅナスケンリュウジン, 70,横山和, 0.0, 72,   3,   9, 9, 30.2, ⑦⑦, 4, 7,Ｐメイショウライナｰ, 75,田中勝, 0.3, 86,* 10,   4,12, 42.8, ②②
 5, 9,Ｂリワｰドリリアン, 55,内田博, 0.9, 49,* -6,   0, 5, 17.2, ②②, 5, 9, プラトリｰナ,---,北村宏, 1.7, 60, -17,   5, 3,  5.1, ⑪⑩, 5, 4,Ｏボンボンキャスト, 59,ベリｰ, 0.3, 67,   5,   3,10, 30.5, ④④, 5, 2,Ｄマヤノリュウジン, 84,横山典, 0.4, 88,   3,* 13, 8, 15.2, ⑩⑪
 6, 5,Ｅコウギョウマシェリ, 53,池添謙, 1.0, 49,  -8,   2,10, 96.1, ⑤⑥, 6,14, ダｰリンラブラ,---,田中博, 2.1, 53, -18,   0, 4,  6.6, ⑫⑫, 6, 1,Ｂサンタナブルｰ, 72,内田博, 0.3, 68,   4,   4, 2,  6.2, ⑤⑤, 6, 5,Ｎマテンロウハピネス, 77,三浦皇, 0.4, 86,   8,   7, 7, 15.1, ⑤③
 7, 4,Ｉゴｰルドエｰカｰ, 45,三浦皇, 1.1, 48, -10,   5, 3,  8.4, ⑨⑨, 7, 1, コスモラピッド,---,義英真, 2.2, 50, -18,  -4, 9, 39.5, ⑩⑨, 7,10,Ｌインスタイル, 62,田辺裕, 0.3, 68,   3,   6, 5, 11.7, ⑨⑨, 7,10,Ｌタガノブルグ, 79,北村宏, 0.4, 88,   4,  12, 6,  9.7, ⑮⑫
 8, 7,Ｃビレッジゴｰルド, 55,田辺裕, 1.1, 48,  -8,   3, 6, 19.0, ⑦⑦, 8, 3, レクエルド,---,田中勝, 2.3, 48, -15,  -9, 8, 33.9, ⑦⑥, 8, 7,Ａギンガメテオｰル, 73,柴田善, 0.5, 66,   0,   7, 6, 14.2, ⑫⑬, 8,14,Ｅレッドファルクス, 84,ベリｰ, 0.4, 88,   4,  12, 4,  8.6, ⑪⑬
 9, 3,Ｋシｰズウォｰ, 36,野中悠, 1.6, 45, -12,   3,11,379.4, ⑪⑪, 9, 2, シンデレラストリｰ,---,三浦皇, 2.4, 45, -12, -15,10, 42.5, ⑤⑤, 9, 5,Ｈセイウンアワｰド, 63,木幡初, 0.9, 63,   3,   0,15,276.2, ⑥⑥, 9, 9,Ｑタガノアザガル, 65,横山和, 0.6, 82,   8,   3,14, 92.4, ③④
10, 8,Ｊデビルウイング, 44,松岡正, 1.8, 42,  -7,  -6, 8, 73.3, ③④,10,10, マイネルブルロｰネ,---,江田照, 2.5, 47, -17,  -7,13,101.0, ⑨⑪,10, 9,Ｊカシノトラダマシイ, 62,二本柳, 1.5, 58,   1,  -3,12,160.6, ⑩⑩,10,13,Ｋリヴェレンテ, 79,宮崎北, 1.2, 78,   0,   6,17,245.8, ⑱⑰
11, 6,Ｇシグマグレｰド, 49,北村宏, 2.4, 38,  -8, -11, 7, 19.1, ⑥⑤,11, 4, ウインプラティｰヌ,---,木幡初, 2.6, 44, -14, -13,14,119.7, ⑥⑧,11, 3,Ｃサクラエルカミｰノ, 71,池添謙, 1.5, 59,   2,  -4, 3,  6.2, ⑬⑫,11,17,Ｉニンジャ, 80,義英真, 1.2, 75,   8,  -4,13, 47.6, ④⑤
,,,,,,,,,,,,12, 7, サムライフォンテン,---,ベリｰ, 2.7, 43, -15, -13,11, 52.7, ⑧⑦,12,14,Ｎクイｰンマグノリア, 61,宮崎北, 1.6, 57,*  6, -10,14,181.3, ②②,12, 6,Ｊミナレット, 80,江田照, 1.2, 72,* 11, -11, 9, 20.5, ①①
,,,,,,,,,,,,13, 8, アフェクテュｰズ,---,松岡正, 2.9, 45, -22,  -6, 2,  3.5, ⑭⑬,13,12,Ｋリタｰンストロｰク, 62,石川裕, 1.7, 57,   1,  -5, 8, 27.0, ⑪⑪,13,18,Ｇニシノラッシュ, 83,田辺裕, 1.3, 74,   4,  -2, 1,  3.5, ⑬⑩
,,,,,,,,,,,,14,13, リュクスプレスト,---,石川裕, 4.8, 22, -27, -22,12, 88.4, ⑬⑭,14,16,Ｇサンアルパイン, 66,松岡正, 1.8, 55,*  7, -14, 7, 22.2, ①①,14, 3,Ｈダノンプログラマｰ, 81,石川裕, 1.4, 76,  -1,   5,10, 21.3, ⑰⑱
,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｍフルｰツガｰデン, 62,野中悠, 3.5, 43, -16,   1,16,456.2, ⑯⑯,15,16,Ｍニシノビｰクイック, 77,野中悠, 1.4, 72,   5,  -4,15, 99.2, ⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｐキｰスカｰフ, 58,三浦皇, 3.8, 40,*  6, -29,13,161.4, ③③,16,12,Ｒシャイニｰホｰク, 62,武士沢, 1.6, 73,   3,  -3,18,301.0, ⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 8,Ｂゴｰルドベル, 87,木幡初, 1.7, 68,   6,  -9,11, 38.0, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｏサクラアドニス, 76,池添謙, 2.1, 65,   2,  -8,16,107.1, ⑯⑮
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:4),,,,,,,,,,,
単勝:170円 複勝:01=110円 11=120円 10=180円 枠連:200円,,,,,,,,,,,,"単勝:1,390円 複勝:11=290円 05=790円 06=160円 枠連:780円",,,,,,,,,,,,"単勝:670円 複勝:13=230円 15=1,380円 08=120円 枠連:5,090円",,,,,,,,,,,,"単勝:610円 複勝:04=210円 01=290円 11=250円 枠連:1,470円",,,,,,,,,,,
馬連:290円 ワイド:01-11=140円 01-10=360円 10-11=490円,,,,,,,,,,,,"馬連:20,520円 ワイド:05-11=4,190円 06-11=600円 05-06=1,790円",,,,,,,,,,,,"馬連:47,750円 ワイド:13-15=10,090円 08-13=440円 08-15=3,900円",,,,,,,,,,,,"馬連:3,370円 ワイド:01-04=1,040円 04-11=960円 01-11=1,570円",,,,,,,,,,,
"馬単:420円 3連複:830円 3連単:2,010円",,,,,,,,,,,,"馬単:38,660円 3連複:18,030円 3連単:189,340円",,,,,,,,,,,,"馬単:72,040円 3連複:30,760円 3連単:284,830円",,,,,,,,,,,,"馬単:6,050円 3連複:9,520円 3連単:54,280円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,tvk賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａファイナルコｰル, 62,ベリｰ,, 56,  -3,* -1, 1,  2.3, ④③, 1, 1, ドｰヴァｰ,---,田辺裕,, 76,*  8,* -2, 1,  2.7, ②②, 1, 9,Ｂマイネルイルミナル, 76,松岡正,, 84,   6,  11, 4,  7.8,⑥④③, 1, 2,Ｄダイワバロニス, 81,ベリｰ,, 86,   3,* 22, 5, 12.9, ⑨⑨
 2, 3,Ｃセイウンコウセイ, 51,三浦皇, 0.6, 50,  -5,* -2, 3,  5.5, ⑥⑦, 2,13, チェッキｰノ,---,北村宏, 0.3, 71,   4,* -1, 2,  2.9, ⑨⑧, 2, 4,Ｆマルタｰズアポジｰ, 74,田辺裕, 0.0, 81,*  7,   8, 3,  5.1,①①①, 2,10,Ｃソルティコメント, 82,北村宏, 0.1, 85,*  6,  17, 1,  2.6, ④④
 3,14,Ｂポッドブロンコ, 54,北村宏, 0.6, 50,  -5,* -3, 2,  2.9, ⑨⑨, 3, 4, ラレッサングル,---,柴田善, 0.8, 65,   2,* -4, 8, 25.8, ⑬⑩, 3, 8,Ｇセセリ, 73,石川裕, 0.3, 80,   3,  13, 6, 28.0,④⑦⑦, 3,15,Ｅニットウビクトリｰ, 80,柴田善, 1.0, 80,  -5,* 26, 9, 25.1, ⑯⑯
 4, 2,Ｏラブジェネラル, 21,横山典, 0.9, 46,  -8,* -2, 5, 17.7, ⑪⑬, 4, 6, マイネルロミオ,---,義英真, 0.9, 63,   1,* -6,14,119.0, ⑩⑪, 4,10,Ｃアデイインザライフ, 76,横山典, 0.5, 80,  -1,* 18, 1,  1.8,⑩⑩⑩, 4,11,Ｇフクノグリュック, 78,横山典, 1.2, 75,  -3,* 21, 6, 18.7, ⑮⑮
 5, 4,Ｉミヤコノアバランチ, 41,田中勝, 0.9, 49,*  0, -11,14,181.6, ①①, 5,11, エイシンリベラル,---,池添謙, 0.9, 66,*  8, -13, 4,  9.5, ④④, 5, 6,Ａダノンミシガン, 78,北村宏, 0.8, 75,   5,   4, 5, 17.6,⑨⑥⑥, 5, 7,Ｈクロフネビｰムス, 76,内田博, 1.3, 75,   5,   8, 4,  8.5, ⑥⑦
 6,15,Ｋバンタム, 39,田辺裕, 1.1, 46,  -6,  -5, 4, 13.3, ⑭⑫, 6, 7, フラマブル,---,ベリｰ, 1.4, 58,   2, -12, 6, 22.2, ⑫⑫, 6, 7,Ｅジョｰアラタ, 74,三浦皇, 0.9, 74,   2,   7, 2,  4.3,⑦⑧⑧, 6, 8,Ｆヤンキｰソヴリン, 79,木幡初, 1.4, 76,   0,  16,13,111.7, ⑬⑬
 7, 5,Ｆエバｰチェンジング, 44,木幡初, 1.2, 46,* -2, -12,11,101.1, ③②, 7,18, カンタオｰル,---,内田博, 1.7, 55,   4, -20, 3,  9.4, ⑧⑨, 7, 2,Ｈイレプレイスブル, 72,横山和, 1.0, 72,   5,   0, 7, 31.3,③⑤⑤, 7, 9,Ｉゴｰルドリｰガル, 76,田辺裕, 1.5, 74,   3,  11, 7, 19.2, ⑫⑫
 8, 6,Ｍシゲルメジロ, 32,義英真, 1.4, 45,  -3, -11,10, 90.6, ⑦⑤, 8,10, サイレントムｰン,---,三浦皇, 1.8, 55,   5, -21,12, 64.8, ⑦⑦, 8, 1,Ｄアメリカンダイナｰ, 75,内田博, 1.4, 67,*  7, -11, 8, 40.3,②②④, 8, 6,Ｌキｰブランド, 75,義英真, 1.6, 72,   5,   4,11, 77.7, ⑤⑤
 9, 8,Ｄマｰチン, 46,松岡正, 1.6, 43,  -7,  -6, 8, 32.8, ⑬⑭, 9, 2, カパオパンゴ,---,石川裕, 1.8, 54,*  8, -25, 7, 24.8, ③③, 9,11,Ｉナンヨｰケンゴｰ, 71,柴田善, 2.1, 63,  -2,   0, 9,106.6,⑪⑪⑪, 9,12,Ｍポンデザムｰル, 75,松岡正, 1.6, 74,   0,  14,14,159.5, ⑭⑭
10, 1,Ｇラルブルドヴィ, 43,江田照, 1.8, 41,  -3, -16, 9, 70.5, ②④,10, 9, カラカ,---,武士沢, 2.0, 52,   0, -17,16,182.9, ⑮⑬,10, 5,Ｊオルフィｰク, 61,武士沢, 2.4, 61,   0, -11,10,219.9,⑧⑨⑨,10, 4,Ｊオリアｰナ, 75,江田照, 1.6, 73,   2,  10,16,249.2, ⑪⑪
11, 7,Ｈグットトキメク, 42,柴田善, 1.9, 40,  -5, -13,12,106.4, ⑩⑩,11,12, アｰトオブグラン,---,宮崎北, 2.0, 53,*  7, -26, 9, 29.2, ⑤⑤,11, 3,Ｋゴｰゴｰヒュウガ, 60,二本柳, 3.1, 50,   6, -34,11,337.1,⑤③②,11,16,Ｂサトノアルバトロス, 82,三浦皇, 1.7, 71,   5,   4, 3,  7.8, ⑧⑧
12,11,Ｅウインプリマ, 45,内田博, 2.1, 39,  -6, -14, 7, 28.5, ⑫⑪,12, 3, オニニカナボｰ,---,木幡初, 2.1, 50,   4, -25,18,268.8, ⑥⑥,,,,,,,,,,,,,12, 5,Ａラテラス, 85,石川裕, 1.8, 72,*  6,   1, 2,  3.4, ③③
13,12,Ｌビレッジエンペラｰ, 33,石川裕, 2.3, 38,  -4, -20, 6, 20.4, ⑤⑥,13, 5, ニシノユメオウ,---,田中勝, 2.1, 50,  -6, -10,13, 76.6, ⑯⑰,,,,,,,,,,,,,13, 3,Ｐキャプテンシップ, 69,田中勝, 1.8, 70,*  6,   1, 8, 22.8, ②②
14, 9,Ｊセイユウボｰイ, 40,宮崎北, 2.6, 34,  -5, -20,15,260.8, ⑧⑧,14,17, アソングフォｰユｰ,---,横山和, 2.2, 49,  -4, -13,15,171.3, ⑱⑮,,,,,,,,,,,,,14,14,Ｎスラリｰアイス, 74,野中悠, 1.9, 69,   3,   4,15,164.8, ⑩⑩
15,13,Ｎキンノオウカン, 22,野中悠, 3.5, 26, -22,  -7,13,125.2, ⑮⑮,15,16, メイショウレオネス,---,松岡正, 2.5, 47,  -1, -22,11, 37.4, ⑪⑭,,,,,,,,,,,,,15,13,Ｏショウナンカサロ, 74,池添謙, 2.5, 66,   5,  -4,12, 99.0, ⑦⑥
,,,,,,,,,,,,16, 8, トウショウジルバ,---,江田照, 2.9, 42,*  8, -41,10, 30.5, ①①,,,,,,,,,,,,,16, 1,Ｋソラニｰ, 75,木幡初, 3.3, 58,*  8, -15,10, 40.2, ①①
,,,,,,,,,,,,17,15, プレシャス,---,木幡初, 3.4, 37,  -3, -30,17,250.4, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,14, パラヴィオン,---,横山典, 3.5, 37,  -7, -28, 5, 17.0, ⑰⑱,,,,,,,,,,,,,,,,,,,,,,,,
