15年 4月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淀屋橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａモアニケアラ, 71,武豊  ,, 67,*-11,* 19, 1,  3.3,②②②, 1,10, ロｰドクロムウェル,---,ルメｰ,, 55, -21,*  4, 3,  4.9,⑧⑧⑩, 1, 9,Ｂディライトフル, 73,岩田康,, 73,   5,* 11, 3,  4.8,④④④, 1, 8,Ａビッグアｰサｰ, 87,浜中俊,, 80,  12,*  7, 1,  1.4, ⑧⑦
 2, 4,Ｆナムラケイト, 61,福永祐, 0.0, 67,*-11,* 18, 5, 10.1,①①①, 2,13,Ｂハギノパトリオット, 61,岩田康, 0.1, 54, -21,*  3, 1,  3.3,⑨⑨⑧, 2, 6,Ｇロｰザズカレッジ, 66,松山弘, 0.1, 73,*  7,   5, 6, 11.6,⑩②②, 2, 2,Ｇエポワス, 76,ルメｰ, 0.0, 83,  16,   4, 4, 12.3, ③③
 3,11,Ｈガラドリエル, 59,ルメｰ, 0.8, 62, -13,  14, 6, 10.7,⑤⑤⑥, 3,12,Ｃイルミリオｰネ, 57,浜中俊, 0.2, 50, -20,  -2, 2,  3.6,⑥⑥⑤, 3, 3,Ｃタマモセナタｰ, 72,ルメｰ, 0.1, 72,   6,   7, 1,  3.0,②③③, 3, 6,Ｅマイネルエテルネル, 79,デムｰ, 0.2, 81,* 17,   0, 5, 19.7, ②②
 4,14,Ｃリブレドバンク, 68,浜中俊, 0.9, 63, -14,  15, 9, 18.2,⑧⑧⑦, 4, 9,Ｆタイセイブレイド, 55,デムｰ, 0.3, 54, -22,*  3, 5,  9.7,⑬⑬⑫, 4, 7,Ｄアダムズアップル, 72,岩崎翼, 0.5, 70,*  7,   1, 4,  5.0,①①①, 4, 9,Ｉダノンマッキンレｰ, 75,松山弘, 0.3, 77,   8,*  7, 7, 27.6, ⑨⑨
 5,15,Ｇスマｰトノエル, 61,岩田康, 1.0, 61, -13,  14, 3,  5.7,⑥⑥④, 5, 6,Ａアグネスマクシム, 62,岩崎翼, 0.4, 51, -22,   1, 9, 82.5,⑪⑫⑭, 5, 2,Ｉシｰサイドバウンド, 61,和田竜, 0.8, 70,   4,   5, 7, 18.9,⑤⑤⑤, 5, 1,Ｈキョウエイバサラ, 75,国分優, 0.4, 77,  14,   0,11,147.1, ⑤⑤
 6,12,Ｅミヤジレリゴｰ, 64,和田竜, 1.0, 61,*-12,  11, 2,  4.9,④③③, 6, 2, スタｰペスカンタ,---,岡田祥, 0.4, 53, -22,*  2, 7, 14.1,⑮⑭⑬, 6, 1,Ｆスカイライン, 66,菱田裕, 0.9, 69,   3,   7, 9, 56.1,⑥⑧⑧, 6, 5,Ｆサマｰルナ, 79,古川吉, 0.5, 77,  16,  -3, 8, 28.3, ④④
 7, 9,Ｄナリタノヘア, 66,デムｰ, 1.1, 62, -14,  16, 4,  9.0,⑫⑬⑩, 7, 4,Ｅワイドグロｰリｰ, 57,松山弘, 0.5, 48, -19,  -7, 4,  8.9,④④④, 7,10,Ｅダイシンロイ, 69,浜中俊, 0.9, 69,   4,   5, 5,  8.6,⑦⑦⑥, 7, 4,Ｂラインハｰト, 81,福永祐, 0.5, 74,  12,   1, 6, 25.2, ⑦⑥
 8, 2,Ｌタマモラララ, 49,藤岡佑, 1.5, 54,*-12,   7,10, 35.3,③④⑤, 8, 5,Ｋライブリファｰスト, 44,国分優, 0.7, 49, -24,   0,15,320.6,⑭⑯⑮, 8, 8,Ａアドマイヤキンカク, 75,福永祐, 1.0, 69,   2,   7, 2,  4.4,⑧⑨⑨, 8, 3,Ｃシンデレラボｰイ, 81,岩田康, 0.6, 71,   4,*  7, 2,  5.3, ⑩⑪
