15年 4月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃモアアピｰル, 60,吉田豊,, 57,*  7,  -5, 2,  4.5,②②②, 1,12,Ｂイアペトス, 58,内田博,, 62,* -3,   2, 2,  4.6, ③③, 1, 6,Ａマルシアｰノ, 75,内田博,, 74,   6,* 17, 1,  2.6,④④③, 1, 9,Ｇバンズｰム, 83,田辺裕,, 82,  12,* 13, 2,  4.2,⑧⑨⑤
 2,11,Ａナナイロボタン, 70,田辺裕, 0.1, 58,   4,  -1, 1,  1.8,⑨⑧⑥, 2, 9,Ａセイウンオセアン, 62,田辺裕, 0.5, 58,  -6,   1, 1,  1.9, ⑤④, 2, 8,Ｂフレンドスイｰト, 75,柴田善, 0.0, 75,*  7,* 17, 2,  2.9,③③②, 2,12,Ａキｰプインタッチ, 89,三浦皇, 0.0, 84,  11,* 14, 1,  3.5,⑪⑩⑩
 3, 5,Ｊペンタプリズム, 54,三浦皇, 0.3, 59,   3,  -1, 3,  6.9,⑩⑨⑨, 3, 1,Ｃパラダイスガｰデン, 57,柴田大, 0.6, 58,  -8,   1, 5, 15.7, ⑥⑦, 3, 7,Ｊラフェットデメｰル, 66,江田照, 0.7, 69,*  7,  11, 6, 21.5,②②①, 3,10,Ｅショウナンアポロン, 86,柴田善, 0.1, 80,* 14,   8, 4,  6.9,①①①
 4,12,Ｆティｰスワロ, 58,村田一, 0.5, 57,   2,*  1,14,215.4,⑫⑪⑩, 4,16,Ｈラブミラｰボｰド, 52,武士沢, 0.8, 56, -14,*  6,11, 66.1, ⑫⑫, 4, 9,Ｅラゴディラゴライ, 71,石橋脩, 1.5, 64,   4,   9, 5, 10.5,⑪⑧⑦, 4, 6,Ｃリッカルド, 87,大野拓, 0.3, 81,  13,   9, 3,  4.6,③⑤②
 5,14,Ｌエンパイアライン, 49,蛯名正, 0.6, 55,   5,  -8, 9, 39.7,④④⑤, 5,14,Ｏサンデンバロン, 38,村田一, 0.9, 55, -12,   3, 4, 13.2, ⑩⑩, 5, 1,Ｆグラスティファニｰ, 69,吉田豊, 1.8, 61,   5,   5,10, 88.6,⑥⑤⑤, 5,13,Ｊマユキ, 78,田中勝, 0.5, 79,* 14,   5,11, 78.8,⑤④⑦
 6, 9,Ｍジョンブドｰル, 48,柴田善, 0.7, 54,   5,  -7, 4, 11.2,⑥⑦⑧, 6,11,Ｄクラウンシトラス, 56,三浦皇, 1.1, 54,* -2,  -8, 3,  5.9, ②②, 6,12,Ｉバトルジェジェジェ, 66,大野拓, 1.9, 64,   3,   8, 8, 24.6,⑧⑩⑩, 6, 8,Ｍルファルシオン, 71,横山典, 0.5, 76,* 14,   5, 7, 19.8,⑥③④
 7,13,Ｇトミケンチャダル, 58,石川裕, 1.0, 54,   5, -12,10, 47.2,③③④, 7, 3,Ｊドゥマイドリｰム, 49,柴山雄, 1.1, 52,  -8,  -3,14,157.7, ⑦⑥, 7, 4,Ｈデルマサリｰチャン, 66,武士沢, 2.5, 58,   4,   1, 9, 69.2,⑨⑨⑧, 7, 5,Ｈスズカヴィグラス, 82,江田照, 0.7, 77,  10,  10,10, 74.6,⑫⑬⑫
 8, 4,Ｄヒメフジサクラ, 60,柴田大, 1.1, 54,  -2,*  1,11, 77.2,⑪⑭⑬, 8,15,Ｋナンゴクオｰジ, 47,嘉藤貴, 1.3, 51, -17,*  4,12, 71.5, ⑭⑭, 8,10,Ｃアンジェラスベル, 73,石川裕, 2.5, 60,*  7,  -5, 3,  6.1,①①④, 8, 4,Ｂブラインドサイド, 87,柴山雄, 0.9, 74,  13,   4, 6, 12.6,⑦⑥⑥
