15年11月 1日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年11月 1日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,紅葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂラスベガスシチｰ, 58,蛯名正,, 60,   5,* -6, 3,  7.4, ⑧⑦, 1,12, ルフォｰル,---,岩田康,, 60, -21,* 11, 2,  3.3, ⑧⑨, 1, 9,Ｂアルファアリエス, 77,田辺裕,, 74,   0,* 17, 2,  5.4, ⑧⑦, 1, 5,Ｆダッシングブレイズ, 80,浜中俊,, 87,   5,* 20, 1,  2.0, ⑪⑪
 2,11,Ｄニシノタイタン, 50,内田博, 0.6, 55,*  9, -18, 6, 14.5, ②②, 2, 3, ブレイクマイハｰト,---,松岡正, 0.2, 60, -24,* 11, 4,  8.7, ⑪⑪, 2, 4,Ａファドｰグ, 81,横山典, 0.0, 72,  -1,* 18, 1,  1.5, ⑨⑨, 2, 9,Ａオコレマルｰナ, 85,ルメｰ, 0.1, 85,   7,* 15, 2,  7.0, ⑧⑦
 3, 7,Ｉマテラヴィクトリｰ, 47,浜中俊, 0.6, 56,*  7, -14, 9, 27.6, ③③, 3,14, インペラトｰレ,---,デムｰ, 0.3, 50, -17,  -2, 5, 12.0, ②②, 3, 5,Ｉサマｰラヴ, 67,石川裕, 0.3, 73,*  2,  10,10, 67.8, ②②, 3, 1,Ｋマイネルメリエンダ, 78,柴田大, 0.1, 85,* 11,   8, 4, 14.2, ③③
 4,10,Ｈサトノスピリット, 47,北村宏, 0.7, 56,   3,* -9, 8, 19.4, ⑩⑩, 4, 8, クリｰンファンキｰ,---,蛯名正, 0.4, 52, -17,  -2,14, 70.1, ④③, 4, 3,Ｇメイショウルンバ, 69,武豊  , 0.6, 67,   0,   9, 6, 21.3, ④③, 4, 2,Ｃプロクリス, 82,池添謙, 0.2, 81,* 13,   2, 8, 21.1, ①①
 5, 1,Ｇミュゼリバイアサン, 48,柴山雄, 0.8, 52,*  9, -20, 4,  9.0, ①①, 5,10, ブリスフルタイム,---,三浦皇, 0.4, 49,*-13, -10, 3,  6.6, ①①, 5,13,Ｃワイルドダンサｰ, 73,デムｰ, 0.8, 64,  -1,   9, 3,  8.9, ⑥⑤, 5,15,Ｊウインフェニックス, 78,蛯名正, 0.3, 84,   5,  14, 3, 12.2, ⑨⑨
 6,13,Ａロｰドゼフィｰル, 69,石川裕, 1.1, 54,   5, -16, 1,  2.1, ④⑤, 6,15, アズナヴァル,---,戸崎圭, 0.4, 58, -27,* 14, 6, 13.9, ⑬⑬, 6, 1,Ｊボナフォルトゥｰナ, 67,松岡正, 0.9, 67,  -2,  11, 8, 49.9, ⑦⑧, 6,13,Ｇダイシンサンダｰ, 80,岩田康, 0.4, 81,  10,   5, 6, 15.2, ④④
 7, 5,Ｅアッテンツィオｰネ, 49,戸崎圭, 1.1, 52,   5, -15, 2,  7.1, ⑥⑥, 7,11, セレンディップ,---,田辺裕, 0.6, 48, -17,  -5, 7, 22.5, ⑥⑤, 7, 8,Ｅブラインドタッチ, 71,戸崎圭, 0.9, 67,  -1,   9, 4, 13.9, ⑤⑥, 7, 4,Ｂタイセイドリｰム, 84,戸崎圭, 0.5, 78,   8,   6, 9, 21.6, ⑤⑤
 8, 9,Ｋトウカイビヨンド, 44,武士沢, 1.4, 49,  -1,* -9,12,180.2, ⑫⑪, 8, 4, ベアインマインド,---,ルメｰ, 0.6, 52, -21,   3, 1,  3.3, ⑦⑧, 8,11,Ｋデストリｰライズ, 65,北村宏, 0.9, 69,  -4,  14, 7, 25.1, ⑬⑬, 8,14,Ｄマカハ, 80,デムｰ, 0.6, 78,   4,  12,10, 22.3, ⑬⑬
 9, 2,Ｍグリｰンベレｰ, 39,吉田豊, 1.8, 45,   3, -19,10, 30.5, ⑨⑧, 9, 6, ベイビｰティンク,---,浜中俊, 0.7, 47, -20,  -4,12, 49.5, ⑤⑥, 9, 2,Ｄワイルドダラｰ, 72,内田博, 1.1, 66,  -3,  12, 5, 16.7, ⑪⑪, 9,11,Ｑキョウエイバサラ, 71,武士沢, 0.6, 81,   8,   6,16,126.1, ⑥⑥
10, 6,Ｃワンダｰウノ, 51,四位洋, 2.2, 45,  -1, -15, 5, 10.8, ⑪⑫,10, 1, シグマグレｰド,---,北村宏, 0.9, 49, -24,   2, 8, 23.6, ⑩⑩,10,12,Ｆイデアオブクィｰン, 70,蛯名正, 1.1, 68,  -2,  11, 9, 64.2, ⑩⑩,10,12,Ｈコレクタｰアイテム, 79,吉田豊, 0.7, 80,   4,  12,13, 68.2, ⑮⑮
11, 3,Ｌブラックウィンダム, 42,岩田康, 2.2, 44,   6, -25,11, 33.7, ⑤④,11, 7, マイネルサダクビア,---,柴田大, 1.1, 50, -28,   6, 9, 36.4, ⑫⑫,11, 7,Ｌサンマルスピリット, 63,小島太, 1.2, 63,*  3,   0,12,143.0, ①①,11, 3,Ｎクラウンロゼ, 77,内田博, 0.7, 80,   4,  12,15, 88.8, ⑭⑭
12,12,Ｊダｰダネルス, 47,野中悠, 2.3, 44,  -2, -14,14,256.2, ⑬⑬,12,16, ロジカロン,---,内田博, 1.2, 41, -17, -14,13, 55.3, ③④,12, 6,Ｈサトノシｰザｰ, 69,柴山雄, 1.4, 63,  -4,  10,13,159.4, ⑫⑫,12, 6,Ｉセイクレットレｰヴ, 79,松岡正, 0.8, 79,   4,   9, 7, 16.0, ⑫⑫
13,14,Ｆネクスト, 49,柴田善, 3.4, 36,   3, -32, 7, 15.3, ⑦⑨,13, 9, コイシグレ,---,吉田豊, 1.9, 41, -31,  -1,16,166.9, ⑮⑮,13,10,Ｍデュナトス, 60,江田照, 2.3, 55,   0,  -6,11, 96.0, ③④,13,10,Ｏチェリｰヒロイン, 76,北村宏, 0.9, 79,   1,  14,12, 34.6, ⑰⑰
14, 4,Ｎニャオズライオン,  3,大庭和, 6.8, 19,  -4, -48,13,230.9, ⑭⑭,14, 5, ラインスペクタクル,---,横山典, 1.9, 38, -30,  -4,15, 84.0, ⑭⑭,,,,,,,,,,,,,14,16,Ｌイントロダクション, 77,横山典, 1.1, 73,   7,   1, 5, 14.6, ⑦⑧
,,,,,,,,,,,,15,13, ルクレツィア,---,デムｰ, 3.1, 17, -19, -38,11, 42.9, ⑨⑦,,,,,,,,,,,,,15,17,Ｍメドウヒルズ, 77,三浦皇, 1.1, 73,   5,   2,14, 85.3, ⑩⑩
,,,,,,,,,,,,16, 2, サムシングフレア,---,柴山雄, 3.2, 25, -38,  -8,10, 38.2, ⑯⑯,,,,,,,,,,,,,16, 8,Ｐマルタカシクレノン, 73,菱田裕, 1.2, 71,* 12, -10,17,191.4, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｅエネアド, 80,デムｰ, 1.4, 69,   3,   4,11, 22.3, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
