15年12月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-15,,,,,■ 4R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃプレシャスエｰス, 53,木幡初,, 69,*  6,*  4, 2,  5.1, ①①, 1, 3,Ｃステイパｰシスト, 54,石川裕,, 67,  -5,* 11, 3,  5.5,⑩⑪⑪, 1,13,Ｃモンドアルジェンテ, 75,戸崎圭,, 79,   3,* 16, 1,  2.5,⑩⑨⑦, 1,10,Ｃバンズｰム, 84,田辺裕,, 82,   8,* 17, 1,  2.7,⑫⑩⑨
 2,10,Ｂスキャットエディ, 55,戸崎圭, 0.3, 65,*  4,*  3, 1,  1.5, ③③, 2,18,Ｒミライヘノツバサ, 31,内田博, 0.6, 60,* -3,  -5, 5, 10.6,⑦⑦⑥, 2, 5,Ｈモンドクラフト, 69,三浦皇, 0.3, 77,   4,* 12, 2,  4.3,⑦⑦④, 2, 5,Ｌイントロダクション, 73,横山典, 0.0, 81,   8,* 18, 9, 59.8,⑪⑪⑩
 3,14,Ａゴｰルデンレッグ, 60,田辺裕, 1.4, 54,  -3,   0, 3,  7.7, ⑧⑥, 3,15,Ｏロジカロン, 40,大野拓, 1.1, 56,  -4,  -6,11, 99.5,⑬⑨⑨, 3, 9,Ｆアップルハウス, 73,平野優, 0.5, 75,*  6,   6, 7, 21.5,①①①, 3, 9,Ａミヤジタイガ, 86,大野拓, 0.2, 81,   9,  12, 2,  4.2,⑤④③
 4, 6,Ｊモンマルトル, 35,嘉藤貴, 2.0, 51,*  5, -13, 7, 42.3, ②②, 4,13,Ｌベルクオｰレ, 45,嘉藤貴, 1.1, 55,*  0, -16, 4, 10.2,①①①, 4, 7,Ｅフィｰルザプリティ, 73,大野拓, 0.9, 73,*  5,   5, 3,  5.2,②②②, 4, 2,Ｄマイネルバウンス, 84,丹内祐, 0.4, 81,   8,  13,10, 60.2,⑦⑧⑧
 5,16,Ｆペルルクロシュ, 45,柴山雄, 2.0, 50,   2, -10, 5, 18.5, ⑤④, 5,12,Ａコラｰジェン, 68,戸崎圭, 1.2, 52,* -3, -14, 1,  2.4,⑤⑤②, 5, 2,Ｂエタｰナルヒｰロｰ, 76,柴山雄, 1.4, 70,   2,   6, 9, 31.0,⑬⑩⑨, 5,11,Ｋティアップレｰヴ, 76,江田照, 0.4, 77,* 14,   3,12,119.5,①①①
 6,11,Ｋゴｰルドジャイアン, 35,井上敏, 2.4, 42, -15,*  2,10,132.2, ⑫⑫, 6,10,Ｅフレンドリトル, 51,村田一, 1.4, 58,  -9,*  2,10, 89.1,⑰⑰⑯, 6,15,Ｄコスモボアソルテ, 73,丹内祐, 1.4, 69,*  5,   0, 5, 13.7,⑤④③, 6,12,Ｂグレナディアｰズ, 86,戸崎圭, 0.4, 79,   9,  11, 4,  7.1,⑨⑥⑦
 7, 8,Ｅサンドルトン, 46,松岡正, 2.5, 45,   1, -14, 6, 26.3, ④⑤, 7, 9,Ｉダイワオッズ, 48,田中勝, 1.4, 52,* -3, -16, 6, 13.0,⑥⑥⑤, 7,10,Ｋダイワハッスル, 67,蛯名正, 1.7, 69,   1,   6, 6, 21.3,⑫⑬⑬, 7, 3,Ｉアｰルプロセス, 81,田中勝, 0.5, 77,* 12,   5, 7, 14.6,②②②
 8,13,Ｄストｰミングスカイ, 50,吉田豊, 2.9, 41,   1, -16, 4, 13.6, ⑥⑦, 8,16,Ｊブロンテ, 48,柴田善, 1.6, 50,* -1, -22,15,157.7,⑪②④, 8, 6,Ｌオメガグランディス, 66,石川裕, 1.9, 68,   2,   1,13,151.3,⑨⑧⑩, 8, 6,Ｆタマノブリュネット, 82,蛯名正, 1.0, 76,   9,   7, 3,  5.9,⑩⑨⑥
