15年10月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,古都ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂデピュティスカイ, 55,武豊  ,, 56,  -1,*  3, 1,  1.6, ⑦⑤, 1,13, クリスタルタイソン,---,川島信,, 70,  -6,* 14, 4,  9.8, ③③, 1, 5,Ｅグランディフロｰラ, 73,デムｰ,, 78,   5,  12, 2,  3.7,⑥⑥⑤, 1, 2,Ａフェリｰチェレガロ, 83,武豊  ,, 80,* -1,  16, 3,  4.4,②④④
 2, 7,Ａロンドンタウン, 58,城戸義, 0.1, 56,   0,*  1, 3,  6.4, ⑥⑥, 2, 9, アリノマンボ,---,花田大, 0.3, 68,*  0,   4,11, 94.0, ①①, 2,10,Ｄトウキョウタフガイ, 73,藤岡康, 0.0, 85,   0,* 25, 1,  3.3,⑪⑩⑩, 2, 6,Ｆダノンマックイン, 78,小牧太, 0.0, 82,*  0,  18, 5, 11.1,④③③
 3, 2,Ｅセイシュプリｰム, 49,幸英明, 0.1, 58,   3,  -1,10,106.2, ③③, 3,12, ナオミベガス,---,浜中俊, 0.7, 66, -10,* 14, 1,  1.8, ⑩⑦, 3, 7,Ａハイプレッシャｰ, 78,浜中俊, 0.1, 80,   2,  16, 4,  5.8,⑨⑨⑨, 3, 4,Ｅペンタトニック, 78,幸英明, 0.0, 87,  -3,* 25, 1,  2.9,⑧⑧⑧
 4,11,Ｉショウナンカイドウ, 38,川須栄, 0.2, 57,*  3,  -4, 6, 27.4, ②②, 4, 8, エイシンシトラス,---,太宰啓, 1.0, 63,* -1,   0, 3,  8.9, ②②, 4, 3,Ｇアンシャックルド, 68,岩崎翼, 0.5, 75,   2,  11,10,100.4,⑦⑧⑧, 4, 7,Ｈタガノレイヨネ, 73,太宰啓, 0.1, 78,* -1,  13, 7, 13.6,①①①
 5, 1,Ｄノアビジン, 50,松山弘, 0.9, 51,*  5, -10, 2,  5.1, ①①, 5, 5, オルノス,---,松山弘, 1.0, 64,  -8,   9, 7, 13.2, ⑦⑥, 5, 2,Ｈマイネボニｰタ, 66,川須栄, 0.6, 74,   7,   1, 7, 19.6,③④③, 5, 3,Ｄベリｰフィｰルズ, 79,酒井学, 0.1, 82,  -2,  19, 4, 11.0,⑦⑥⑥
 6,10,Ｃサクレメジャｰ, 53,浜中俊, 0.9, 47,  -2,  -5, 4,  7.0, ⑨⑨, 6,11, ナムラミラクル,---,藤岡康, 1.4, 60,  -7,   3, 8, 19.8, ⑤④, 6, 8,Ｃアンバｰグリスキｰ, 74,武豊  , 0.8, 71,   4,   4, 3,  4.4,⑧⑦⑦, 6, 1,Ｂエｰティｰタラント, 83,藤岡康, 0.2, 78,*  0,  14, 2,  3.5,⑤⑤⑤
 7, 9,Ｈエイシンニバリキ, 41,和田竜, 1.7, 42,   3, -16, 5, 21.0, ④④, 7, 7, ウラチドリ,---,川須栄, 3.5, 45,  -8, -13,13,157.6, ⑥⑧, 7, 4,Ｉアンネイ, 61,太宰啓, 0.9, 68,*  8,  -9, 6, 15.1,①①①, 7, 5,Ｃショウナンバｰキン, 80,松山弘, 0.2, 78,*  0,  12, 6, 11.1,③②②
 8,12,Ｆメイショウヨイチ, 49,太宰啓, 1.8, 39,  -8,  -7, 7, 46.6, ⑪⑫, 8, 1, ペプチドコンドル,---,竹之下, 3.6, 42, -12, -11,12,116.5, ⑨⑩, 8,11,Ｆエリタｰジュゲラン, 70,武幸四, 0.9, 69,   7,  -7, 8, 34.5,④③④, 8, 8,Ｇマルケサス, 77,デムｰ, 1.2, 66,  -2,   3, 8, 16.2,⑥⑦⑦
 9, 8,Ｌホｰザンポントス, 28,鮫島良, 1.8, 43,  -4,  -8, 9, 99.8, ⑩⑩, 9, 4, スマｰトアルファ,---,武豊  , 3.7, 41,  -7, -17, 5, 10.2, ④⑤, 9, 6,Ｋアグネスウォｰズ, 50,三津谷, 0.9, 69,   5,  -1,11,144.7,⑤⑤⑥,,,,,,,,,,,,
10, 6,Ｋシゲルカマス, 32,国分優, 1.8, 40,  -2, -12,12,271.7, ⑧⑧,10,10, ヌｰベルデフィｰ,---,小牧太, 3.9, 42, -15,  -8, 6, 12.5, ⑪⑪,10, 1,Ｂウインレｰベン, 75,和田竜, 0.9, 70,*  8,  -8, 5,  9.3,②②②,,,,,,,,,,,,
11, 5,Ｊビップピュアハｰト, 34,国分恭, 2.0, 39,  -8,  -7,11,171.2, ⑫⑪,11, 2, レイジングハｰト,---,デムｰ, 3.9, 39, -16,  -7, 2,  7.5, ⑬⑫,11, 9,Ｊキングサムソン, 56,幸英明, 2.2, 63,  -2,  -1, 9, 42.6,⑩⑪⑪,,,,,,,,,,,,
12, 3,Ｇアロｰフロスト, 43,酒井学, 2.0, 40,   1, -17, 8, 69.5, ⑤⑦,12, 3, オオオク,---,幸英明, 4.2, 38, -15, -11, 9, 54.6, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13, 6, アカネバロｰロ,---,菱田裕, 4.6, 34, -10, -21,10, 72.2, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,
"単勝:160円 複勝:04=110円 07=190円 02=1,260円 枠連:660円",,,,,,,,,,,,"単勝:980円 複勝:13=230円 09=1,040円 12=110円 枠連:560円",,,,,,,,,,,,単勝:370円 複勝:05=160円 10=130円 07=160円 枠連:700円,,,,,,,,,,,,単勝:440円 複勝:02=160円 06=210円 04=140円 枠連:0円,,,,,,,,,,,
"馬連:650円 ワイド:04-07=350円 02-04=2,440円 02-07=5,150円",,,,,,,,,,,,"馬連:17,800円 ワイド:09-13=4,400円 12-13=350円 09-12=1,930円",,,,,,,,,,,,馬連:830円 ワイド:05-10=350円 05-07=440円 07-10=380円,,,,,,,,,,,,"馬連:2,970円 ワイド:02-06=750円 02-04=320円 04-06=450円",,,,,,,,,,,
