15年 3月 1日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月 1日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾞﾗｯﾄﾞｽﾄｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａリンガスヴィグラス, 66,柴田善,, 67,*  6,* -2, 1,  2.0, ③③, 1, 1,Ａノンコノユメ, 78,デムｰ,, 77,   8,*  7, 2,  3.3,⑭⑪⑦, 1,16,Ａアポロノシンザン, 71,蛯名正,, 78,*  2,* 12, 1,  2.5, ③③, 1,13,Ｃラヴィアンクレｰル, 82,デムｰ,, 81,  10,   9, 6, 15.5, ⑤⑤
 2, 9,Ｉジョリｰアップ, 47,石川裕, 0.4, 64,*  6,  -6, 4,  9.1, ②②, 2,14,Ｂバスタｰタイプ, 74,和田竜, 0.3, 75,* 10,  -2, 1,  2.6,⑤③②, 2, 6,Ｂスズカブレｰン, 70,和田竜, 0.6, 70,  -5,* 11, 4,  7.7, ⑪⑧, 2,15,Ｄアメｰジングタクト, 82,三浦皇, 0.0, 82,   8,  11, 1,  3.2, ⑦⑦
 3,16,Ｄレｰヴシャルマン, 57,三浦皇, 1.1, 53,  -6,* -1, 6, 25.0, ⑭⑫, 3, 4,Ｄフクノグリュック, 72,大野拓, 0.5, 74,   6,*  4, 4,  7.7,⑫⑫⑪, 3, 2,Ｊゴｰルドシャンティ, 59,村田一, 0.7, 69,  -5,  10,10, 29.0, ⑩⑦, 3, 2,Ｅワイドエクセレント, 80,内田博, 0.0, 80,* 12,   6, 4,  6.5, ①①
 4, 7,Ｂニシノバランス, 63,内田博, 1.1, 56,   3,  -8, 2,  4.1, ⑦⑥, 4, 2,Ｇダイワインパルス, 69,田中勝, 0.5, 75,   9,  -1, 5, 14.0,③⑤④, 4, 3,Ｉマイネルエスパス, 61,柴田大, 0.9, 67,  -1,   3, 6, 12.9, ④④, 4, 7,Ｉワディ, 78,和田竜, 0.1, 81,  10,   7, 2,  4.0, ③④
 5, 4,Ｃストロベリｰズ, 57,石橋脩, 1.2, 57,*  7, -13, 3,  6.3, ①①, 5,10,Ｌエグランティｰナ, 65,三浦皇, 1.2, 69,   8,  -5, 7, 35.6,⑬⑦⑥, 5,10,Ｈサダムリスペクト, 61,柴田善, 0.9, 66,  -5,   7,14, 91.9, ⑫⑬, 5,10,Ａダンシングミッシｰ, 83,吉田豊, 0.3, 77,   4,  11, 8, 26.2, ⑩⑨
 6, 3,Ｅセンコウノマイヒメ, 55,木幡初, 1.2, 56,   3, -10, 7, 29.1, ⑤④, 6, 8,Ｉコスモバｰダン, 68,柴田大, 1.5, 68,   9,  -9, 8, 38.7,⑦⑥⑤, 6,11,Ｐトｰセンペンタゴン, 49,武士沢, 0.9, 67,  -9,* 11,12, 69.6, ⑮⑮, 6, 9,Ｇイｰグルカザン, 79,荻野琢, 0.4, 76,   1,  13,12,100.0, ⑫⑫
 7,10,Ｋマダムヤッコ, 45,田辺裕, 1.6, 53,   5, -14, 8, 39.3, ④⑦, 7, 7,Ｋポルトボナｰル, 65,木幡初, 1.6, 67,   6,  -6,10, 46.9,⑪⑬⑫, 7, 7,Ｃトロピカルガｰデン, 69,横山典, 1.2, 61,  -8,   6, 7, 16.1, ⑭⑫, 7, 5,Ｎナリタシｰズン, 75,菱田裕, 0.4, 76, -10,* 23,11, 86.4, ⑮⑮
 8,12,Ｇケイツｰミネルバ, 52,菱田裕, 1.6, 51,  -1,  -8,13,113.0, ⑪⑨, 8, 3,Ｅコスモボアソルテ, 71,内田博, 1.8, 64,   7,  -8, 9, 40.2,⑥⑧⑨, 8, 5,Ｌヴィクトリｰスノｰ, 57,石川裕, 1.2, 63,*  3,  -4,11, 64.2, ①①, 8, 4,Ｆコウユｰサムライ, 79,田中勝, 0.5, 77,   8,   6, 5,  7.2, ⑥⑥
 9,13,Ｐモンサンギエナ, 28,江田照, 2.0, 45,  -5, -10,14,196.9, ⑮⑬, 9, 5,Ｃワイルドダンサｰ, 72,横山典, 2.2, 59,* 10, -17, 3,  5.3,⑨④③, 9, 9,Ｇニュｰエディション, 62,デムｰ, 1.3, 61,  -2,  -1, 5,  8.9, ⑨⑨, 9, 6,Ｈキクノフレヴァン, 78,熊沢重, 0.7, 74,   6,   6,14,188.9, ⑧⑩
10, 6,Ｆブラウンゴッデス, 55,柴山雄, 2.2, 46,   3, -18, 5, 15.1, ⑥⑤,10,13,Ｊトｰセンスパンキｰ, 67,小野寺, 2.3, 60,* 10, -18,11, 56.9,②②①,10, 8,Ｆヴァリアントアロｰ, 63,田辺裕, 1.3, 61,  -2,  -1, 3,  7.4, ⑧⑪,10, 8,Ｍコｰリンギデオン, 75,横山和, 0.7, 75,  -7,* 18, 9, 32.5, ⑭⑬
11,14,Ｌダヴィンチコｰド, 37,和田竜, 2.3, 46,  -5, -10,10, 55.3, ⑬⑮,11,12,Ｈクロフネビｰムス, 69,的場勇, 2.5, 60,   7, -15,12, 61.3,⑧⑩⑩,11, 4,Ｅアルマエルモ, 64,三浦皇, 1.4, 60,  -1,  -3, 9, 22.2, ⑤⑤,11, 1,Ｌロｰレンルｰナ, 75,石橋脩, 0.8, 73,  -3,  13,15,201.0, ⑬⑭
