15年 1月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 1月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初夢ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃタキオンレディｰ, 57,小崎綾,, 63,  -5,*  5, 3,  4.9, ⑦⑦, 1,16,Ｂタマモネイヴィｰ, 79,バルジ,, 81,* 13,   5, 2,  5.0,⑦④③, 1, 7,Ｎサオトメ, 58,福永祐,, 71,   0,   6, 9, 31.2, ④④, 1, 1,Ａマイネルクロップ, 88,丹内祐,, 89,  10,* 17, 3,  6.9,⑥⑦⑦
 2, 1,Ｂディアエナ, 60,小牧太, 0.4, 62,*  2,  -6, 2,  4.3, ①①, 2,15,Ｃサンライズレｰヴ, 77,義英真, 0.4, 78,   7,* 11, 7, 14.3,⑨⑨⑧, 2, 3,Ｉピクニックソング, 68,小坂忠, 0.1, 70,*  1,   4,16,208.1, ③③, 2,13,Ｂワンダｰアシャｰド, 87,武豊  , 0.5, 84,  10,  12, 1,  2.2,⑧⑥⑥
 3, 5,Ｍトラストニｰケｰ, 41,岩田康, 1.3, 52,  -4,  -8, 4,  5.4, ⑥⑤, 3,14,Ｈニホンピロバロン, 72,柴田未, 0.6, 78,   9,*  7,12, 77.9,⑪⑧⑦, 3, 2,Ｄプラネットスコア, 70,国分優, 0.1, 70, -10,* 15, 6, 16.2, ⑬⑫, 3, 2,Ｃキクノソル, 86,浜中俊, 0.5, 85,* 11,  11, 2,  5.6,③④④
 4,11,Ｈデンコウコハク, 56,国分恭, 1.3, 51,  -7,  -4, 9, 39.3, ⑪⑨, 4,11,Ｊダンスｰルクレｰル, 71,岩田康, 0.7, 76,  12,   1, 3,  5.4,⑥⑤⑤, 4,16,Ｅテイクファイア, 70,幸英明, 0.1, 69,*  3,   2, 7, 17.4, ①①, 4,14,Ｌサイモンガｰランド, 81,酒井学, 0.9, 83,   7,* 14,10, 55.8,⑪⑪⑩
 5, 4,Ｊニシノクラレット, 52,高倉稜, 1.4, 51, -13,*  0, 6, 11.7, ⑬⑬, 5, 4,Ｅパｰフェクトスコア, 75,浜中俊, 0.8, 76,* 14,  -4, 5,  8.3,②①①, 5, 6,Ａミキノグランプリ, 74,和田竜, 0.2, 70,  -2,   6, 1,  2.0, ⑥⑤, 5, 7,Ｅダイヤノゲンセキ, 83,太宰啓, 0.9, 82,  10,   8, 9, 50.9,⑤⑤⑤
 6, 6,Ａサンマルメジャｰル, 61,和田竜, 1.4, 54,*  2, -14, 5, 10.1, ②②, 6, 7,Ａコピｰライタｰ, 81,小坂忠, 0.9, 74,* 13,  -3, 4,  7.2,④③④, 6, 9,Ｃグレイスフルデイズ, 71,松山弘, 0.3, 68,  -8,* 10, 4,  8.9, ⑪⑩, 6, 4,Ｎキャニオンバレｰ, 77,菱田裕, 1.0, 80,* 12,   5, 8, 37.6,②②②
 7,14,Ｄイノチクレナイ, 57,義英真, 1.4, 51,  -3,  -9,12,140.1, ⑤⑥, 7,13,Ｄトランザムスタｰ, 76,福永祐, 1.2, 72,* 12,  -7, 1,  3.4,③②②, 7,10,Ｊメイショウルナ, 66,城戸義, 0.4, 67,  -8,   9,11, 64.7, ⑩⑪, 7, 5,Ｊライジングサン, 81,松山弘, 1.5, 80,   7,   9,13,181.0,⑬⑫⑫
 8,10,Ｌウイングタイガｰ, 42,幸英明, 1.9, 46,  -7,  -9,10, 49.7, ⑩⑧, 8, 6,Ｇショウナンガッチャ, 73,秋山真, 1.4, 71,   7,   2, 6, 11.8,⑩⑩⑨, 8, 4,Ｈミッキｰマンデｰ, 69,秋山真, 0.4, 66,  -3,   5, 5,  9.7, ⑧⑧, 8, 6,Ｄスプリングシｰズン, 84,幸英明, 1.5, 77,* 11,   1, 6, 12.9,④③③
 9,12,Ｐテイエムヤマウサギ, 33,太宰啓, 2.0, 45, -17,*  0,13,265.2, ⑯⑮, 9, 8,Ｉトウカイストリｰム, 71,松若風, 1.4, 74,   6,   5,10, 31.8,⑬⑫⑩, 9, 1,Ｍコパノハリｰ, 59,松若風, 0.6, 66,  -5,   5,13,112.7, ⑨⑨, 9, 8,Ｉレッドサクセサｰ, 82,バルジ, 1.6, 77,   9,   4, 5,  8.5,⑨⑩⑧
10, 7,Ｆアグネスファイン, 56,小林徹, 2.1, 46,  -1, -18, 8, 19.3, ④④,10, 2,Ｌハッピｰロｰド, 69,荻野琢, 1.5, 72,   7,   4, 8, 22.4,⑧⑪⑪,10,12,Ｂヤマニンブルジョン, 73,田中健, 0.6, 65,  -3,   3, 3,  8.0, ⑦⑦,10,11,Ｋメイショウスミトモ, 81,武幸四, 1.8, 76,   9,   2, 4,  7.2,⑫⑧⑨
11, 2,Ｅサスガ, 57,城戸義, 2.1, 47,*  0, -19, 7, 12.6, ③③,11, 5,Ｆネオヴァリアント, 73,松山弘, 1.6, 71,  10,  -4, 9, 23.5,⑤⑥⑥,11, 5,Ｆスズカブリザｰド, 70,太宰啓, 0.7, 64, -12,* 10,15,167.9, ⑮⑮,11,10,Ｍステキナシャチョウ, 80,高倉稜, 2.0, 78,   7,   6,12,142.4,⑩⑬⑬
12, 3,Ｏヒミノナデシコ, 38,菱田裕, 2.3, 42,  -8, -13,14,315.8, ⑨⑪,12,10,Ｋオンワｰドハンタｰ, 70,小崎綾, 1.8, 70,   6,   2,11, 72.6,⑭⑬⑫,12,11,Ｋエリモフロｰラ, 66,岩崎翼, 0.8, 63, -10,   7,14,129.9, ⑫⑬,12, 9,Ｇマヤノクレド, 82,松田大, 2.1, 75,   6,   6,14,199.6,⑭⑭⑭
13, 9,Ｇフェイフェイ, 56,松若風, 2.3, 43,  -7, -14, 1,  4.1, ⑧⑩,13,12,Ｍノアオｰカン, 69,酒井学, 2.9, 64,   4,  -4,14,163.2,⑯⑭⑬,13,14,Ｏクリノツネチャン, 54,義英真, 0.8, 63,*  2,  -3,12, 88.6, ②②,13,12,Ｈシュテルングランツ, 82,福永祐, 2.4, 72,   9,  -2, 7, 18.5,⑦⑨⑪
14, 8,Ｋムイビエン, 46,竹之下, 2.4, 41, -10, -12,15,322.6, ⑫⑫,14, 1,Ｎシゲルビッチュウ, 68,川島信, 3.7, 61,   4,  -9,15,217.6,⑫⑮⑮,14,15,Ｌタイムアラウド, 60,四位洋, 0.9, 66, -11,   9, 8, 19.2, ⑭⑭,14, 3,Ｆバンブｰリバプｰル, 82,藤岡康, 2.6, 68,* 12, -10,11, 68.5,①①①
