15年 2月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 2月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雲雀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃスレッジハンマｰ, 62,田辺裕,, 62,  -7,*  5, 1,  3.5, ⑧⑧, 1, 2,Ｄブレイクザポケット, 56,蛯名正,, 64, -15,*  7, 1,  1.8, ⑭⑭, 1, 3,Ｄポンデザムｰル, 74,井上敏,, 75,  -4,* 15, 6, 14.9, ⑬⑭, 1,14,Ｄオメガヴェンデッタ, 80,浜中俊,, 84,   2,   9, 4,  7.5, ⑨⑦
 2, 3,Ｄヴァッハウ, 60,北村宏, 0.3, 59,* -3,  -3, 2,  4.1, ①①, 2,15,Ｅパンデイア, 54,デムｰ, 0.0, 60, -12,*  1, 2,  3.7, ⑩⑨, 2,15,Ｂメガオパｰルカフェ, 77,田中勝, 0.0, 74,   0,*  9, 2,  3.7, ⑧⑧, 2,11,Ｃマカハ, 81,内田博, 0.0, 87,   1,* 12, 3,  6.9, ⑪⑪
 3,13,Ｊシンボリセザンヌ, 52,木幡初, 1.0, 53,* -3,  -8,11, 61.5, ③③, 3, 3,Ｃアイノカケハシ, 56,後藤浩, 0.1, 58, -13,*  3, 8, 37.5, ⑫⑬, 3, 4,Ａアサクサスタｰズ, 79,デムｰ, 0.6, 68,*  3,   0, 1,  2.0, ③③, 3,12,Ａオｰスミナイン, 86,福永祐, 0.1, 85,  -1,* 13, 2,  4.8, ⑬⑭
 4,10,Ｈセンコウノマイヒメ, 55,木幡初, 1.0, 53,  -9,  -2,10, 45.3, ⑫⑫, 4,13,Ｂプラントアゲン, 58,田辺裕, 0.3, 53,* -7, -12, 3,  7.0, ②②, 4, 1,Ｆイントロダクション, 70,横山典, 0.7, 66,   1,   3, 3,  6.9, ⑦⑦, 4, 4,Ｌレッドファルクス, 70,北村宏, 0.2, 82,   5,   4, 7, 22.7, ⑤④
 5, 5,Ｂブランニュｰ, 63,吉田豊, 1.1, 51,  -5,  -6, 4,  6.6, ⑦⑥, 5,11,Ａダイワスキャンプ, 59,柴田善, 0.5, 53, -10,  -7, 4, 10.5, ⑥⑦, 5, 5,Ｊオメガグランディス, 67,ベリｰ, 0.8, 63,   1,   1, 8, 45.8, ⑥⑥, 5, 3,Ｅハングリｰジャック, 79,デムｰ, 0.4, 79,   4,   2, 5, 13.3, ④⑥
 6, 6,Ｆヴェイルドスケｰル, 56,デムｰ, 1.1, 51,  -5,  -6, 5,  7.1, ⑤⑦, 6, 9,Ｐミガｰナワン, 30,石川裕, 0.6, 47,* -6, -18,11,188.9, ①①, 6, 9,Ｃアンリキャトル, 75,北村宏, 1.0, 67,  -1,   3, 4,  9.5, ⑩⑩, 6,13,Ｆキタサンラブコｰル, 79,横山典, 0.4, 83,  -6,* 16, 6, 17.6, ⑮⑮
 7,15,Ａロックフォｰル, 65,柴田善, 1.2, 51,  -8,  -3, 3,  5.8, ⑭⑬, 7, 6,Ｈコスモアルヘナ, 45,柴田大, 0.6, 51, -10, -12, 5, 16.2, ④⑥, 7, 2,Ｅツクバホシノオｰ, 71,蛯名正, 1.4, 63,  -1,  -1, 5, 11.7, ⑨⑨, 7, 9,Ｋワｰルンガ, 71,勝浦正, 0.4, 78,*  7,  -1, 9, 23.9, ③②
 8,16,Ｇエイコオアルバ, 55,柴山雄, 1.2, 50, -11,  -1, 8, 24.5, ⑯⑮, 8,14,Ｎフランシスカ, 34,横山和, 0.7, 47, -10, -12,10,160.7, ⑦⑧, 8,13,Ｇマスソングウインド, 70,村田一, 1.6, 62,  -3,   1,12,244.0, ⑮⑬, 8, 1,Ｇロｰズノｰブル, 78,後藤浩, 0.4, 79,   2,   5,11, 62.1, ⑧⑧
