15年 5月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳳雛ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂディアエナ, 63,小牧太,, 63,*  0,*  7, 2,  4.8, ②②, 1, 7,Ｄキャノンプレｰト, 54,四位洋,, 58,*  1, -13, 1,  1.8, ④③, 1, 2,Ｉタマモリド, 73,太宰啓,, 76,* 11,  -2, 7,  9.2,①①①, 1, 6,Ｊライドオンウインド, 70,古川吉,, 80,* 11,*  4, 6, 18.6,②②②
 2, 7,Ａタイキレガトゥス, 68,藤岡佑, 0.2, 59,*  0,   6, 1,  1.9, ③③, 2, 8,Ｂヤマニンロｰドン, 55,和田竜, 0.1, 58,   0, -12, 3,  6.9, ⑥⑤, 2, 1,Ｇエクストレミティｰ, 74,幸英明, 0.8, 71,   5,*  1, 3,  6.0,⑥⑩⑨, 2,10,Ｆラインルｰフ, 75,武幸四, 0.1, 83,  10,*  5, 5, 12.0,④③③
 3, 8,Ｅゼクト, 56,太宰啓, 0.6, 57,*  2,   0, 6, 18.1, ①①, 3, 9,Ｆグランソルティス, 52,酒井学, 0.2, 56,  -2, -10,12, 41.9, ⑪⑧, 3,16,Ａストロベリｰキング, 79,水口優, 0.8, 71,   5,*  2, 1,  4.5,⑩⑫⑩, 3, 5,Ｃリアファル, 76,北村友, 0.2, 79,* 11,   2, 1,  1.5,①①①
 4,11,Ｊゴットモｰニング, 52,田中健, 0.8, 56,  -5,   6, 7, 22.6, ⑨⑨, 4, 2,Ｅメイショウワゴコロ, 53,岩崎翼, 0.3, 56,  -2, -11,10, 33.7, ⑧⑦, 4, 5,Ｈトウケイアロｰ, 74,和田竜, 0.8, 70,*  9,  -6, 5,  8.1,③③②, 4, 2,Ａモズライジン, 82,中谷雄, 0.4, 78,  10,*  4, 3, 10.0,⑩⑥⑥
 5,13,Ｇウインドファｰスト, 54,岡田祥, 0.8, 55,  -3,   3, 8, 35.5, ⑥⑥, 5, 5,Ｈディｰプビヨンド, 50,古川吉, 0.3, 56,   0, -14, 5, 17.4, ⑤⑥, 5,14,Ｆコウエイアｰス, 74,田中健, 1.1, 70,   5,   0,12, 49.1,⑪⑪⑪, 5, 3,Ｄリアルプロジェクト, 76,藤岡康, 0.7, 76,   9,   2, 7, 24.3,⑥⑦⑦
 6,14,Ｄゼトス, 57,幸英明, 1.2, 52,  -4,   1, 4,  8.4, ⑧⑦, 6,15,Ｊデルマフウライマツ, 49,高倉稜, 0.3, 56,  -2, -12, 6, 22.5, ⑨⑨, 6,10,Ｄコウユｰアンドレ, 75,国分恭, 1.1, 71,   5,*  1, 8, 19.4,⑬⑭⑬, 6, 7,Ｇマイネルオフィｰル, 73,和田竜, 0.9, 74,  10,  -2, 8, 24.4,⑤⑤⑤
 7,15,Ｏスｰムジュｰル, 32,藤岡康, 1.2, 51,  -2,  -1, 3,  7.3, ⑤⑤, 7, 3,Ｃステｰジインパクト, 54,藤岡康, 0.4, 56,  -3,  -9, 2,  5.9, ⑩⑩, 7, 9,Ｏエアカｰディナル, 59,四位洋, 1.4, 71,   3,*  2,14, 73.2,⑮⑮⑮, 7, 8,Ｂスマｰトボムシェル, 77,幸英明, 0.9, 75,   8,   2, 9, 25.6,⑨⑧⑧
 8, 3,Ｆタナボタ, 56,藤懸貴, 1.4, 50,  -1,  -3,11,102.2, ④④, 8,16, マララ,---,松山弘, 0.4, 56,  -5,* -7, 7, 26.9, ⑬⑪, 8, 7,Ｍアルカナ, 66,小牧太, 1.5, 67,   8,  -9,13, 51.7,⑨⑦⑥, 8, 9,Ｉペプチドウォヘッド, 72,藤岡佑, 1.0, 72,   8,   1, 4, 11.0,⑦⑨⑨
