15年 1月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 1月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五条坂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｇグリュｰヴァイン, 52,藤岡佑,, 64,   0,*  2, 4,  6.8, ④③, 1, 2,Ｂブルｰムｰン, 68,浜中俊,, 68,   2,* 12, 1,  2.0, ⑧⑦, 1, 9,Ｂメイショウウタゲ, 79,小林徹,, 74,  -2,* 14, 1,  2.0,⑧⑦⑥, 1, 1,Ａマスクゾロ, 87,北村友,, 82,*  0,* 21, 1,  2.5,②④③
 2,12,Ｄセイユニコｰン, 57,川須栄, 0.3, 62,  -6,*  5, 5, 11.1, ⑩⑩, 2,11,Ｅリンガディンドン, 64,福永祐, 0.0, 66,*  7,   5, 2,  4.5, ①①, 2, 4,Ｃストロベリｰキング, 74,高倉稜, 0.0, 78,  -3,* 17, 4,  6.8,⑨⑨⑧, 2, 8,Ｌサンライズホｰム, 78,岡田祥, 0.1, 83,*  1,  18, 9, 44.6,③②②
 3, 7,Ａディアエナ, 67,福永祐, 0.3, 62,   0,  -1, 1,  1.7, ③④, 3, 3,Ｄタキオンレディｰ, 65,岩崎翼, 0.3, 64,   2,   8, 6, 17.7, ⑤⑥, 3, 6,Ｅスズカアドニス, 72,岩崎翼, 0.1, 73,   0,  11, 7, 31.6,⑤⑤⑤, 3, 7,Ｎフェリｰチェレガロ, 75,川須栄, 0.3, 81,*  1,  16, 7, 21.5,①①①
 4,16,Ｃオレンジピｰクス, 59,国分優, 0.4, 61,*  3,  -5, 2,  6.2, ①①, 4, 6,Ｉウチデノコヅチ, 58,西村太, 0.3, 64,   5,   5, 8, 27.2, ③②, 4, 2,Ａサンライズレｰヴ, 79,義英真, 0.7, 68,   0,   5, 2,  4.1,④④④, 4,15,Ｂレッドグランザ, 87,福永祐, 0.4, 80,*  0,  18, 2,  3.4,④③④
 5,14,Ｅカシノランド, 55,高倉稜, 0.9, 58,  -1,  -5, 6, 26.5, ⑤⑤, 5, 7,Ｈミツバ, 61,幸英明, 0.4, 64,  -2,* 12, 4,  8.3, ⑩⑩, 5,10,Ｆデンコウウンリュウ, 71,北村友, 0.8, 69,  -4,  11, 8, 31.7,⑩⑩⑩, 5,13,Ｄゴダｰル, 83,浜中俊, 0.5, 81,  -2,* 19, 4, 11.2,⑦⑦⑤
 6,11,Ｆサスガ, 55,幸英明, 1.0, 54,  -9,*  2, 8, 58.4, ⑫⑫, 6, 8,Ｆブルｰガｰディアン, 61,藤岡佑, 0.6, 60,  -1,   8, 9, 52.5, ⑨⑨, 6, 8,Ｇサウザンドエｰス, 66,森一馬, 0.9, 66,*  1,   1, 6, 23.5,②②②, 6, 9,Ｃメモリｰシャルマン, 84,幸英明, 1.0, 77,  -4,  18, 5, 11.4,⑫⑪⑪
 7, 8,Ｂシュンイキ, 60,太宰啓, 1.3, 53,  -2,  -8, 3,  6.5, ⑥⑥, 7, 5,Ｃタマモイレブン, 68,池添謙, 0.8, 58,   3,   2, 3,  7.7, ④⑤, 7, 7,Ｈエイシンイｰスト, 61,国分優, 1.6, 60,   0,  -3, 5, 10.6,③③③, 7, 6,Ｉスズカウラノス, 80,太宰啓, 1.0, 78,  -2,  18,15,189.4,⑨⑩⑨
 8,15,Ｋオウケンチョコ, 43,義英真, 1.5, 51,*  2, -14, 7, 36.3, ②②, 8, 9,Ａアカリアイドル, 68,古川吉, 1.3, 55,   2,  -1, 5,  8.6, ⑦③, 8, 5,Ｉクリノジュロウジン, 60,田中健, 2.3, 58,  -2,  -4,10,233.1,⑦⑧⑨, 8, 4,Ｊトラキチシャチョウ, 79,国分優, 1.3, 74,  -4,  18,13, 63.2,⑪⑫⑫
