15年 6月27日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 6月27日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂテｰオｰヘリオス, 63,荻野琢,, 68,  -4,*  8, 3,  6.5, ⑤⑤, 1, 2,Ａトラストルシファｰ, 68,岩田康,, 63,   3,*  0, 1,  1.9,③④②, 1,11,Ａツクバホシノオｰ, 74,勝浦正,, 69,   0,*  9, 1,  3.0,⑥⑥④, 1, 3,Ｄサトノメサイア, 67,岩田康,, 79,  11,* -2, 1,  2.1,⑩⑧⑦
 2,11,Ｉビップヘラクレス, 44,菱田裕, 0.5, 66,*  3,  -1,10, 81.1, ①①, 2,10,Ｂハマギク, 64,藤田伸, 0.1, 61,*  6,  -6, 6, 12.5,①①①, 2, 2,Ｃカゼノトビラ, 73,丸山元, 0.4, 66,*  1,   4, 3,  5.0,②②②, 2, 8,Ｂアグリッパｰバイオ, 70,勝浦正, 0.4, 75,* 13,  -9, 2,  4.0,⑦⑤③
 3,12,Ａストロベリｰズ, 63,岩田康, 0.9, 62,*  2,  -4, 2,  3.7, ②②, 3, 6,Ｅラナチュｰル, 58,杉原誠, 0.2, 63,   5,   0, 8, 22.1,⑥⑥⑥, 3,13,Ｉジンダバイン, 65,藤田伸, 0.4, 66,*  2,   3, 8, 26.8,①①①, 3, 4,Ｈスペランツァデｰア, 65,松田大, 0.6, 75,  10,  -8, 6, 18.7,⑨⑦⑧
 4, 8,Ｇアグネスエピソｰド, 57,勝浦正, 1.1, 58,  -1,  -4, 8, 19.3, ④④, 4, 9,Ｆエアルナ, 55,松田大, 0.4, 63,   5,  -3, 7, 21.2,⑨⑧⑦, 4,12,Ｂイノセンテス, 74,藤岡康, 0.5, 67,  -2,* 10, 2,  3.2,⑩⑨⑦, 4, 1,Ｅシャインアロｰ, 66,丸田恭, 0.9, 70,  12, -14, 5, 12.7,⑧⑥⑤
 5, 4,Ｃトリアンドルス, 61,吉田隼, 1.2, 57,   0,  -6, 6,  9.7, ③③, 5, 3,Ｃスウィｰトテイルズ, 62,池添謙, 0.5, 58,   1,  -1, 2,  6.5,⑩⑩⑩, 5, 5,Ｊヤマイチレジェンド, 63,池添謙, 0.5, 66,*  1,   4, 9, 27.2,③③⑤, 5,12,Ｊデンコウウンリュウ, 65,古川吉, 1.1, 68,  10, -13,10, 46.3,⑪⑩⑩
 6, 7,Ｅダンヴィル, 59,城戸義, 1.6, 52,  -6,  -6, 5,  8.8, ⑥⑥, 6,12,Ｇコアレスフェｰブル, 54,嶋田純, 0.6, 58,   1,  -2,10, 31.6,⑪⑪⑪, 6, 7,Ｋスリｰマキシマム, 61,加藤祥, 0.8, 63,   0,   2,11, 40.3,⑤⑤⑥, 6, 5,Ｋデルマサリｰチャン, 63,長岡禎, 1.1, 68,  11, -18,11, 86.5,③③④
 7, 1,Ｆワンダｰグロワｰル, 58,田中博, 2.0, 44, -14,  -4, 1,  3.2, ⑩⑧, 7, 7,Ｄダブルフラワｰ, 60,丹内祐, 0.6, 58,  -2,*  4, 9, 23.9,⑮⑮⑬, 7,10,Ｍタマノベレッツァ, 57,岩田康, 1.0, 61,*  1,   0, 5, 17.1,④④③, 7, 7,Ｆテンカイチ, 66,丸山元, 1.2, 70,   5,* -2,12,137.0,⑫⑫⑪
 8, 3,Ｈホｰリｰエンジェル, 49,藤岡康, 2.7, 39,  -8, -14, 7, 13.8, ⑦⑦, 8,16,Ｐルｰルザユニバｰス, 48,柴山雄, 0.8, 55,*  5, -12, 3,  9.3,⑤⑤④, 8, 9,Ｇダノンロンシャン, 66,吉田隼, 1.4, 59,  -1,   1, 4, 10.3,⑨⑩⑩, 8,10,Ｃヒカルエリントン, 69,三浦皇, 1.6, 63,* 13, -28, 4,  9.7,②②②
 9,10,Ｌプレｰゴブレッサ, 39,田中健, 3.0, 35,  -8, -17, 9, 54.9, ⑧⑩, 9, 8,Ｍラヴィｰゲラン, 50,加藤祥, 1.1, 51,   3, -14, 4, 11.2,⑦⑦⑧, 9, 1,Ｄジョｰヌドｰル, 70,柴山雄, 1.4, 59,  -3,   4,10, 37.2,⑪⑪⑪, 9, 9,Ｌミッキｰデｰタ, 63,吉田隼, 1.6, 62,* 14, -29, 8, 22.8,①①①
10, 5,Ｊリキサンフロｰル, 40,黛弘人, 3.6, 29,  -9, -21,11,170.3, ⑨⑨,10,13,Ｉフォロｰガｰネット, 52,丸田恭, 1.3, 51,  -2,  -5,11, 38.0,⑯⑯⑯,10, 3,Ｆテイケイネクサス, 67,黛弘人, 1.6, 60,  -3,   3, 7, 18.4,⑬⑬⑫,10, 2,Ｉベストセラｰアスク, 65,荻野琢, 1.7, 64,  10, -22, 9, 44.5,⑥⑨⑨
11, 9,Ｋアサクサキンボシ, 40,杉原誠, 3.7, 26, -12, -20,12,174.4, ⑪⑪,11,11,Ｎリコリアｰノ, 49,長岡禎, 1.5, 50,   0, -12,13, 97.1,⑫⑫⑫,11, 6,Ｌドラゴンブルｰス, 60,三浦皇, 1.7, 58,  -1,  -2, 6, 17.8,⑦⑦⑨,11, 6,Ａアドマイヤロケット, 71,藤岡康, 2.2, 59,* 13, -35, 3,  7.1,⑤④⑥
,,,,,,,,,,,,12, 5,Ｌスナｰクソフィア, 50,城戸義, 1.5, 48,  -1, -11,14, 98.7,⑬⑬⑭,12, 4,Ｈカフジスタｰ, 66,古川吉, 1.9, 56,  -3,  -1,12, 72.5,⑫⑫⑬,12,13,Ｇサクラビクトワｰル, 65,柴山雄, 7.3,  0,   8, -94, 7, 19.5,④⑪⑫
,,,,,,,,,,,,13, 1,Ｏグラナダ, 49,菱田裕, 1.6, 47,   1, -16,15,144.0,⑧⑨⑨,13, 8,Ｅゼンノコンゴウ, 67,丹内祐, 2.8, 48,  -1, -13,13, 77.6,⑧⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,14,14,Ｈサクヤヒメ, 54,田中健, 2.0, 42,*  5, -30,16,212.3,④③⑤,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 4,Ｊミュトスレディ, 52,藤岡康, 2.2, 40,*  5, -34, 5, 12.3,②②③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,15,Ｋベルシルエット, 52,吉田隼, 3.1, 32,   0, -33,12, 62.6,⑭⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:稍重(指数:2),,,,,,,,,,,
"単勝:650円 複勝:02=230円 11=1,450円 12=180円 枠連:1,700円",,,,,,,,,,,,単勝:190円 複勝:02=120円 10=310円 06=430円 枠連:740円,,,,,,,,,,,,単勝:300円 複勝:11=160円 02=180円 13=580円 枠連:730円,,,,,,,,,,,,単勝:210円 複勝:03=130円 08=130円 04=240円 枠連:340円,,,,,,,,,,,
"馬連:34,270円 ワイド:02-11=7,390円 02-12=630円 11-12=2,970円",,,,,,,,,,,,"馬連:1,160円 ワイド:02-10=460円 02-06=730円 06-10=1,910円",,,,,,,,,,,,"馬連:950円 ワイド:02-11=390円 11-13=1,450円 02-13=2,170円",,,,,,,,,,,,馬連:490円 ワイド:03-08=210円 03-04=620円 04-08=810円,,,,,,,,,,,
"馬単:38,050円 3連複:33,840円 3連単:234,950円",,,,,,,,,,,,"馬単:1,780円 3連複:4,230円 3連単:13,540円",,,,,,,,,,,,"馬単:1,770円 3連複:7,590円 3連単:25,550円",,,,,,,,,,,,"馬単:760円 3連複:2,230円 3連単:5,790円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  ダ1700m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,大沼ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａサウンドドゥイット, 66,岩田康,, 66,  -2,*  5, 1,  1.7, ⑦⑦, 1, 4, ブランボヌｰル,---,岩田康,, 66,   0,*  0, 2,  3.4, ④③, 1, 6,Ｆウイングパラダイス, 62,小林徹,, 67,  -1,*  3,11, 65.3, ⑫⑧, 1,10,Ｂジェベルムｰサ, 91,岩田康,, 82,* 13,  11, 4,  5.4,⑪②②
 2, 5,Ｃサワヤカムスメ, 61,藤岡康, 0.0, 70,*  6,  -3, 4,  8.1, ①①, 2, 5, メジェルダ,---,四位洋, 0.0, 67,*  3,* -3, 1,  2.6, ②②, 2, 7,Ｃフィボナッチ, 67,柴山雄, 0.5, 60,  -1,* -3, 3,  6.0, ⑪⑪, 2,11,Ｆカチュｰシャ, 84,伊藤工, 0.3, 80,  12,  12, 1,  3.8,③④④
 3, 2,Ｅフロリアｰド, 58,丸田恭, 0.3, 64,*  3,  -4, 2,  5.9, ③③, 3, 6, アッラサルｰテ,---,池添謙, 0.5, 59,  -1,  -6, 3,  5.3, ⑦⑥, 3, 1,Ｅキｰスカｰフ, 63,菱田裕, 0.6, 63,   8, -13, 5,  8.4, ③③, 3, 4,Ａソロル, 92,藤岡康, 0.3, 81,  11,* 14, 2,  4.4,⑦⑦⑥
