15年 7月12日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月12日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八雲特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａスズカバｰディｰ, 54,古川吉,, 38, -12,* -2, 2,  3.8, ⑥⑤, 1,16,Ｄクリノスイｰトピｰ, 60,柴山雄,, 64,   3,  -2, 5, 12.4, ⑧⑤, 1, 2,Ａキョウエイハピネス, 76,柴山雄,, 74,*  7,   7, 1,  2.2, ①①, 1, 3,Ｈオｰルステイ, 58,黛弘人,, 74,* 11,   6, 3,  6.9,①①①
 2, 3,Ｂピコット, 47,松田大, 0.2, 37,* -4, -12, 5, 21.9, ①①, 2, 9,Ｃクラウンシトラス, 65,勝浦正, 0.0, 63,   4,  -4, 4,  7.8, ④④, 2, 7,Ｂテｰオｰヘリオス, 73,荻野琢, 0.2, 72,   2,   8, 2,  4.4, ④④, 2, 7,Ａプレストウィック, 75,岩田康, 0.2, 72,   8,  10, 1,  1.4,⑥④④
 3, 9, フリｰムｰヴメント,---,丸田恭, 0.3, 34,* -5, -12, 3,  6.0, ③②, 3,14,Ｈハコダテロｰズ, 57,菱田裕, 0.1, 62,  -1,   1, 3,  5.5, ⑩⑩, 3,10,Ｅセクシｰボｰイ, 68,岩田康, 0.4, 69,  -8,* 13, 3,  6.3, ⑨⑦, 3, 5,Ｅドリｰムチェイサｰ, 67,丸山元, 0.5, 71,   4,* 13, 4,  7.6,⑦⑧⑧
 4, 7,Ｆビップフウマ, 25,柴山雄, 0.7, 29, -11, -13, 6, 29.0, ⑤④, 4,15,Ｎヤマイチサクラ, 47,加藤祥, 0.2, 60,   1,  -4,14,126.9, ⑦⑧, 4, 8,Ｄコパノチャｰルズ, 68,藤岡康, 0.5, 68,  -3,   8, 4,  8.1, ⑦⑤, 4, 6,Ｇストリｰトオベロン, 65,丸田恭, 0.7, 67,   6,   7, 2,  6.6,⑤⑥⑥
 5, 1, ウェルノｰテッド,---,四位洋, 0.8, 28,  -8, -16, 1,  1.7, ④③, 5,12,Ｍマｰシフルハｰト, 49,岩田康, 0.3, 61,   0,  -1, 6, 14.8, ⑨⑨, 5, 1,Ｈカシノキングダム, 63,田中博, 1.1, 62,  -9,   8, 6, 17.0, ⑪⑩, 5, 4,Ｄデンコウウンリュウ, 68,古川吉, 0.7, 67,   7,   6, 6, 33.1,④⑤⑤
 6, 4,Ｄリキッドブルｰ, 34,菱田裕, 1.0, 26, -19,  -9, 7, 41.6, ⑨⑨, 6,13,Ｋクリノツｰイｰソｰ, 55,丸山元, 0.4, 56,  -8,*  4,16,250.8, ⑭⑬, 6,12,Ｆコスモキｰマン, 65,丹内祐, 1.5, 59,*  5,  -5, 8, 35.3, ③③, 6, 1,Ｃマンディスキュア, 70,長岡禎, 0.8, 66,   8,   0, 8, 63.4,②②②
 7, 5,Ｇラチェット, 20,吉田隼, 1.2, 23, -16, -14, 4, 17.3, ⑦⑦, 7, 4,Ｊロｰブディアンジェ, 55,四位洋, 0.4, 54, -15,* 10, 8, 19.1, ⑮⑮, 7, 4,Ｋフジサンマｰケット, 55,井上敏, 1.6, 58,  -3,  -1, 9, 45.3, ⑥⑥, 7, 8,Ｆライフトップガン, 67,小林徹, 1.2, 63,   6,   1, 7, 38.6,⑧⑦⑦
 8, 8,Ｃチェリｰトレジャｰ, 38,丸山元, 1.3, 21, -15, -16, 8, 47.8, ⑧⑧, 8, 8,Ｅハイオンザリスト, 59,西村太, 0.5, 56,   1,  -7, 7, 15.2, ⑥⑦, 8,11,Ｊフレンチフェロｰ, 57,木幡初, 1.7, 58,   0,  -4,12,162.9, ⑤⑧, 8, 2,Ｂノブペイジ, 74,藤田伸, 1.2, 62,   9,  -6, 5, 19.0,③③③
 9, 6,Ｅアヴァンデセｰル, 32,井上敏, 1.4, 21,  -6, -25, 9, 89.6, ②⑥, 9,11,Ｇドｰテ, 58,城戸義, 0.5, 59,*  8, -14,11, 39.8, ②②, 9, 6,Ｉパオロッサ, 59,長岡禎, 2.0, 52,  -6,  -3,11,133.8, ⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,10, 7,Ａサワヤカムスメ, 69,藤岡康, 0.6, 57,*  5, -12, 1,  3.0, ③③,10, 9,Ｃワイエムテイラｰ, 68,加藤祥, 2.0, 52,  -9,  -2, 7, 20.6, ⑩⑪,,,,,,,,,,,,
