15年 9月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ながつきｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｅマイネルパッセ, 50,津村明,, 54,  -4,  -1, 3,  5.2, ④②, 1, 9,Ｄハｰドアスリｰト, 56,西田雄,, 59,  -7,*  4, 4, 12.9, ⑤⑤, 1,11,Ｃエグランティエ, 73,吉田豊,, 75,   4,* 18, 3,  5.4,⑪⑨⑤, 1,15,Ａナンチンノン, 85,吉田豊,, 80,*  7,  10, 3,  5.1, ①①
 2, 3,Ｂシャンボｰル, 50,江田照, 0.2, 52, -11,*  5, 6, 16.0, ⑨⑧, 2, 3,Ａモポｰク, 64,田辺裕, 0.0, 59,  -3,   0, 1,  3.0, ③③, 2,10,Ｂタイセイティグレス, 75,内田博, 0.2, 74,*  9,   9, 2,  4.2,④③②, 2,11,Ｆキタサンミカヅキ, 80,武士沢, 0.5, 76,  -6,* 18, 6, 27.9, ⑭⑭
 3, 4,Ｃギンゴｰ, 50,松岡正, 0.2, 52,  -8,   0, 4,  5.2, ⑧⑦, 3, 8,Ｃマｰククロップ, 63,松岡正, 0.1, 58, -11,*  6, 3,  3.5, ⑧⑦, 3, 8,Ａメリｰウィドウ, 77,津村明, 0.2, 72,   7,  11, 1,  3.1,⑦⑤③, 3, 9,Ｏフクノドリｰム, 70,横山和, 0.5, 78,   5,   8, 5, 13.1, ④④
 4, 2,Ａフレンドソング, 50,北村宏, 0.3, 52,*  2,  -9, 1,  2.8, ①①, 4, 5,Ｂタケショウビクタｰ, 64,石川裕, 0.3, 58,* -1,  -4, 2,  3.1, ②②, 4,16,Ｊマハロマナ, 66,福永祐, 0.3, 72,*  9,   5, 4,  7.0,③①①, 4,12,Ｅヤマチョウフェア, 82,石川裕, 0.6, 78,  -5,* 16,12, 55.2, ⑬⑬
 5, 9,Ｆスリラｰインマニラ, 46,内田博, 0.3, 51,  -1,  -7, 5,  6.5, ③③, 5, 2,Ｈリｰディングライツ, 55,伴啓太, 0.5, 56,  -5,  -2, 7, 23.2, ④④, 5, 3,Ｋナスカザン, 66,木幡初, 1.5, 67,   0,* 13, 9, 31.3,⑮⑮⑭, 5, 6,Ｂペイシャモンシェリ, 85,福永祐, 0.7, 76,   4,   7, 1,  2.5, ⑤⑥
 6, 7,Ｉオロフィナアスｰル, 28,田辺裕, 0.6, 46,  -5,  -7, 2,  4.9, ⑥⑥, 6, 6,Ｅトｰホウハンタｰ, 56,江田照, 0.6, 53,*  0,  -8, 6, 18.7, ①①, 6, 9,Ｈアイヅラブリｰ, 68,杉原誠, 1.8, 62,   2,   7,14,150.5,⑭⑬⑨, 6, 5,Ｊブルｰストｰン, 78,吉田隼, 0.8, 74,   3,   7, 9, 39.9, ⑥⑤
 7,10,Ｄシェヴェルニｰ, 50,西田雄, 0.9, 43,  -3, -12, 7, 22.4, ⑤⑤, 7,13,Ｋシンボリマティス, 36,伊藤工, 0.8, 52, -10,  -1,10, 95.7, ⑨⑧, 7,15,Ｄラゴディラゴライ, 71,蛯名正, 2.0, 64,  -1,  11, 6, 13.4,⑯⑯⑯, 7, 4,Ｇコウユｰサムライ, 79,内田博, 0.9, 73,  -2,  11,10, 44.2, ⑪⑩
 8, 5,Ｈマウシムトウショウ, 32,石川裕, 1.1, 39, -16,  -4, 8, 37.3, ⑩⑨, 8,10,Ｉキンショｰナデシコ, 47,野中悠, 0.9, 51,  -6,  -5,12,164.1, ⑥⑥, 8, 6,Ｇグランドエンジェル, 69,黛弘人, 2.3, 60,   5,  -3, 8, 29.3,⑨⑧⑦, 8, 3,Ｃサンライズネガノ, 84,蛯名正, 0.9, 74,   5,   5, 4,  8.7, ②③
