15年10月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2850m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浦佐特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａタイセイラルｰナ, 71,吉田隼,, 58,* 12,* -9, 1,  1.2, ②②, 1, 7, カシノランナウェイ,,西谷誠,,,,, 2,  3.9,⑤②②, 1, 5,Ｂアｰスプレイ, 70,伊藤工,, 69,   1,   5, 3,  7.1, ⑧⑨, 1, 4,Ｂリｰサルウェポン, 76,吉田隼,, 77,  10,*  0, 2,  3.3, ⑧⑧
 2, 9,Ｂクリプトスコｰド, 60,勝浦正, 0.2, 56,* 12, -11, 2,  6.8, ①①, 2, 9, ウソハッピャク,,五十嵐,190.4,,,, 6, 18.5,①③③, 2, 2,Ｄダノンルｰジュ, 69,加藤祥, 0.0, 69,   3,   2, 2,  4.7, ⑥⑤, 2, 2,Ｆサクラアンプルｰル, 72,勝浦正, 0.2, 75,  11,  -6, 4, 12.9, ⑤⑥
 3,11,Ｅグリｰンバシリスク, 45,木幡初, 0.8, 51,* 11, -15, 4, 15.0, ③③, 3, 1, エアラｰテル,,高田潤,191.0,,,, 1,  2.6,③①①, 3,15,Ａサトノネネ, 71,鮫島克, 0.1, 67,  -1,   4, 5,  8.0, ⑩⑧, 3, 9,Ｅアドマイヤライン, 72,丸山元, 0.3, 74,  11,  -7, 5, 15.5, ⑥⑦
 4, 4,Ｇポロス, 38,西村太, 1.2, 43,  -2,* -6, 8, 85.9, ⑨⑨, 4,10, ダイゴサクラ,,黒岩悠,191.6,,,,11, 79.6,⑪⑧⑧, 4, 4,Ｅルアンジュ, 67,吉田隼, 0.1, 66,  -2,*  6, 6,  9.6, ⑪⑪, 4, 1,Ｄアルパｰシャン, 73,四位洋, 0.3, 73,  11,  -8, 1,  2.4, ⑦⑤
 5, 7,Ｋフジエンジェル, 13,小島太, 1.3, 44,   4, -11,10,205.1, ⑦⑦, 5, 5, ワンダフルワｰルド,,難波剛,191.7,,,, 3,  5.6,⑨⑥⑤, 5, 9,Ｃプラチナブロンド, 69,丸田恭, 0.1, 67,  -3,*  7, 1,  4.5, ⑫⑫, 5, 3,Ｇテイエムフタエマル, 70,岩崎翼, 0.5, 70,* 13, -17, 9, 56.6, ①①
 6, 1,Ｉセイムヒアｰ, 34,原田和, 1.5, 41,  -2,* -8,11,238.9, ⑪⑧, 6,13, メイショウメイザン,,熊沢重,191.7,,,, 8, 27.6,④⑤⑥, 6,14,Ｏニナフェアリｰ, 59,的場勇, 0.1, 69,* 14, -10,16,123.1, ②②, 6, 6,Ｃリノリオ, 74,丸田恭, 0.5, 71,   8,  -5, 3,  3.8, ⑨⑨
 7,12,Ｆラルブルドヴィ, 41,黛弘人, 1.7, 40,   5, -17, 5, 30.1, ⑤⑤, 7, 2, メイショウライウン,,田村太,191.8,,,, 5, 12.7,⑧⑨⑨, 7,11,Ｈイルｰシヴキャット, 66,勝浦正, 0.1, 68,   6,  -2, 4,  7.6, ④④, 7, 8,Ｈコスモアルヘナ, 66,丹内祐, 0.6, 69,* 14, -16, 8, 47.4, ③③
 8, 2,Ｃノｰザンメジャｰ, 54,加藤祥, 2.1, 36,   4, -20, 3,  9.9, ⑥⑥, 8,11, ドリｰムポリｰニ,,林満明,191.8,,,, 7, 19.5,②④④, 8,18,Ｊキミニヒトメボレ, 63,北村友, 0.2, 65,  -6,*  8, 8, 13.9, ⑯⑮, 8, 7,Ａグラブザフラッグ, 78,津村明, 0.8, 68,   5,* -3, 6, 18.8, ⑩⑩
 9, 6,Ｈカノヤルジャンドル, 37,鮫島克, 2.6, 29,  -2, -19, 6, 36.5, ⑧⑪, 9, 4, ショウナンライコウ,,高野和,192.1,,,, 4,  6.7,⑦⑦⑦, 9, 1,Ｎストロベリｰズ, 59,村田一, 0.2, 68,   6,  -3,10, 33.0, ③③, 9, 5,Ｉセルリアンシュロス, 64,高倉稜, 1.0, 67,* 14, -22,10,155.7, ②②
10, 3,Ｄコウキアツガｰル, 49,義英真, 3.1, 30,   9, -33, 7, 44.7, ④④,10, 6, ユニコｰンスタｰ,,上野翔,196.4,,,,12,119.5,⑫⑪⑩,10, 3,Ｇダイワズットラブ, 66,丸山元, 0.4, 64,   2,  -2, 7, 11.2, ⑤⑥,10,10,Ｊメリｰモナｰク, 57,北村友, 1.1, 64,  11, -20, 7, 27.6, ④④
11, 5,Ｊサムライッコ, 30,高倉稜, 4.7, 16,  -2, -36,12,328.1, ⑩⑩,11,12, ヒダマリ,,石神深,196.6,,,, 9, 28.7,⑩⑫⑪,11,12,Ｋレッドルシアン, 63,横山和, 0.5, 62,  -1,  -1,11, 35.3, ⑨⑩,,,,,,,,,,,,
12, 8, グラスアンジェラ,---,伴啓太, 5.2, -3, -16, -29, 9,110.2, ⑫⑫,12, 8, テイエムスサノオｰ,,草野太,206.4,,,,13,147.0,⑬⑬⑬,12,17,Ｉマジカルビアンカ, 65,岩崎翼, 0.5, 62,   2,  -3,17,165.5, ⑦⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13, 8,Ｆブルｰヴァルキリｰ, 66,伴啓太, 0.6, 60,  -9,*  6, 9, 32.1, ⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｑブロンシェダｰム, 58,義英真, 0.6, 62,  -6,   4,14,106.0, ⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｌクリノイザナミ, 63,丹内祐, 0.6, 63,* 18, -20,12, 47.2, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｍルｰルビクトリア, 62,高倉稜, 0.8, 59,  -6,   0,15,108.2, ⑭⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｒナウシカ, 53,黛弘人, 1.0, 56, -12,   5,18,264.1, ⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 6,Ｐヤマニンナジャｰハ, 58,松田大, 1.3, 52,  -6,  -6,13, 79.4, ⑬⑯,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,
