15年 4月18日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月18日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1150m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9,14,Ｊボニファチオ, 45,鮫島克, 2.4, 43,* -5, -11,10, 43.3,①③④, 9,11,Ｈスイｰトカリヨン, 42,伊藤工, 1.5, 42, -10,  -8,11, 54.2,⑫⑬⑭, 9, 5,Ｆサンライズシルバｰ, 66,加藤祥, 1.1, 56,  -7,   1, 9, 33.8, ⑨⑥, 9,14,Ｅストｰリｰセラｰ, 72,杉原誠, 0.5, 68,*  4,   0, 7, 13.4,⑨④③
10,10,Ｈブルｰミングランド, 47,木幡初, 3.2, 38,  -7, -14, 9, 40.0,⑥⑨⑩,10, 9,Ｃベッラフィグラ, 51,杉原誠, 1.7, 39,* -2, -27, 6, 11.2,⑧④⑥,10,14,Ｋヴｰドゥｰフェスト, 65,古川吉, 1.1, 56,  -3,  -4, 8, 29.9, ⑤⑤,10, 9,Ｃルｰベンスクラフト, 73,川須栄, 0.7, 69,   1,   6,10, 27.3,⑪⑫⑫
11, 7,Ｌメロディハｰト, 34,大庭和, 3.4, 38, -11,  -9,13, 98.5,⑫⑫⑬,11,16,Ｌテンツクテン, 35,宮崎北, 1.8, 42, -12,  -6,14, 64.1,⑮⑯⑯,11, 3,Ｄブライトシチｰ, 67,松田大, 1.4, 54,  -2,  -7,12, 51.0, ④④,11,15,Ｊロｰリングストｰン, 68,木幡初, 0.8, 69,   0,   8,11, 42.3,⑮⑮⑮
12,12,Ｍノイエヴェルト, 33,松若風, 4.4, 31, -10, -18, 5, 15.0,⑨⑪⑫,12, 8,Ｊウインメｰヴェ, 40,丸田恭, 2.0, 36,  -5, -25,16,133.1,⑦⑨⑧,12,15,Ｏランズデｰル, 56,黛弘人, 1.5, 52, -14,   2,16,268.5, ⑭⑭,12, 4,Ｈプロフェッサｰ, 70,吉田隼, 1.0, 65,   3,  -1, 9, 20.6,⑧⑩⑪
13,11, ギャラントレディ,---,宮崎北, 4.5, 31, -15, -12,14,102.7,⑮⑮⑮,13, 7,Ｂステイハッピｰ, 55,丸山元, 2.0, 35,* -2, -32, 2,  6.2,③③③,13, 6,Ｅレディｰ, 67,田中健, 1.8, 51,  -7,  -5, 4, 13.4, ⑩⑫,13,13,Ｏチャンピオンガイ, 57,国分恭, 1.1, 67,   0,   3,16,152.2,⑬⑭⑭
14, 4,Ｉファｰマベリｰ, 45,津村明, 4.6, 28, -10, -20,12, 87.5,⑩⑩⑨,14,13,Ｄダンスアンドボイス, 50,的場勇, 2.0, 37,  -9, -18,13, 56.3,⑬⑫⑬,14,10,Ｊキネオメジャｰ, 65,吉田隼, 2.2, 45, -14,  -3, 7, 22.2, ⑬⑬,14, 5,Ｋウインステｰジ, 67,黛弘人, 1.4, 64,*  6, -10,12, 53.7,④③⑤
15, 8,Ｋグルブル, 41,野中悠, 4.7, 29, -12, -18,15,133.7,⑬⑬⑪,15, 2,Ｋマリネｰラ, 35,高倉稜, 2.6, 32,  -6, -32,10, 45.0,⑥⑦⑫,15,16,Ｉサウンドカスケｰド, 65,勝浦正, 2.3, 46,*  3, -18, 5, 13.9, ②③,15, 8,Ｍロンギングケイシｰ, 63,伊藤工, 1.9, 54,*  4, -21,13, 59.4,①①①
,,,,,,,,,,,,16, 1,Ｍカフェシｰン, 29,津村明, 3.3, 25,  -5, -45,15,120.4,④⑤⑦,16, 7,Ａサムライノモン, 76,木幡初, 2.3, 44, -24,   4, 2,  4.1, ⑯⑯,16, 6,Ｐビビッドオｰブ, 43,熊沢重, 8.8,-12,   0, ---,15, 93.2,⑦⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,780円 複勝:15=480円 06=120円 05=700円 枠連:1,440円",,,,,,,,,,,,単勝:250円 複勝:12=120円 14=210円 05=260円 枠連:990円,,,,,,,,,,,,"単勝:3,500円 複勝:04=530円 01=220円 11=1,150円 枠連:1,330円",,,,,,,,,,,,"単勝:710円 複勝:11=220円 16=170円 02=140円 枠連:1,550円",,,,,,,,,,,
"馬連:1,990円 ワイド:06-15=900円 05-15=7,660円 05-06=960円",,,,,,,,,,,,"馬連:1,180円 ワイド:12-14=450円 05-12=630円 05-14=2,140円",,,,,,,,,,,,"馬連:6,390円 ワイド:01-04=1,780円 04-11=11,660円 01-11=5,500円",,,,,,,,,,,,"馬連:2,230円 ワイド:11-16=730円 02-11=680円 02-16=390円",,,,,,,,,,,
"馬単:5,130円 3連複:14,590円 3連単:80,810円",,,,,,,,,,,,"馬単:1,990円 3連複:5,520円 3連単:22,480円",,,,,,,,,,,,"馬単:20,770円 3連複:110,890円 3連単:931,190円",,,,,,,,,,,,"馬単:4,410円 3連複:2,530円 3連単:18,040円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  ダ1150m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ福島賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆイシス, 46,松若風,, 64,  -3,* -1, 4,  6.0, ④④, 1, 2,Ｂダイワズットラブ, 56,川須栄,, 60, -12,*  5, 2,  4.1, ⑧⑥, 1, 5,Ｃイノセンテス, 73,長岡禎,, 75,   7,* 15, 1,  2.7,⑪⑩⑤, 1,12,Ｆナリタモｰド, 76,藤懸貴,, 75,   0,  12, 9, 16.4, ⑦⑦
 2, 2,Ｈパｰプルドリｰム, 44,高倉稜, 0.3, 63,*  1,  -9, 9, 47.9, ①①, 2, 3,Ｃエイプリルラヴ, 54,西田雄, 0.3, 56,* -3,  -7, 8, 15.5, ③③, 2, 9,Ｅジュガンティｰヤ, 70,嶋田純, 0.2, 73,*  9,*  8, 2,  4.3,③②②, 2,15,Ｂウインヴォイジャｰ, 81,丹内祐, 0.0, 75,   5,   8, 5, 10.3, ③③
 3, 3,Ｅレオサｰパス, 51,古川吉, 0.6, 57,  -5,* -6, 2,  4.9, ⑥⑥, 3, 6,Ｌサｰクルワルツ, 39,津村明, 0.5, 52, -15,   0,13, 90.9, ⑩⑩, 3,11,Ｈエミネントレコｰド, 68,松若風, 0.3, 73,* 10,   5, 3,  4.6,①①①, 3,11,Ｄアドマイヤシャドウ, 77,川須栄, 0.1, 75,  -3,* 14,15, 74.2, ⑪⑨
 4, 4,Ａトリノレｰジョ, 62,吉田隼, 0.8, 55,  -2, -11, 1,  3.1, ⑤⑤, 4,11,Ｐナイスポジション, 35,丹内祐, 0.6, 52, -19,*  3,15,177.8, ⑫⑫, 4, 7,Ｊスマｰトエクリプス, 65,中井裕, 1.3, 67,   8,   0, 5, 15.1,④③③, 4, 6,Ｉシュナップス, 74,勝浦正, 0.2, 73,  -7,* 17, 4,  9.1, ⑮⑭
 5, 6,Ｂトｰホウバｰド, 53,丸山元, 1.0, 51,  -5, -11, 5,  6.5, ⑦⑧, 5, 4,Ａデルマチョウスケ, 59,吉田隼, 0.6, 51,  -8,  -7, 1,  3.7, ⑤④, 5, 4,Ｉトラヴィス, 67,藤懸貴, 1.6, 64,   6,   2,11, 41.6,⑩⑪⑦, 5, 9,Ｅセイユウスマイル, 77,木幡初, 0.3, 73,*  9,   1,10, 21.3, ①①
 6,15,Ｄアイスブラッサム, 51,木幡初, 1.1, 51,* -1, -16, 6, 14.7, ③③, 6, 7,Ｆクリノテンホｰ, 52,国分恭, 0.7, 52, -15,   0, 7, 14.3, ⑪⑪, 6, 6,Ｌミルノワｰル, 63,井上敏, 1.8, 64,   6,  -1, 8, 20.1,⑧⑨⑩, 6,10,Ｐカシノスティｰヴ, 70,西田雄, 0.4, 72,  -2,  10,11, 26.5, ⑩⑫
 7,10,Ｃグラマラスカｰヴ, 52,勝浦正, 1.5, 44,  -6, -16, 3,  5.7, ⑧⑦, 7,10,Ｈアイスイモン, 48,二本柳, 0.7, 50, -13,  -3,12, 55.0, ⑨⑧, 7,15,Ｋロワサｰブル, 64,花田大, 1.8, 62,   7,  -3, 7, 18.9,⑦⑧④, 7, 3,Ａヴィクタシア, 82,津村明, 0.4, 70,  -5,  13, 1,  3.9, ⑫⑪
 8, 7,Ｉエクセレントガｰル, 43,嶋田純, 1.5, 43, -17,* -6, 7, 15.1, ⑫⑫, 8,13,Ｅアップセッタｰ, 52,丸田恭, 0.8, 49, -18,   1, 9, 18.1, ⑬⑭, 8, 3,Ｄミッキｰバルｰン, 72,杉原誠, 2.0, 56,   5,  -1,10, 22.2,⑫⑫⑪, 8, 8,Ｎタマノエスペランサ, 71,伴啓太, 0.6, 70,  -5,  11,13, 38.8, ⑬⑬
 9,12, キタノユメ,---,的場勇, 2.0, 38, -20, -10,11, 65.1, ⑭⑭, 9, 5,Ｄニシノアンジュ, 54,木幡初, 0.8, 48,*  0, -18, 5, 12.3, ①①, 9, 2,Ｍリリｰクライマｰ, 60,伴啓太, 2.1, 62,   4,  -2,12, 97.3,⑭⑭⑬, 9, 1,Ｃサノイチ, 79,丸山元, 0.8, 68,  -3,   8, 3,  7.4, ⑧⑩
10,14,Ｍヴァングロｰリアス, 32,井上敏, 2.0, 37, -13, -17,15,214.2, ⑩⑩,10, 9,Ｊノバラ, 44,松若風, 1.0, 45,* -1, -19, 3,  5.2, ②②,10,14,Ｇネオヴァンデロア, 69,木幡初, 2.1, 60,   4,  -2, 6, 18.0,⑬⑬⑫,10,13,Ｊキクノラフィカ, 73,松田大, 1.0, 67,   4,   1,12, 35.6, ⑥⑥
11, 8,Ｇポッドウェｰブ, 45,丸田恭, 2.0, 37, -11, -19,12, 91.4, ⑨⑨,11,12,Ｉスプリｰムゴｰルド, 47,長岡禎, 1.0, 49, -20,   1,11, 42.5, ⑮⑬,11, 8,Ｆトウカイチャｰム, 70,加藤祥, 2.1, 60,   7,  -5, 9, 21.9,⑨⑦⑧,11, 5,Ｈヒルノケアンズ, 74,田中健, 1.3, 63,  -2,   2,14, 64.4, ⑨⑧
12,13,Ｋベリサマ, 40,津村明, 2.1, 39,*  1, -32,10, 64.1, ②②,12,14,Ｋレオフラッパｰ, 40,木幡初, 1.1, 44,  -9, -13, 6, 13.1, ⑦⑨,12,13,Ｂレイズオブザサン, 73,菅原隆, 2.4, 59,   8,  -7, 4, 11.3,⑤⑥⑨,12, 4,Ｇエトルアンフルｰル, 76,吉田隼, 1.3, 63,   3,  -1, 8, 14.0, ⑤⑤
13, 5,Ｊサクラストラｰダ, 42,木幡初, 2.1, 38, -23,  -9,13, 93.1, ⑮⑮,13,15,Ｏハオウ, 35,黛弘人, 1.1, 44,* -4, -18,10, 30.6, ④⑤,13, 1,Ｎコクシブルｰス, 52,野中悠, 2.7, 56,   7, -10,13,171.4,⑥⑤⑥,13, 7,Ｌヒカルソラフネ, 72,黛弘人, 1.5, 61,  -7,   5,16,126.1, ⑭⑮
14, 9,Ｌショウナンバディｰ, 35,松田大, 2.4, 33, -15, -20, 8, 47.2, ⑪⑪,14, 8,Ｇニシノフクオトコ, 48,丸山元, 1.3, 41,  -8, -16, 4,  9.4, ⑥⑦,14,12,Ｏワンダｰブライド, 34,平野優, 8.7, 23,   9, -61,14,185.0,②④⑭,14, 2,Ｏサウスキング, 71,伊藤工, 1.7, 59,   4,  -5, 2,  5.6, ④④
15,11,Ｎクラウンフォルテ, 27,川須栄, 2.5, 32, -16, -20,14,141.8, ⑬⑬,15, 1,Ｎヤマニンルバンシュ, 38,菅原隆, 2.3, 30, -19, -17,14,158.1, ⑭⑮,,,,,,,,,,,,,15,14,Ｋギャラクシｰエクス, 73,松若風, 1.8, 58, -12,   7, 7, 12.3, ⑯⑯
,,,,,,,,,,,,16,16,Ｍスガノジャジャウマ, 39,伴啓太, 2.5, 31, -44,*  3,16,216.5, ⑯⑯,,,,,,,,,,,,,16,16,Ｍスマｰトエビデンス, 72,高倉稜, 2.9, 50,*  8, -20, 6, 10.7, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:4),,,,,,,,,,,
"単勝:600円 複勝:01=280円 02=1,010円 03=190円 枠連:1,370円",,,,,,,,,,,,"単勝:410円 複勝:02=180円 03=490円 06=1,860円 枠連:570円",,,,,,,,,,,,単勝:270円 複勝:05=120円 09=140円 11=160円 枠連:530円,,,,,,,,,,,,"単勝:1,640円 複勝:12=620円 15=440円 11=1,370円 枠連:4,170円",,,,,,,,,,,
"馬連:17,420円 ワイド:01-02=5,750円 01-03=560円 02-03=3,600円",,,,,,,,,,,,"馬連:3,400円 ワイド:02-03=1,220円 02-06=4,570円 03-06=12,710円",,,,,,,,,,,,馬連:670円 ワイド:05-09=230円 05-11=350円 09-11=510円,,,,,,,,,,,,"馬連:11,020円 ワイド:12-15=3,540円 11-12=16,190円 11-15=11,530円",,,,,,,,,,,
"馬単:33,860円 3連複:15,870円 3連単:101,080円",,,,,,,,,,,,"馬単:5,770円 3連複:57,890円 3連単:207,960円",,,,,,,,,,,,"馬単:1,060円 3連複:1,220円 3連単:4,170円",,,,,,,,,,,,"馬単:20,540円 3連複:253,830円 3連単:1,225,680円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医王寺特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａケイエスミラｰジュ, 62,松田大,, 56,  -6,*  6, 2,  3.2,③③③, 1,10,Ｂシグナルアロｰ, 64,嶋田純,, 59,  -1,* -7, 2,  4.3,⑩⑦⑤, 1,13,Ｈミラクルラヴィ, 65,勝浦正,, 69,   0,* 13, 6, 12.3,⑭⑭⑭, 1,11,Ｂカシノワルツ, 67,二本柳,, 69,  -4,   6, 5, 10.2, ⑩⑩
 2,14,Ｂアフェットゥオｰソ, 61,吉田隼, 0.1, 54,  -6,*  6, 1,  3.1,⑤⑤⑤, 2, 6,Ａセプティエｰム, 65,丸山元, 0.1, 57,*  1, -13, 1,  3.1,⑥④①, 2, 3,Ａウインオリアｰト, 77,木幡初, 0.0, 69,   2,*  9, 1,  3.0,⑪⑪⑨, 2,10,Ａスリｰカｰニバル, 70,古川吉, 0.0, 69,  -2,   3, 2,  4.4, ⑥⑤
 3,11,Ｃディｰエスレイザｰ, 57,勝浦正, 0.1, 55,  -7,*  8, 4,  9.5,⑧⑦⑦, 3, 4,Ｆスズカステイボｰイ, 51,加藤祥, 0.2, 57,  -2,* -9, 8, 26.5,⑧⑩⑧, 3, 7,Ｆサグレス, 69,黛弘人, 0.0, 68,*  9,  -4, 5,  8.4,①①①, 3, 6,Ｈミッキｰマンデｰ, 62,熊沢重, 0.0, 71, -13,* 15, 6, 10.9, ⑮⑭
 4, 4,Ｄリタｰンエｰス, 55,西田雄, 0.6, 54,  -6,   4, 9, 30.7,⑥⑥⑥, 4, 3,Ｌビュトンドｰル, 47,木幡初, 0.3, 55,*  1, -16,14, 85.9,②②③, 4, 8,Ｃエイシンノｰティス, 72,津村明, 0.2, 65,   6,  -1, 2,  5.2,⑤⑤⑤, 4,14,Ｇアグネスキズナ, 62,勝浦正, 0.3, 64,  -3,   0,12, 44.1, ⑦⑧
 5, 6, バンブｰキングペレ,---,丸田恭, 0.7, 51,  -9,*  7, 6, 19.2,⑩⑩⑩, 5,14,Ｅタガノヴェリテ, 53,黛弘人, 0.5, 56,  -3,* -9, 4,  8.8,⑭⑮⑫, 5, 2,Ｂビキニスタイル, 72,丸山元, 0.3, 66,   1,   8, 3,  6.2,⑬⑬⑫, 5,12,Ｋイｰグルアモン, 60,木幡初, 0.3, 65,*  3,  -5,14, 68.4, ①①
 6,13,Ｆコウユｰハレワタル, 51,国分恭, 0.8, 52,  -6,   2, 3,  4.4,⑪⑧⑧, 6,12,Ｇエクソｰルナｰレ, 50,丹内祐, 0.6, 56,   1, -16,12, 61.0,⑨⑧⑦, 6,12,Ｐマンディスキュア, 45,長岡禎, 0.3, 65,   3,   2,15,101.2,⑨⑨⑧, 6, 4,Ｊサウンドタｰゲット, 61,松田大, 0.4, 64,  -4,   0, 7, 12.1, ⑧⑥
 7,10,Ｉサｰドグラッド, 43,古川吉, 0.8, 49,  -6,  -1,15,173.8,④④④, 7, 9,Ｎヴェルデプラｰト, 44,川須栄, 0.6, 53,   0, -19, 7, 21.6,⑯⑤②, 7, 6,Ｋソムニアシチｰ, 62,丹内祐, 0.4, 64,*  8,  -7, 7, 16.0,③④②, 7,15,Ｏヒラボクボｰノ, 55,木幡初, 0.5, 63,  -9,   5,13, 49.8, ⑫⑬
 8,15,Ｊサンダｰクラウド, 40,丹内祐, 0.9, 48,* -4,  -3, 5, 16.1,②②②, 8, 7,Ｄファジｰシステム, 54,丸田恭, 0.7, 53,  -2, -11,11, 43.8,⑦⑬⑬, 8,11,Ｌレッドムｰヴ, 62,丸田恭, 0.5, 65,  -2,* 12,12, 70.6,⑯⑮⑮, 8, 2,Ｆノｰブリｰ, 64,津村明, 0.7, 60, -12,   4, 9, 22.3, ⑭⑮
 9, 9,Ｅサンギルロイ, 54,井上敏, 1.3, 47,* -4,  -7, 8, 25.7,①①①, 9,15,Ｃシップｰコウライ, 56,松若風, 0.7, 53,  -6,* -7, 3,  4.7,⑮⑯⑪, 9, 5,Ｄテンシンランマン, 71,吉田隼, 0.6, 61,   5,  -4, 4,  7.9,⑧⑧⑪, 9, 1,Ｄアｰスプレイ, 65,丸田恭, 0.8, 59, -12,   3, 3,  7.5, ⑬⑪
10,12,Ｈカワカミハンコック, 44,木幡初, 2.0, 44, -11,   0,14,148.8,⑫⑬⑫,10,11,Ｈサンチェロキｰ, 49,古川吉, 0.7, 53,  -1, -14, 5, 11.9,⑫⑪⑨,10, 4,Ｉサンアグライア, 65,川須栄, 0.6, 62,   5,  -4,11, 41.7,⑦⑦④,10, 8,Ｍガラッシアファｰタ, 59,丸山元, 0.9, 56,  -2,  -9, 8, 13.2, ⑤④
11, 8,Ｇアスタｰクリスタル, 50,鮫島克, 2.0, 42,  -8,  -5,11, 68.0,⑦⑨⑨,11, 5, サトノダヴィンチ,---,吉田隼, 0.8, 50,   0, -20, 6, 14.3,⑤⑥④,11, 1,Ｎエクスペリエンス, 59,古川吉, 0.6, 66,   5,   0,14, 94.4,⑩⑩⑩,11,13,Ｃアイファｰマシェリ, 67,川須栄, 1.0, 56,*  3, -14, 1,  4.2, ②②
12, 2,Ｋビップチャｰチャン, 39,松若風, 2.9, 38, -10,  -8,10, 61.9,⑬⑭⑬,12, 8,Ｊコパノハミルトン, 48,藤懸貴, 1.3, 47,  -3, -20,10, 41.1,⑪⑭⑮,12,16,Ｅマダムジルウェット, 69,松若風, 0.8, 58,*  7, -14, 8, 26.5,④③③,12, 7,Ｌノｰブルサイレンス, 60,西田雄, 1.0, 56,  -1, -10,15,109.5, ④③
13, 3,Ｍシャオシンジュ, 35,伴啓太, 3.1, 37,  -9, -12, 7, 20.4,⑨⑪⑪,13, 1,Ｋケイジｰスワロｰ, 48,伴啓太, 1.3, 46,  -1, -24,13, 63.6,④⑨⑥,13,15,Ｍダノンビｰナス, 61,加藤祥, 1.0, 58,   6, -12,13, 74.7,⑥⑥⑥,13, 5,Ｎバｰニングハｰト, 59,松若風, 1.1, 55,  -9,  -3,10, 33.0, ⑪⑫
