15年 8月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信濃川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｅショウナンライズ, 42,デムｰ,, 60,*  7, -10, 1,  1.9, ②②, 1, 6, ダンツメガヒット,,小坂忠,,,,, 7, 25.7,⑥⑦⑦, 1,12,Ｃモルダバイト, 74,田中勝,, 76,* 10,*  4, 5, 11.2,①①①, 1, 6,Ａティルナノｰグ, 83,石橋脩,, 92,*  1,  20, 3,  4.1, ①①
 2,18,Ｉタンサンドｰル, 35,北村宏, 0.2, 56,   0,* -4, 2,  3.6, ⑨⑥, 2, 9, シャドウカラｰズ,,山本康,187.3,,,, 2,  3.6,①①①, 2, 2,Ｋトｰセンラムセス, 64,菅原隆, 0.5, 74,*  9,*  2, 6, 13.3,②④②, 2, 4,Ｄエスオンマイチェス, 75,北村宏, 0.3, 89,   0,  19, 5,  7.9, ③④
 3,15,Ａコリｰナ, 50,大野拓, 0.5, 53,   1,  -8, 3,  9.1, ⑧⑨, 3, 8, テイエムリキオｰ,,高野和,187.6,,,, 6, 14.5,⑧④④, 3, 9,Ａエルズミｰア, 81,大野拓, 0.7, 73,*  9,   0, 1,  1.8,④③④, 3, 8,Ｂエトランドル, 78,デムｰ, 0.3, 91,  -3,* 26, 4,  5.7, ⑧⑧
 4,14,Ｄマイネルパッセ, 47,津村明, 0.9, 48,   3, -17, 8, 50.3, ③③, 4, 5, ダイワデッセｰ,,平沢健,187.7,,,, 1,  2.5,⑤⑤⑤, 4,15,Ｆアオイオンリｰワン, 70,北村宏, 1.0, 72,   6,*  3, 4,  9.1,⑧⑦⑦, 4, 5,Ｃモンドインテロ, 77,吉田隼, 0.4, 87,  -2,  20, 1,  2.6, ⑥⑤
 5,10,Ｏラブタｰボ, 31,松岡正, 1.0, 47,  -4,  -8, 9, 73.8, ⑫⑫, 5,11, プレスリｰ,,蓑島靖,187.9,,,, 8, 32.1,④③③, 5,14,Ｂアｰスコネクタｰ, 76,内田博, 1.2, 70,   8,  -2, 2,  5.8,⑥⑥⑥, 5, 3,Ｅサンライズセンス, 75,吉田豊, 0.8, 81,*  1,   9, 2,  4.0, ②②
 6,16,Ｋノアシャトル, 35,木幡初, 1.0, 46,  -1, -12,14,262.5, ⑪⑪, 6,10, ラノララク,,江田勇,188.7,,,,11, 82.7,③⑥⑥, 6, 1,Ｉサリレモンド, 69,デムｰ, 1.2, 67,*  9,  -4, 3,  6.9,③②③, 6, 1,Ｈストリｰトキャップ, 67,内田博, 0.9, 81,   0,  12, 6, 17.1, ④③
 7,11,Ｊスリｰミュｰジアム, 35,吉田豊, 1.1, 46,  -7,* -5,16,350.7, ⑮⑮, 7, 1, エルインペレイタｰ,,浜野谷,189.2,,,, 5, 10.3,②②②, 7,10,Ｏサムソンズライト, 48,吉田豊, 2.0, 65,   3,   2,10, 79.6,⑬⑫⑫, 7, 7,Ｆメイショウオオゼキ, 72,木幡初, 1.1, 79,   0,   9, 8, 92.4, ⑤⑥
 8, 7,Ｃタネホカホカ, 47,江田照, 1.2, 44,   2, -19, 5, 20.7, ⑦⑧, 8, 3, アサクサポイント,,草野太,189.9,,,, 4,  9.6,⑨⑧⑧, 8, 4,Ｅフィラｰレ, 72,吉田隼, 2.1, 64,   5,  -3, 7, 30.4,⑦⑨⑨, 8, 2,Ｇナンヨｰケンゴｰ, 70,田中勝, 1.5, 76,  -1,   6, 7, 50.5, ⑦⑦
 9, 6,Ｆジャマイカムｰン, 41,野中悠, 1.2, 44,  -1, -15,11,124.4, ⑩⑩, 9, 2, レッドフォルツァ,,五十嵐,191.6,,,, 3,  5.6,⑩⑩⑩, 9,11,Ｊカシノカｰム, 69,西田雄, 2.3, 64,   3,  -2,13,184.2,⑫⑪⑪,,,,,,,,,,,,
10, 5,Ｇジェネレｰション, 39,的場勇, 1.3, 43,  -7,  -8,15,295.0, ⑭⑭,10,13, マコトダッソｰ,,上野翔,191.7,,,,10, 46.9,⑦⑨⑨,10, 6,Ｈマイネルネッツ, 69,嘉藤貴, 2.8, 59,   8, -15, 8, 39.2,⑤⑤⑤,,,,,,,,,,,,
11, 9,Ｂメラニオｰン, 47,宮崎北, 1.4, 43,*  4, -25, 6, 28.7, ④④,11,12, タニセンジャッキｰ,,石神深,192.2,,,, 9, 46.9,⑪⑪⑪,11, 3,Ｄティズトレメンダス, 72,木幡初, 3.4, 55,   6, -17, 9, 39.9,⑨⑧⑧,,,,,,,,,,,,
12,13,Ｎクリプトスコｰド, 34,武士沢, 1.5, 43,   3, -25,12,146.8, ⑤⑤,12, 7, ハクサンゲイン,,大江原,193.2,,,,13,245.2,⑬⑫⑫,12, 8,Ｇデルマカマイタチ, 70,石川裕, 3.4, 59,   0,  -5,12,145.6,⑮⑬⑬,,,,,,,,,,,,
