15年 1月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 1月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初咲賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａフジゴウカイ, 58,松岡正,, 57,  -6,*  5, 1,  2.1, ⑨⑨, 1, 5, ヘリオスフィア,,原田和,,,,, 3,  5.4,②②②, 1,12,Ａクリノエビスジン, 78,ベリｰ,, 70,  -1,* 13, 4,  6.9,⑫⑪⑪, 1, 6,Ｉオメガキングティｰ, 70,北村宏,, 85,  -4,* 26, 9, 28.0,④⑧⑤
 2,15,Ｂセイウンオセアン, 56,田辺裕, 0.1, 58,*  1,  -1, 2,  4.2, ④④, 2, 6, ヒラボクインパクト,,五十嵐,192.6,,,, 1,  2.2,①①①, 2, 4,Ｊマサノグリンベレｰ, 69,田辺裕, 0.2, 70,   1,   8, 2,  4.6,④⑤④, 2, 3,Ｅシュンドルボン, 74,田辺裕, 0.2, 80,  -3,  20, 5,  8.7,⑦⑤④
 3, 4,Ｅストリｰトオベロン, 52,後藤浩, 0.1, 57,*  2,  -2, 3,  5.0, ①①, 3, 2, シゲルヒダカ,,植野貴,193.8,,,, 5, 13.0,④④④, 3, 5,Ｈトｰセンミラｰジュ, 69,横山典, 0.3, 66,*  2,   4, 3,  5.4,①①①, 3, 1,Ｄラインハｰディｰ, 74,横山典, 0.2, 82,  -6,* 28, 6, 13.5,⑩⑪⑩
 4,16,Ｄカシノキングダム, 53,二本柳, 0.3, 56,  -2,   0, 4, 12.2, ⑥⑥, 4,12, エルインペレイタｰ,,浜野谷,194.0,,,, 6, 18.8,③③③, 4,15,Ｎカシノカｰム, 65,西田雄, 0.3, 71,   1,   7,16,252.5,⑨⑦⑦, 4, 9,Ｆウインフェニックス, 73,石橋脩, 0.2, 79,*  0,  16, 1,  2.7,③③③
 5, 5,Ｌツウロｰゼズ, 44,木幡初, 0.6, 54,*  1,  -6, 5, 17.6, ②②, 5, 1, トｰセンセカイオｰ,,小野寺,195.6,,,, 7, 43.9,⑧⑥⑥, 5,14,Ｂポルスタｰシャイン, 76,内田博, 0.3, 71,  -1,* 11, 1,  4.2,⑪⑫⑨, 5, 2,Ａダイワアクシス, 80,蛯名正, 0.4, 81,  -4,  22, 4,  7.4,⑧⑩⑥
 6, 6,Ｉカレリア, 48,伴啓太, 0.7, 52,*  1,  -7, 7, 27.8, ③③, 6, 4, キｰアイテム,,石神深,195.8,,,, 8,105.7,⑥⑤⑤, 6, 7,Ｃディアグリスタｰ, 75,吉田豊, 0.4, 66,*  2,   4, 9, 23.6,②②②, 6,10,Ｂアルバｰト, 80,ベリｰ, 0.4, 78,  -4,  21, 2,  3.8,⑪⑨⑨
 7,14,Ｊカスミチャン, 45,小野寺, 1.0, 50,  -7,  -1,11, 59.9, ⑫⑬, 7, 9, プコナコナ,,蓑島靖,199.0,,,,13,224.6,⑩⑨⑨, 7, 1,Ｏシャドウカラｰズ, 55,ブノワ, 0.4, 70,  -2,* 12, 5,  8.4,⑩⑭⑬, 7, 5,Ｇコスモグレｰスフル, 71,丹内祐, 0.5, 74,  -2,  13, 8, 26.8,②②②
 8, 3,Ｃサトノピスケス, 54,北村宏, 1.1, 49, -14,*  4, 9, 35.9, ⑭⑭, 8,11, セイカシャルマン,,大江原,200.0,,,,12,192.1,⑦⑧⑦, 8, 2,Ｆコンプリｰトゲｰム, 71,後藤浩, 0.4, 69,  -2,* 12, 8, 22.6,⑬⑮⑭, 8, 7,Ｈコスモチョコレイ, 71,柴田大, 0.6, 73,*  1,   8, 7, 18.3,①①①
 9,12,Ｆシｰテッドリバティ, 51,大庭和, 1.2, 47, -11,  -1,12, 68.3, ⑬⑩, 9, 8, ペイシャンスゼｰタ,,草野太,203.7,,,, 9,134.9,⑤⑦⑧, 9, 3,Ｄコスモソｰク, 72,柴田大, 0.6, 70,  -2,   9, 6, 14.6,⑦⑬⑫, 9, 8,Ｃヘルデンテノｰル, 76,吉田豊, 0.9, 74,  -6,  16, 3,  6.8,⑫⑫⑫
10, 9,Ｈエイプリルラヴ, 49,西田雄, 1.4, 48,  -8,  -3,10, 55.1, ⑪⑫,10,13, タッテナムコｰナｰ,,高野和,204.1,,,,10,141.0,⑨⑩⑩,10, 9,Ｉジョｰヌドｰル, 69,蛯名正, 0.6, 69,  -1,   8,11, 36.6,⑧⑩⑧,10, 4,Ｌアｰトフェスタ, 63,ブノワ, 1.1, 68,  -3,   9,10, 62.4,⑨⑦⑪
11,11,Ｏヤマトキャピタル, 33,蛯名正, 1.7, 43,  -3, -12,13,132.1, ⑦⑧,,,,,,,,,,,,,11,11,Ｇレイアロハ, 70,石橋脩, 1.0, 63,*  1,  -1,10, 32.5,⑯④③,11,11,Ｋウインミｰティア, 65,菱田裕, 1.2, 66,  -3,   6,11, 71.2,⑥⑥⑦
12, 7,Ｍロｰドアルタイル, 44,田中勝, 1.9, 43,  -1, -15, 6, 20.3, ⑤⑤,,,,,,,,,,,,,12,10,Ｌヒムカ, 68,大野拓, 1.0, 64,   1,   2, 7, 15.9,⑭⑨⑩,12,12,Ｊノｰブルジュピタ, 69,江田照, 1.5, 61,  -1,  -1,12,210.3,⑤④⑧
13,10,Ｇリニア, 51,柴山雄, 2.3, 36, -34,* 12, 8, 31.7, ⑯⑯,,,,,,,,,,,,,13,13,Ｅレオネプチュｰン, 71,松岡正, 1.1, 62,*  2,  -1,14, 47.5,③③⑤,,,,,,,,,,,,
14, 1,Ｋハガクレ, 45,長岡禎, 2.5, 36,  -5, -17,14,182.9, ⑧⑦,,,,,,,,,,,,,14, 8,Ｍクラウンデピュティ, 66,吉田隼, 1.3, 61,  -2,   4,13, 46.8,⑮⑯⑯,,,,,,,,,,,,
15,13,Ｐアテイン, 31,吉田隼, 2.6, 34, -13, -10,16,440.0, ⑮⑮,,,,,,,,,,,,,15, 6,Ｋハｰモニｰフェア, 68,北村宏, 1.4, 63,   1,  -2,12, 37.0,⑤⑥⑥,,,,,,,,,,,,
16, 8,Ｎライメイ, 43,大野拓, 2.8, 34,  -6, -18,15,239.5, ⑩⑪,,,,,,,,,,,,,16,16,Ｐテンミライ, 52,津村明, 3.9, 46,   1, -23,15,152.2,⑥⑧⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,
単勝:210円 複勝:02=110円 15=110円 04=130円 枠連:350円,,,,,,,,,,,,単勝:540円 複勝:05=160円 06=120円 02=220円 枠連:640円,,,,,,,,,,,,"単勝:690円 複勝:12=180円 04=200円 05=200円 枠連:1,150円",,,,,,,,,,,,"単勝:2,800円 複勝:06=830円 03=270円 01=480円 枠連:6,200円",,,,,,,,,,,
馬連:470円 ワイド:02-15=200円 02-04=270円 04-15=340円,,,,,,,,,,,,馬連:650円 ワイド:05-06=290円 02-05=870円 02-06=550円,,,,,,,,,,,,"馬連:2,010円 ワイド:04-12=740円 05-12=770円 04-05=660円",,,,,,,,,,,,"馬連:15,110円 ワイド:03-06=3,480円 01-06=4,830円 01-03=1,630円",,,,,,,,,,,
"馬単:740円 3連複:710円 3連単:2,350円",,,,,,,,,,,,"馬単:1,640円 3連複:2,170円 3連単:10,780円",,,,,,,,,,,,"馬単:4,320円 3連複:3,520円 3連単:23,370円",,,,,,,,,,,,"馬単:35,550円 3連複:50,990円 3連単:400,640円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1800m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾎﾟﾙｯｸｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｆココスタイル, 55,蛯名正,, 60,   1,* -1, 2,  2.7,⑦④④, 1,14,Ｉレトロクラシック, 53,内田博,, 63, -10,   5, 2,  4.7,⑨⑦⑥, 1,16,Ｇサウスセレクト, 66,伴啓太,, 71,*  2,   3, 4, 10.1, ③③, 1,13,Ｅイッシンドウタイ, 89,横山典,, 84,  15,  12, 7, 19.0,⑧⑧⑥
 2,13,Ｂオケアノス, 62,内田博, 0.0, 59,*  2,* -3, 1,  2.5,③③③, 2, 6,Ｃパｰルヴァティｰ, 59,後藤浩, 0.2, 59, -13,   7, 5, 10.5,⑥⑧⑧, 2,12,Ｂアキノアッパｰ, 71,西田雄, 0.3, 70,*  4,   0, 2,  3.1, ②②, 2, 6,Ａランウェイワルツ, 92,内田博, 0.2, 85,  14,  11, 1,  2.3,⑨⑨⑧
 3,15,Ｅオルグ, 55,勝浦正, 0.6, 55,   0,  -4,12,128.6,⑨⑦⑦, 3, 2,Ｈエクストラペトル, 53,石川裕, 0.2, 63, -16,* 11, 4,  6.5,⑩⑪⑩, 3,11,Ｊコウギョウサンデｰ, 64,柴田大, 0.6, 66,  -9,*  9, 3,  6.9, ⑪⑦, 3,15,Ｇフィｰルザスマｰト, 88,田中勝, 0.2, 88,  13,* 14, 3,  7.1,⑩⑪⑪
 4,11,Ｎツェッペリン, 41,北村宏, 0.7, 57,  -1,* -3, 9, 48.9,⑪⑩⑨, 4,12,Ｊレディｰムｰン, 50,武士沢, 0.2, 63, -10,   1, 8, 24.6,⑦⑤⑤, 4, 9,Ａツインプラネット, 75,石川裕, 0.7, 65,*  4,  -4, 1,  2.8, ①①, 4, 9,Ｏグランプリブラッド, 83,松岡正, 0.5, 84,  14,  12,14,161.3,⑫⑩⑩
 5, 3,Ｃアサマ, 61,原田和, 0.8, 54,   1,  -6, 5, 12.3,④⑥⑤, 5,16,Ｋエスティエッキｰ, 46,松岡正, 0.2, 65, -17,* 12,13, 84.7,⑮⑬⑬, 5, 6,Ｃドンビザッツウェイ, 70,丸田恭, 1.0, 61, -10,*  6, 6, 11.4, ⑫⑨, 5,14,Ｌリキサンステルス, 85,北村宏, 0.5, 86,  12,* 14, 9, 29.8,⑪⑫⑭
 6,12,Ｋセｰブル, 46,松岡正, 1.0, 53,  -2,* -3, 8, 42.5,⑫⑫⑩, 6, 5,Ｌステイハッピｰ, 45,丸山元, 0.3, 54,* -6,  -7,10, 39.3,②①①, 6, 8,Ｈスズカプリオｰル, 66,丸山元, 1.2, 60,  -6,   1, 5, 10.3, ⑦⑧, 6,12,Ｃロイヤルクレスト, 91,古川吉, 0.8, 81,* 17,   1,11, 32.3,④③③
 7,10,Ｈカゼノゴトク, 49,杉原誠, 1.2, 48,  -1,  -6,15,394.9,⑭⑪⑪, 7,11,Ａビｰウィッチド, 63,吉田隼, 0.4, 53,* -9,  -4, 3,  6.0,⑤④③, 7, 4,Ｍカウンタｰハッセキ, 60,横山和, 1.2, 62,  -6,   2, 8, 26.9, ⑧⑩, 7, 7,Ｊサンマルデュｰク, 87,小島太, 0.9, 82,  11,  12,15,192.2,⑬⑬⑫
