15年 3月 1日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月 1日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊丹ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｇメジャｰガラメキ, 53,福永祐,, 57,  -5,*  4, 1,  3.5, ⑦⑤, 1, 5, ワンダｰバライル,,佐久間,,,,, 6, 10.8,②②②, 1, 1,Ｅネオジェネシス, 74,デムｰ,, 77,* 10,   7, 1,  2.3,①①①, 1,10,Ｂマスクゾロ, 88,武豊  ,, 82,* 12,   7, 1,  2.9,④④③
 2, 4,Ｂノｰスメイジャイ, 62,デムｰ, 0.0, 57,* -1,   0, 2,  3.6, ②②, 2, 8, サウンドビガレス,,植野貴,206.3,,,, 9, 26.1,④④④, 2, 6,Ｇマコトグロズヌイ, 71,戸崎圭, 0.1, 76,   8,*  9, 4,  6.3,④③③, 2, 5,Ｉスノｰモンキｰ, 83,福永祐, 0.0, 84,  11,   9, 5, 14.2,⑥⑤⑤
 3, 7,Ｃドリス, 61,酒井学, 0.3, 55,  -5,*  2, 6, 10.9, ⑥⑥, 3, 6, エアラｰテル,,高田潤,206.5,,,, 4,  7.3,③③③, 3, 2,Ｃスズカアドニス, 75,福永祐, 0.2, 76,   8,*  8, 3,  4.8,③④④, 3, 6,Ｇメイショウスミトモ, 85,古川吉, 0.3, 82,   9,  10, 7, 16.7,⑨⑨⑦
 4,13,Ａシゲルハナガサ, 62,国分優, 0.7, 51,  -6,   0, 3,  4.6, ⑩⑦, 4,13, ミヤジエムジェイ,,小坂忠,206.7,,,, 1,  2.8,①①①, 4, 9,Ａマジカルツアｰ, 77,秋山真, 0.7, 73,   9,   5, 2,  4.4,⑤⑤⑤, 4, 9,Ｅキャニオンバレｰ, 86,戸崎圭, 0.4, 80,* 13,   2, 6, 14.3,②②②
 5, 1,Ｅケンブリッジデイズ, 56,藤田伸, 0.9, 51,  -6,  -2, 7, 21.5, ⑧⑪, 5,14, キングブラｰボ,,森一馬,207.6,,,,11, 80.6,⑦⑧⑦, 5, 8,Ｂダンツキャッチ, 77,太宰啓, 0.9, 73,   6,*  8, 6, 17.7,⑫⑪⑧, 5, 7,Ｆヒラボクプリンス, 86,池添謙, 0.4, 80,  10,   6, 4,  7.7,⑤⑥⑥
 6, 6,Ｋペパｰミント, 45,秋山真, 0.9, 50, -12,*  4,10, 99.0, ⑬⑬, 6, 2, テイエムボッケモン,,黒岩悠,207.7,,,, 8, 17.8,⑧⑨⑧, 6, 5,Ｆショウナンガッチャ, 71,浜中俊, 1.3, 69,*  9,  -2, 5, 14.1,②②②, 6,13,Ｈサイモンガｰランド, 84,酒井学, 0.4, 83,   5,* 17,10, 47.2,⑮⑯⑮
 7, 2,Ｈハギノナトゥｰラ, 52,戸崎圭, 0.9, 49,*  1,  -9, 4,  7.3, ①①, 7,10, アドマイヤバｰトン,,西谷誠,207.7,,,, 7, 13.7,⑥⑤⑤, 7, 4,Ｈフロリダブルｰ, 70,幸英明, 1.8, 66,   7,  -2, 8, 38.8,⑧⑦⑥, 7, 2,Ｄダノンバトゥｰラ, 87,浜中俊, 0.4, 81,* 13,   2, 2,  4.2,①①①
 8,14,Ｊラブミｰフウジン, 46,加藤祥, 1.0, 50,  -6,  -2,14,169.4, ⑨⑨, 8, 7, フィオリア,,林満明,208.7,,,,10, 46.8,⑤⑥⑥, 8,10,Ｍアレックスキッド, 53,小牧太, 2.5, 62,   2,   1,13,178.3,⑬⑬⑬, 8, 4,Ａグレイレジェンド, 89,小林徹, 0.4, 82,   8,  11,12, 67.5,⑬⑪⑨
 9,12,Ｍガｰルズライン, 33,三津谷, 1.1, 47,  -3,  -8, 8, 27.8, ③④, 9, 1, ゴｰルデンヒｰロｰ,,平沢健,209.4,,,, 2,  5.3,⑪⑩⑩, 9,12,Ｄヴァンクウィッシュ, 75,池添謙, 2.7, 58,   5,  -7, 7, 24.6,⑪⑫⑨, 9,16,Ｃグレナディアｰズ, 87,北村友, 0.6, 79,   7,* 12, 3,  5.1,⑭⑬⑩
10,15,Ｄメイショウヤソヒメ, 57,武豊  , 1.5, 43,  -4, -10, 5,  9.2, ④③,10,12, スズカジョンブル,,難波剛,210.3,,,,12,100.4,⑨⑦⑨,10,13,Ｌランドスタｰ, 57,北村友, 3.0, 56,   5,  -9, 9, 72.6,⑨⑩⑫,10, 3,Ｌスピナッチ, 82,藤田伸, 0.7, 79,   9,   5, 9, 35.4,⑩⑧⑧
11,10,Ｉヤマニンプチロｰブ, 46,藤岡佑, 1.9, 39, -11,  -6,11,135.0, ⑫⑩,11, 9, インキュベｰタｰ,,金子光,210.7,,,,13,120.3,⑫⑫⑪,11, 7,Ｋリリｰクライマｰ, 61,酒井学, 3.1, 57,   6, -11,12,144.8,⑦⑨⑪,11,12,Ｋスプリングシｰズン, 83,秋山真, 1.9, 70,   6,   0,13, 90.2,⑪⑫⑪
